=== economy-table57.xlsx ===
Cell A1 | value='Month' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell C234 | value='759347.01' | fill=00000000 | rows=[233] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B235 | value='Vehicle Maintainance' | fill=00000000 | rows=[234] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C235 | value='929' | fill=00000000 | rows=[234] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B236 | value='Vehicle Running' | fill=00000000 | rows=[235] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C236 | value='11885.55' | fill=00000000 | rows=[235] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A237 | value='2018-03-01 00:00:00' | fill=00000000 | rows=[236, 237, 238, 239, 240, 241, 242, 243, 244, 245, 246, 247, 248, 249, 250, 251, 252, 253, 254, 255, 256, 257, 258] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B237 | value='AC Charges' | fill=00000000 | rows=[236] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C237 | value='203291' | fill=00000000 | rows=[236] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B238 | value='Books and Periodicals' | fill=00000000 | rows=[237] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C238 | value='230' | fill=00000000 | rows=[237] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B239 | value='Insurance' | fill=00000000 | rows=[238] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C239 | value='448441' | fill=00000000 | rows=[238] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B240 | value='Loss on Redemption in MT' | fill=00000000 | rows=[239] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C240 | value='1.69' | fill=00000000 | rows=[239] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B241 | value='Travelling Insurance' | fill=00000000 | rows=[240] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C241 | value='14418' | fill=00000000 | rows=[240] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B242 | value='Vehicle Parking Charges' | fill=00000000 | rows=[241] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C242 | value='118925' | fill=00000000 | rows=[241] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B243 | value='Bank Commission Charges' | fill=00000000 | rows=[242] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C243 | value='124659.86' | fill=00000000 | rows=[242] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B244 | value='Conveyance During Tour Expenses' | fill=00000000 | rows=[243] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C244 | value='161891' | fill=00000000 | rows=[243] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B245 | value='Electricity Charges' | fill=00000000 | rows=[244] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C245 | value='12417.3' | fill=00000000 | rows=[244] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B246 | value='Entertainment Expenses' | fill=00000000 | rows=[245] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C246 | value='70132' | fill=00000000 | rows=[245] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B247 | value='Membership & Subscription' | fill=00000000 | rows=[246] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C247 | value='22603' | fill=00000000 | rows=[246] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B248 | value='Miscellaneous Expenses' | fill=00000000 | rows=[247] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C248 | value='558.58' | fill=00000000 | rows=[247] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B249 | value='Office Maintenance' | fill=00000000 | rows=[248] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C249 | value='223300' | fill=00000000 | rows=[248] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B250 | value='Postage & Courier Charges' | fill=00000000 | rows=[249] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C250 | value='47088.5' | fill=00000000 | rows=[249] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B251 | value='Printing & Stationery' | fill=00000000 | rows=[250] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C251 | value='223019.3' | fill=00000000 | rows=[250] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B252 | value='Rent Paid' | fill=00000000 | rows=[251] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C252 | value='799622' | fill=00000000 | rows=[251] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B253 | value='Repairs & Maintenance' | fill=00000000 | rows=[252] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C253 | value='5960' | fill=00000000 | rows=[252] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B254 | value='Rounded Off' | fill=00000000 | rows=[253] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C254 | value='51.28' | fill=00000000 | rows=[253] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B255 | value='Telephone and Communication' | fill=00000000 | rows=[254] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C255 | value='108528.19' | fill=00000000 | rows=[254] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B256 | value='Travelling And Conveyance' | fill=00000000 | rows=[255] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C256 | value='215193' | fill=00000000 | rows=[255] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B257 | value='Travelling Expenses' | fill=00000000 | rows=[256] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C257 | value='1576530.5' | fill=00000000 | rows=[256] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B258 | value='Vehicle Maintainance' | fill=00000000 | rows=[257] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C258 | value='2087' | fill=00000000 | rows=[257] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B259 | value='Vehicle Running' | fill=00000000 | rows=[258] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C259 | value='8740.09' | fill=00000000 | rows=[258] | cols=[2] | col_header=False | row_header=False | metadata=False

