=== employment-table03.xlsx ===
Cell A1 | value='Age, sex, and race' | fill=FFFFFF00 | rows=[0, 1, 2, 3] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell D162 | value='61.2' | fill=00000000 | rows=[161] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E162 | value='3048' | fill=00000000 | rows=[161] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F162 | value='59.1' | fill=00000000 | rows=[161] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G162 | value='103' | fill=00000000 | rows=[161] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H162 | value='3.3' | fill=00000000 | rows=[161] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I162 | value='2002' | fill=00000000 | rows=[161] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A163 | value='55 to 59 years' | fill=00000000 | rows=[162] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B163 | value='2514' | fill=00000000 | rows=[162] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C163 | value='1735' | fill=00000000 | rows=[162] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D163 | value='69' | fill=00000000 | rows=[162] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E163 | value='1678' | fill=00000000 | rows=[162] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F163 | value='66.7' | fill=00000000 | rows=[162] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G163 | value='57' | fill=00000000 | rows=[162] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H163 | value='3.3' | fill=00000000 | rows=[162] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I163 | value='779' | fill=00000000 | rows=[162] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A164 | value='60 to 64 years' | fill=00000000 | rows=[163] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B164 | value='2640' | fill=00000000 | rows=[163] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C164 | value='1417' | fill=00000000 | rows=[163] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D164 | value='53.7' | fill=00000000 | rows=[163] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E164 | value='1371' | fill=00000000 | rows=[163] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F164 | value='51.9' | fill=00000000 | rows=[163] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G164 | value='47' | fill=00000000 | rows=[163] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H164 | value='3.3' | fill=00000000 | rows=[163] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I164 | value='1223' | fill=00000000 | rows=[163] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A165 | value='65 years and over' | fill=00000000 | rows=[164] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B165 | value='5787' | fill=00000000 | rows=[164] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C165 | value='1120' | fill=00000000 | rows=[164] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D165 | value='19.4' | fill=00000000 | rows=[164] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E165 | value='1076' | fill=00000000 | rows=[164] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F165 | value='18.6' | fill=00000000 | rows=[164] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G165 | value='44' | fill=00000000 | rows=[164] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H165 | value='3.9' | fill=00000000 | rows=[164] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I165 | value='4666' | fill=00000000 | rows=[164] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A166 | value='65 to 69 years' | fill=00000000 | rows=[165] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B166 | value='2010' | fill=00000000 | rows=[165] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C166 | value='599' | fill=00000000 | rows=[165] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D166 | value='29.8' | fill=00000000 | rows=[165] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E166 | value='578' | fill=00000000 | rows=[165] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F166 | value='28.7' | fill=00000000 | rows=[165] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G166 | value='21' | fill=00000000 | rows=[165] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H166 | value='3.5' | fill=00000000 | rows=[165] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I166 | value='1411' | fill=00000000 | rows=[165] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A167 | value='70 to 74 years' | fill=00000000 | rows=[166] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B167 | value='1612' | fill=00000000 | rows=[166] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C167 | value='317' | fill=00000000 | rows=[166] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D167 | value='19.7' | fill=00000000 | rows=[166] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E167 | value='301' | fill=00000000 | rows=[166] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F167 | value='18.7' | fill=00000000 | rows=[166] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G167 | value='16' | fill=00000000 | rows=[166] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H167 | value='5' | fill=00000000 | rows=[166] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I167 | value='1295' | fill=00000000 | rows=[166] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A168 | value='75 years and over' | fill=00000000 | rows=[167] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B168 | value='2164' | fill=00000000 | rows=[167] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C168 | value='205' | fill=00000000 | rows=[167] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D168 | value='9.5' | fill=00000000 | rows=[167] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E168 | value='197' | fill=00000000 | rows=[167] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F168 | value='9.1' | fill=00000000 | rows=[167] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G168 | value='7' | fill=00000000 | rows=[167] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H168 | value='3.5' | fill=00000000 | rows=[167] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I168 | value='1960' | fill=00000000 | rows=[167] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A169 | value='Men' | fill=00000000 | rows=[168] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A170 | value='16 years and over' | fill=00000000 | rows=[169] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B170 | value='16067' | fill=00000000 | rows=[169] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C170 | value='10543' | fill=00000000 | rows=[169] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D170 | value='65.6' | fill=00000000 | rows=[169] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E170 | value='9943' | fill=00000000 | rows=[169] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F170 | value='61.9' | fill=00000000 | rows=[169] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G170 | value='599' | fill=00000000 | rows=[169] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H170 | value='5.7' | fill=00000000 | rows=[169] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I170 | value='5524' | fill=00000000 | rows=[169] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A171 | value='16 to 19 years' | fill=00000000 | rows=[170] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B171 | value='1266' | fill=00000000 | rows=[170] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C171 | value='383' | fill=00000000 | rows=[170] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D171 | value='30.3' | fill=00000000 | rows=[170] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E171 | value='326' | fill=00000000 | rows=[170] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F171 | value='25.8' | fill=00000000 | rows=[170] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G171 | value='57' | fill=00000000 | rows=[170] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H171 | value='14.9' | fill=00000000 | rows=[170] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I171 | value='882' | fill=00000000 | rows=[170] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A172 | value='16 to 17 years' | fill=00000000 | rows=[171] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B172 | value='707' | fill=00000000 | rows=[171] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C172 | value='138' | fill=00000000 | rows=[171] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D172 | value='19.6' | fill=00000000 | rows=[171] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E172 | value='115' | fill=00000000 | rows=[171] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F172 | value='16.3' | fill=00000000 | rows=[171] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G172 | value='23' | fill=00000000 | rows=[171] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H172 | value='16.9' | fill=00000000 | rows=[171] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I172 | value='569' | fill=00000000 | rows=[171] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A173 | value='18 to 19 years' | fill=00000000 | rows=[172] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B173 | value='559' | fill=00000000 | rows=[172] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C173 | value='245' | fill=00000000 | rows=[172] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D173 | value='43.9' | fill=00000000 | rows=[172] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E173 | value='211' | fill=00000000 | rows=[172] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F173 | value='37.8' | fill=00000000 | rows=[172] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G173 | value='34' | fill=00000000 | rows=[172] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H173 | value='13.8' | fill=00000000 | rows=[172] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I173 | value='314' | fill=00000000 | rows=[172] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A174 | value='20 to 24 years' | fill=00000000 | rows=[173] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B174 | value='1568' | fill=00000000 | rows=[173] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C174 | value='1048' | fill=00000000 | rows=[173] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D174 | value='66.8' | fill=00000000 | rows=[173] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E174 | value='928' | fill=00000000 | rows=[173] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F174 | value='59.2' | fill=00000000 | rows=[173] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G174 | value='120' | fill=00000000 | rows=[173] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H174 | value='11.4' | fill=00000000 | rows=[173] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I174 | value='521' | fill=00000000 | rows=[173] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A175 | value='25 to 54 years' | fill=00000000 | rows=[174] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B175 | value='8479' | fill=00000000 | rows=[174] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C175 | value='7115' | fill=00000000 | rows=[174] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D175 | value='83.9' | fill=00000000 | rows=[174] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E175 | value='6763' | fill=00000000 | rows=[174] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F175 | value='79.8' | fill=00000000 | rows=[174] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G175 | value='352' | fill=00000000 | rows=[174] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H175 | value='4.9' | fill=00000000 | rows=[174] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I175 | value='1364' | fill=00000000 | rows=[174] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A176 | value='25 to 34 years' | fill=00000000 | rows=[175] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B176 | value='3269' | fill=00000000 | rows=[175] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C176 | value='2775' | fill=00000000 | rows=[175] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D176 | value='84.9' | fill=00000000 | rows=[175] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E176 | value='2612' | fill=00000000 | rows=[175] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F176 | value='79.9' | fill=00000000 | rows=[175] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G176 | value='163' | fill=00000000 | rows=[175] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H176 | value='5.9' | fill=00000000 | rows=[175] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I176 | value='493' | fill=00000000 | rows=[175] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A177 | value='25 to 29 years' | fill=00000000 | rows=[176] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B177 | value='1558' | fill=00000000 | rows=[176] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C177 | value='1295' | fill=00000000 | rows=[176] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D177 | value='83.1' | fill=00000000 | rows=[176] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E177 | value='1200' | fill=00000000 | rows=[176] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F177 | value='77' | fill=00000000 | rows=[176] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G177 | value='94' | fill=00000000 | rows=[176] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H177 | value='7.3' | fill=00000000 | rows=[176] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I177 | value='263' | fill=00000000 | rows=[176] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A178 | value='30 to 34 years' | fill=00000000 | rows=[177] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B178 | value='1710' | fill=00000000 | rows=[177] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C178 | value='1480' | fill=00000000 | rows=[177] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D178 | value='86.6' | fill=00000000 | rows=[177] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E178 | value='1412' | fill=00000000 | rows=[177] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F178 | value='82.5' | fill=00000000 | rows=[177] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G178 | value='69' | fill=00000000 | rows=[177] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H178 | value='4.6' | fill=00000000 | rows=[177] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I178 | value='230' | fill=00000000 | rows=[177] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A179 | value='35 to 44 years' | fill=00000000 | rows=[178] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B179 | value='2800' | fill=00000000 | rows=[178] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C179 | value='2388' | fill=00000000 | rows=[178] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D179 | value='85.3' | fill=00000000 | rows=[178] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E179 | value='2278' | fill=00000000 | rows=[178] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F179 | value='81.4' | fill=00000000 | rows=[178] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G179 | value='110' | fill=00000000 | rows=[178] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H179 | value='4.6' | fill=00000000 | rows=[178] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I179 | value='412' | fill=00000000 | rows=[178] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A180 | value='35 to 39 years' | fill=00000000 | rows=[179] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B180 | value='1446' | fill=00000000 | rows=[179] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C180 | value='1243' | fill=00000000 | rows=[179] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D180 | value='86' | fill=00000000 | rows=[179] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E180 | value='1181' | fill=00000000 | rows=[179] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F180 | value='81.7' | fill=00000000 | rows=[179] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G180 | value='62' | fill=00000000 | rows=[179] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H180 | value='5' | fill=00000000 | rows=[179] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I180 | value='203' | fill=00000000 | rows=[179] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A181 | value='40 to 44 years' | fill=00000000 | rows=[180] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B181 | value='1354' | fill=00000000 | rows=[180] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C181 | value='1145' | fill=00000000 | rows=[180] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D181 | value='84.5' | fill=00000000 | rows=[180] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E181 | value='1097' | fill=00000000 | rows=[180] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F181 | value='81' | fill=00000000 | rows=[180] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G181 | value='48' | fill=00000000 | rows=[180] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H181 | value='4.2' | fill=00000000 | rows=[180] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I181 | value='209' | fill=00000000 | rows=[180] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A182 | value='45 to 54 years' | fill=00000000 | rows=[181] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B182 | value='2411' | fill=00000000 | rows=[181] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C182 | value='1952' | fill=00000000 | rows=[181] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D182 | value='81' | fill=00000000 | rows=[181] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E182 | value='1873' | fill=00000000 | rows=[181] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F182 | value='77.7' | fill=00000000 | rows=[181] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G182 | value='79' | fill=00000000 | rows=[181] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H182 | value='4' | fill=00000000 | rows=[181] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I182 | value='459' | fill=00000000 | rows=[181] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A183 | value='45 to 49 years' | fill=00000000 | rows=[182] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B183 | value='1184' | fill=00000000 | rows=[182] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C183 | value='1000' | fill=00000000 | rows=[182] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D183 | value='84.5' | fill=00000000 | rows=[182] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E183 | value='957' | fill=00000000 | rows=[182] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F183 | value='80.8' | fill=00000000 | rows=[182] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G183 | value='44' | fill=00000000 | rows=[182] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H183 | value='4.4' | fill=00000000 | rows=[182] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I183 | value='183' | fill=00000000 | rows=[182] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A184 | value='50 to 54 years' | fill=00000000 | rows=[183] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B184 | value='1227' | fill=00000000 | rows=[183] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C184 | value='952' | fill=00000000 | rows=[183] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D184 | value='77.5' | fill=00000000 | rows=[183] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E184 | value='917' | fill=00000000 | rows=[183] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F184 | value='74.7' | fill=00000000 | rows=[183] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G184 | value='35' | fill=00000000 | rows=[183] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H184 | value='3.7' | fill=00000000 | rows=[183] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I184 | value='276' | fill=00000000 | rows=[183] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A185 | value='55 to 64 years' | fill=00000000 | rows=[184] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B185 | value='2372' | fill=00000000 | rows=[184] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C185 | value='1493' | fill=00000000 | rows=[184] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D185 | value='63' | fill=00000000 | rows=[184] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E185 | value='1442' | fill=00000000 | rows=[184] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F185 | value='60.8' | fill=00000000 | rows=[184] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G185 | value='51' | fill=00000000 | rows=[184] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H185 | value='3.4' | fill=00000000 | rows=[184] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I185 | value='879' | fill=00000000 | rows=[184] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A186 | value='55 to 59 years' | fill=00000000 | rows=[185] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B186 | value='1135' | fill=00000000 | rows=[185] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C186 | value='803' | fill=00000000 | rows=[185] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D186 | value='70.8' | fill=00000000 | rows=[185] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E186 | value='773' | fill=00000000 | rows=[185] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F186 | value='68.2' | fill=00000000 | rows=[185] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G186 | value='30' | fill=00000000 | rows=[185] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H186 | value='3.7' | fill=00000000 | rows=[185] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I186 | value='332' | fill=00000000 | rows=[185] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A187 | value='60 to 64 years' | fill=00000000 | rows=[186] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B187 | value='1237' | fill=00000000 | rows=[186] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C187 | value='690' | fill=00000000 | rows=[186] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D187 | value='55.8' | fill=00000000 | rows=[186] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E187 | value='669' | fill=00000000 | rows=[186] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F187 | value='54' | fill=00000000 | rows=[186] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G187 | value='21' | fill=00000000 | rows=[186] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H187 | value='3.1' | fill=00000000 | rows=[186] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I187 | value='547' | fill=00000000 | rows=[186] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A188 | value='65 years and over' | fill=00000000 | rows=[187] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B188 | value='2381' | fill=00000000 | rows=[187] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C188 | value='503' | fill=00000000 | rows=[187] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D188 | value='21.1' | fill=00000000 | rows=[187] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E188 | value='484' | fill=00000000 | rows=[187] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F188 | value='20.3' | fill=00000000 | rows=[187] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G188 | value='19' | fill=00000000 | rows=[187] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H188 | value='3.8' | fill=00000000 | rows=[187] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I188 | value='1878' | fill=00000000 | rows=[187] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A189 | value='65 to 69 years' | fill=00000000 | rows=[188] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B189 | value='838' | fill=00000000 | rows=[188] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C189 | value='256' | fill=00000000 | rows=[188] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D189 | value='30.5' | fill=00000000 | rows=[188] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E189 | value='247' | fill=00000000 | rows=[188] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F189 | value='29.5' | fill=00000000 | rows=[188] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G189 | value='9' | fill=00000000 | rows=[188] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H189 | value='3.3' | fill=00000000 | rows=[188] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I189 | value='583' | fill=00000000 | rows=[188] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A190 | value='70 to 74 years' | fill=00000000 | rows=[189] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B190 | value='699' | fill=00000000 | rows=[189] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C190 | value='151' | fill=00000000 | rows=[189] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D190 | value='21.6' | fill=00000000 | rows=[189] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E190 | value='142' | fill=00000000 | rows=[189] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F190 | value='20.4' | fill=00000000 | rows=[189] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G190 | value='8' | fill=00000000 | rows=[189] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H190 | value='5.6' | fill=00000000 | rows=[189] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I190 | value='548' | fill=00000000 | rows=[189] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A191 | value='75 years and over' | fill=00000000 | rows=[190] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B191 | value='844' | fill=00000000 | rows=[190] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C191 | value='96' | fill=00000000 | rows=[190] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D191 | value='11.4' | fill=00000000 | rows=[190] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E191 | value='94' | fill=00000000 | rows=[190] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F191 | value='11.1' | fill=00000000 | rows=[190] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G191 | value='2' | fill=00000000 | rows=[190] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H191 | value='2.4' | fill=00000000 | rows=[190] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I191 | value='747' | fill=00000000 | rows=[190] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A192 | value='Women' | fill=00000000 | rows=[191] | cols=[0] | col_header=False | row_header=False | metadata=False
