=== economy-table90.xlsx ===
Cell A1 | value='Direct Loan Portfolio by Repayment Plan' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21] | col_header=True | row_header=True | metadata=True
Cell T30 | value='1.08' | fill=7 | rows=[29] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U30 | value='24.8' | fill=7 | rows=[29] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V30 | value='NA***' | fill=7 | rows=[29] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell B31 | value='Q2' | fill=00000000 | rows=[30] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C31 | value='213.3' | fill=7 | rows=[30] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D31 | value='11.16' | fill=7 | rows=[30] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E31 | value='78.4' | fill=None | rows=[30] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F31 | value='1.72' | fill=None | rows=[30] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G31 | value='89.4' | fill=7 | rows=[30] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H31 | value='3.12' | fill=7 | rows=[30] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I31 | value='16.2' | fill=None | rows=[30] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J31 | value='0.33' | fill=None | rows=[30] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K31 | value='31.8' | fill=7 | rows=[30] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L31 | value='0.69' | fill=7 | rows=[30] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M31 | value='170.3' | fill=None | rows=[30] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N31 | value='2.81' | fill=None | rows=[30] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O31 | value='89.8' | fill=7 | rows=[30] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P31 | value='1.34' | fill=7 | rows=[30] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q31 | value='153' | fill=None | rows=[30] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R31 | value='2.68' | fill=None | rows=[30] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S31 | value='39.9' | fill=7 | rows=[30] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T31 | value='1.16' | fill=7 | rows=[30] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U31 | value='37' | fill=7 | rows=[30] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V31 | value='NA***' | fill=7 | rows=[30] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell B32 | value='Q3' | fill=00000000 | rows=[31] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C32 | value='211.3' | fill=7 | rows=[31] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D32 | value='11.1' | fill=7 | rows=[31] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E32 | value='78.1' | fill=None | rows=[31] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F32 | value='1.71' | fill=None | rows=[31] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G32 | value='90.4' | fill=7 | rows=[31] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H32 | value='3.13' | fill=7 | rows=[31] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I32 | value='16.5' | fill=None | rows=[31] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J32 | value='0.34' | fill=None | rows=[31] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K32 | value='32.7' | fill=7 | rows=[31] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L32 | value='0.7' | fill=7 | rows=[31] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M32 | value='170.3' | fill=None | rows=[31] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N32 | value='2.78' | fill=None | rows=[31] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O32 | value='93.4' | fill=7 | rows=[31] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P32 | value='1.37' | fill=7 | rows=[31] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q32 | value='161.4' | fill=None | rows=[31] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R32 | value='2.8' | fill=None | rows=[31] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S32 | value='42' | fill=7 | rows=[31] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T32 | value='1.22' | fill=7 | rows=[31] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U32 | value='37' | fill=7 | rows=[31] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V32 | value='NA***' | fill=7 | rows=[31] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell B33 | value='Q4' | fill=00000000 | rows=[32] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C33 | value='200.7' | fill=7 | rows=[32] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D33 | value='10.76' | fill=7 | rows=[32] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E33 | value='77.6' | fill=None | rows=[32] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F33 | value='1.7' | fill=None | rows=[32] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G33 | value='90.4' | fill=7 | rows=[32] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H33 | value='3.12' | fill=7 | rows=[32] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I33 | value='16.7' | fill=None | rows=[32] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J33 | value='0.34' | fill=None | rows=[32] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K33 | value='33.6' | fill=7 | rows=[32] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L33 | value='0.71' | fill=7 | rows=[32] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M33 | value='170.4' | fill=None | rows=[32] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N33 | value='2.77' | fill=None | rows=[32] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O33 | value='96.7' | fill=7 | rows=[32] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P33 | value='1.39' | fill=7 | rows=[32] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q33 | value='168.9' | fill=None | rows=[32] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R33 | value='2.9' | fill=None | rows=[32] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S33 | value='44.9' | fill=7 | rows=[32] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T33 | value='1.29' | fill=7 | rows=[32] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U33 | value='36.9' | fill=7 | rows=[32] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V33 | value='NA***' | fill=7 | rows=[32] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell A34 | value='2020' | fill=00000000 | rows=[33, 34, 35, 36] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B34 | value='Q1' | fill=00000000 | rows=[33] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C34 | value='211.5' | fill=7 | rows=[33] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D34 | value='11.02' | fill=7 | rows=[33] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E34 | value='78.7' | fill=None | rows=[33] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F34 | value='1.71' | fill=None | rows=[33] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G34 | value='93.9' | fill=7 | rows=[33] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H34 | value='3.18' | fill=7 | rows=[33] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I34 | value='17.2' | fill=None | rows=[33] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J34 | value='0.34' | fill=None | rows=[33] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K34 | value='34.5' | fill=7 | rows=[33] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L34 | value='0.72' | fill=7 | rows=[33] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M34 | value='171.89999999999998' | fill=None | rows=[33] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N34 | value='2.76' | fill=None | rows=[33] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O34 | value='103.5' | fill=7 | rows=[33] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P34 | value='1.44' | fill=7 | rows=[33] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q34 | value='176.3' | fill=None | rows=[33] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R34 | value='2.99' | fill=None | rows=[33] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S34 | value='48.8' | fill=7 | rows=[33] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T34 | value='1.38' | fill=7 | rows=[33] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U34 | value='31.2' | fill=7 | rows=[33] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V34 | value='NA***' | fill=7 | rows=[33] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell B35 | value='Q2' | fill=00000000 | rows=[34] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C35 | value='205.1' | fill=7 | rows=[34] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D35 | value='10.78' | fill=7 | rows=[34] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E35 | value='79' | fill=None | rows=[34] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F35 | value='1.71' | fill=None | rows=[34] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G35 | value='94.7' | fill=7 | rows=[34] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H35 | value='3.18' | fill=7 | rows=[34] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I35 | value='17.6' | fill=None | rows=[34] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J35 | value='0.35' | fill=None | rows=[34] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K35 | value='35.3' | fill=7 | rows=[34] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L35 | value='0.73' | fill=7 | rows=[34] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M35 | value='172.6' | fill=None | rows=[34] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N35 | value='2.75' | fill=None | rows=[34] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O35 | value='107.5' | fill=7 | rows=[34] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P35 | value='1.46' | fill=7 | rows=[34] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q35 | value='182.8' | fill=None | rows=[34] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R35 | value='3.09' | fill=None | rows=[34] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S35 | value='51.1' | fill=7 | rows=[34] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T35 | value='1.44' | fill=7 | rows=[34] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U35 | value='43.6' | fill=7 | rows=[34] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V35 | value='NA***' | fill=7 | rows=[34] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell B36 | value='Q3' | fill=00000000 | rows=[35] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C36 | value='203.7' | fill=7 | rows=[35] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D36 | value='10.73' | fill=7 | rows=[35] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E36 | value='78.1' | fill=None | rows=[35] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F36 | value='1.71' | fill=None | rows=[35] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G36 | value='94' | fill=7 | rows=[35] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H36 | value='3.17' | fill=7 | rows=[35] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I36 | value='17.5' | fill=None | rows=[35] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J36 | value='0.35' | fill=None | rows=[35] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K36 | value='35.8' | fill=7 | rows=[35] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L36 | value='0.74' | fill=7 | rows=[35] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M36 | value='173.1' | fill=None | rows=[35] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N36 | value='2.76' | fill=None | rows=[35] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O36 | value='108.5' | fill=7 | rows=[35] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P36 | value='1.48' | fill=7 | rows=[35] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q36 | value='189.4' | fill=None | rows=[35] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R36 | value='3.2' | fill=None | rows=[35] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S36 | value='48.5' | fill=7 | rows=[35] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T36 | value='1.39' | fill=7 | rows=[35] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U36 | value='61.6' | fill=7 | rows=[35] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V36 | value='NA***' | fill=7 | rows=[35] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell B37 | value='Q4' | fill=00000000 | rows=[36] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C37 | value='202.6' | fill=7 | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D37 | value='10.71' | fill=7 | rows=[36] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E37 | value='78.4' | fill=None | rows=[36] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F37 | value='1.73' | fill=None | rows=[36] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G37 | value='93.4' | fill=7 | rows=[36] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H37 | value='3.16' | fill=7 | rows=[36] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I37 | value='17.4' | fill=None | rows=[36] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J37 | value='0.35' | fill=None | rows=[36] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K37 | value='36' | fill=7 | rows=[36] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L37 | value='0.75' | fill=7 | rows=[36] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M37 | value='173' | fill=None | rows=[36] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N37 | value='2.77' | fill=None | rows=[36] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O37 | value='108.9' | fill=7 | rows=[36] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P37 | value='1.49' | fill=7 | rows=[36] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q37 | value='191.6' | fill=None | rows=[36] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R37 | value='3.22' | fill=None | rows=[36] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S37 | value='48.9' | fill=7 | rows=[36] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T37 | value='1.41' | fill=7 | rows=[36] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U37 | value='66.3' | fill=7 | rows=[36] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V37 | value='NA***' | fill=7 | rows=[36] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell A38 | value='2021' | fill=00000000 | rows=[37, 38, 39, 40] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B38 | value='Q1' | fill=00000000 | rows=[37] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C38 | value='204.8' | fill=7 | rows=[37] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D38 | value='10.73' | fill=7 | rows=[37] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E38 | value='78.2' | fill=None | rows=[37] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F38 | value='1.74' | fill=None | rows=[37] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G38 | value='93' | fill=7 | rows=[37] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H38 | value='3.15' | fill=7 | rows=[37] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I38 | value='17.3' | fill=None | rows=[37] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J38 | value='0.35' | fill=None | rows=[37] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K38 | value='36.3' | fill=7 | rows=[37] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L38 | value='0.75' | fill=7 | rows=[37] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M38 | value='173.2' | fill=None | rows=[37] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N38 | value='2.77' | fill=None | rows=[37] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O38 | value='109.8' | fill=7 | rows=[37] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P38 | value='1.5' | fill=7 | rows=[37] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q38 | value='193.7' | fill=None | rows=[37] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R38 | value='3.25' | fill=None | rows=[37] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S38 | value='48.8' | fill=7 | rows=[37] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T38 | value='1.4' | fill=7 | rows=[37] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U38 | value='95.3' | fill=7 | rows=[37] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V38 | value='NA***' | fill=7 | rows=[37] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell B39 | value='Q2' | fill=00000000 | rows=[38] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C39 | value='204.5' | fill=7 | rows=[38] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D39 | value='10.67' | fill=7 | rows=[38] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E39 | value='77.4' | fill=None | rows=[38] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F39 | value='1.73' | fill=None | rows=[38] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G39 | value='92.2' | fill=7 | rows=[38] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H39 | value='3.13' | fill=7 | rows=[38] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I39 | value='17.1' | fill=None | rows=[38] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J39 | value='0.35' | fill=None | rows=[38] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K39 | value='36.4' | fill=7 | rows=[38] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L39 | value='0.76' | fill=7 | rows=[38] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M39 | value='172.8' | fill=None | rows=[38] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N39 | value='2.76' | fill=None | rows=[38] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O39 | value='110.3' | fill=7 | rows=[38] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P39 | value='1.5' | fill=7 | rows=[38] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q39 | value='194.9' | fill=None | rows=[38] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R39 | value='3.27' | fill=None | rows=[38] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S39 | value='48.7' | fill=7 | rows=[38] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T39 | value='1.4' | fill=7 | rows=[38] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U39 | value='121.1' | fill=7 | rows=[38] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V39 | value='NA***' | fill=7 | rows=[38] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell B40 | value='Q3' | fill=00000000 | rows=[39] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C40 | value='204.3' | fill=7 | rows=[39] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D40 | value='10.63' | fill=7 | rows=[39] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E40 | value='77' | fill=None | rows=[39] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F40 | value='1.72' | fill=None | rows=[39] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G40 | value='91.6' | fill=7 | rows=[39] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H40 | value='3.11' | fill=7 | rows=[39] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I40 | value='17' | fill=None | rows=[39] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J40 | value='0.35' | fill=None | rows=[39] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K40 | value='36.6' | fill=7 | rows=[39] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L40 | value='0.76' | fill=7 | rows=[39] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M40 | value='172.2' | fill=None | rows=[39] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N40 | value='2.75' | fill=None | rows=[39] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O40 | value='110.5' | fill=7 | rows=[39] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P40 | value='1.5' | fill=7 | rows=[39] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q40 | value='195.7' | fill=None | rows=[39] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R40 | value='3.28' | fill=None | rows=[39] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S40 | value='48.4' | fill=7 | rows=[39] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T40 | value='1.39' | fill=7 | rows=[39] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U40 | value='139.5' | fill=7 | rows=[39] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V40 | value='NA***' | fill=7 | rows=[39] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell B41 | value='Q4' | fill=00000000 | rows=[40] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C41 | value='201.6' | fill=7 | rows=[40] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D41 | value='10.54' | fill=7 | rows=[40] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E41 | value='75.6' | fill=None | rows=[40] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F41 | value='1.7' | fill=None | rows=[40] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G41 | value='90.6' | fill=7 | rows=[40] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H41 | value='3.09' | fill=7 | rows=[40] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I41 | value='16.9' | fill=None | rows=[40] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J41 | value='0.34' | fill=None | rows=[40] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K41 | value='37.4' | fill=7 | rows=[40] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L41 | value='0.77' | fill=7 | rows=[40] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M41 | value='172.8' | fill=None | rows=[40] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N41 | value='2.76' | fill=None | rows=[40] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O41 | value='111.7' | fill=7 | rows=[40] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P41 | value='1.52' | fill=7 | rows=[40] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q41 | value='199.7' | fill=None | rows=[40] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R41 | value='3.34' | fill=None | rows=[40] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S41 | value='47.5' | fill=7 | rows=[40] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T41 | value='1.38' | fill=7 | rows=[40] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U41 | value='143' | fill=7 | rows=[40] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V41 | value='NA***' | fill=7 | rows=[40] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell A42 | value='2022' | fill=00000000 | rows=[41, 42, 43, 44] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B42 | value='Q1' | fill=00000000 | rows=[41] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C42 | value='208.9' | fill=7 | rows=[41] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D42 | value='10.77' | fill=7 | rows=[41] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E42 | value='77.6' | fill=None | rows=[41] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F42 | value='1.81' | fill=None | rows=[41] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G42 | value='89.6' | fill=7 | rows=[41] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H42 | value='3.07' | fill=7 | rows=[41] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I42 | value='16.7' | fill=None | rows=[41] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J42 | value='0.34' | fill=None | rows=[41] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K42 | value='37.8' | fill=7 | rows=[41] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L42 | value='0.78' | fill=7 | rows=[41] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M42 | value='171.8' | fill=None | rows=[41] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N42 | value='2.75' | fill=None | rows=[41] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O42 | value='112.5' | fill=7 | rows=[41] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P42 | value='1.52' | fill=7 | rows=[41] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q42 | value='201.4' | fill=None | rows=[41] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R42 | value='3.36' | fill=None | rows=[41] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S42 | value='47' | fill=7 | rows=[41] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T42 | value='1.36' | fill=7 | rows=[41] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U42 | value='160.7' | fill=7 | rows=[41] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V42 | value='NA***' | fill=7 | rows=[41] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell B43 | value='Q2' | fill=00000000 | rows=[42] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C43 | value='209' | fill=7 | rows=[42] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D43 | value='10.71' | fill=7 | rows=[42] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E43 | value='76.4' | fill=None | rows=[42] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F43 | value='1.79' | fill=None | rows=[42] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G43 | value='88.4' | fill=7 | rows=[42] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H43 | value='3.03' | fill=7 | rows=[42] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I43 | value='16.6' | fill=None | rows=[42] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J43 | value='0.34' | fill=None | rows=[42] | cols=[9] | col_header=False | row_header=False | metadata=False
