=== environment-table12.xlsx ===
Cell A1 | value='June 2008 Agricultural and Horticultural Survey - England' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell AT54 | value='-1.7035775127768313' | fill=44 | rows=[53] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU54 | value='2900' | fill=46 | rows=[53] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV54 | value='2942' | fill=46 | rows=[53] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW54 | value='1.4482758620689655' | fill=46 | rows=[53] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A55 | value='LINCOLNSHIRE' | fill=00000000 | rows=[54] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B55 | value='1816' | fill=43 | rows=[54] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C55 | value='1853' | fill=43 | rows=[54] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D55 | value='2.0374449339207046' | fill=43 | rows=[54] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E55 | value='1065' | fill=43 | rows=[54] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F55 | value='999' | fill=43 | rows=[54] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G55 | value='-6.197183098591549' | fill=43 | rows=[54] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H55 | value='430' | fill=43 | rows=[54] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I55 | value='420' | fill=43 | rows=[54] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J55 | value='-2.3255813953488373' | fill=43 | rows=[54] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K55 | value='82' | fill=43 | rows=[54] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L55 | value='79' | fill=43 | rows=[54] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M55 | value='-3.6585365853658534' | fill=43 | rows=[54] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N55 | value='293' | fill=43 | rows=[54] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O55 | value='304' | fill=43 | rows=[54] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P55 | value='3.754266211604096' | fill=43 | rows=[54] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q55 | value='62' | fill=43 | rows=[54] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R55 | value='53' | fill=43 | rows=[54] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S55 | value='-14.516129032258066' | fill=43 | rows=[54] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T55 | value='0' | fill=43 | rows=[54] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U55 | value='0' | fill=43 | rows=[54] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V55 | value='0' | fill=43 | rows=[54] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W55 | value='589' | fill=43 | rows=[54] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X55 | value='603' | fill=43 | rows=[54] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y55 | value='2.3769100169779285' | fill=43 | rows=[54] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z55 | value='263' | fill=43 | rows=[54] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA55 | value='264' | fill=43 | rows=[54] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB55 | value='0.38022813688212925' | fill=43 | rows=[54] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC55 | value='2388' | fill=43 | rows=[54] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD55 | value='2449' | fill=43 | rows=[54] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE55 | value='2.554438860971524' | fill=43 | rows=[54] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF55 | value='3007' | fill=44 | rows=[54] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG55 | value='3067' | fill=44 | rows=[54] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH55 | value='1.995344196873961' | fill=44 | rows=[54] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI55 | value='1105' | fill=44 | rows=[54] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ55 | value='1072' | fill=44 | rows=[54] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK55 | value='-2.986425339366516' | fill=44 | rows=[54] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL55 | value='826' | fill=44 | rows=[54] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM55 | value='855' | fill=44 | rows=[54] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN55 | value='3.5108958837772395' | fill=44 | rows=[54] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO55 | value='679' | fill=44 | rows=[54] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP55 | value='672' | fill=44 | rows=[54] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ55 | value='-1.0309278350515463' | fill=44 | rows=[54] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR55 | value='1371' | fill=44 | rows=[54] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS55 | value='1358' | fill=44 | rows=[54] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT55 | value='-0.9482129832239241' | fill=44 | rows=[54] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU55 | value='6988' | fill=46 | rows=[54] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV55 | value='7024' | fill=46 | rows=[54] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW55 | value='0.5151688609044075' | fill=46 | rows=[54] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A56 | value='EAST MIDLANDS REGION' | fill=00000000 | rows=[55] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B56 | value='4229' | fill=43 | rows=[55] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C56 | value='4310' | fill=43 | rows=[55] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D56 | value='1.9153464175928114' | fill=43 | rows=[55] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E56 | value='1438' | fill=43 | rows=[55] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F56 | value='1358' | fill=43 | rows=[55] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G56 | value='-5.563282336578582' | fill=43 | rows=[55] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H56 | value='766' | fill=43 | rows=[55] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I56 | value='768' | fill=43 | rows=[55] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J56 | value='0.26109660574412535' | fill=43 | rows=[55] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K56 | value='220' | fill=43 | rows=[55] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L56 | value='229' | fill=43 | rows=[55] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M56 | value='4.090909090909091' | fill=43 | rows=[55] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N56 | value='705' | fill=43 | rows=[55] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O56 | value='756' | fill=43 | rows=[55] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P56 | value='7.234042553191489' | fill=43 | rows=[55] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q56 | value='847' | fill=43 | rows=[55] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R56 | value='785' | fill=43 | rows=[55] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S56 | value='-7.319952774498228' | fill=43 | rows=[55] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T56 | value='941' | fill=43 | rows=[55] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U56 | value='943' | fill=43 | rows=[55] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V56 | value='0.21253985122210414' | fill=43 | rows=[55] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W56 | value='2986' | fill=43 | rows=[55] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X56 | value='3028' | fill=43 | rows=[55] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y56 | value='1.406563965170797' | fill=43 | rows=[55] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z56 | value='1030' | fill=43 | rows=[55] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA56 | value='993' | fill=43 | rows=[55] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB56 | value='-3.5922330097087376' | fill=43 | rows=[55] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC56 | value='9098' | fill=43 | rows=[55] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD56 | value='9342' | fill=43 | rows=[55] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE56 | value='2.681908111672895' | fill=43 | rows=[55] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF56 | value='9500' | fill=44 | rows=[55] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG56 | value='9768' | fill=44 | rows=[55] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH56 | value='2.8210526315789473' | fill=44 | rows=[55] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI56 | value='4054' | fill=44 | rows=[55] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ56 | value='4031' | fill=44 | rows=[55] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK56 | value='-0.5673408978786384' | fill=44 | rows=[55] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL56 | value='2927' | fill=44 | rows=[55] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM56 | value='2975' | fill=44 | rows=[55] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN56 | value='1.6399043389135635' | fill=44 | rows=[55] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO56 | value='2305' | fill=44 | rows=[55] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP56 | value='2304' | fill=44 | rows=[55] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ56 | value='-0.04338394793926247' | fill=44 | rows=[55] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR56 | value='3474' | fill=44 | rows=[55] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS56 | value='3434' | fill=44 | rows=[55] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT56 | value='-1.1514104778353482' | fill=44 | rows=[55] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU56 | value='22260' | fill=46 | rows=[55] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV56 | value='22512' | fill=46 | rows=[55] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW56 | value='1.1320754716981132' | fill=46 | rows=[55] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A58 | value='HEREFORDSHIRE, COUNTY OF' | fill=00000000 | rows=[57] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B58 | value='338' | fill=43 | rows=[57] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C58 | value='351' | fill=43 | rows=[57] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D58 | value='3.8461538461538463' | fill=43 | rows=[57] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E58 | value='302' | fill=43 | rows=[57] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F58 | value='299' | fill=43 | rows=[57] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G58 | value='-0.9933774834437087' | fill=43 | rows=[57] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H58 | value='392' | fill=43 | rows=[57] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I58 | value='386' | fill=43 | rows=[57] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J58 | value='-1.530612244897959' | fill=43 | rows=[57] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K58 | value='45' | fill=43 | rows=[57] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L58 | value='50' | fill=43 | rows=[57] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M58 | value='11.11111111111111' | fill=43 | rows=[57] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N58 | value='150' | fill=43 | rows=[57] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O58 | value='158' | fill=43 | rows=[57] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P58 | value='5.333333333333334' | fill=43 | rows=[57] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q58 | value='111' | fill=43 | rows=[57] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R58 | value='107' | fill=43 | rows=[57] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S58 | value='-3.6036036036036037' | fill=43 | rows=[57] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T58 | value='330' | fill=43 | rows=[57] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U58 | value='332' | fill=43 | rows=[57] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V58 | value='0.6060606060606061' | fill=43 | rows=[57] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W58 | value='1029' | fill=43 | rows=[57] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X58 | value='1004' | fill=43 | rows=[57] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y58 | value='-2.4295432458697768' | fill=43 | rows=[57] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z58 | value='362' | fill=43 | rows=[57] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA58 | value='367' | fill=43 | rows=[57] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB58 | value='1.3812154696132597' | fill=43 | rows=[57] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC58 | value='2090' | fill=43 | rows=[57] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD58 | value='2139' | fill=43 | rows=[57] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE58 | value='2.3444976076555024' | fill=43 | rows=[57] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF58 | value='2307' | fill=44 | rows=[57] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG58 | value='2364' | fill=44 | rows=[57] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH58 | value='2.4707412223667102' | fill=44 | rows=[57] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI58 | value='1001' | fill=44 | rows=[57] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ58 | value='989' | fill=44 | rows=[57] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK58 | value='-1.1988011988011988' | fill=44 | rows=[57] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL58 | value='709' | fill=44 | rows=[57] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM58 | value='710' | fill=44 | rows=[57] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN58 | value='0.14104372355430184' | fill=44 | rows=[57] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO58 | value='578' | fill=44 | rows=[57] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP58 | value='582' | fill=44 | rows=[57] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ58 | value='0.6920415224913495' | fill=44 | rows=[57] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR58 | value='554' | fill=44 | rows=[57] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS58 | value='548' | fill=44 | rows=[57] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT58 | value='-1.083032490974729' | fill=44 | rows=[57] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU58 | value='5149' | fill=46 | rows=[57] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV58 | value='5193' | fill=46 | rows=[57] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW58 | value='0.854534861138085' | fill=46 | rows=[57] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A59 | value='WORCESTERSHIRE' | fill=00000000 | rows=[58] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B59 | value='404' | fill=43 | rows=[58] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C59 | value='407' | fill=43 | rows=[58] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D59 | value='0.7425742574257426' | fill=43 | rows=[58] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E59 | value='188' | fill=43 | rows=[58] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F59 | value='182' | fill=43 | rows=[58] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G59 | value='-3.1914893617021276' | fill=43 | rows=[58] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H59 | value='392' | fill=43 | rows=[58] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I59 | value='383' | fill=43 | rows=[58] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J59 | value='-2.295918367346939' | fill=43 | rows=[58] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K59 | value='36' | fill=43 | rows=[58] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L59 | value='43' | fill=43 | rows=[58] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M59 | value='19.444444444444446' | fill=43 | rows=[58] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N59 | value='120' | fill=43 | rows=[58] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O59 | value='134' | fill=43 | rows=[58] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P59 | value='11.666666666666666' | fill=43 | rows=[58] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q59 | value='112' | fill=43 | rows=[58] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R59 | value='103' | fill=43 | rows=[58] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S59 | value='-8.035714285714286' | fill=43 | rows=[58] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T59 | value='0' | fill=43 | rows=[58] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U59 | value='0' | fill=43 | rows=[58] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V59 | value='0' | fill=43 | rows=[58] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W59 | value='917' | fill=43 | rows=[58] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X59 | value='904' | fill=43 | rows=[58] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y59 | value='-1.4176663031624863' | fill=43 | rows=[58] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z59 | value='189' | fill=43 | rows=[58] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA59 | value='197' | fill=43 | rows=[58] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB59 | value='4.232804232804233' | fill=43 | rows=[58] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC59 | value='1908' | fill=43 | rows=[58] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD59 | value='1949' | fill=43 | rows=[58] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE59 | value='2.148846960167715' | fill=43 | rows=[58] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF59 | value='1948' | fill=44 | rows=[58] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG59 | value='1981' | fill=44 | rows=[58] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH59 | value='1.6940451745379879' | fill=44 | rows=[58] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI59 | value='1021' | fill=44 | rows=[58] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ59 | value='1013' | fill=44 | rows=[58] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK59 | value='-0.7835455435847208' | fill=44 | rows=[58] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL59 | value='585' | fill=44 | rows=[58] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM59 | value='589' | fill=44 | rows=[58] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN59 | value='0.6837606837606838' | fill=44 | rows=[58] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO59 | value='363' | fill=44 | rows=[58] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP59 | value='368' | fill=44 | rows=[58] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ59 | value='1.3774104683195594' | fill=44 | rows=[58] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR59 | value='349' | fill=44 | rows=[58] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS59 | value='351' | fill=44 | rows=[58] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT59 | value='0.5730659025787965' | fill=44 | rows=[58] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU59 | value='4266' | fill=46 | rows=[58] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV59 | value='4302' | fill=46 | rows=[58] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW59 | value='0.8438818565400843' | fill=46 | rows=[58] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A60 | value='WARWICKSHIRE' | fill=00000000 | rows=[59] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B60 | value='608' | fill=43 | rows=[59] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C60 | value='607' | fill=43 | rows=[59] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D60 | value='-0.1644736842105263' | fill=43 | rows=[59] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E60 | value='83' | fill=43 | rows=[59] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F60 | value='90' | fill=43 | rows=[59] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G60 | value='8.433734939759036' | fill=43 | rows=[59] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H60 | value='106' | fill=43 | rows=[59] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I60 | value='105' | fill=43 | rows=[59] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J60 | value='-0.9433962264150944' | fill=43 | rows=[59] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K60 | value='34' | fill=43 | rows=[59] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L60 | value='40' | fill=43 | rows=[59] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M60 | value='17.647058823529413' | fill=43 | rows=[59] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N60 | value='59' | fill=43 | rows=[59] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O60 | value='71' | fill=43 | rows=[59] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P60 | value='20.33898305084746' | fill=43 | rows=[59] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q60 | value='90' | fill=43 | rows=[59] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R60 | value='79' | fill=43 | rows=[59] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S60 | value='-12.222222222222221' | fill=43 | rows=[59] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T60 | value='0' | fill=43 | rows=[59] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U60 | value='0' | fill=43 | rows=[59] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V60 | value='0' | fill=43 | rows=[59] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W60 | value='717' | fill=43 | rows=[59] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X60 | value='722' | fill=43 | rows=[59] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y60 | value='0.697350069735007' | fill=43 | rows=[59] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z60 | value='175' | fill=43 | rows=[59] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA60 | value='182' | fill=43 | rows=[59] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB60 | value='4' | fill=43 | rows=[59] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC60 | value='1372' | fill=43 | rows=[59] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD60 | value='1413' | fill=43 | rows=[59] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE60 | value='2.988338192419825' | fill=43 | rows=[59] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF60 | value='1292' | fill=44 | rows=[59] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG60 | value='1372' | fill=44 | rows=[59] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH60 | value='6.191950464396285' | fill=44 | rows=[59] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI60 | value='676' | fill=44 | rows=[59] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ60 | value='668' | fill=44 | rows=[59] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK60 | value='-1.183431952662722' | fill=44 | rows=[59] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL60 | value='454' | fill=44 | rows=[59] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM60 | value='465' | fill=44 | rows=[59] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN60 | value='2.4229074889867843' | fill=44 | rows=[59] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO60 | value='355' | fill=44 | rows=[59] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP60 | value='345' | fill=44 | rows=[59] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ60 | value='-2.8169014084507045' | fill=44 | rows=[59] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR60 | value='467' | fill=44 | rows=[59] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS60 | value='459' | fill=44 | rows=[59] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT60 | value='-1.7130620985010707' | fill=44 | rows=[59] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU60 | value='3244' | fill=46 | rows=[59] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV60 | value='3309' | fill=46 | rows=[59] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW60 | value='2.003699136868064' | fill=46 | rows=[59] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A61 | value='TELFORD AND WREKIN' | fill=00000000 | rows=[60] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B61 | value='40' | fill=43 | rows=[60] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C61 | value='40' | fill=43 | rows=[60] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D61 | value='0' | fill=43 | rows=[60] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E61 | value='36' | fill=43 | rows=[60] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F61 | value='35' | fill=43 | rows=[60] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G61 | value='-2.7777777777777777' | fill=43 | rows=[60] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H61 | value='#' | fill=43 | rows=[60] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I61 | value='18' | fill=43 | rows=[60] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J61 | value='-' | fill=43 | rows=[60] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K61 | value='#' | fill=43 | rows=[60] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L61 | value='#' | fill=43 | rows=[60] | cols=[11] | col_header=False | row_header=False | metadata=False
