=== economy-table21.xlsx ===
Cell A1 | value='Table 3b: Debt relief order rates per 10,000 adults by location, England and Wales, 2011 to 2021 [r][note 10][note 11]' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell C203 | value='County' | fill=00000000 | rows=[202] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D203 | value='10.2542831795191' | fill=00000000 | rows=[202] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E203 | value='9.85390759637594' | fill=00000000 | rows=[202] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F203 | value='7.66943050217727' | fill=00000000 | rows=[202] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G203 | value='6.23527391572387' | fill=00000000 | rows=[202] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H203 | value='5.78890176861411' | fill=00000000 | rows=[202] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I203 | value='6.53125384852749' | fill=00000000 | rows=[202] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J203 | value='5.91736286065366' | fill=00000000 | rows=[202] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K203 | value='6.6996875298484' | fill=00000000 | rows=[202] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L203 | value='6.33062719398346' | fill=00000000 | rows=[202] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M203 | value='4.59657319402526' | fill=00000000 | rows=[202] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N203 | value='4.55613413366727' | fill=00000000 | rows=[202] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A204 | value='E07000143' | fill=00000000 | rows=[203] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B204 | value='Breckland' | fill=00000000 | rows=[203] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C204 | value='Non-metropolitan District' | fill=00000000 | rows=[203] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D204 | value='17.7447052089296' | fill=00000000 | rows=[203] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E204 | value='16.5669494092699' | fill=00000000 | rows=[203] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F204 | value='8.05847076461769' | fill=00000000 | rows=[203] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G204 | value='7.41241765267264' | fill=00000000 | rows=[203] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H204 | value='7.96703296703297' | fill=00000000 | rows=[203] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I204 | value='5.70414501204208' | fill=00000000 | rows=[203] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J204 | value='5.45656218691856' | fill=00000000 | rows=[203] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K204 | value='5.51336546499013' | fill=00000000 | rows=[203] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L204 | value='3.01026145006065' | fill=00000000 | rows=[203] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M204 | value='3.15537597181197' | fill=00000000 | rows=[203] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N204 | value='4.0318692973153' | fill=00000000 | rows=[203] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A205 | value='E07000144' | fill=00000000 | rows=[204] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B205 | value='Broadland' | fill=00000000 | rows=[204] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C205 | value='Non-metropolitan District' | fill=00000000 | rows=[204] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D205 | value='4.16732814732497' | fill=00000000 | rows=[204] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E205 | value='3.94652459178136' | fill=00000000 | rows=[204] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F205 | value='4.51782083893969' | fill=00000000 | rows=[204] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G205 | value='5.17264937245027' | fill=00000000 | rows=[204] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H205 | value='4.07541457639947' | fill=00000000 | rows=[204] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I205 | value='6.46082042776417' | fill=00000000 | rows=[204] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J205 | value='7.06720530231403' | fill=00000000 | rows=[204] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K205 | value='6.72813592729823' | fill=00000000 | rows=[204] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L205 | value='5.34638977995385' | fill=00000000 | rows=[204] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M205 | value='4.46167145366833' | fill=00000000 | rows=[204] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N205 | value='3.71805954472361' | fill=00000000 | rows=[204] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A206 | value='E07000145' | fill=00000000 | rows=[205] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B206 | value='Great Yarmouth' | fill=00000000 | rows=[205] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C206 | value='Non-metropolitan District' | fill=00000000 | rows=[205] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D206 | value='17.6876896262346' | fill=00000000 | rows=[205] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E206 | value='18.5426029178846' | fill=00000000 | rows=[205] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F206 | value='8.33408126370315' | fill=00000000 | rows=[205] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G206 | value='9.17150718434729' | fill=00000000 | rows=[205] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H206 | value='8.86884248935739' | fill=00000000 | rows=[205] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I206 | value='15.1532371102777' | fill=00000000 | rows=[205] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J206 | value='10.9356930966866' | fill=00000000 | rows=[205] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K206 | value='14.0799034520906' | fill=00000000 | rows=[205] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L206 | value='12.2029463196166' | fill=00000000 | rows=[205] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M206 | value='6.67178589861403' | fill=00000000 | rows=[205] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N206 | value='5.53884112337769' | fill=00000000 | rows=[205] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A207 | value='E07000146' | fill=00000000 | rows=[206] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B207 | value='King's Lynn and West Norfolk' | fill=00000000 | rows=[206] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C207 | value='Non-metropolitan District' | fill=00000000 | rows=[206] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D207 | value='6.35106338528392' | fill=00000000 | rows=[206] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E207 | value='7.81659279709289' | fill=00000000 | rows=[206] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F207 | value='8.4488142668997' | fill=00000000 | rows=[206] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G207 | value='7.48940372824164' | fill=00000000 | rows=[206] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H207 | value='5.15649554740702' | fill=00000000 | rows=[206] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I207 | value='6.28048482080227' | fill=00000000 | rows=[206] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J207 | value='4.48587764157022' | fill=00000000 | rows=[206] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K207 | value='5.47774970771709' | fill=00000000 | rows=[206] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L207 | value='7.47193917348858' | fill=00000000 | rows=[206] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M207 | value='4.43892775234071' | fill=00000000 | rows=[206] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N207 | value='4.43892775234071' | fill=00000000 | rows=[206] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A208 | value='E07000147' | fill=00000000 | rows=[207] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B208 | value='North Norfolk' | fill=00000000 | rows=[207] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C208 | value='Non-metropolitan District' | fill=00000000 | rows=[207] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D208 | value='7.43459328054379' | fill=00000000 | rows=[207] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E208 | value='9.1730172170477' | fill=00000000 | rows=[207] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F208 | value='6.43854699553984' | fill=00000000 | rows=[207] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G208 | value='4.98100268742471' | fill=00000000 | rows=[207] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H208 | value='5.87361365442421' | fill=00000000 | rows=[207] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I208 | value='5.04928793564453' | fill=00000000 | rows=[207] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J208 | value='4.44926130853916' | fill=00000000 | rows=[207] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K208 | value='6.01234231781468' | fill=00000000 | rows=[207] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L208 | value='5.42434173352921' | fill=00000000 | rows=[207] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M208 | value='4.49438202247191' | fill=00000000 | rows=[207] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N208 | value='3.25842696629214' | fill=00000000 | rows=[207] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A209 | value='E07000148' | fill=00000000 | rows=[208] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B209 | value='Norwich' | fill=00000000 | rows=[208] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C209 | value='Non-metropolitan District' | fill=00000000 | rows=[208] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D209 | value='14.0804624320293' | fill=00000000 | rows=[208] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E209 | value='9.34930659309435' | fill=00000000 | rows=[208] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F209 | value='13.3739707956148' | fill=00000000 | rows=[208] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G209 | value='5.6816132174164' | fill=00000000 | rows=[208] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H209 | value='6.33063761112052' | fill=00000000 | rows=[208] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I209 | value='5.36971830985916' | fill=00000000 | rows=[208] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J209 | value='6.84048514825436' | fill=00000000 | rows=[208] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K209 | value='7.3150978394336' | fill=00000000 | rows=[208] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L209 | value='9.00192274077958' | fill=00000000 | rows=[208] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M209 | value='5.34280100651477' | fill=00000000 | rows=[208] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N209 | value='6.20454310433973' | fill=00000000 | rows=[208] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A210 | value='E07000149' | fill=00000000 | rows=[209] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B210 | value='South Norfolk' | fill=00000000 | rows=[209] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C210 | value='Non-metropolitan District' | fill=00000000 | rows=[209] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D210 | value='5.6605680784393' | fill=00000000 | rows=[209] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E210 | value='5.58988231301345' | fill=00000000 | rows=[209] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F210 | value='3.84247810280107' | fill=00000000 | rows=[209] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G210 | value='3.98584538808524' | fill=00000000 | rows=[209] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H210 | value='2.96520192068563' | fill=00000000 | rows=[209] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I210 | value='3.77369170825589' | fill=00000000 | rows=[209] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J210 | value='3.42532332274878' | fill=00000000 | rows=[209] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K210 | value='3.81655110998028' | fill=00000000 | rows=[209] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L210 | value='3.20412976725557' | fill=00000000 | rows=[209] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M210 | value='4.20871730571947' | fill=00000000 | rows=[209] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N210 | value='4.64712535839858' | fill=00000000 | rows=[209] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A211 | value='E10000029' | fill=00000000 | rows=[210] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B211 | value='Suffolk' | fill=00000000 | rows=[210] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C211 | value='County' | fill=00000000 | rows=[210] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D211 | value='8.7750360588342' | fill=00000000 | rows=[210] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E211 | value='9.92903659142014' | fill=00000000 | rows=[210] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F211 | value='9.67857569602103' | fill=00000000 | rows=[210] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G211 | value='8.7067368164789' | fill=00000000 | rows=[210] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H211 | value='8.82313472893183' | fill=00000000 | rows=[210] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I211 | value='9.07969603047039' | fill=00000000 | rows=[210] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J211 | value='9.15449240574432' | fill=00000000 | rows=[210] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K211 | value='9.14487193877888' | fill=00000000 | rows=[210] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L211 | value='8.06240631566131' | fill=00000000 | rows=[210] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M211 | value='6.26250240391333' | fill=00000000 | rows=[210] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N211 | value='5.83514003514234' | fill=00000000 | rows=[210] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A212 | value='E07000200' | fill=00000000 | rows=[211] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B212 | value='Babergh' | fill=00000000 | rows=[211] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C212 | value='Non-metropolitan District' | fill=00000000 | rows=[211] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D212 | value='9.75679747471124' | fill=00000000 | rows=[211] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E212 | value='5.84995576862712' | fill=00000000 | rows=[211] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F212 | value='6.07687959299039' | fill=00000000 | rows=[211] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G212 | value='5.58760668836521' | fill=00000000 | rows=[211] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H212 | value='8.86009358473849' | fill=00000000 | rows=[211] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I212 | value='5.78807381172223' | fill=00000000 | rows=[211] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J212 | value='9.56101292102603' | fill=00000000 | rows=[211] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K212 | value='5.95463649650842' | fill=00000000 | rows=[211] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L212 | value='4.43381523082711' | fill=00000000 | rows=[211] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M212 | value='2.3956239935052' | fill=00000000 | rows=[211] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N212 | value='3.0610751028122' | fill=00000000 | rows=[211] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A213 | value='E07000244' | fill=00000000 | rows=[212] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B213 | value='East Suffolk [note 1]' | fill=00000000 | rows=[212] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C213 | value='Non-metropolitan District' | fill=00000000 | rows=[212] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D213 | value='7.38844488844489' | fill=00000000 | rows=[212] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E213 | value='8.08478660827654' | fill=00000000 | rows=[212] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F213 | value='7.25835096443408' | fill=00000000 | rows=[212] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G213 | value='7.89172956990074' | fill=00000000 | rows=[212] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H213 | value='8.81048294687737' | fill=00000000 | rows=[212] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I213 | value='8.53858784893268' | fill=00000000 | rows=[212] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J213 | value='8.26003594367156' | fill=00000000 | rows=[212] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K213 | value='9.40190923426672' | fill=00000000 | rows=[212] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L213 | value='6.82303615220315' | fill=00000000 | rows=[212] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M213 | value='5.70854904431015' | fill=00000000 | rows=[212] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N213 | value='6.00381882246413' | fill=00000000 | rows=[212] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A214 | value='E07000202' | fill=00000000 | rows=[213] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B214 | value='Ipswich' | fill=00000000 | rows=[213] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C214 | value='Non-metropolitan District' | fill=00000000 | rows=[213] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D214 | value='12.6670953006996' | fill=00000000 | rows=[213] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E214 | value='14.6275206352523' | fill=00000000 | rows=[213] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F214 | value='13.9942132037293' | fill=00000000 | rows=[213] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G214 | value='11.3795600530419' | fill=00000000 | rows=[213] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H214 | value='13.2320738014257' | fill=00000000 | rows=[213] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I214 | value='14.6551404296368' | fill=00000000 | rows=[213] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J214 | value='12.3530176657441' | fill=00000000 | rows=[213] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K214 | value='13.960199377881' | fill=00000000 | rows=[213] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L214 | value='14.8975089102189' | fill=00000000 | rows=[213] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M214 | value='11.5171186263219' | fill=00000000 | rows=[213] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N214 | value='9.89901105072291' | fill=00000000 | rows=[213] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A215 | value='E07000203' | fill=00000000 | rows=[214] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B215 | value='Mid Suffolk' | fill=00000000 | rows=[214] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C215 | value='Non-metropolitan District' | fill=00000000 | rows=[214] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D215 | value='7.41424836431275' | fill=00000000 | rows=[214] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E215 | value='6.56945589447651' | fill=00000000 | rows=[214] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F215 | value='8.4127874369041' | fill=00000000 | rows=[214] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G215 | value='7.15963473302099' | fill=00000000 | rows=[214] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H215 | value='5.96295514118539' | fill=00000000 | rows=[214] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I215 | value='6.28930817610063' | fill=00000000 | rows=[214] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J215 | value='8.78788248648253' | fill=00000000 | rows=[214] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K215 | value='6.745200067452' | fill=00000000 | rows=[214] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L215 | value='7.35590726811096' | fill=00000000 | rows=[214] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M215 | value='4.45993685668345' | fill=00000000 | rows=[214] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N215 | value='4.45993685668345' | fill=00000000 | rows=[214] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A216 | value='E07000245' | fill=00000000 | rows=[215] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B216 | value='West Suffolk [note 2]' | fill=00000000 | rows=[215] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C216 | value='Non-metropolitan District' | fill=00000000 | rows=[215] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D216 | value='8.01812537699902' | fill=00000000 | rows=[215] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E216 | value='12.9243558016405' | fill=00000000 | rows=[215] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F216 | value='12.3717981566753' | fill=00000000 | rows=[215] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G216 | value='10.3008125396185' | fill=00000000 | rows=[215] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H216 | value='7.08372389218429' | fill=00000000 | rows=[215] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I216 | value='8.87305096995327' | fill=00000000 | rows=[215] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J216 | value='7.98547068342909' | fill=00000000 | rows=[215] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K216 | value='8.2190810217168' | fill=00000000 | rows=[215] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L216 | value='7.03469740142541' | fill=00000000 | rows=[215] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M216 | value='6.29569746312009' | fill=00000000 | rows=[215] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N216 | value='4.8648571305928' | fill=00000000 | rows=[215] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A217 | value='E12000007' | fill=00000000 | rows=[216] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B217 | value='LONDON' | fill=00000000 | rows=[216] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C217 | value='Region' | fill=00000000 | rows=[216] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D217 | value='3.97606035972702' | fill=00000000 | rows=[216] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E217 | value='3.72078901794096' | fill=00000000 | rows=[216] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F217 | value='3.30930146480617' | fill=00000000 | rows=[216] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G217 | value='3.05928809686144' | fill=00000000 | rows=[216] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H217 | value='2.80855582004692' | fill=00000000 | rows=[216] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I217 | value='2.73870406114897' | fill=00000000 | rows=[216] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J217 | value='2.4019431265591' | fill=00000000 | rows=[216] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K217 | value='2.61542885191241' | fill=00000000 | rows=[216] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L217 | value='2.25699690687521' | fill=00000000 | rows=[216] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M217 | value='1.85049575888515' | fill=00000000 | rows=[216] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N217 | value='2.18263602330043' | fill=00000000 | rows=[216] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A218 | value='E09000007' | fill=00000000 | rows=[217] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B218 | value='Camden' | fill=00000000 | rows=[217] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C218 | value='London Borough' | fill=00000000 | rows=[217] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D218 | value='3.81038634004109' | fill=00000000 | rows=[217] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E218 | value='4.02051549528404' | fill=00000000 | rows=[217] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F218 | value='3.0849586987857' | fill=00000000 | rows=[217] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G218 | value='3.38905283794071' | fill=00000000 | rows=[217] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H218 | value='2.93529694577292' | fill=00000000 | rows=[217] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I218 | value='2.58377389990857' | fill=00000000 | rows=[217] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J218 | value='1.76308108213999' | fill=00000000 | rows=[217] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K218 | value='2.03557040943369' | fill=00000000 | rows=[217] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L218 | value='2.251610590841' | fill=00000000 | rows=[217] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M218 | value='1.77449693012031' | fill=00000000 | rows=[217] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N218 | value='2.92791993469851' | fill=00000000 | rows=[217] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A219 | value='E09000001' | fill=00000000 | rows=[218] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B219 | value='City of London' | fill=00000000 | rows=[218] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C219 | value='London Borough' | fill=00000000 | rows=[218] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D219 | value='0' | fill=00000000 | rows=[218] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E219 | value='1.70241743275451' | fill=00000000 | rows=[218] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F219 | value='1.8896447467876' | fill=00000000 | rows=[218] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G219 | value='0' | fill=00000000 | rows=[218] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H219 | value='5.29193861351208' | fill=00000000 | rows=[218] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I219 | value='0' | fill=00000000 | rows=[218] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J219 | value='3.125' | fill=00000000 | rows=[218] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K219 | value='4.13621949538122' | fill=00000000 | rows=[218] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L219 | value='1.23456790123457' | fill=00000000 | rows=[218] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M219 | value='2.19466695928893' | fill=00000000 | rows=[218] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N219 | value='0' | fill=00000000 | rows=[218] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A220 | value='E09000012' | fill=00000000 | rows=[219] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B220 | value='Hackney' | fill=00000000 | rows=[219] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C220 | value='London Borough' | fill=00000000 | rows=[219] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D220 | value='5.03371540631522' | fill=00000000 | rows=[219] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E220 | value='3.60115648568283' | fill=00000000 | rows=[219] | cols=[4] | col_header=False | row_header=False | metadata=False
