=== economy-table106.xlsx ===
Cell A1 | value='Table 8. Digital Economy Current-Dollar Value Added by Industry' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26] | col_header=True | row_header=True | metadata=True
Cell I48 | value='4.53928468055947' | fill=None | rows=[47] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J48 | value='3.80687473009249' | fill=None | rows=[47] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K48 | value='4.1290427658286' | fill=None | rows=[47] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L48 | value='5.18598358181566' | fill=None | rows=[47] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M48 | value='5.12625296671496' | fill=None | rows=[47] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N48 | value='5.58028931812138' | fill=None | rows=[47] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O48 | value='5.37662257404292' | fill=None | rows=[47] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P48 | value='5.612796249893' | fill=None | rows=[47] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q48 | value='5.92064603835537' | fill=None | rows=[47] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R48 | value='6.01007478840436' | fill=None | rows=[47] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S48 | value='6.83987750973849' | fill=None | rows=[47] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T48 | value='8.06764090490753' | fill=None | rows=[47] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U48 | value='7.97123688518693' | fill=None | rows=[47] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V48 | value='8.48055449063999' | fill=None | rows=[47] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W48 | value='8.32807670514149' | fill=None | rows=[47] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X48 | value='8.77896707040005' | fill=None | rows=[47] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y48 | value='8.97074049122648' | fill=None | rows=[47] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z48 | value='9.76877547818676' | fill=None | rows=[47] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA48 | value='9.60380977219818' | fill=None | rows=[47] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell D49 | value='Broadcasting and telecommunications' | fill=None | rows=[48] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G49 | value='195.747650178814' | fill=None | rows=[48] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H49 | value='208.263119439424' | fill=None | rows=[48] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I49 | value='219.893369956543' | fill=None | rows=[48] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J49 | value='236.171036525855' | fill=None | rows=[48] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K49 | value='240.285305238766' | fill=None | rows=[48] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L49 | value='237.055850040097' | fill=None | rows=[48] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M49 | value='243.664637821555' | fill=None | rows=[48] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N49 | value='264.331656562541' | fill=None | rows=[48] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O49 | value='285.59630342098' | fill=None | rows=[48] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P49 | value='283.817329467175' | fill=None | rows=[48] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q49 | value='313.259597289275' | fill=None | rows=[48] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R49 | value='328.704670244279' | fill=None | rows=[48] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S49 | value='318.151620722278' | fill=None | rows=[48] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T49 | value='317.485603320444' | fill=None | rows=[48] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U49 | value='309.971780985682' | fill=None | rows=[48] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V49 | value='309.621682629744' | fill=None | rows=[48] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W49 | value='342.091533164594' | fill=None | rows=[48] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X49 | value='331.487534630446' | fill=None | rows=[48] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y49 | value='349.987316468913' | fill=None | rows=[48] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z49 | value='358.510628816638' | fill=None | rows=[48] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA49 | value='359.580585500387' | fill=None | rows=[48] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell D50 | value='Data processing, internet publishing, and other information services' | fill=None | rows=[49] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G50 | value='24.3149833819529' | fill=None | rows=[49] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H50 | value='28.7024975624635' | fill=None | rows=[49] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I50 | value='22.7837918124338' | fill=None | rows=[49] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J50 | value='18.3607718880301' | fill=None | rows=[49] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K50 | value='31.8099444153285' | fill=None | rows=[49] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L50 | value='49.6738242710978' | fill=None | rows=[49] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M50 | value='50.3560328914748' | fill=None | rows=[49] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N50 | value='57.8101862098006' | fill=None | rows=[49] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O50 | value='54.2617827077624' | fill=None | rows=[49] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P50 | value='59.6224400307502' | fill=None | rows=[49] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q50 | value='44.692025406958' | fill=None | rows=[49] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R50 | value='54.6512547377958' | fill=None | rows=[49] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S50 | value='60.871341809182' | fill=None | rows=[49] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T50 | value='72.5240280202957' | fill=None | rows=[49] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U50 | value='80.5913417107055' | fill=None | rows=[49] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V50 | value='71.6478863791343' | fill=None | rows=[49] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W50 | value='86.8294530495476' | fill=None | rows=[49] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X50 | value='98.1650252543073' | fill=None | rows=[49] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y50 | value='127.597485941933' | fill=None | rows=[49] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z50 | value='150.790249420421' | fill=None | rows=[49] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA50 | value='173.174737791281' | fill=None | rows=[49] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell C51 | value='Finance, insurance, real estate, rental, and leasing' | fill=None | rows=[50] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell G51 | value='1.97019847740732' | fill=None | rows=[50] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H51 | value='1.978561922144' | fill=None | rows=[50] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I51 | value='3.55081424775456' | fill=None | rows=[50] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J51 | value='3.72128956194788' | fill=None | rows=[50] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K51 | value='3.81681845841929' | fill=None | rows=[50] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L51 | value='4.24057902058955' | fill=None | rows=[50] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M51 | value='4.47017219638158' | fill=None | rows=[50] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N51 | value='4.94702183065398' | fill=None | rows=[50] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O51 | value='5.19085020040723' | fill=None | rows=[50] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P51 | value='5.42752316421339' | fill=None | rows=[50] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q51 | value='5.71981278046312' | fill=None | rows=[50] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R51 | value='5.84779394994225' | fill=None | rows=[50] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S51 | value='6.11132193020297' | fill=None | rows=[50] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T51 | value='6.09876824618185' | fill=None | rows=[50] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U51 | value='6.07467343867248' | fill=None | rows=[50] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V51 | value='6.13670765899638' | fill=None | rows=[50] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W51 | value='6.28502189634558' | fill=None | rows=[50] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X51 | value='6.38970806377074' | fill=None | rows=[50] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y51 | value='6.60465477418459' | fill=None | rows=[50] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z51 | value='7.08402025225272' | fill=None | rows=[50] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA51 | value='7.42812578447264' | fill=None | rows=[50] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell D52 | value='Finance and insurance' | fill=None | rows=[51] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G52 | value='1.62546385599619' | fill=None | rows=[51] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H52 | value='1.71781487993012' | fill=None | rows=[51] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I52 | value='3.16188909497501' | fill=None | rows=[51] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J52 | value='3.38786915370916' | fill=None | rows=[51] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K52 | value='3.50451401018548' | fill=None | rows=[51] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L52 | value='4.03959663658955' | fill=None | rows=[51] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M52 | value='4.28346806756097' | fill=None | rows=[51] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N52 | value='4.73729880900036' | fill=None | rows=[51] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O52 | value='4.97565755120988' | fill=None | rows=[51] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P52 | value='5.1905687016463' | fill=None | rows=[51] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q52 | value='5.42925066978024' | fill=None | rows=[51] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R52 | value='5.59655631514725' | fill=None | rows=[51] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S52 | value='5.86921536706297' | fill=None | rows=[51] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T52 | value='5.77523186858185' | fill=None | rows=[51] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U52 | value='5.79942223429248' | fill=None | rows=[51] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V52 | value='5.88036124954178' | fill=None | rows=[51] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W52 | value='6.04174404068501' | fill=None | rows=[51] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X52 | value='6.11552396257074' | fill=None | rows=[51] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y52 | value='6.32873526103459' | fill=None | rows=[51] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z52 | value='6.74258878388329' | fill=None | rows=[51] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA52 | value='7.0224592133429' | fill=None | rows=[51] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E53 | value='Federal Reserve banks, credit intermediation, and related activities' | fill=None | rows=[52] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G53 | value='1.00125442563878' | fill=None | rows=[52] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H53 | value='1.00637272632877' | fill=None | rows=[52] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I53 | value='1.54349374122728' | fill=None | rows=[52] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J53 | value='1.52348199464145' | fill=None | rows=[52] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K53 | value='1.50660018130332' | fill=None | rows=[52] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L53 | value='2.00717815121476' | fill=None | rows=[52] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M53 | value='2.18872915130135' | fill=None | rows=[52] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N53 | value='2.37169260093709' | fill=None | rows=[52] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O53 | value='2.43092999987459' | fill=None | rows=[52] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P53 | value='2.59407575988866' | fill=None | rows=[52] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q53 | value='2.56684668574532' | fill=None | rows=[52] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R53 | value='2.65379511131323' | fill=None | rows=[52] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S53 | value='2.76513396470212' | fill=None | rows=[52] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T53 | value='2.72575906238082' | fill=None | rows=[52] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U53 | value='2.75576219185267' | fill=None | rows=[52] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V53 | value='2.7796232720345' | fill=None | rows=[52] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W53 | value='2.89730358010967' | fill=None | rows=[52] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X53 | value='2.88644166929845' | fill=None | rows=[52] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y53 | value='2.81653869032049' | fill=None | rows=[52] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z53 | value='3.06045770670417' | fill=None | rows=[52] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA53 | value='3.17502355843032' | fill=None | rows=[52] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E54 | value='Securities, commodity contracts, and investments' | fill=None | rows=[53] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G54 | value='0.209713404626873' | fill=None | rows=[53] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H54 | value='0.288641445370364' | fill=None | rows=[53] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I54 | value='0.603756177551568' | fill=None | rows=[53] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J54 | value='0.787144920167083' | fill=None | rows=[53] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K54 | value='0.822191677654438' | fill=None | rows=[53] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L54 | value='0.737038725201066' | fill=None | rows=[53] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M54 | value='0.622206653137557' | fill=None | rows=[53] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N54 | value='0.734312720720758' | fill=None | rows=[53] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O54 | value='0.778039848932024' | fill=None | rows=[53] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P54 | value='0.841586426795189' | fill=None | rows=[53] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q54 | value='0.915776447084255' | fill=None | rows=[53] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R54 | value='0.975829052866686' | fill=None | rows=[53] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S54 | value='0.988042247019187' | fill=None | rows=[53] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T54 | value='0.935016288394717' | fill=None | rows=[53] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U54 | value='1.0142417353363' | fill=None | rows=[53] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V54 | value='1.0102488583842' | fill=None | rows=[53] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W54 | value='1.11018310989738' | fill=None | rows=[53] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X54 | value='1.16996650690413' | fill=None | rows=[53] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y54 | value='1.25472696649333' | fill=None | rows=[53] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z54 | value='1.33401603429843' | fill=None | rows=[53] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA54 | value='1.29829363995973' | fill=None | rows=[53] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E55 | value='Insurance carriers and related activities' | fill=None | rows=[54] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G55 | value='0.411955787176016' | fill=None | rows=[54] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H55 | value='0.418498714878594' | fill=None | rows=[54] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I55 | value='1.00544708610877' | fill=None | rows=[54] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J55 | value='1.06583046342896' | fill=None | rows=[54] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K55 | value='1.16338095080401' | fill=None | rows=[54] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L55 | value='1.26315448651988' | fill=None | rows=[54] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M55 | value='1.43997827375557' | fill=None | rows=[54] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N55 | value='1.57815938255458' | fill=None | rows=[54] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O55 | value='1.6895164174693' | fill=None | rows=[54] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P55 | value='1.6799588714288' | fill=None | rows=[54] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q55 | value='1.86449074055018' | fill=None | rows=[54] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R55 | value='1.87972574151125' | fill=None | rows=[54] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S55 | value='2.02462247990227' | fill=None | rows=[54] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T55 | value='2.02409826893434' | fill=None | rows=[54] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U55 | value='1.93163321683847' | fill=None | rows=[54] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V55 | value='1.99400362010396' | fill=None | rows=[54] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W55 | value='2.01782314481572' | fill=None | rows=[54] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X55 | value='2.04657795005275' | fill=None | rows=[54] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y55 | value='2.24701498687898' | fill=None | rows=[54] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z55 | value='2.3481150428807' | fill=None | rows=[54] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA55 | value='2.54786103051535' | fill=None | rows=[54] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E56 | value='Funds, trusts, and other financial vehicles' | fill=None | rows=[55] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G56 | value='0.00254023855452818' | fill=None | rows=[55] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H56 | value='0.00430199335239069' | fill=None | rows=[55] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I56 | value='0.00919209008739658' | fill=None | rows=[55] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J56 | value='0.011411775471667' | fill=None | rows=[55] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K56 | value='0.0123412004237101' | fill=None | rows=[55] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L56 | value='0.0322252736538462' | fill=None | rows=[55] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M56 | value='0.0325539893664953' | fill=None | rows=[55] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N56 | value='0.0531341047879324' | fill=None | rows=[55] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O56 | value='0.0771712849339694' | fill=None | rows=[55] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P56 | value='0.074947643533652' | fill=None | rows=[55] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q56 | value='0.0821367964004887' | fill=None | rows=[55] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R56 | value='0.0872064094560774' | fill=None | rows=[55] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S56 | value='0.0914166754393979' | fill=None | rows=[55] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T56 | value='0.0903582488719701' | fill=None | rows=[55] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U56 | value='0.0977850902650338' | fill=None | rows=[55] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V56 | value='0.0964854990191241' | fill=None | rows=[55] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W56 | value='0.0164342058622347' | fill=None | rows=[55] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X56 | value='0.0125378363154089' | fill=None | rows=[55] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y56 | value='0.010454617341793' | fill=None | rows=[55] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z56 | value='0' | fill=None | rows=[55] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA56 | value='0.0012809844375' | fill=None | rows=[55] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell D57 | value='Real estate and rental and leasing' | fill=None | rows=[56] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G57 | value='0.344734621411126' | fill=None | rows=[56] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H57 | value='0.260747042213881' | fill=None | rows=[56] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I57 | value='0.388925152779553' | fill=None | rows=[56] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J57 | value='0.33342040823872' | fill=None | rows=[56] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K57 | value='0.312304448233811' | fill=None | rows=[56] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L57 | value='0.200982384' | fill=None | rows=[56] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M57 | value='0.186704128820613' | fill=None | rows=[56] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N57 | value='0.209723021653616' | fill=None | rows=[56] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O57 | value='0.215192649197342' | fill=None | rows=[56] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P57 | value='0.236954462567089' | fill=None | rows=[56] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q57 | value='0.290562110682882' | fill=None | rows=[56] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R57 | value='0.251237634795' | fill=None | rows=[56] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S57 | value='0.24210656314' | fill=None | rows=[56] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T57 | value='0.3235363776' | fill=None | rows=[56] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U57 | value='0.27525120438' | fill=None | rows=[56] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V57 | value='0.256346409454596' | fill=None | rows=[56] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W57 | value='0.243277855660576' | fill=None | rows=[56] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X57 | value='0.2741841012' | fill=None | rows=[56] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y57 | value='0.27591951315' | fill=None | rows=[56] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z57 | value='0.34143146836943' | fill=None | rows=[56] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA57 | value='0.40566657112974' | fill=None | rows=[56] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E58 | value='Real estate' | fill=None | rows=[57] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G58 | value='0.212322696528663' | fill=None | rows=[57] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H58 | value='0.143294352735724' | fill=None | rows=[57] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I58 | value='0.196453848999806' | fill=None | rows=[57] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J58 | value='0.139685097441673' | fill=None | rows=[57] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K58 | value='0.16079484771599' | fill=None | rows=[57] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L58 | value='0.092181185' | fill=None | rows=[57] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M58 | value='0.116384172726949' | fill=None | rows=[57] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N58 | value='0.137359216229656' | fill=None | rows=[57] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O58 | value='0.0914131907158605' | fill=None | rows=[57] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P58 | value='0.159411872485229' | fill=None | rows=[57] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q58 | value='0.140026054682882' | fill=None | rows=[57] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R58 | value='0.1240955217' | fill=None | rows=[57] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S58 | value='0.11854197394' | fill=None | rows=[57] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T58 | value='0.1821033036' | fill=None | rows=[57] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U58 | value='0.12405062108' | fill=None | rows=[57] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V58 | value='0.0861687606045957' | fill=None | rows=[57] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W58 | value='0.10459870845' | fill=None | rows=[57] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X58 | value='0.11596683315' | fill=None | rows=[57] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y58 | value='0.1302805872' | fill=None | rows=[57] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z58 | value='0.191879968742983' | fill=None | rows=[57] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA58 | value='0.2763572271' | fill=None | rows=[57] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell F59 | value='Housing' | fill=None | rows=[58] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G59 | value='0.0339144849320291' | fill=None | rows=[58] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H59 | value='0.048696510307741' | fill=None | rows=[58] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I59 | value='0.052067668451832' | fill=None | rows=[58] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J59 | value='0.0226825028596952' | fill=None | rows=[58] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K59 | value='0.0570691432993428' | fill=None | rows=[58] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L59 | value='0.0156887182153096' | fill=None | rows=[58] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M59 | value='0.0596151952816707' | fill=None | rows=[58] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N59 | value='0.0617583792548241' | fill=None | rows=[58] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O59 | value='0.0190319561699439' | fill=None | rows=[58] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P59 | value='0.0687996911672135' | fill=None | rows=[58] | cols=[15] | col_header=False | row_header=False | metadata=False
