=== economy-table20.xlsx ===
Cell A1 | value='Table 3a: Number of debt relief orders by location, England and Wales, 2011 to 2021 [r][note 10]' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell M184 | value='25' | fill=00000000 | rows=[183] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N184 | value='38' | fill=00000000 | rows=[183] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A185 | value='E07000071' | fill=00000000 | rows=[184] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B185 | value='Colchester' | fill=00000000 | rows=[184] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C185 | value='Non-metropolitan District' | fill=00000000 | rows=[184] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D185 | value='98' | fill=00000000 | rows=[184] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E185 | value='63' | fill=00000000 | rows=[184] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F185 | value='52' | fill=00000000 | rows=[184] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G185 | value='68' | fill=00000000 | rows=[184] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H185 | value='71' | fill=00000000 | rows=[184] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I185 | value='93' | fill=00000000 | rows=[184] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J185 | value='87' | fill=00000000 | rows=[184] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K185 | value='65' | fill=00000000 | rows=[184] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L185 | value='69' | fill=00000000 | rows=[184] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M185 | value='52' | fill=00000000 | rows=[184] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N185 | value='52' | fill=00000000 | rows=[184] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A186 | value='E07000072' | fill=00000000 | rows=[185] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B186 | value='Epping Forest' | fill=00000000 | rows=[185] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C186 | value='Non-metropolitan District' | fill=00000000 | rows=[185] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D186 | value='71' | fill=00000000 | rows=[185] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E186 | value='95' | fill=00000000 | rows=[185] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F186 | value='81' | fill=00000000 | rows=[185] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G186 | value='62' | fill=00000000 | rows=[185] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H186 | value='59' | fill=00000000 | rows=[185] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I186 | value='71' | fill=00000000 | rows=[185] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J186 | value='63' | fill=00000000 | rows=[185] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K186 | value='40' | fill=00000000 | rows=[185] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L186 | value='25' | fill=00000000 | rows=[185] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M186 | value='31' | fill=00000000 | rows=[185] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N186 | value='31' | fill=00000000 | rows=[185] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A187 | value='E07000073' | fill=00000000 | rows=[186] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B187 | value='Harlow' | fill=00000000 | rows=[186] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C187 | value='Non-metropolitan District' | fill=00000000 | rows=[186] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D187 | value='81' | fill=00000000 | rows=[186] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E187 | value='44' | fill=00000000 | rows=[186] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F187 | value='32' | fill=00000000 | rows=[186] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G187 | value='73' | fill=00000000 | rows=[186] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H187 | value='61' | fill=00000000 | rows=[186] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I187 | value='56' | fill=00000000 | rows=[186] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J187 | value='52' | fill=00000000 | rows=[186] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K187 | value='50' | fill=00000000 | rows=[186] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L187 | value='38' | fill=00000000 | rows=[186] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M187 | value='28' | fill=00000000 | rows=[186] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N187 | value='28' | fill=00000000 | rows=[186] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A188 | value='E07000074' | fill=00000000 | rows=[187] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B188 | value='Maldon' | fill=00000000 | rows=[187] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C188 | value='Non-metropolitan District' | fill=00000000 | rows=[187] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D188 | value='32' | fill=00000000 | rows=[187] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E188 | value='49' | fill=00000000 | rows=[187] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F188 | value='46' | fill=00000000 | rows=[187] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G188 | value='27' | fill=00000000 | rows=[187] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H188 | value='13' | fill=00000000 | rows=[187] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I188 | value='23' | fill=00000000 | rows=[187] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J188 | value='35' | fill=00000000 | rows=[187] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K188 | value='42' | fill=00000000 | rows=[187] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L188 | value='47' | fill=00000000 | rows=[187] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M188 | value='19' | fill=00000000 | rows=[187] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N188 | value='28' | fill=00000000 | rows=[187] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A189 | value='E07000075' | fill=00000000 | rows=[188] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B189 | value='Rochford' | fill=00000000 | rows=[188] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C189 | value='Non-metropolitan District' | fill=00000000 | rows=[188] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D189 | value='14' | fill=00000000 | rows=[188] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E189 | value='16' | fill=00000000 | rows=[188] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F189 | value='16' | fill=00000000 | rows=[188] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G189 | value='12' | fill=00000000 | rows=[188] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H189 | value='16' | fill=00000000 | rows=[188] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I189 | value='14' | fill=00000000 | rows=[188] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J189 | value='9' | fill=00000000 | rows=[188] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K189 | value='16' | fill=00000000 | rows=[188] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L189 | value='8' | fill=00000000 | rows=[188] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M189 | value='16' | fill=00000000 | rows=[188] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N189 | value='15' | fill=00000000 | rows=[188] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A190 | value='E07000076' | fill=00000000 | rows=[189] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B190 | value='Tendring' | fill=00000000 | rows=[189] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C190 | value='Non-metropolitan District' | fill=00000000 | rows=[189] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D190 | value='142' | fill=00000000 | rows=[189] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E190 | value='113' | fill=00000000 | rows=[189] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F190 | value='75' | fill=00000000 | rows=[189] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G190 | value='120' | fill=00000000 | rows=[189] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H190 | value='90' | fill=00000000 | rows=[189] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I190 | value='96' | fill=00000000 | rows=[189] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J190 | value='68' | fill=00000000 | rows=[189] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K190 | value='109' | fill=00000000 | rows=[189] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L190 | value='86' | fill=00000000 | rows=[189] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M190 | value='54' | fill=00000000 | rows=[189] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N190 | value='39' | fill=00000000 | rows=[189] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A191 | value='E07000077' | fill=00000000 | rows=[190] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B191 | value='Uttlesford' | fill=00000000 | rows=[190] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C191 | value='Non-metropolitan District' | fill=00000000 | rows=[190] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D191 | value='39' | fill=00000000 | rows=[190] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E191 | value='41' | fill=00000000 | rows=[190] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F191 | value='26' | fill=00000000 | rows=[190] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G191 | value='16' | fill=00000000 | rows=[190] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H191 | value='19' | fill=00000000 | rows=[190] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I191 | value='22' | fill=00000000 | rows=[190] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J191 | value='14' | fill=00000000 | rows=[190] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K191 | value='22' | fill=00000000 | rows=[190] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L191 | value='17' | fill=00000000 | rows=[190] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M191 | value='16' | fill=00000000 | rows=[190] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N191 | value='21' | fill=00000000 | rows=[190] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A192 | value='E10000015' | fill=00000000 | rows=[191] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B192 | value='Hertfordshire' | fill=00000000 | rows=[191] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C192 | value='County' | fill=00000000 | rows=[191] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D192 | value='352' | fill=00000000 | rows=[191] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E192 | value='394' | fill=00000000 | rows=[191] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F192 | value='382' | fill=00000000 | rows=[191] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G192 | value='380' | fill=00000000 | rows=[191] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H192 | value='435' | fill=00000000 | rows=[191] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I192 | value='434' | fill=00000000 | rows=[191] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J192 | value='393' | fill=00000000 | rows=[191] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K192 | value='477' | fill=00000000 | rows=[191] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L192 | value='424' | fill=00000000 | rows=[191] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M192 | value='336' | fill=00000000 | rows=[191] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N192 | value='384' | fill=00000000 | rows=[191] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A193 | value='E07000095' | fill=00000000 | rows=[192] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B193 | value='Broxbourne' | fill=00000000 | rows=[192] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C193 | value='Non-metropolitan District' | fill=00000000 | rows=[192] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D193 | value='28' | fill=00000000 | rows=[192] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E193 | value='24' | fill=00000000 | rows=[192] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F193 | value='27' | fill=00000000 | rows=[192] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G193 | value='28' | fill=00000000 | rows=[192] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H193 | value='33' | fill=00000000 | rows=[192] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I193 | value='22' | fill=00000000 | rows=[192] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J193 | value='15' | fill=00000000 | rows=[192] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K193 | value='24' | fill=00000000 | rows=[192] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L193 | value='28' | fill=00000000 | rows=[192] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M193 | value='24' | fill=00000000 | rows=[192] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N193 | value='23' | fill=00000000 | rows=[192] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A194 | value='E07000096' | fill=00000000 | rows=[193] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B194 | value='Dacorum' | fill=00000000 | rows=[193] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C194 | value='Non-metropolitan District' | fill=00000000 | rows=[193] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D194 | value='60' | fill=00000000 | rows=[193] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E194 | value='86' | fill=00000000 | rows=[193] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F194 | value='99' | fill=00000000 | rows=[193] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G194 | value='94' | fill=00000000 | rows=[193] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H194 | value='149' | fill=00000000 | rows=[193] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I194 | value='119' | fill=00000000 | rows=[193] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J194 | value='119' | fill=00000000 | rows=[193] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K194 | value='132' | fill=00000000 | rows=[193] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L194 | value='154' | fill=00000000 | rows=[193] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M194 | value='85' | fill=00000000 | rows=[193] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N194 | value='102' | fill=00000000 | rows=[193] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A195 | value='E07000242' | fill=00000000 | rows=[194] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B195 | value='East Hertfordshire' | fill=00000000 | rows=[194] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C195 | value='Non-metropolitan District' | fill=00000000 | rows=[194] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D195 | value='43' | fill=00000000 | rows=[194] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E195 | value='40' | fill=00000000 | rows=[194] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F195 | value='38' | fill=00000000 | rows=[194] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G195 | value='31' | fill=00000000 | rows=[194] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H195 | value='29' | fill=00000000 | rows=[194] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I195 | value='44' | fill=00000000 | rows=[194] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J195 | value='27' | fill=00000000 | rows=[194] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K195 | value='22' | fill=00000000 | rows=[194] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L195 | value='26' | fill=00000000 | rows=[194] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M195 | value='32' | fill=00000000 | rows=[194] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N195 | value='38' | fill=00000000 | rows=[194] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A196 | value='E07000098' | fill=00000000 | rows=[195] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B196 | value='Hertsmere' | fill=00000000 | rows=[195] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C196 | value='Non-metropolitan District' | fill=00000000 | rows=[195] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D196 | value='29' | fill=00000000 | rows=[195] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E196 | value='41' | fill=00000000 | rows=[195] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F196 | value='28' | fill=00000000 | rows=[195] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G196 | value='45' | fill=00000000 | rows=[195] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H196 | value='28' | fill=00000000 | rows=[195] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I196 | value='37' | fill=00000000 | rows=[195] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J196 | value='24' | fill=00000000 | rows=[195] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K196 | value='16' | fill=00000000 | rows=[195] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L196 | value='18' | fill=00000000 | rows=[195] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M196 | value='19' | fill=00000000 | rows=[195] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N196 | value='19' | fill=00000000 | rows=[195] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A197 | value='E07000099' | fill=00000000 | rows=[196] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B197 | value='North Hertfordshire' | fill=00000000 | rows=[196] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C197 | value='Non-metropolitan District' | fill=00000000 | rows=[196] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D197 | value='39' | fill=00000000 | rows=[196] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E197 | value='26' | fill=00000000 | rows=[196] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F197 | value='34' | fill=00000000 | rows=[196] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G197 | value='35' | fill=00000000 | rows=[196] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H197 | value='32' | fill=00000000 | rows=[196] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I197 | value='47' | fill=00000000 | rows=[196] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J197 | value='42' | fill=00000000 | rows=[196] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K197 | value='49' | fill=00000000 | rows=[196] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L197 | value='34' | fill=00000000 | rows=[196] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M197 | value='33' | fill=00000000 | rows=[196] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N197 | value='27' | fill=00000000 | rows=[196] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A198 | value='E07000240' | fill=00000000 | rows=[197] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B198 | value='St Albans' | fill=00000000 | rows=[197] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C198 | value='Non-metropolitan District' | fill=00000000 | rows=[197] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D198 | value='24' | fill=00000000 | rows=[197] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E198 | value='24' | fill=00000000 | rows=[197] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F198 | value='32' | fill=00000000 | rows=[197] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G198 | value='28' | fill=00000000 | rows=[197] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H198 | value='40' | fill=00000000 | rows=[197] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I198 | value='31' | fill=00000000 | rows=[197] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J198 | value='30' | fill=00000000 | rows=[197] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K198 | value='31' | fill=00000000 | rows=[197] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L198 | value='39' | fill=00000000 | rows=[197] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M198 | value='15' | fill=00000000 | rows=[197] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N198 | value='28' | fill=00000000 | rows=[197] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A199 | value='E07000243' | fill=00000000 | rows=[198] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B199 | value='Stevenage' | fill=00000000 | rows=[198] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C199 | value='Non-metropolitan District' | fill=00000000 | rows=[198] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D199 | value='23' | fill=00000000 | rows=[198] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E199 | value='23' | fill=00000000 | rows=[198] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F199 | value='18' | fill=00000000 | rows=[198] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G199 | value='27' | fill=00000000 | rows=[198] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H199 | value='30' | fill=00000000 | rows=[198] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I199 | value='46' | fill=00000000 | rows=[198] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J199 | value='34' | fill=00000000 | rows=[198] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K199 | value='54' | fill=00000000 | rows=[198] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L199 | value='42' | fill=00000000 | rows=[198] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M199 | value='43' | fill=00000000 | rows=[198] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N199 | value='53' | fill=00000000 | rows=[198] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A200 | value='E07000102' | fill=00000000 | rows=[199] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B200 | value='Three Rivers' | fill=00000000 | rows=[199] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C200 | value='Non-metropolitan District' | fill=00000000 | rows=[199] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D200 | value='35' | fill=00000000 | rows=[199] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E200 | value='46' | fill=00000000 | rows=[199] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F200 | value='42' | fill=00000000 | rows=[199] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G200 | value='39' | fill=00000000 | rows=[199] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H200 | value='43' | fill=00000000 | rows=[199] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I200 | value='32' | fill=00000000 | rows=[199] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J200 | value='27' | fill=00000000 | rows=[199] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K200 | value='39' | fill=00000000 | rows=[199] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L200 | value='39' | fill=00000000 | rows=[199] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M200 | value='27' | fill=00000000 | rows=[199] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N200 | value='26' | fill=00000000 | rows=[199] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A201 | value='E07000103' | fill=00000000 | rows=[200] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B201 | value='Watford' | fill=00000000 | rows=[200] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C201 | value='Non-metropolitan District' | fill=00000000 | rows=[200] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D201 | value='38' | fill=00000000 | rows=[200] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E201 | value='40' | fill=00000000 | rows=[200] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F201 | value='29' | fill=00000000 | rows=[200] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G201 | value='23' | fill=00000000 | rows=[200] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H201 | value='15' | fill=00000000 | rows=[200] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I201 | value='28' | fill=00000000 | rows=[200] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J201 | value='43' | fill=00000000 | rows=[200] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K201 | value='64' | fill=00000000 | rows=[200] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L201 | value='16' | fill=00000000 | rows=[200] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M201 | value='24' | fill=00000000 | rows=[200] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N201 | value='27' | fill=00000000 | rows=[200] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A202 | value='E07000241' | fill=00000000 | rows=[201] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B202 | value='Welwyn Hatfield' | fill=00000000 | rows=[201] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C202 | value='Non-metropolitan District' | fill=00000000 | rows=[201] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D202 | value='33' | fill=00000000 | rows=[201] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E202 | value='44' | fill=00000000 | rows=[201] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F202 | value='35' | fill=00000000 | rows=[201] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G202 | value='30' | fill=00000000 | rows=[201] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H202 | value='36' | fill=00000000 | rows=[201] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I202 | value='28' | fill=00000000 | rows=[201] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J202 | value='32' | fill=00000000 | rows=[201] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K202 | value='46' | fill=00000000 | rows=[201] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L202 | value='28' | fill=00000000 | rows=[201] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M202 | value='34' | fill=00000000 | rows=[201] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N202 | value='41' | fill=00000000 | rows=[201] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A203 | value='E10000020' | fill=00000000 | rows=[202] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B203 | value='Norfolk' | fill=00000000 | rows=[202] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C203 | value='County' | fill=00000000 | rows=[202] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D203 | value='712' | fill=00000000 | rows=[202] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E203 | value='689' | fill=00000000 | rows=[202] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F203 | value='540' | fill=00000000 | rows=[202] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G203 | value='443' | fill=00000000 | rows=[202] | cols=[6] | col_header=False | row_header=False | metadata=False
