=== health-table07.xlsx ===
Cell B1 | value='Physicians by categories' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell D228 | value='0.2' | fill=00000000 | rows=[227] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E228 | value='0.2' | fill=00000000 | rows=[227] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F228 | value='0.2' | fill=00000000 | rows=[227] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G228 | value='0.21' | fill=00000000 | rows=[227] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H228 | value='0.21' | fill=00000000 | rows=[227] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I228 | value='0.21' | fill=00000000 | rows=[227] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J228 | value='0.22' | fill=00000000 | rows=[227] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K228 | value='0.22' | fill=00000000 | rows=[227] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B229 | value='Italy' | fill=FFE2F2FB | rows=[228] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D229 | value='0.19' | fill=00000000 | rows=[228] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E229 | value='0.2' | fill=00000000 | rows=[228] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F229 | value='0.21' | fill=00000000 | rows=[228] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G229 | value='0.2' | fill=00000000 | rows=[228] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H229 | value='0.2' | fill=00000000 | rows=[228] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I229 | value='0.2' | fill=00000000 | rows=[228] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J229 | value='0.21' | fill=00000000 | rows=[228] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K229 | value='0.22' | fill=00000000 | rows=[228] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B230 | value='Japan' | fill=FFE2F2FB | rows=[229] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E230 | value='0.1' | fill=00000000 | rows=[229] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G230 | value='0.1' | fill=00000000 | rows=[229] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I230 | value='0.11' | fill=00000000 | rows=[229] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K230 | value='0.11' | fill=00000000 | rows=[229] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B231 | value='Korea' | fill=FFE2F2FB | rows=[230] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D231 | value='0.12' | fill=00000000 | rows=[230] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E231 | value='0.12' | fill=00000000 | rows=[230] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F231 | value='0.12' | fill=00000000 | rows=[230] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G231 | value='0.12' | fill=00000000 | rows=[230] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H231 | value='0.12' | fill=00000000 | rows=[230] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I231 | value='0.12' | fill=00000000 | rows=[230] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J231 | value='0.12' | fill=00000000 | rows=[230] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K231 | value='0.12' | fill=00000000 | rows=[230] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B232 | value='Latvia' | fill=FFE2F2FB | rows=[231] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D232 | value='0.2' | fill=00000000 | rows=[231] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E232 | value='0.2' | fill=00000000 | rows=[231] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F232 | value='0.2' | fill=00000000 | rows=[231] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G232 | value='0.2' | fill=00000000 | rows=[231] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H232 | value='0.19' | fill=00000000 | rows=[231] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I232 | value='0.19' | fill=00000000 | rows=[231] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J232 | value='0.19' | fill=00000000 | rows=[231] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K232 | value='0.19' | fill=00000000 | rows=[231] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B233 | value='Lithuania' | fill=FFE2F2FB | rows=[232] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D233 | value='0.25' | fill=00000000 | rows=[232] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E233 | value='0.25' | fill=00000000 | rows=[232] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F233 | value='0.26' | fill=00000000 | rows=[232] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G233 | value='0.25' | fill=00000000 | rows=[232] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H233 | value='0.24' | fill=00000000 | rows=[232] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I233 | value='0.25' | fill=00000000 | rows=[232] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J233 | value='0.24' | fill=00000000 | rows=[232] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K233 | value='0.23' | fill=00000000 | rows=[232] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B234 | value='Luxembourg' | fill=FFE2F2FB | rows=[233] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D234 | value='0.16' | fill=00000000 | rows=[233] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E234 | value='0.16' | fill=00000000 | rows=[233] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F234 | value='0.17' | fill=00000000 | rows=[233] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B235 | value='Mexico' | fill=FFE2F2FB | rows=[234] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D235 | value='0.17' | fill=00000000 | rows=[234] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E235 | value='0.17' | fill=00000000 | rows=[234] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F235 | value='0.17' | fill=00000000 | rows=[234] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G235 | value='0.19' | fill=00000000 | rows=[234] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H235 | value='0.18' | fill=00000000 | rows=[234] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I235 | value='0.17' | fill=00000000 | rows=[234] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J235 | value='0.18' | fill=00000000 | rows=[234] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K235 | value='0.19' | fill=00000000 | rows=[234] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B236 | value='Netherlands' | fill=FFE2F2FB | rows=[235] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D236 | value='0.09' | fill=00000000 | rows=[235] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E236 | value='0.09' | fill=00000000 | rows=[235] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F236 | value='0.09' | fill=00000000 | rows=[235] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G236 | value='0.1' | fill=00000000 | rows=[235] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H236 | value='0.1' | fill=00000000 | rows=[235] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I236 | value='0.1' | fill=00000000 | rows=[235] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J236 | value='0.1' | fill=00000000 | rows=[235] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K236 | value='0.1' | fill=00000000 | rows=[235] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B237 | value='New Zealand' | fill=FFE2F2FB | rows=[236] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D237 | value='0.09' | fill=00000000 | rows=[236] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E237 | value='0.09' | fill=00000000 | rows=[236] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F237 | value='0.1' | fill=00000000 | rows=[236] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G237 | value='0.1' | fill=00000000 | rows=[236] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H237 | value='0.1' | fill=00000000 | rows=[236] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I237 | value='0.12' | fill=00000000 | rows=[236] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J237 | value='0.13' | fill=00000000 | rows=[236] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K237 | value='0.13' | fill=00000000 | rows=[236] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L237 | value='0.13' | fill=00000000 | rows=[236] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B238 | value='Norway' | fill=FFE2F2FB | rows=[237] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D238 | value='0.1' | fill=00000000 | rows=[237] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E238 | value='0.1' | fill=00000000 | rows=[237] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F238 | value='0.11' | fill=00000000 | rows=[237] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G238 | value='0.11' | fill=00000000 | rows=[237] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H238 | value='0.11' | fill=00000000 | rows=[237] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I238 | value='0.12' | fill=00000000 | rows=[237] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J238 | value='0.12' | fill=00000000 | rows=[237] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K238 | value='0.13' | fill=00000000 | rows=[237] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L238 | value='0.13' | fill=00000000 | rows=[237] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B239 | value='Poland' | fill=FFE2F2FB | rows=[238] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D239 | value='0.13' | fill=00000000 | rows=[238] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E239 | value='0.14' | fill=00000000 | rows=[238] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F239 | value='0.13' | fill=00000000 | rows=[238] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G239 | value='0.12' | fill=00000000 | rows=[238] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H239 | value='0.17' | fill=00000000 | rows=[238] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I239 | value='0.17' | fill=00000000 | rows=[238] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J239 | value='0.17' | fill=00000000 | rows=[238] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K239 | value='0.17' | fill=00000000 | rows=[238] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B240 | value='Portugal' | fill=FFE2F2FB | rows=[239] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D240 | value='0.17' | fill=00000000 | rows=[239] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E240 | value='0.17' | fill=00000000 | rows=[239] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F240 | value='0.17' | fill=00000000 | rows=[239] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G240 | value='0.18' | fill=00000000 | rows=[239] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H240 | value='0.18' | fill=00000000 | rows=[239] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I240 | value='0.18' | fill=00000000 | rows=[239] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J240 | value='0.18' | fill=00000000 | rows=[239] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K240 | value='0.19' | fill=00000000 | rows=[239] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B241 | value='Slovenia' | fill=FFE2F2FB | rows=[240] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D241 | value='0.16' | fill=00000000 | rows=[240] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E241 | value='0.17' | fill=00000000 | rows=[240] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F241 | value='0.17' | fill=00000000 | rows=[240] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G241 | value='0.18' | fill=00000000 | rows=[240] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H241 | value='0.18' | fill=00000000 | rows=[240] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I241 | value='0.18' | fill=00000000 | rows=[240] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J241 | value='0.19' | fill=00000000 | rows=[240] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K241 | value='0.19' | fill=00000000 | rows=[240] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B242 | value='Spain' | fill=FFE2F2FB | rows=[241] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D242 | value='0.12' | fill=00000000 | rows=[241] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E242 | value='0.12' | fill=00000000 | rows=[241] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F242 | value='0.12' | fill=00000000 | rows=[241] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G242 | value='0.12' | fill=00000000 | rows=[241] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H242 | value='0.12' | fill=00000000 | rows=[241] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I242 | value='0.12' | fill=00000000 | rows=[241] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J242 | value='0.13' | fill=00000000 | rows=[241] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K242 | value='0.13' | fill=00000000 | rows=[241] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B243 | value='Sweden' | fill=FFE2F2FB | rows=[242] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D243 | value='0.14' | fill=00000000 | rows=[242] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E243 | value='0.14' | fill=00000000 | rows=[242] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F243 | value='0.14' | fill=00000000 | rows=[242] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G243 | value='0.14' | fill=00000000 | rows=[242] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H243 | value='0.14' | fill=00000000 | rows=[242] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I243 | value='0.14' | fill=00000000 | rows=[242] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J243 | value='0.14' | fill=00000000 | rows=[242] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B244 | value='Switzerland' | fill=FFE2F2FB | rows=[243] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D244 | value='0.21' | fill=00000000 | rows=[243] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E244 | value='0.21' | fill=00000000 | rows=[243] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F244 | value='0.22' | fill=00000000 | rows=[243] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G244 | value='0.22' | fill=00000000 | rows=[243] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H244 | value='0.22' | fill=00000000 | rows=[243] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I244 | value='0.23' | fill=00000000 | rows=[243] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J244 | value='0.23' | fill=00000000 | rows=[243] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K244 | value='0.23' | fill=00000000 | rows=[243] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B245 | value='Türkiye' | fill=FFE2F2FB | rows=[244] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D245 | value='0.09' | fill=00000000 | rows=[244] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E245 | value='0.09' | fill=00000000 | rows=[244] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F245 | value='0.09' | fill=00000000 | rows=[244] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G245 | value='0.1' | fill=00000000 | rows=[244] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H245 | value='0.1' | fill=00000000 | rows=[244] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I245 | value='0.1' | fill=00000000 | rows=[244] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J245 | value='0.11' | fill=00000000 | rows=[244] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K245 | value='0.11' | fill=00000000 | rows=[244] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B246 | value='United Kingdom' | fill=FFE2F2FB | rows=[245] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D246 | value='0.12' | fill=00000000 | rows=[245] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E246 | value='0.11' | fill=00000000 | rows=[245] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F246 | value='0.12' | fill=00000000 | rows=[245] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G246 | value='0.12' | fill=00000000 | rows=[245] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H246 | value='0.12' | fill=00000000 | rows=[245] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I246 | value='0.13' | fill=00000000 | rows=[245] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J246 | value='0.13' | fill=00000000 | rows=[245] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K246 | value='0.13' | fill=00000000 | rows=[245] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L246 | value='0.14' | fill=00000000 | rows=[245] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B247 | value='United States' | fill=FFE2F2FB | rows=[246] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D247 | value='0.13' | fill=00000000 | rows=[246] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E247 | value='0.13' | fill=00000000 | rows=[246] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F247 | value='0.13' | fill=00000000 | rows=[246] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G247 | value='0.13' | fill=00000000 | rows=[246] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H247 | value='0.14' | fill=00000000 | rows=[246] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I247 | value='0.14' | fill=00000000 | rows=[246] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J247 | value='0.14' | fill=00000000 | rows=[246] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K247 | value='0.14' | fill=00000000 | rows=[246] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B248 | value='Non-OECD economies' | fill=FFE2F2FB | rows=[247] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B249 | value='·  Bulgaria' | fill=FFE2F2FB | rows=[248] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D249 | value='0.24' | fill=00000000 | rows=[248] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E249 | value='0.25' | fill=00000000 | rows=[248] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F249 | value='0.25' | fill=00000000 | rows=[248] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G249 | value='0.25' | fill=00000000 | rows=[248] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H249 | value='0.25' | fill=00000000 | rows=[248] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I249 | value='0.26' | fill=00000000 | rows=[248] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J249 | value='0.26' | fill=00000000 | rows=[248] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K249 | value='0.27' | fill=00000000 | rows=[248] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B250 | value='·  Croatia' | fill=FFE2F2FB | rows=[249] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D250 | value='0.19' | fill=00000000 | rows=[249] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E250 | value='0.19' | fill=00000000 | rows=[249] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F250 | value='0.2' | fill=00000000 | rows=[249] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G250 | value='0.2' | fill=00000000 | rows=[249] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H250 | value='0.21' | fill=00000000 | rows=[249] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I250 | value='0.2' | fill=00000000 | rows=[249] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J250 | value='0.22' | fill=00000000 | rows=[249] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K250 | value='0.23' | fill=00000000 | rows=[249] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B251 | value='·  Cyprus' | fill=FFE2F2FB | rows=[250] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D251 | value='0.19' | fill=00000000 | rows=[250] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E251 | value='0.19' | fill=00000000 | rows=[250] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F251 | value='0.2' | fill=00000000 | rows=[250] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G251 | value='0.22' | fill=00000000 | rows=[250] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H251 | value='0.23' | fill=00000000 | rows=[250] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I251 | value='0.24' | fill=00000000 | rows=[250] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J251 | value='0.24' | fill=00000000 | rows=[250] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K251 | value='0.24' | fill=00000000 | rows=[250] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B252 | value='·  Romania' | fill=FFE2F2FB | rows=[251] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D252 | value='0.13' | fill=00000000 | rows=[251] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E252 | value='0.13' | fill=00000000 | rows=[251] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F252 | value='0.13' | fill=00000000 | rows=[251] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G252 | value='0.14' | fill=00000000 | rows=[251] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H252 | value='0.14' | fill=00000000 | rows=[251] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I252 | value='0.15' | fill=00000000 | rows=[251] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J252 | value='0.16' | fill=00000000 | rows=[251] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K252 | value='0.16' | fill=00000000 | rows=[251] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B253 | value='Health profession: Psychiatrists' | fill=FFB7DEF6 | rows=[252] | cols=[1, 2, 3, 4, 5, 6, 7, 8, 9, 10] | col_header=False | row_header=False | metadata=False
Cell B254 | value='Australia' | fill=FFE2F2FB | rows=[253] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D254 | value='0.16' | fill=00000000 | rows=[253] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E254 | value='0.17' | fill=00000000 | rows=[253] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F254 | value='0.17' | fill=00000000 | rows=[253] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G254 | value='0.17' | fill=00000000 | rows=[253] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H254 | value='0.18' | fill=00000000 | rows=[253] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I254 | value='0.18' | fill=00000000 | rows=[253] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J254 | value='0.19' | fill=00000000 | rows=[253] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K254 | value='0.19' | fill=00000000 | rows=[253] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B255 | value='Austria' | fill=FFE2F2FB | rows=[254] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D255 | value='0.18' | fill=00000000 | rows=[254] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E255 | value='0.19' | fill=00000000 | rows=[254] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F255 | value='0.19' | fill=00000000 | rows=[254] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H255 | value='0.2' | fill=00000000 | rows=[254] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I255 | value='0.21' | fill=00000000 | rows=[254] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J255 | value='0.22' | fill=00000000 | rows=[254] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K255 | value='0.22' | fill=00000000 | rows=[254] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L255 | value='0.22' | fill=00000000 | rows=[254] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B256 | value='Belgium' | fill=FFE2F2FB | rows=[255] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D256 | value='0.17' | fill=00000000 | rows=[255] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E256 | value='0.17' | fill=00000000 | rows=[255] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F256 | value='0.17' | fill=00000000 | rows=[255] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G256 | value='0.17' | fill=00000000 | rows=[255] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H256 | value='0.17' | fill=00000000 | rows=[255] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I256 | value='0.17' | fill=00000000 | rows=[255] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J256 | value='0.17' | fill=00000000 | rows=[255] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K256 | value='0.17' | fill=00000000 | rows=[255] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B257 | value='Canada' | fill=FFE2F2FB | rows=[256] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D257 | value='0.17' | fill=00000000 | rows=[256] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E257 | value='0.17' | fill=00000000 | rows=[256] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F257 | value='0.17' | fill=00000000 | rows=[256] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G257 | value='0.17' | fill=00000000 | rows=[256] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H257 | value='0.17' | fill=00000000 | rows=[256] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I257 | value='0.17' | fill=00000000 | rows=[256] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J257 | value='0.18' | fill=00000000 | rows=[256] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K257 | value='0.18' | fill=00000000 | rows=[256] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B258 | value='Chile' | fill=FFE2F2FB | rows=[257] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D258 | value='0.08' | fill=00000000 | rows=[257] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E258 | value='0.09' | fill=00000000 | rows=[257] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F258 | value='0.09' | fill=00000000 | rows=[257] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G258 | value='0.1' | fill=00000000 | rows=[257] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H258 | value='0.1' | fill=00000000 | rows=[257] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I258 | value='0.11' | fill=00000000 | rows=[257] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J258 | value='0.11' | fill=00000000 | rows=[257] | cols=[9] | col_header=False | row_header=False | metadata=False
