=== society-table52.xlsx ===
Cell A1 | value='Supplementary Table 2. Compilation of olivine data from global kimberlites and lamproites' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell Q69 | value='91.092891830104' | fill=00000000 | rows=[68] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R69 | value='0.0809903970403968' | fill=00000000 | rows=[68] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S69 | value='6' | fill=00000000 | rows=[68] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T69 | value='Tovey et al., 2021' | fill=00000000 | rows=[68] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A70 | value='Panda' | fill=00000000 | rows=[69] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B70 | value='kimberlite' | fill=00000000 | rows=[69] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C70 | value='Canada' | fill=00000000 | rows=[69] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D70 | value='on craton' | fill=00000000 | rows=[69] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E70 | value='53' | fill=00000000 | rows=[69] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F70 | value='Creaser et al., 2004' | fill=00000000 | rows=[69] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G70 | value='91.4' | fill=00000000 | rows=[69] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H70 | value='91.4941176470588' | fill=00000000 | rows=[69] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I70 | value='1.01262969284465' | fill=00000000 | rows=[69] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J70 | value='92.8' | fill=00000000 | rows=[69] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K70 | value='0.147058823529411' | fill=00000000 | rows=[69] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L70 | value='34' | fill=00000000 | rows=[69] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M70 | value='0.0379411764705882' | fill=00000000 | rows=[69] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N70 | value='0.108529411764705' | fill=00000000 | rows=[69] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O70 | value='0.355882352941176' | fill=00000000 | rows=[69] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P70 | value='0.0264705882352941' | fill=00000000 | rows=[69] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q70 | value='91.0692307692307' | fill=00000000 | rows=[69] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R70 | value='0.137747446344239' | fill=00000000 | rows=[69] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S70 | value='13' | fill=00000000 | rows=[69] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T70 | value='Tovey et al., 2021' | fill=00000000 | rows=[69] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A71 | value='Crab' | fill=00000000 | rows=[70] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B71 | value='kimberlite' | fill=00000000 | rows=[70] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C71 | value='Canada' | fill=00000000 | rows=[70] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D71 | value='on craton' | fill=00000000 | rows=[70] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E71 | value='59' | fill=00000000 | rows=[70] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F71 | value='Creaser et al., 2004' | fill=00000000 | rows=[70] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G71 | value='90.9209498645662' | fill=00000000 | rows=[70] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H71 | value='90.3974241252125' | fill=00000000 | rows=[70] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I71 | value='1.75719921701117' | fill=00000000 | rows=[70] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J71 | value='93.2317682317682' | fill=00000000 | rows=[70] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K71 | value='0.333333333333333' | fill=00000000 | rows=[70] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L71 | value='15' | fill=00000000 | rows=[70] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M71 | value='0.034' | fill=00000000 | rows=[70] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N71 | value='0.0951333333333333' | fill=00000000 | rows=[70] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O71 | value='0.319533333333333' | fill=00000000 | rows=[70] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P71 | value='0.0432666666666666' | fill=00000000 | rows=[70] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q71 | value='91.1130692598577' | fill=00000000 | rows=[70] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R71 | value='0.152123033873215' | fill=00000000 | rows=[70] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S71 | value='14' | fill=00000000 | rows=[70] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T71 | value='Tovey et al., 2021' | fill=00000000 | rows=[70] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A72 | value='Misery Southwest Extension' | fill=00000000 | rows=[71] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B72 | value='kimberlite' | fill=00000000 | rows=[71] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C72 | value='Canada' | fill=00000000 | rows=[71] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D72 | value='on craton' | fill=00000000 | rows=[71] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E72 | value='48' | fill=00000000 | rows=[71] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F72 | value='Tovey et al. 2021' | fill=00000000 | rows=[71] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G72 | value='90.8' | fill=00000000 | rows=[71] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H72 | value='90.7916666666666' | fill=00000000 | rows=[71] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I72 | value='0.242930342928073' | fill=00000000 | rows=[71] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J72 | value='91.1' | fill=00000000 | rows=[71] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K72 | value='0' | fill=00000000 | rows=[71] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L72 | value='12' | fill=00000000 | rows=[71] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M72 | value='0.035' | fill=00000000 | rows=[71] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N72 | value='0.111666666666666' | fill=00000000 | rows=[71] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O72 | value='0.39' | fill=00000000 | rows=[71] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P72 | value='0.0425' | fill=00000000 | rows=[71] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q72 | value='90.8' | fill=00000000 | rows=[71] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R72 | value='0.565685424949236' | fill=00000000 | rows=[71] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S72 | value='2' | fill=00000000 | rows=[71] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T72 | value='Tovey et al., 2021' | fill=00000000 | rows=[71] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A73 | value='Misery East' | fill=00000000 | rows=[72] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B73 | value='kimberlite' | fill=00000000 | rows=[72] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C73 | value='Canada' | fill=00000000 | rows=[72] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D73 | value='on craton' | fill=00000000 | rows=[72] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G73 | value='91.6' | fill=00000000 | rows=[72] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H73 | value='91.5709677419354' | fill=00000000 | rows=[72] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I73 | value='0.586056623195574' | fill=00000000 | rows=[72] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J73 | value='92.7' | fill=00000000 | rows=[72] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K73 | value='0' | fill=00000000 | rows=[72] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L73 | value='31' | fill=00000000 | rows=[72] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M73 | value='0.0303225806451612' | fill=00000000 | rows=[72] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N73 | value='0.108387096774193' | fill=00000000 | rows=[72] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O73 | value='0.35774193548387' | fill=00000000 | rows=[72] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P73 | value='0.0280645161290322' | fill=00000000 | rows=[72] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q73 | value='91.22' | fill=00000000 | rows=[72] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R73 | value='0.0836660026534028' | fill=00000000 | rows=[72] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S73 | value='5' | fill=00000000 | rows=[72] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T73 | value='Tovey et al., 2021' | fill=00000000 | rows=[72] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A74 | value='Misery East Dyke' | fill=00000000 | rows=[73] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B74 | value='kimberlite' | fill=00000000 | rows=[73] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C74 | value='Canada' | fill=00000000 | rows=[73] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D74 | value='on craton' | fill=00000000 | rows=[73] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E74 | value='69' | fill=00000000 | rows=[73] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F74 | value='Sarkar et al., 2015' | fill=00000000 | rows=[73] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G74 | value='92.0166912371005' | fill=00000000 | rows=[73] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H74 | value='92.1182488961' | fill=00000000 | rows=[73] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I74 | value='0.579296806972854' | fill=00000000 | rows=[73] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J74 | value='92.9959891490671' | fill=00000000 | rows=[73] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K74 | value='0' | fill=00000000 | rows=[73] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L74 | value='13' | fill=00000000 | rows=[73] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M74 | value='0.032076923076923' | fill=00000000 | rows=[73] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N74 | value='0.0747692307692307' | fill=00000000 | rows=[73] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O74 | value='0.369384615384615' | fill=00000000 | rows=[73] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P74 | value='0.0256923076923077' | fill=00000000 | rows=[73] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q74 | value='91.2929966181412' | fill=00000000 | rows=[73] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R74 | value='0.210974851340345' | fill=00000000 | rows=[73] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S74 | value='6' | fill=00000000 | rows=[73] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T74 | value='Tovey et al., 2021' | fill=00000000 | rows=[73] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A75 | value='Brent' | fill=00000000 | rows=[74] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B75 | value='kimberlite' | fill=00000000 | rows=[74] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C75 | value='Canada' | fill=00000000 | rows=[74] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D75 | value='on craton' | fill=00000000 | rows=[74] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E75 | value='47' | fill=00000000 | rows=[74] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F75 | value='Creaser et al., 2004' | fill=00000000 | rows=[74] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G75 | value='90.9866857266335' | fill=00000000 | rows=[74] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H75 | value='91.2663099466178' | fill=00000000 | rows=[74] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I75 | value='0.856168271033011' | fill=00000000 | rows=[74] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J75 | value='93.0726090130749' | fill=00000000 | rows=[74] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K75 | value='0' | fill=00000000 | rows=[74] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L75 | value='15' | fill=00000000 | rows=[74] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M75 | value='0.0307333333333333' | fill=00000000 | rows=[74] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N75 | value='0.0944666666666666' | fill=00000000 | rows=[74] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O75 | value='0.3364' | fill=00000000 | rows=[74] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P75 | value='0.0346666666666666' | fill=00000000 | rows=[74] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q75 | value='91.5395933069878' | fill=00000000 | rows=[74] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R75 | value='0.258794059867526' | fill=00000000 | rows=[74] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S75 | value='8' | fill=00000000 | rows=[74] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T75 | value='Tovey et al., 2021' | fill=00000000 | rows=[74] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A76 | value='Mark' | fill=00000000 | rows=[75] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B76 | value='kimberlite' | fill=00000000 | rows=[75] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C76 | value='Canada' | fill=00000000 | rows=[75] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D76 | value='on craton' | fill=00000000 | rows=[75] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E76 | value='48' | fill=00000000 | rows=[75] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F76 | value='Davis and Kjarsgaard, 1997' | fill=00000000 | rows=[75] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G76 | value='91.519749498247' | fill=00000000 | rows=[75] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H76 | value='91.3869877334997' | fill=00000000 | rows=[75] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I76 | value='0.700361107964958' | fill=00000000 | rows=[75] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J76 | value='92.4065732399065' | fill=00000000 | rows=[75] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K76 | value='0' | fill=00000000 | rows=[75] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L76 | value='13' | fill=00000000 | rows=[75] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M76 | value='0.0289230769230769' | fill=00000000 | rows=[75] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N76 | value='0.097076923076923' | fill=00000000 | rows=[75] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O76 | value='0.345076923076923' | fill=00000000 | rows=[75] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P76 | value='0.0228461538461538' | fill=00000000 | rows=[75] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q76 | value='91.5642665979652' | fill=00000000 | rows=[75] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R76 | value='0.220810424186648' | fill=00000000 | rows=[75] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S76 | value='8' | fill=00000000 | rows=[75] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T76 | value='Tovey et al., 2021' | fill=00000000 | rows=[75] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A77 | value='Arnie' | fill=00000000 | rows=[76] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B77 | value='kimberlite' | fill=00000000 | rows=[76] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C77 | value='Canada' | fill=00000000 | rows=[76] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D77 | value='on craton' | fill=00000000 | rows=[76] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E77 | value='49' | fill=00000000 | rows=[76] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F77 | value='Sarkar et al., 2015' | fill=00000000 | rows=[76] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G77 | value='91.7551997605865' | fill=00000000 | rows=[76] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H77 | value='91.8099325395091' | fill=00000000 | rows=[76] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I77 | value='0.940469996991753' | fill=00000000 | rows=[76] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J77 | value='92.9810136044251' | fill=00000000 | rows=[76] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K77 | value='0.0666666666666666' | fill=00000000 | rows=[76] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L77 | value='15' | fill=00000000 | rows=[76] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M77 | value='0.0332' | fill=00000000 | rows=[76] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N77 | value='0.0896666666666666' | fill=00000000 | rows=[76] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O77 | value='0.350466666666666' | fill=00000000 | rows=[76] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P77 | value='0.0298666666666666' | fill=00000000 | rows=[76] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q77 | value='91.8063628105395' | fill=00000000 | rows=[76] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R77 | value='0.194096824135305' | fill=00000000 | rows=[76] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S77 | value='9' | fill=00000000 | rows=[76] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T77 | value='Tovey et al., 2021' | fill=00000000 | rows=[76] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A78 | value='Grizzly' | fill=00000000 | rows=[77] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B78 | value='kimberlite' | fill=00000000 | rows=[77] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C78 | value='Canada' | fill=00000000 | rows=[77] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D78 | value='on craton' | fill=00000000 | rows=[77] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E78 | value='52' | fill=00000000 | rows=[77] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F78 | value='Sarkar et al., 2015' | fill=00000000 | rows=[77] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G78 | value='91.8865430344838' | fill=00000000 | rows=[77] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H78 | value='91.8410767450831' | fill=00000000 | rows=[77] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I78 | value='1.20211981064463' | fill=00000000 | rows=[77] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J78 | value='94.1' | fill=00000000 | rows=[77] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K78 | value='0.0303030303030303' | fill=00000000 | rows=[77] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L78 | value='33' | fill=00000000 | rows=[77] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M78 | value='0.0353846153846154' | fill=00000000 | rows=[77] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N78 | value='0.114545454545455' | fill=00000000 | rows=[77] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O78 | value='0.350909090909091' | fill=00000000 | rows=[77] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P78 | value='0.0379310344827586' | fill=00000000 | rows=[77] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q78 | value='91.5536994581256' | fill=00000000 | rows=[77] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R78 | value='0.213626424940833' | fill=00000000 | rows=[77] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S78 | value='43' | fill=00000000 | rows=[77] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T78 | value='Lim et al., 2018' | fill=00000000 | rows=[77] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A79 | value='Koala' | fill=00000000 | rows=[78] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B79 | value='kimberlite' | fill=00000000 | rows=[78] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C79 | value='Canada' | fill=00000000 | rows=[78] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D79 | value='on craton' | fill=00000000 | rows=[78] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E79 | value='53' | fill=00000000 | rows=[78] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F79 | value='Sarkar et al., 2015' | fill=00000000 | rows=[78] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G79 | value='91.5914070244848' | fill=00000000 | rows=[78] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H79 | value='91.1411007189808' | fill=00000000 | rows=[78] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I79 | value='1.64750746660057' | fill=00000000 | rows=[78] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J79 | value='93.1' | fill=00000000 | rows=[78] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K79 | value='0.15625' | fill=00000000 | rows=[78] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L79 | value='32' | fill=00000000 | rows=[78] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M79 | value='0.0435714285714286' | fill=00000000 | rows=[78] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N79 | value='0.12625' | fill=00000000 | rows=[78] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O79 | value='0.3709375' | fill=00000000 | rows=[78] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P79 | value='0.0445161290322581' | fill=00000000 | rows=[78] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q79 | value='91.4949706397451' | fill=00000000 | rows=[78] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R79 | value='0.323849342980767' | fill=00000000 | rows=[78] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S79 | value='21' | fill=00000000 | rows=[78] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T79 | value='Lim et al., 2018' | fill=00000000 | rows=[78] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A80 | value='Leslie' | fill=00000000 | rows=[79] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B80 | value='kimberlite' | fill=00000000 | rows=[79] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C80 | value='Canada' | fill=00000000 | rows=[79] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D80 | value='on craton' | fill=00000000 | rows=[79] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E80 | value='53' | fill=00000000 | rows=[79] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F80 | value='Sarkar et al., 2015' | fill=00000000 | rows=[79] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G80 | value='91.1903093402743' | fill=00000000 | rows=[79] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H80 | value='91.1411007189808' | fill=00000000 | rows=[79] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I80 | value='1.64740076646006' | fill=00000000 | rows=[79] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J80 | value='93.4' | fill=00000000 | rows=[79] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K80 | value='0.175438596491228' | fill=00000000 | rows=[79] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L80 | value='57' | fill=00000000 | rows=[79] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N80 | value='0.108584210526316' | fill=00000000 | rows=[79] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O80 | value='0.340119298245614' | fill=00000000 | rows=[79] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P80 | value='0.0344561403508772' | fill=00000000 | rows=[79] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q80 | value='91.5506106157102' | fill=00000000 | rows=[79] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R80 | value='0.140247189280543' | fill=00000000 | rows=[79] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S80 | value='33' | fill=00000000 | rows=[79] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T80 | value='Fedortchouk and Canil, 2004' | fill=00000000 | rows=[79] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A81 | value='Aaron' | fill=00000000 | rows=[80] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B81 | value='kimberlite' | fill=00000000 | rows=[80] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C81 | value='Canada' | fill=00000000 | rows=[80] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D81 | value='on craton' | fill=00000000 | rows=[80] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E81 | value='49' | fill=00000000 | rows=[80] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F81 | value='Sarkar et al., 2015' | fill=00000000 | rows=[80] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G81 | value='91.5' | fill=00000000 | rows=[80] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H81 | value='91.5434782608695' | fill=00000000 | rows=[80] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I81 | value='0.938474453310749' | fill=00000000 | rows=[80] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J81 | value='94.2' | fill=00000000 | rows=[80] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K81 | value='0.0222222222222222' | fill=00000000 | rows=[80] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L81 | value='45' | fill=00000000 | rows=[80] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N81 | value='0.107826086956522' | fill=00000000 | rows=[80] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O81 | value='0.367173913043478' | fill=00000000 | rows=[80] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P81 | value='0.0345652173913044' | fill=00000000 | rows=[80] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q81 | value='91.662962962963' | fill=00000000 | rows=[80] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R81 | value='0.171303033670539' | fill=00000000 | rows=[80] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S81 | value='27' | fill=00000000 | rows=[80] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T81 | value='Fedortchouk and Canil, 2004' | fill=00000000 | rows=[80] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A82 | value='Diavik A154N' | fill=00000000 | rows=[81] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B82 | value='kimberlite' | fill=00000000 | rows=[81] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C82 | value='Canada' | fill=00000000 | rows=[81] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D82 | value='on craton' | fill=00000000 | rows=[81] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E82 | value='56' | fill=00000000 | rows=[81] | cols=[4] | col_header=False | row_header=False | metadata=False
