=== society-table28.xlsx ===
Cell A1 | value='Number and Share of Lives Saved by Mitigation Strategy' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell U11 | value='3.15789473684211' | fill=None | rows=[10] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V11 | value='3.42105263157895' | fill=None | rows=[10] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W11 | value='4.09090909090909' | fill=None | rows=[10] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X11 | value='0.263157894736842' | fill=None | rows=[10] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y11 | value='0' | fill=None | rows=[10] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z11 | value='0' | fill=None | rows=[10] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA11 | value='0' | fill=None | rows=[10] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AD11 | value='6.44736842105263' | fill=None | rows=[10] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AF11 | value='0' | fill=None | rows=[10] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG11 | value='27.5' | fill=None | rows=[10] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH11 | value='46.0526315789474' | fill=None | rows=[10] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI11 | value='38.1578947368421' | fill=None | rows=[10] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ11 | value='31.1842105263158' | fill=None | rows=[10] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK11 | value='0' | fill=None | rows=[10] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL11 | value='0' | fill=None | rows=[10] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM11 | value='0' | fill=None | rows=[10] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN11 | value='160.526315789474' | fill=None | rows=[10] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO11 | value='0' | fill=None | rows=[10] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP11 | value='55.1315789473684' | fill=None | rows=[10] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ11 | value='0.789473684210526' | fill=None | rows=[10] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR11 | value='0' | fill=None | rows=[10] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS11 | value='0' | fill=None | rows=[10] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT11 | value='0' | fill=None | rows=[10] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU11 | value='6.66666666666667' | fill=None | rows=[10] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV11 | value='7' | fill=None | rows=[10] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW11 | value='0' | fill=None | rows=[10] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX11 | value='7.33333333333333' | fill=None | rows=[10] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY11 | value='1' | fill=None | rows=[10] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ11 | value='0' | fill=None | rows=[10] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA11 | value='0' | fill=None | rows=[10] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB11 | value='1.77777777777778' | fill=None | rows=[10] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC11 | value='0' | fill=None | rows=[10] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD11 | value='0' | fill=None | rows=[10] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE11 | value='1' | fill=None | rows=[10] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF11 | value='0' | fill=None | rows=[10] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG11 | value='0' | fill=None | rows=[10] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH11 | value='2.77777777777778' | fill=None | rows=[10] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI11 | value='0' | fill=None | rows=[10] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ11 | value='0' | fill=None | rows=[10] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BN11 | value='0.660377358490566' | fill=None | rows=[10] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO11 | value='10.7129742962056' | fill=None | rows=[10] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP11 | value='26.4872408293461' | fill=None | rows=[10] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ11 | value='303.421052631579' | fill=None | rows=[10] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR11 | value='55.9210526315789' | fill=None | rows=[10] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS11 | value='23.7777777777778' | fill=None | rows=[10] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT11 | value='3.77777777777778' | fill=None | rows=[10] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU11 | value='0' | fill=None | rows=[10] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW11 | value='424.758253302756' | fill=None | rows=[10] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX11 | value='0.129895490306653' | fill=00000000 | rows=[10] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell A12 | value='Provision of HCF attendants with surgical masks' | fill=9 | rows=[11] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B12 | value='0.264150943396226' | fill=None | rows=[11] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C12 | value='0' | fill=None | rows=[11] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D12 | value='0' | fill=None | rows=[11] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E12 | value='3.76744186046512' | fill=None | rows=[11] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F12 | value='0' | fill=None | rows=[11] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G12 | value='0' | fill=None | rows=[11] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H12 | value='0' | fill=None | rows=[11] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I12 | value='0' | fill=None | rows=[11] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J12 | value='0' | fill=None | rows=[11] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K12 | value='0' | fill=None | rows=[11] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L12 | value='0.13953488372093' | fill=None | rows=[11] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M12 | value='0' | fill=None | rows=[11] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N12 | value='0.0526315789473684' | fill=None | rows=[11] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O12 | value='0.325581395348837' | fill=None | rows=[11] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P12 | value='0' | fill=None | rows=[11] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q12 | value='2.36363636363636' | fill=None | rows=[11] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R12 | value='0.121212121212121' | fill=None | rows=[11] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S12 | value='0' | fill=None | rows=[11] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T12 | value='1.15789473684211' | fill=None | rows=[11] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U12 | value='1.26315789473684' | fill=None | rows=[11] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V12 | value='1.36842105263158' | fill=None | rows=[11] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W12 | value='1.63636363636364' | fill=None | rows=[11] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X12 | value='0.105263157894737' | fill=None | rows=[11] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y12 | value='0' | fill=None | rows=[11] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z12 | value='0' | fill=None | rows=[11] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA12 | value='0' | fill=None | rows=[11] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AD12 | value='2.57894736842105' | fill=None | rows=[11] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AF12 | value='0' | fill=None | rows=[11] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG12 | value='11' | fill=None | rows=[11] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH12 | value='18.4210526315789' | fill=None | rows=[11] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI12 | value='15.2631578947368' | fill=None | rows=[11] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ12 | value='12.4736842105263' | fill=None | rows=[11] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK12 | value='0' | fill=None | rows=[11] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL12 | value='0' | fill=None | rows=[11] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM12 | value='0' | fill=None | rows=[11] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN12 | value='64.2105263157895' | fill=None | rows=[11] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO12 | value='0' | fill=None | rows=[11] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP12 | value='22.0526315789474' | fill=None | rows=[11] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ12 | value='0.315789473684211' | fill=None | rows=[11] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR12 | value='0' | fill=None | rows=[11] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS12 | value='0' | fill=None | rows=[11] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT12 | value='0' | fill=None | rows=[11] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU12 | value='2.66666666666667' | fill=None | rows=[11] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV12 | value='2.8' | fill=None | rows=[11] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW12 | value='0' | fill=None | rows=[11] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX12 | value='2.93333333333333' | fill=None | rows=[11] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY12 | value='0.4' | fill=None | rows=[11] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ12 | value='0' | fill=None | rows=[11] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA12 | value='0' | fill=None | rows=[11] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB12 | value='0.711111111111111' | fill=None | rows=[11] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC12 | value='0' | fill=None | rows=[11] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD12 | value='0' | fill=None | rows=[11] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE12 | value='0.4' | fill=None | rows=[11] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF12 | value='0' | fill=None | rows=[11] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG12 | value='0' | fill=None | rows=[11] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH12 | value='1.11111111111111' | fill=None | rows=[11] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI12 | value='0' | fill=None | rows=[11] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ12 | value='0' | fill=None | rows=[11] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BN12 | value='0.264150943396226' | fill=None | rows=[11] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO12 | value='4.28518971848225' | fill=None | rows=[11] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP12 | value='10.5948963317384' | fill=None | rows=[11] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ12 | value='121.368421052632' | fill=None | rows=[11] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR12 | value='22.3684210526316' | fill=None | rows=[11] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS12 | value='9.51111111111111' | fill=None | rows=[11] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT12 | value='1.51111111111111' | fill=None | rows=[11] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU12 | value='0' | fill=None | rows=[11] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW12 | value='169.903301321102' | fill=None | rows=[11] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX12 | value='0.0519581961226612' | fill=00000000 | rows=[11] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell A13 | value='Ensure suppply of masks and other PPE  to health facilty staff' | fill=9 | rows=[12] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell BO13 | value='0' | fill=None | rows=[12] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP13 | value='0' | fill=None | rows=[12] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ13 | value='0' | fill=None | rows=[12] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR13 | value='0' | fill=None | rows=[12] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS13 | value='0' | fill=None | rows=[12] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT13 | value='0' | fill=None | rows=[12] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU13 | value='0' | fill=None | rows=[12] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW13 | value='0' | fill=None | rows=[12] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX13 | value='0' | fill=00000000 | rows=[12] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell A14 | value='Temp. screening for all attendants to healthcare facilities' | fill=9 | rows=[13] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B14 | value='0.264150943396226' | fill=None | rows=[13] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C14 | value='0' | fill=None | rows=[13] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D14 | value='0' | fill=None | rows=[13] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E14 | value='3.76744186046512' | fill=None | rows=[13] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F14 | value='0' | fill=None | rows=[13] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G14 | value='0' | fill=None | rows=[13] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H14 | value='0' | fill=None | rows=[13] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I14 | value='0' | fill=None | rows=[13] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J14 | value='0' | fill=None | rows=[13] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K14 | value='0' | fill=None | rows=[13] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L14 | value='0.13953488372093' | fill=None | rows=[13] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M14 | value='0' | fill=None | rows=[13] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N14 | value='0.0526315789473684' | fill=None | rows=[13] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O14 | value='0.325581395348837' | fill=None | rows=[13] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P14 | value='0' | fill=None | rows=[13] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q14 | value='2.36363636363636' | fill=None | rows=[13] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R14 | value='0.121212121212121' | fill=None | rows=[13] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S14 | value='0' | fill=None | rows=[13] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T14 | value='1.15789473684211' | fill=None | rows=[13] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U14 | value='1.26315789473684' | fill=None | rows=[13] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V14 | value='1.36842105263158' | fill=None | rows=[13] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W14 | value='1.63636363636364' | fill=None | rows=[13] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X14 | value='0.105263157894737' | fill=None | rows=[13] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y14 | value='0' | fill=None | rows=[13] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z14 | value='0' | fill=None | rows=[13] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA14 | value='0' | fill=None | rows=[13] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AD14 | value='2.57894736842105' | fill=None | rows=[13] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AF14 | value='0' | fill=None | rows=[13] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG14 | value='11' | fill=None | rows=[13] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH14 | value='18.4210526315789' | fill=None | rows=[13] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI14 | value='15.2631578947368' | fill=None | rows=[13] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ14 | value='12.4736842105263' | fill=None | rows=[13] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK14 | value='0' | fill=None | rows=[13] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL14 | value='0' | fill=None | rows=[13] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM14 | value='0' | fill=None | rows=[13] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN14 | value='64.2105263157895' | fill=None | rows=[13] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO14 | value='0' | fill=None | rows=[13] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP14 | value='22.0526315789474' | fill=None | rows=[13] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ14 | value='0.315789473684211' | fill=None | rows=[13] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR14 | value='0' | fill=None | rows=[13] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS14 | value='0' | fill=None | rows=[13] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT14 | value='0' | fill=None | rows=[13] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU14 | value='2.66666666666667' | fill=None | rows=[13] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV14 | value='2.8' | fill=None | rows=[13] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW14 | value='0' | fill=None | rows=[13] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX14 | value='2.93333333333333' | fill=None | rows=[13] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY14 | value='0.4' | fill=None | rows=[13] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ14 | value='0' | fill=None | rows=[13] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA14 | value='0' | fill=None | rows=[13] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB14 | value='0.711111111111111' | fill=None | rows=[13] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC14 | value='0' | fill=None | rows=[13] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD14 | value='0' | fill=None | rows=[13] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE14 | value='0.4' | fill=None | rows=[13] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF14 | value='0' | fill=None | rows=[13] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG14 | value='0' | fill=None | rows=[13] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH14 | value='1.11111111111111' | fill=None | rows=[13] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI14 | value='0' | fill=None | rows=[13] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ14 | value='0' | fill=None | rows=[13] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BN14 | value='0.264150943396226' | fill=None | rows=[13] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO14 | value='4.28518971848225' | fill=None | rows=[13] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP14 | value='10.5948963317384' | fill=None | rows=[13] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ14 | value='121.368421052632' | fill=None | rows=[13] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR14 | value='22.3684210526316' | fill=None | rows=[13] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS14 | value='9.51111111111111' | fill=None | rows=[13] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT14 | value='1.51111111111111' | fill=None | rows=[13] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU14 | value='0' | fill=None | rows=[13] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW14 | value='169.903301321102' | fill=None | rows=[13] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX14 | value='0.0519581961226612' | fill=00000000 | rows=[13] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell A15 | value='Ensure safe distancing at health facilities' | fill=9 | rows=[14] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B15 | value='0.264150943396226' | fill=None | rows=[14] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C15 | value='0' | fill=None | rows=[14] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D15 | value='0' | fill=None | rows=[14] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E15 | value='3.76744186046512' | fill=None | rows=[14] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F15 | value='0' | fill=None | rows=[14] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G15 | value='0' | fill=None | rows=[14] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H15 | value='0' | fill=None | rows=[14] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I15 | value='0' | fill=None | rows=[14] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J15 | value='0' | fill=None | rows=[14] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K15 | value='0' | fill=None | rows=[14] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L15 | value='0.13953488372093' | fill=None | rows=[14] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M15 | value='0' | fill=None | rows=[14] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N15 | value='0.0526315789473684' | fill=None | rows=[14] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O15 | value='0.325581395348837' | fill=None | rows=[14] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P15 | value='0' | fill=None | rows=[14] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q15 | value='2.36363636363636' | fill=None | rows=[14] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R15 | value='0.121212121212121' | fill=None | rows=[14] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S15 | value='0' | fill=None | rows=[14] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T15 | value='1.15789473684211' | fill=None | rows=[14] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U15 | value='1.26315789473684' | fill=None | rows=[14] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V15 | value='1.36842105263158' | fill=None | rows=[14] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W15 | value='1.63636363636364' | fill=None | rows=[14] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X15 | value='0.105263157894737' | fill=None | rows=[14] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y15 | value='0' | fill=None | rows=[14] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z15 | value='0' | fill=None | rows=[14] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA15 | value='0' | fill=None | rows=[14] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AD15 | value='2.57894736842105' | fill=None | rows=[14] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AF15 | value='0' | fill=None | rows=[14] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG15 | value='11' | fill=None | rows=[14] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH15 | value='18.4210526315789' | fill=None | rows=[14] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI15 | value='15.2631578947368' | fill=None | rows=[14] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ15 | value='12.4736842105263' | fill=None | rows=[14] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK15 | value='0' | fill=None | rows=[14] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL15 | value='0' | fill=None | rows=[14] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM15 | value='0' | fill=None | rows=[14] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN15 | value='64.2105263157895' | fill=None | rows=[14] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO15 | value='0' | fill=None | rows=[14] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP15 | value='22.0526315789474' | fill=None | rows=[14] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ15 | value='0.315789473684211' | fill=None | rows=[14] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR15 | value='0' | fill=None | rows=[14] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS15 | value='0' | fill=None | rows=[14] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT15 | value='0' | fill=None | rows=[14] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU15 | value='2.66666666666667' | fill=None | rows=[14] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV15 | value='2.8' | fill=None | rows=[14] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW15 | value='0' | fill=None | rows=[14] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX15 | value='2.93333333333333' | fill=None | rows=[14] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY15 | value='0.4' | fill=None | rows=[14] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ15 | value='0' | fill=None | rows=[14] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA15 | value='0' | fill=None | rows=[14] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB15 | value='0.711111111111111' | fill=None | rows=[14] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC15 | value='0' | fill=None | rows=[14] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD15 | value='0' | fill=None | rows=[14] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE15 | value='0.4' | fill=None | rows=[14] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF15 | value='0' | fill=None | rows=[14] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG15 | value='0' | fill=None | rows=[14] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH15 | value='1.11111111111111' | fill=None | rows=[14] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI15 | value='0' | fill=None | rows=[14] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ15 | value='0' | fill=None | rows=[14] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BN15 | value='0.264150943396226' | fill=None | rows=[14] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO15 | value='4.28518971848225' | fill=None | rows=[14] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP15 | value='10.5948963317384' | fill=None | rows=[14] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ15 | value='121.368421052632' | fill=None | rows=[14] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR15 | value='22.3684210526316' | fill=None | rows=[14] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS15 | value='9.51111111111111' | fill=None | rows=[14] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT15 | value='1.51111111111111' | fill=None | rows=[14] | cols=[71] | col_header=False | row_header=False | metadata=False
