=== education-table22.xlsx ===
Cell A1 | value='DBN' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell CA28 | value='0.49' | fill=00000000 | rows=[27] | cols=[78] | col_header=False | row_header=False | metadata=False
Cell CB28 | value='1.89' | fill=00000000 | rows=[27] | cols=[79] | col_header=False | row_header=False | metadata=False
Cell CC28 | value='0.143' | fill=00000000 | rows=[27] | cols=[80] | col_header=False | row_header=False | metadata=False
Cell A29 | value='13K553' | fill=00000000 | rows=[28] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B29 | value='Brooklyn Academy High School' | fill=00000000 | rows=[28] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C29 | value='36.4' | fill=7 | rows=[28] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D29 | value='B' | fill=7 | rows=[28] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E29 | value='.' | fill=00000000 | rows=[28] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F29 | value='2.07' | fill=00000000 | rows=[28] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G29 | value='11.33' | fill=00000000 | rows=[28] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H29 | value='.' | fill=00000000 | rows=[28] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I29 | value='1.76' | fill=00000000 | rows=[28] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J29 | value='11.48' | fill=00000000 | rows=[28] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K29 | value='.' | fill=00000000 | rows=[28] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L29 | value='8.94' | fill=00000000 | rows=[28] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M29 | value='2.98' | fill=00000000 | rows=[28] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N29 | value='12.14' | fill=00000000 | rows=[28] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O29 | value='0.651' | fill=00000000 | rows=[28] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P29 | value='3.01' | fill=00000000 | rows=[28] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q29 | value='12.25' | fill=00000000 | rows=[28] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R29 | value='0.642' | fill=00000000 | rows=[28] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S29 | value='9.81' | fill=00000000 | rows=[28] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T29 | value='5.87' | fill=00000000 | rows=[28] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U29 | value='13.47' | fill=00000000 | rows=[28] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V29 | value='0.518' | fill=00000000 | rows=[28] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W29 | value='5.82' | fill=00000000 | rows=[28] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X29 | value='13.34' | fill=00000000 | rows=[28] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y29 | value='0.531' | fill=00000000 | rows=[28] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z29 | value='9.57' | fill=00000000 | rows=[28] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA29 | value='5.71' | fill=00000000 | rows=[28] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB29 | value='13.03' | fill=00000000 | rows=[28] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC29 | value='0.527' | fill=00000000 | rows=[28] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD29 | value='5.76' | fill=00000000 | rows=[28] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE29 | value='12.98' | fill=00000000 | rows=[28] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF29 | value='0.528' | fill=00000000 | rows=[28] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG29 | value='0.003' | fill=00000000 | rows=[28] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH29 | value='-0.107' | fill=00000000 | rows=[28] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI29 | value='0.083' | fill=00000000 | rows=[28] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ29 | value='0.579' | fill=00000000 | rows=[28] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK29 | value='-0.117' | fill=00000000 | rows=[28] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL29 | value='0.099' | fill=00000000 | rows=[28] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM29 | value='0.556' | fill=00000000 | rows=[28] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN29 | value='0.31' | fill=00000000 | rows=[28] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO29 | value='0.043' | fill=00000000 | rows=[28] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP29 | value='0.379' | fill=00000000 | rows=[28] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ29 | value='0.795' | fill=00000000 | rows=[28] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR29 | value='0.014' | fill=00000000 | rows=[28] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS29 | value='0.43' | fill=00000000 | rows=[28] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT29 | value='0.712' | fill=00000000 | rows=[28] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU29 | value='1.59' | fill=00000000 | rows=[28] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV29 | value='0.38' | fill=00000000 | rows=[28] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW29 | value='1.88' | fill=00000000 | rows=[28] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX29 | value='0.807' | fill=00000000 | rows=[28] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY29 | value='0.41' | fill=00000000 | rows=[28] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ29 | value='1.91' | fill=00000000 | rows=[28] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA29 | value='0.787' | fill=00000000 | rows=[28] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB29 | value='1.07' | fill=00000000 | rows=[28] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC29 | value='0.15' | fill=00000000 | rows=[28] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD29 | value='2.03' | fill=00000000 | rows=[28] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE29 | value='0.489' | fill=00000000 | rows=[28] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF29 | value='0.08' | fill=00000000 | rows=[28] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG29 | value='2.26' | fill=00000000 | rows=[28] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH29 | value='0.454' | fill=00000000 | rows=[28] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI29 | value='1.76' | fill=00000000 | rows=[28] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ29 | value='0.5' | fill=00000000 | rows=[28] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BK29 | value='2.44' | fill=00000000 | rows=[28] | cols=[62] | col_header=False | row_header=False | metadata=False
Cell BL29 | value='0.649' | fill=00000000 | rows=[28] | cols=[63] | col_header=False | row_header=False | metadata=False
Cell BM29 | value='0.47' | fill=00000000 | rows=[28] | cols=[64] | col_header=False | row_header=False | metadata=False
Cell BN29 | value='2.55' | fill=00000000 | rows=[28] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO29 | value='0.62' | fill=00000000 | rows=[28] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP29 | value='3.22' | fill=00000000 | rows=[28] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ29 | value='0.24' | fill=00000000 | rows=[28] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR29 | value='2.42' | fill=00000000 | rows=[28] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS29 | value='1' | fill=00000000 | rows=[28] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT29 | value='0.2' | fill=00000000 | rows=[28] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU29 | value='2.48' | fill=00000000 | rows=[28] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BV29 | value='1' | fill=00000000 | rows=[28] | cols=[73] | col_header=False | row_header=False | metadata=False
Cell BW29 | value='1.86' | fill=00000000 | rows=[28] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX29 | value='0.49' | fill=00000000 | rows=[28] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell BY29 | value='1.85' | fill=00000000 | rows=[28] | cols=[76] | col_header=False | row_header=False | metadata=False
Cell BZ29 | value='1' | fill=00000000 | rows=[28] | cols=[77] | col_header=False | row_header=False | metadata=False
Cell CA29 | value='0.49' | fill=00000000 | rows=[28] | cols=[78] | col_header=False | row_header=False | metadata=False
Cell CB29 | value='1.89' | fill=00000000 | rows=[28] | cols=[79] | col_header=False | row_header=False | metadata=False
Cell CC29 | value='0.979' | fill=00000000 | rows=[28] | cols=[80] | col_header=False | row_header=False | metadata=False
Cell A30 | value='13K575' | fill=00000000 | rows=[29] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B30 | value='Bedford Stuyvesant Preparatory High School' | fill=00000000 | rows=[29] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C30 | value='27.4' | fill=7 | rows=[29] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D30 | value='C' | fill=7 | rows=[29] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E30 | value='.' | fill=00000000 | rows=[29] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F30 | value='2.5' | fill=00000000 | rows=[29] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G30 | value='11.98' | fill=00000000 | rows=[29] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H30 | value='.' | fill=00000000 | rows=[29] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I30 | value='1.76' | fill=00000000 | rows=[29] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J30 | value='11.48' | fill=00000000 | rows=[29] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K30 | value='.' | fill=00000000 | rows=[29] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L30 | value='6.49' | fill=00000000 | rows=[29] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M30 | value='2.98' | fill=00000000 | rows=[29] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N30 | value='12.82' | fill=00000000 | rows=[29] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O30 | value='0.357' | fill=00000000 | rows=[29] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P30 | value='3.01' | fill=00000000 | rows=[29] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q30 | value='12.25' | fill=00000000 | rows=[29] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R30 | value='0.377' | fill=00000000 | rows=[29] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S30 | value='9.25' | fill=00000000 | rows=[29] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T30 | value='5.12' | fill=00000000 | rows=[29] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U30 | value='14' | fill=00000000 | rows=[29] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V30 | value='0.465' | fill=00000000 | rows=[29] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W30 | value='5.82' | fill=00000000 | rows=[29] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X30 | value='13.34' | fill=00000000 | rows=[29] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y30 | value='0.456' | fill=00000000 | rows=[29] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z30 | value='8.55' | fill=00000000 | rows=[29] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA30 | value='5.07' | fill=00000000 | rows=[29] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB30 | value='13.81' | fill=00000000 | rows=[29] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC30 | value='0.398' | fill=00000000 | rows=[29] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD30 | value='5.76' | fill=00000000 | rows=[29] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE30 | value='12.98' | fill=00000000 | rows=[29] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF30 | value='0.386' | fill=00000000 | rows=[29] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG30 | value='-0.03' | fill=00000000 | rows=[29] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH30 | value='-0.112' | fill=00000000 | rows=[29] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI30 | value='0.09' | fill=00000000 | rows=[29] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ30 | value='0.406' | fill=00000000 | rows=[29] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK30 | value='-0.117' | fill=00000000 | rows=[29] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL30 | value='0.099' | fill=00000000 | rows=[29] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM30 | value='0.403' | fill=00000000 | rows=[29] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN30 | value='0.216' | fill=00000000 | rows=[29] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO30 | value='0.041' | fill=00000000 | rows=[29] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP30 | value='0.489' | fill=00000000 | rows=[29] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ30 | value='0.391' | fill=00000000 | rows=[29] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR30 | value='0.014' | fill=00000000 | rows=[29] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS30 | value='0.43' | fill=00000000 | rows=[29] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT30 | value='0.486' | fill=00000000 | rows=[29] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU30 | value='1.25' | fill=00000000 | rows=[29] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV30 | value='0.42' | fill=00000000 | rows=[29] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW30 | value='2.14' | fill=00000000 | rows=[29] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX30 | value='0.483' | fill=00000000 | rows=[29] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY30 | value='0.41' | fill=00000000 | rows=[29] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ30 | value='1.91' | fill=00000000 | rows=[29] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA30 | value='0.56' | fill=00000000 | rows=[29] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB30 | value='1.68' | fill=00000000 | rows=[29] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC30 | value='0.21' | fill=00000000 | rows=[29] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD30 | value='2.25' | fill=00000000 | rows=[29] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE30 | value='0.721' | fill=00000000 | rows=[29] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF30 | value='0.08' | fill=00000000 | rows=[29] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG30 | value='2.26' | fill=00000000 | rows=[29] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH30 | value='0.734' | fill=00000000 | rows=[29] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI30 | value='1.73' | fill=00000000 | rows=[29] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ30 | value='0.61' | fill=00000000 | rows=[29] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BK30 | value='2.33' | fill=00000000 | rows=[29] | cols=[62] | col_header=False | row_header=False | metadata=False
Cell BL30 | value='0.651' | fill=00000000 | rows=[29] | cols=[63] | col_header=False | row_header=False | metadata=False
Cell BM30 | value='0.47' | fill=00000000 | rows=[29] | cols=[64] | col_header=False | row_header=False | metadata=False
Cell BN30 | value='2.55' | fill=00000000 | rows=[29] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO30 | value='0.606' | fill=00000000 | rows=[29] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP30 | value='2.06' | fill=00000000 | rows=[29] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ30 | value='0.21' | fill=00000000 | rows=[29] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR30 | value='2.43' | fill=00000000 | rows=[29] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS30 | value='0.833' | fill=00000000 | rows=[29] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT30 | value='0.2' | fill=00000000 | rows=[29] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU30 | value='2.48' | fill=00000000 | rows=[29] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BV30 | value='0.816' | fill=00000000 | rows=[29] | cols=[73] | col_header=False | row_header=False | metadata=False
Cell BW30 | value='1.33' | fill=00000000 | rows=[29] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX30 | value='0.59' | fill=00000000 | rows=[29] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell BY30 | value='1.85' | fill=00000000 | rows=[29] | cols=[76] | col_header=False | row_header=False | metadata=False
Cell BZ30 | value='0.587' | fill=00000000 | rows=[29] | cols=[77] | col_header=False | row_header=False | metadata=False
Cell CA30 | value='0.49' | fill=00000000 | rows=[29] | cols=[78] | col_header=False | row_header=False | metadata=False
Cell CB30 | value='1.89' | fill=00000000 | rows=[29] | cols=[79] | col_header=False | row_header=False | metadata=False
Cell CC30 | value='0.6' | fill=00000000 | rows=[29] | cols=[80] | col_header=False | row_header=False | metadata=False
Cell A31 | value='13K616' | fill=00000000 | rows=[30] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B31 | value='Brooklyn High School for Leadership and Community Service' | fill=00000000 | rows=[30] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C31 | value='29.1' | fill=7 | rows=[30] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D31 | value='C' | fill=7 | rows=[30] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E31 | value='5.4' | fill=00000000 | rows=[30] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F31 | value='1.57' | fill=00000000 | rows=[30] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G31 | value='10.81' | fill=00000000 | rows=[30] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H31 | value='0.415' | fill=00000000 | rows=[30] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I31 | value='1.76' | fill=00000000 | rows=[30] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J31 | value='11.48' | fill=00000000 | rows=[30] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K31 | value='0.374' | fill=00000000 | rows=[30] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L31 | value='7.49' | fill=00000000 | rows=[30] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M31 | value='3.15' | fill=00000000 | rows=[30] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N31 | value='11.79' | fill=00000000 | rows=[30] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O31 | value='0.502' | fill=00000000 | rows=[30] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P31 | value='3.01' | fill=00000000 | rows=[30] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q31 | value='12.25' | fill=00000000 | rows=[30] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R31 | value='0.485' | fill=00000000 | rows=[30] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S31 | value='10.44' | fill=00000000 | rows=[30] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T31 | value='6.41' | fill=00000000 | rows=[30] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U31 | value='13.17' | fill=00000000 | rows=[30] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V31 | value='0.596' | fill=00000000 | rows=[30] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W31 | value='5.82' | fill=00000000 | rows=[30] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X31 | value='13.34' | fill=00000000 | rows=[30] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y31 | value='0.614' | fill=00000000 | rows=[30] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z31 | value='9.93' | fill=00000000 | rows=[30] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA31 | value='6.75' | fill=00000000 | rows=[30] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB31 | value='11.99' | fill=00000000 | rows=[30] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC31 | value='0.607' | fill=00000000 | rows=[30] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD31 | value='5.76' | fill=00000000 | rows=[30] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE31 | value='12.98' | fill=00000000 | rows=[30] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF31 | value='0.578' | fill=00000000 | rows=[30] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG31 | value='0.021' | fill=00000000 | rows=[30] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH31 | value='-0.119' | fill=00000000 | rows=[30] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI31 | value='0.105' | fill=00000000 | rows=[30] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ31 | value='0.625' | fill=00000000 | rows=[30] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK31 | value='-0.117' | fill=00000000 | rows=[30] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL31 | value='0.099' | fill=00000000 | rows=[30] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM31 | value='0.639' | fill=00000000 | rows=[30] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN31 | value='0.184' | fill=00000000 | rows=[30] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO31 | value='0.026' | fill=00000000 | rows=[30] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP31 | value='0.358' | fill=00000000 | rows=[30] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ31 | value='0.476' | fill=00000000 | rows=[30] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR31 | value='0.014' | fill=00000000 | rows=[30] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS31 | value='0.43' | fill=00000000 | rows=[30] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT31 | value='0.409' | fill=00000000 | rows=[30] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU31 | value='0.75' | fill=00000000 | rows=[30] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV31 | value='0.47' | fill=00000000 | rows=[30] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW31 | value='1.67' | fill=00000000 | rows=[30] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX31 | value='0.233' | fill=00000000 | rows=[30] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY31 | value='0.41' | fill=00000000 | rows=[30] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ31 | value='1.91' | fill=00000000 | rows=[30] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA31 | value='0.227' | fill=00000000 | rows=[30] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB31 | value='1.53' | fill=00000000 | rows=[30] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC31 | value='0.01' | fill=00000000 | rows=[30] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD31 | value='2.21' | fill=00000000 | rows=[30] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE31 | value='0.691' | fill=00000000 | rows=[30] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF31 | value='0.08' | fill=00000000 | rows=[30] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG31 | value='2.26' | fill=00000000 | rows=[30] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH31 | value='0.665' | fill=00000000 | rows=[30] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI31 | value='1.78' | fill=00000000 | rows=[30] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ31 | value='0.45' | fill=00000000 | rows=[30] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BK31 | value='2.57' | fill=00000000 | rows=[30] | cols=[62] | col_header=False | row_header=False | metadata=False
Cell BL31 | value='0.627' | fill=00000000 | rows=[30] | cols=[63] | col_header=False | row_header=False | metadata=False
Cell BM31 | value='0.47' | fill=00000000 | rows=[30] | cols=[64] | col_header=False | row_header=False | metadata=False
Cell BN31 | value='2.55' | fill=00000000 | rows=[30] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO31 | value='0.63' | fill=00000000 | rows=[30] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP31 | value='2.11' | fill=00000000 | rows=[30] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ31 | value='0.19' | fill=00000000 | rows=[30] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR31 | value='2.55' | fill=00000000 | rows=[30] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS31 | value='0.814' | fill=00000000 | rows=[30] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT31 | value='0.2' | fill=00000000 | rows=[30] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU31 | value='2.48' | fill=00000000 | rows=[30] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BV31 | value='0.838' | fill=00000000 | rows=[30] | cols=[73] | col_header=False | row_header=False | metadata=False
Cell BW31 | value='0.64' | fill=00000000 | rows=[30] | cols=[74] | col_header=False | row_header=False | metadata=False
Cell BX31 | value='0.44' | fill=00000000 | rows=[30] | cols=[75] | col_header=False | row_header=False | metadata=False
Cell BY31 | value='1.9' | fill=00000000 | rows=[30] | cols=[76] | col_header=False | row_header=False | metadata=False
Cell BZ31 | value='0.137' | fill=00000000 | rows=[30] | cols=[77] | col_header=False | row_header=False | metadata=False
Cell CA31 | value='0.49' | fill=00000000 | rows=[30] | cols=[78] | col_header=False | row_header=False | metadata=False
Cell CB31 | value='1.89' | fill=00000000 | rows=[30] | cols=[79] | col_header=False | row_header=False | metadata=False
Cell CC31 | value='0.107' | fill=00000000 | rows=[30] | cols=[80] | col_header=False | row_header=False | metadata=False
Cell A32 | value='15K423' | fill=00000000 | rows=[31] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B32 | value='Brooklyn Frontiers High School' | fill=00000000 | rows=[31] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C32 | value='.' | fill=7 | rows=[31] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D32 | value='.' | fill=7 | rows=[31] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E32 | value='8.77' | fill=00000000 | rows=[31] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F32 | value='1.62' | fill=00000000 | rows=[31] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G32 | value='9.9' | fill=00000000 | rows=[31] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H32 | value='0.864' | fill=00000000 | rows=[31] | cols=[7] | col_header=False | row_header=False | metadata=False
