=== society-table54.xlsx ===
Cell C2 | value='Table 3. Temporal changes in age-standardized MSD mortality rates based on Joinpoint regression analysis 1986-2011, stratified by sex' | fill=FF00B0F0 | rows=[1] | cols=[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22] | col_header=False | row_header=False | metadata=True
Cell E46 | value='11.0*' | fill=00000000 | rows=[45] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F46 | value='1995-2011' | fill=00000000 | rows=[45] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G46 | value='-2.0*' | fill=00000000 | rows=[45] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell N46 | value='1986-1994' | fill=00000000 | rows=[45] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O46 | value='12.3*' | fill=00000000 | rows=[45] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P46 | value='1994-2011' | fill=00000000 | rows=[45] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q46 | value='-3.9*' | fill=00000000 | rows=[45] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell C47 | value='France' | fill=00000000 | rows=[46] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D47 | value='1986-1997' | fill=00000000 | rows=[46] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E47 | value='-1.5*' | fill=00000000 | rows=[46] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F47 | value='1997-2001' | fill=00000000 | rows=[46] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G47 | value='9.6*' | fill=00000000 | rows=[46] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H47 | value='2001-2011' | fill=00000000 | rows=[46] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I47 | value='-3.3*' | fill=00000000 | rows=[46] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell N47 | value='1986-1997' | fill=00000000 | rows=[46] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O47 | value='-2.6*' | fill=00000000 | rows=[46] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P47 | value='1997-2001' | fill=00000000 | rows=[46] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q47 | value='9.2*' | fill=00000000 | rows=[46] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R47 | value='2001-2011' | fill=00000000 | rows=[46] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S47 | value='-3.8*' | fill=00000000 | rows=[46] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell C48 | value='Germany' | fill=00000000 | rows=[47] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D48 | value='1986-1990' | fill=00000000 | rows=[47] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E48 | value='-0.6' | fill=00000000 | rows=[47] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F48 | value='1990-1997' | fill=00000000 | rows=[47] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G48 | value='-8.5*' | fill=00000000 | rows=[47] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H48 | value='1997-2011' | fill=00000000 | rows=[47] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I48 | value='2.5*' | fill=00000000 | rows=[47] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell N48 | value='1986-1990' | fill=00000000 | rows=[47] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O48 | value='-0.4' | fill=00000000 | rows=[47] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P48 | value='1990-1998' | fill=00000000 | rows=[47] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q48 | value='-8.1*' | fill=00000000 | rows=[47] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R48 | value='1998-2007' | fill=00000000 | rows=[47] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S48 | value='-0.1' | fill=00000000 | rows=[47] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T48 | value='2007-2011' | fill=00000000 | rows=[47] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U48 | value='6.6*' | fill=00000000 | rows=[47] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell C49 | value='Netherlands' | fill=00000000 | rows=[48] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D49 | value='1986-2011' | fill=00000000 | rows=[48] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E49 | value='-1.4*' | fill=00000000 | rows=[48] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell N49 | value='1986-2011' | fill=00000000 | rows=[48] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O49 | value='-2.1*' | fill=00000000 | rows=[48] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C50 | value='Switzerland' | fill=00000000 | rows=[49] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D50 | value='1986-2002' | fill=00000000 | rows=[49] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E50 | value='2.0*' | fill=00000000 | rows=[49] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F50 | value='2002-2011' | fill=00000000 | rows=[49] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G50 | value='-3.6*' | fill=00000000 | rows=[49] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell N50 | value='1986-2002' | fill=00000000 | rows=[49] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O50 | value='1.3*' | fill=00000000 | rows=[49] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P50 | value='2002-2011' | fill=00000000 | rows=[49] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q50 | value='-2.9*' | fill=00000000 | rows=[49] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell C51 | value='Caribbean (n=4)' | fill=00000000 | rows=[50] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D51 | value='1986-2011' | fill=00000000 | rows=[50] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E51 | value='1.8*' | fill=00000000 | rows=[50] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell N51 | value='1986-2011' | fill=00000000 | rows=[50] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O51 | value='1.1*' | fill=00000000 | rows=[50] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C52 | value='Cuba' | fill=00000000 | rows=[51] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D52 | value='1986-2011' | fill=00000000 | rows=[51] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E52 | value='2.7*' | fill=00000000 | rows=[51] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell N52 | value='1986-2001' | fill=00000000 | rows=[51] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O52 | value='-0.2' | fill=00000000 | rows=[51] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P52 | value='2001-2005' | fill=00000000 | rows=[51] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q52 | value='7.6' | fill=00000000 | rows=[51] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R52 | value='2005-2011' | fill=00000000 | rows=[51] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S52 | value='-1.1' | fill=00000000 | rows=[51] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell C53 | value='Dominican Republic' | fill=00000000 | rows=[52] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D53 | value='1986-2011' | fill=00000000 | rows=[52] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E53 | value='-2.5' | fill=00000000 | rows=[52] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell N53 | value='1986-2011' | fill=00000000 | rows=[52] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O53 | value='0.3' | fill=00000000 | rows=[52] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C54 | value='Puerto Rico' | fill=00000000 | rows=[53] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D54 | value='1986-1990' | fill=00000000 | rows=[53] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E54 | value='33.6' | fill=00000000 | rows=[53] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F54 | value='1990-1995' | fill=00000000 | rows=[53] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G54 | value='-7' | fill=00000000 | rows=[53] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H54 | value='1995-2000' | fill=00000000 | rows=[53] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I54 | value='16.2' | fill=00000000 | rows=[53] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J54 | value='2000-2004' | fill=00000000 | rows=[53] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K54 | value='-10.2' | fill=00000000 | rows=[53] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L54 | value='2004-2011' | fill=00000000 | rows=[53] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M54 | value='5.4' | fill=00000000 | rows=[53] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N54 | value='1986-1990' | fill=00000000 | rows=[53] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O54 | value='19.2*' | fill=00000000 | rows=[53] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P54 | value='1990-2011' | fill=00000000 | rows=[53] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q54 | value='0.8' | fill=00000000 | rows=[53] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell C55 | value='Trinidad and Tobago' | fill=00000000 | rows=[54] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D55 | value='1986-2011' | fill=00000000 | rows=[54] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E55 | value='-1.2' | fill=00000000 | rows=[54] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell N55 | value='1986-2011' | fill=00000000 | rows=[54] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O55 | value='-0.2' | fill=00000000 | rows=[54] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C56 | value='Central America  (n=4)' | fill=00000000 | rows=[55] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D56 | value='1986-1993' | fill=00000000 | rows=[55] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E56 | value='-6.8*' | fill=00000000 | rows=[55] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F56 | value='1993-1999' | fill=00000000 | rows=[55] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G56 | value='2.1' | fill=00000000 | rows=[55] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H56 | value='1999-2003' | fill=00000000 | rows=[55] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I56 | value='-7.4' | fill=00000000 | rows=[55] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J56 | value='2003-2007' | fill=00000000 | rows=[55] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K56 | value='9.4' | fill=00000000 | rows=[55] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L56 | value='2007-2011' | fill=00000000 | rows=[55] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M56 | value='1.3' | fill=00000000 | rows=[55] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N56 | value='1986-1993' | fill=00000000 | rows=[55] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O56 | value='-6.1*' | fill=00000000 | rows=[55] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P56 | value='1993-1999' | fill=00000000 | rows=[55] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q56 | value='4.1' | fill=00000000 | rows=[55] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R56 | value='1999-2003' | fill=00000000 | rows=[55] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S56 | value='-4.4' | fill=00000000 | rows=[55] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T56 | value='2003-2007' | fill=00000000 | rows=[55] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U56 | value='6.5' | fill=00000000 | rows=[55] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V56 | value='2007-2011' | fill=00000000 | rows=[55] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W56 | value='0.5' | fill=00000000 | rows=[55] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell C57 | value='Costa Rica' | fill=00000000 | rows=[56] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D57 | value='1986-1995' | fill=00000000 | rows=[56] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E57 | value='-2.7' | fill=00000000 | rows=[56] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F57 | value='1995-1999' | fill=00000000 | rows=[56] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G57 | value='18.4' | fill=00000000 | rows=[56] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H57 | value='1999-2004' | fill=00000000 | rows=[56] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I57 | value='-10.7' | fill=00000000 | rows=[56] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J57 | value='2004-2011' | fill=00000000 | rows=[56] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K57 | value='12.0*' | fill=00000000 | rows=[56] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N57 | value='1986-1990' | fill=00000000 | rows=[56] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O57 | value='-11.6' | fill=00000000 | rows=[56] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P57 | value='1990-2011' | fill=00000000 | rows=[56] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q57 | value='2.6*' | fill=00000000 | rows=[56] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell C58 | value='Guatemala' | fill=00000000 | rows=[57] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D58 | value='1986-2011' | fill=00000000 | rows=[57] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E58 | value='-5.6*' | fill=00000000 | rows=[57] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell N58 | value='1986-1993' | fill=00000000 | rows=[57] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O58 | value='-0.5' | fill=00000000 | rows=[57] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P58 | value='1993-1997' | fill=00000000 | rows=[57] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q58 | value='-17.3' | fill=00000000 | rows=[57] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R58 | value='1997-2011' | fill=00000000 | rows=[57] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S58 | value='1.2' | fill=00000000 | rows=[57] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell C59 | value='Mexico' | fill=00000000 | rows=[58] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D59 | value='1986-1994' | fill=00000000 | rows=[58] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E59 | value='-6.6*' | fill=00000000 | rows=[58] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F59 | value='1994-1998' | fill=00000000 | rows=[58] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G59 | value='7.2' | fill=00000000 | rows=[58] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H59 | value='1998-2003' | fill=00000000 | rows=[58] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I59 | value='-6.6*' | fill=00000000 | rows=[58] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J59 | value='2003-2007' | fill=00000000 | rows=[58] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K59 | value='10.1*' | fill=00000000 | rows=[58] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L59 | value='2007-2011' | fill=00000000 | rows=[58] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M59 | value='1.6' | fill=00000000 | rows=[58] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N59 | value='1986-1993' | fill=00000000 | rows=[58] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O59 | value='-6.5*' | fill=00000000 | rows=[58] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P59 | value='1993-1999' | fill=00000000 | rows=[58] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q59 | value='5.7*' | fill=00000000 | rows=[58] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R59 | value='1999-2003' | fill=00000000 | rows=[58] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S59 | value='-5' | fill=00000000 | rows=[58] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T59 | value='2003-2007' | fill=00000000 | rows=[58] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U59 | value='7' | fill=00000000 | rows=[58] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V59 | value='2007-2011' | fill=00000000 | rows=[58] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W59 | value='0.3' | fill=00000000 | rows=[58] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell C60 | value='Panama' | fill=00000000 | rows=[59] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D60 | value='1986-1998' | fill=00000000 | rows=[59] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E60 | value='-12.5*' | fill=00000000 | rows=[59] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F60 | value='1998-2011' | fill=00000000 | rows=[59] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G60 | value='4.4' | fill=00000000 | rows=[59] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell N60 | value='1986-2011' | fill=00000000 | rows=[59] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O60 | value='-1.8*' | fill=00000000 | rows=[59] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C61 | value='South America  (n=8)' | fill=00000000 | rows=[60] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D61 | value='1986-1993' | fill=00000000 | rows=[60] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E61 | value='-1.1' | fill=00000000 | rows=[60] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F61 | value='1993-2011' | fill=00000000 | rows=[60] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G61 | value='2.7*' | fill=00000000 | rows=[60] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell N61 | value='1986-1994' | fill=00000000 | rows=[60] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O61 | value='-0.8' | fill=00000000 | rows=[60] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P61 | value='1994-2011' | fill=00000000 | rows=[60] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q61 | value='2.3*' | fill=00000000 | rows=[60] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell C62 | value='Argentina' | fill=00000000 | rows=[61] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D62 | value='1986-2000' | fill=00000000 | rows=[61] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E62 | value='-1.8' | fill=00000000 | rows=[61] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F62 | value='2000-2011' | fill=00000000 | rows=[61] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G62 | value='3.7*' | fill=00000000 | rows=[61] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell N62 | value='1986-2000' | fill=00000000 | rows=[61] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O62 | value='-1.2' | fill=00000000 | rows=[61] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P62 | value='2000-2011' | fill=00000000 | rows=[61] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q62 | value='2.6*' | fill=00000000 | rows=[61] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell C63 | value='Brazil' | fill=00000000 | rows=[62] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D63 | value='1986-2001' | fill=00000000 | rows=[62] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E63 | value='4.4*' | fill=00000000 | rows=[62] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F63 | value='2001-2011' | fill=00000000 | rows=[62] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G63 | value='1.7*' | fill=00000000 | rows=[62] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell N63 | value='1986-2011' | fill=00000000 | rows=[62] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O63 | value='2.8*' | fill=00000000 | rows=[62] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C64 | value='Chile' | fill=00000000 | rows=[63] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D64 | value='1986-2004' | fill=00000000 | rows=[63] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E64 | value='3.3*' | fill=00000000 | rows=[63] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F64 | value='2004-2011' | fill=00000000 | rows=[63] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G64 | value='-2.7' | fill=00000000 | rows=[63] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell N64 | value='1986-1999' | fill=00000000 | rows=[63] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O64 | value='-0.003' | fill=00000000 | rows=[63] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P64 | value='1999-2004' | fill=00000000 | rows=[63] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q64 | value='5.5*' | fill=00000000 | rows=[63] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R64 | value='2004-2011' | fill=00000000 | rows=[63] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S64 | value='-4.3*' | fill=00000000 | rows=[63] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell C65 | value='Colombia' | fill=00000000 | rows=[64] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D65 | value='1986-1996' | fill=00000000 | rows=[64] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E65 | value='-10.9*' | fill=00000000 | rows=[64] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F65 | value='1996-2000' | fill=00000000 | rows=[64] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G65 | value='30.8*' | fill=00000000 | rows=[64] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H65 | value='2000-2011' | fill=00000000 | rows=[64] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I65 | value='4.6*' | fill=00000000 | rows=[64] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell N65 | value='1986-1990' | fill=00000000 | rows=[64] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O65 | value='-0.2' | fill=00000000 | rows=[64] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P65 | value='1990-1996' | fill=00000000 | rows=[64] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q65 | value='-10.5*' | fill=00000000 | rows=[64] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R65 | value='1996-2000' | fill=00000000 | rows=[64] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S65 | value='23.7*' | fill=00000000 | rows=[64] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T65 | value='2000-2011' | fill=00000000 | rows=[64] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U65 | value='4.9*' | fill=00000000 | rows=[64] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell C66 | value='Ecuador' | fill=00000000 | rows=[65] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D66 | value='1986-1996' | fill=00000000 | rows=[65] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E66 | value='-4.0*' | fill=00000000 | rows=[65] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F66 | value='1996-2000' | fill=00000000 | rows=[65] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G66 | value='-22.6' | fill=00000000 | rows=[65] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H66 | value='2000-2011' | fill=00000000 | rows=[65] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I66 | value='5.1*' | fill=00000000 | rows=[65] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell N66 | value='1986-1995' | fill=00000000 | rows=[65] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O66 | value='-3.8*' | fill=00000000 | rows=[65] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P66 | value='1995-1999' | fill=00000000 | rows=[65] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q66 | value='-21.6*' | fill=00000000 | rows=[65] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R66 | value='1999-2011' | fill=00000000 | rows=[65] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S66 | value='5.7*' | fill=00000000 | rows=[65] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell C67 | value='Peru' | fill=00000000 | rows=[66] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D67 | value='1986-2011' | fill=00000000 | rows=[66] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E67 | value='-2.1*' | fill=00000000 | rows=[66] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell N67 | value='1986-2011' | fill=00000000 | rows=[66] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O67 | value='-1.5' | fill=00000000 | rows=[66] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C68 | value='Uruguay' | fill=00000000 | rows=[67] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D68 | value='1986-2011' | fill=00000000 | rows=[67] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E68 | value='3.0*' | fill=00000000 | rows=[67] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell N68 | value='1986-2011' | fill=00000000 | rows=[67] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O68 | value='2.9*' | fill=00000000 | rows=[67] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C69 | value='Venezuela' | fill=00000000 | rows=[68] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D69 | value='1986-1996' | fill=00000000 | rows=[68] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E69 | value='0.8' | fill=00000000 | rows=[68] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F69 | value='1996-2011' | fill=00000000 | rows=[68] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G69 | value='-4.8*' | fill=00000000 | rows=[68] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell N69 | value='1986-1995' | fill=00000000 | rows=[68] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O69 | value='2' | fill=00000000 | rows=[68] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P69 | value='1995-2011' | fill=00000000 | rows=[68] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q69 | value='-2.6*' | fill=00000000 | rows=[68] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell C70 | value='North America (n=2)' | fill=00000000 | rows=[69] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D70 | value='1986-1997' | fill=00000000 | rows=[69] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E70 | value='1.4*' | fill=00000000 | rows=[69] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F70 | value='1997-2001' | fill=00000000 | rows=[69] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G70 | value='9.4*' | fill=00000000 | rows=[69] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H70 | value='2001-2011' | fill=00000000 | rows=[69] | cols=[7] | col_header=False | row_header=False | metadata=False
