=== science-table44.xlsx ===
Cell A1 | value='Quantification of luminal and basal wild-type confetti clones and Brca1;Trp53 confetti clones in the ducts and side branches used for Extended Data Figure 9e' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11] | col_header=True | row_header=True | metadata=True
Cell H183 | value='582' | fill=2 | rows=[182] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell G184 | value='14' | fill=00000000 | rows=[183] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H184 | value='311' | fill=2 | rows=[183] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell G185 | value='1' | fill=00000000 | rows=[184] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H185 | value='2525' | fill=2 | rows=[184] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell G186 | value='6' | fill=00000000 | rows=[185] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G187 | value='26' | fill=00000000 | rows=[186] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G188 | value='8' | fill=00000000 | rows=[187] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G189 | value='10' | fill=00000000 | rows=[188] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G190 | value='2' | fill=00000000 | rows=[189] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G191 | value='1' | fill=00000000 | rows=[190] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G192 | value='348' | fill=00000000 | rows=[191] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G193 | value='526' | fill=00000000 | rows=[192] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G194 | value='2' | fill=00000000 | rows=[193] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G195 | value='3' | fill=00000000 | rows=[194] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G196 | value='1' | fill=00000000 | rows=[195] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G197 | value='3' | fill=00000000 | rows=[196] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G198 | value='992' | fill=00000000 | rows=[197] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G199 | value='163' | fill=00000000 | rows=[198] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G200 | value='164' | fill=00000000 | rows=[199] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G201 | value='1017' | fill=00000000 | rows=[200] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G202 | value='95' | fill=00000000 | rows=[201] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G203 | value='104' | fill=00000000 | rows=[202] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G204 | value='238' | fill=00000000 | rows=[203] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G205 | value='67' | fill=00000000 | rows=[204] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G206 | value='49' | fill=00000000 | rows=[205] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G207 | value='1907' | fill=00000000 | rows=[206] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G208 | value='1739' | fill=00000000 | rows=[207] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G209 | value='2475' | fill=00000000 | rows=[208] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G210 | value='391' | fill=00000000 | rows=[209] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G211 | value='7554' | fill=00000000 | rows=[210] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G212 | value='413' | fill=00000000 | rows=[211] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G213 | value='1569' | fill=00000000 | rows=[212] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G214 | value='8' | fill=00000000 | rows=[213] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G215 | value='257' | fill=00000000 | rows=[214] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G216 | value='163' | fill=00000000 | rows=[215] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G217 | value='36' | fill=00000000 | rows=[216] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G218 | value='73' | fill=00000000 | rows=[217] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G219 | value='285' | fill=00000000 | rows=[218] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G220 | value='108' | fill=00000000 | rows=[219] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G221 | value='125' | fill=00000000 | rows=[220] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G222 | value='119' | fill=00000000 | rows=[221] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G223 | value='51' | fill=00000000 | rows=[222] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G224 | value='18' | fill=00000000 | rows=[223] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G225 | value='60' | fill=00000000 | rows=[224] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G226 | value='248' | fill=00000000 | rows=[225] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G227 | value='325' | fill=00000000 | rows=[226] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G228 | value='891' | fill=00000000 | rows=[227] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G229 | value='56' | fill=00000000 | rows=[228] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G230 | value='313' | fill=00000000 | rows=[229] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G231 | value='232' | fill=00000000 | rows=[230] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G232 | value='735' | fill=00000000 | rows=[231] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G233 | value='1' | fill=2 | rows=[232] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G234 | value='1' | fill=2 | rows=[233] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G235 | value='1' | fill=2 | rows=[234] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G236 | value='2' | fill=2 | rows=[235] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G237 | value='2' | fill=2 | rows=[236] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G238 | value='105' | fill=2 | rows=[237] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G239 | value='25' | fill=2 | rows=[238] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G240 | value='10' | fill=2 | rows=[239] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G241 | value='76' | fill=2 | rows=[240] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G242 | value='19' | fill=2 | rows=[241] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G243 | value='4' | fill=2 | rows=[242] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G244 | value='5' | fill=2 | rows=[243] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G245 | value='5' | fill=2 | rows=[244] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G246 | value='5' | fill=2 | rows=[245] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G247 | value='5' | fill=2 | rows=[246] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G248 | value='2' | fill=2 | rows=[247] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G249 | value='2' | fill=2 | rows=[248] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G250 | value='4' | fill=2 | rows=[249] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G251 | value='5' | fill=2 | rows=[250] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G252 | value='6' | fill=2 | rows=[251] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G253 | value='8' | fill=2 | rows=[252] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G254 | value='9' | fill=2 | rows=[253] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G255 | value='13' | fill=2 | rows=[254] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G256 | value='14' | fill=2 | rows=[255] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G257 | value='21' | fill=2 | rows=[256] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G258 | value='22' | fill=2 | rows=[257] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G259 | value='23' | fill=2 | rows=[258] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G260 | value='24' | fill=2 | rows=[259] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G261 | value='24' | fill=2 | rows=[260] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G262 | value='26' | fill=2 | rows=[261] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G263 | value='36' | fill=2 | rows=[262] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G264 | value='37' | fill=2 | rows=[263] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G265 | value='41' | fill=2 | rows=[264] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G266 | value='44' | fill=2 | rows=[265] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G267 | value='3766' | fill=2 | rows=[266] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G268 | value='573' | fill=2 | rows=[267] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G269 | value='2' | fill=00000000 | rows=[268] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G270 | value='3' | fill=00000000 | rows=[269] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G271 | value='3' | fill=00000000 | rows=[270] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G272 | value='4' | fill=00000000 | rows=[271] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G273 | value='4' | fill=00000000 | rows=[272] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G274 | value='6' | fill=00000000 | rows=[273] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G275 | value='6' | fill=00000000 | rows=[274] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G276 | value='8' | fill=00000000 | rows=[275] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G277 | value='9' | fill=00000000 | rows=[276] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G278 | value='9' | fill=00000000 | rows=[277] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G279 | value='10' | fill=00000000 | rows=[278] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G280 | value='10' | fill=00000000 | rows=[279] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G281 | value='13' | fill=00000000 | rows=[280] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G282 | value='13' | fill=00000000 | rows=[281] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G283 | value='15' | fill=00000000 | rows=[282] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G284 | value='16' | fill=00000000 | rows=[283] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G285 | value='19' | fill=00000000 | rows=[284] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G286 | value='21' | fill=00000000 | rows=[285] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G287 | value='23' | fill=00000000 | rows=[286] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G288 | value='25' | fill=00000000 | rows=[287] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G289 | value='28' | fill=00000000 | rows=[288] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G290 | value='29' | fill=00000000 | rows=[289] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G291 | value='60' | fill=00000000 | rows=[290] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G292 | value='70' | fill=00000000 | rows=[291] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G293 | value='98' | fill=00000000 | rows=[292] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G294 | value='216' | fill=00000000 | rows=[293] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G295 | value='255' | fill=00000000 | rows=[294] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G296 | value='350' | fill=00000000 | rows=[295] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G297 | value='2' | fill=00000000 | rows=[296] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G298 | value='4' | fill=00000000 | rows=[297] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G299 | value='4' | fill=00000000 | rows=[298] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G300 | value='6' | fill=00000000 | rows=[299] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G301 | value='6' | fill=00000000 | rows=[300] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G302 | value='9' | fill=00000000 | rows=[301] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G303 | value='2' | fill=00000000 | rows=[302] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G304 | value='2' | fill=00000000 | rows=[303] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G305 | value='3' | fill=00000000 | rows=[304] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G306 | value='3' | fill=00000000 | rows=[305] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G307 | value='5' | fill=00000000 | rows=[306] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G308 | value='5' | fill=00000000 | rows=[307] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G309 | value='7' | fill=00000000 | rows=[308] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G310 | value='7' | fill=00000000 | rows=[309] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G311 | value='13' | fill=00000000 | rows=[310] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G312 | value='17' | fill=00000000 | rows=[311] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G313 | value='19' | fill=00000000 | rows=[312] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G314 | value='3' | fill=00000000 | rows=[313] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G315 | value='3' | fill=00000000 | rows=[314] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G316 | value='5' | fill=00000000 | rows=[315] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G317 | value='5' | fill=00000000 | rows=[316] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G318 | value='4' | fill=00000000 | rows=[317] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G319 | value='1' | fill=00000000 | rows=[318] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G320 | value='14' | fill=00000000 | rows=[319] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G321 | value='4' | fill=00000000 | rows=[320] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G322 | value='16' | fill=00000000 | rows=[321] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G323 | value='3' | fill=00000000 | rows=[322] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G324 | value='163' | fill=00000000 | rows=[323] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G325 | value='95' | fill=00000000 | rows=[324] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G326 | value='48' | fill=00000000 | rows=[325] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G327 | value='70' | fill=00000000 | rows=[326] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G328 | value='6' | fill=00000000 | rows=[327] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G329 | value='66' | fill=00000000 | rows=[328] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G330 | value='42' | fill=00000000 | rows=[329] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G331 | value='251' | fill=00000000 | rows=[330] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G332 | value='2841' | fill=00000000 | rows=[331] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G333 | value='4' | fill=00000000 | rows=[332] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G334 | value='2' | fill=00000000 | rows=[333] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G335 | value='308' | fill=00000000 | rows=[334] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G336 | value='47' | fill=00000000 | rows=[335] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G337 | value='6' | fill=00000000 | rows=[336] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G338 | value='691' | fill=00000000 | rows=[337] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G339 | value='2324' | fill=00000000 | rows=[338] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G340 | value='963' | fill=00000000 | rows=[339] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G341 | value='176' | fill=00000000 | rows=[340] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G342 | value='1' | fill=00000000 | rows=[341] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G343 | value='2' | fill=00000000 | rows=[342] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G344 | value='539' | fill=00000000 | rows=[343] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G345 | value='100' | fill=00000000 | rows=[344] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G346 | value='60' | fill=00000000 | rows=[345] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G347 | value='85' | fill=00000000 | rows=[346] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G348 | value='1027' | fill=00000000 | rows=[347] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G349 | value='42' | fill=00000000 | rows=[348] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G350 | value='116' | fill=00000000 | rows=[349] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G351 | value='20' | fill=00000000 | rows=[350] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G352 | value='4' | fill=00000000 | rows=[351] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G353 | value='218' | fill=00000000 | rows=[352] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G354 | value='982' | fill=00000000 | rows=[353] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G355 | value='12' | fill=2 | rows=[354] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G356 | value='2' | fill=2 | rows=[355] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G357 | value='4' | fill=2 | rows=[356] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G358 | value='4' | fill=2 | rows=[357] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G359 | value='8' | fill=2 | rows=[358] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G360 | value='12' | fill=2 | rows=[359] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G361 | value='13' | fill=2 | rows=[360] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G362 | value='14' | fill=2 | rows=[361] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G363 | value='16' | fill=2 | rows=[362] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G364 | value='31' | fill=2 | rows=[363] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G365 | value='35' | fill=2 | rows=[364] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G366 | value='40' | fill=2 | rows=[365] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G367 | value='4' | fill=2 | rows=[366] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G368 | value='12' | fill=2 | rows=[367] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G369 | value='28' | fill=2 | rows=[368] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G370 | value='33' | fill=2 | rows=[369] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G371 | value='13' | fill=2 | rows=[370] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell G372 | value='14' | fill=2 | rows=[371] | cols=[6] | col_header=False | row_header=False | metadata=False

