=== science-table47.xlsx ===
Cell A1 | value='Data used to generate stochastic simulation used for Extended Data Figure 9h' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6] | col_header=True | row_header=True | metadata=True
Cell K41 | value='0.70548796834478' | fill=00000000 | rows=[40] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L41 | value='0.691126662039217' | fill=00000000 | rows=[40] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A42 | value='38' | fill=FF00B050 | rows=[41] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B42 | value='0.000847472013748048' | fill=00000000 | rows=[41] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C42 | value='0.000975289888525055' | fill=00000000 | rows=[41] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D42 | value='38' | fill=00000000 | rows=[41] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E42 | value='0.0168993142713042' | fill=00000000 | rows=[41] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F42 | value='0.0194242606768925' | fill=00000000 | rows=[41] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G42 | value='38' | fill=00000000 | rows=[41] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H42 | value='0.185095691651384' | fill=00000000 | rows=[41] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I42 | value='0.193956549062674' | fill=00000000 | rows=[41] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J42 | value='38' | fill=00000000 | rows=[41] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K42 | value='0.702667975154635' | fill=00000000 | rows=[41] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L42 | value='0.687617296142846' | fill=00000000 | rows=[41] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A43 | value='39' | fill=FF00B050 | rows=[42] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B43 | value='0.000810528436414755' | fill=00000000 | rows=[42] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C43 | value='0.000901700737144654' | fill=00000000 | rows=[42] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D43 | value='39' | fill=00000000 | rows=[42] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E43 | value='0.0164112894961967' | fill=00000000 | rows=[42] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F43 | value='0.0184943745073174' | fill=00000000 | rows=[42] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G43 | value='39' | fill=00000000 | rows=[42] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H43 | value='0.182400177601052' | fill=00000000 | rows=[42] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I43 | value='0.18938218740517' | fill=00000000 | rows=[42] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J43 | value='39' | fill=00000000 | rows=[42] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K43 | value='0.700726208415136' | fill=00000000 | rows=[42] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L43 | value='0.684182650653775' | fill=00000000 | rows=[42] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A44 | value='40' | fill=FF00B050 | rows=[43] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B44 | value='0.000712481942923937' | fill=00000000 | rows=[43] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C44 | value='0.000834918890226482' | fill=00000000 | rows=[43] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D44 | value='40' | fill=00000000 | rows=[43] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E44 | value='0.0151232567344192' | fill=00000000 | rows=[43] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F44 | value='0.0176247847783157' | fill=00000000 | rows=[43] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G44 | value='40' | fill=00000000 | rows=[43] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H44 | value='0.175592601140908' | fill=00000000 | rows=[43] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I44 | value='0.18498813025364' | fill=00000000 | rows=[43] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J44 | value='40' | fill=00000000 | rows=[43] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K44 | value='0.696488483791455' | fill=00000000 | rows=[43] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L44 | value='0.680819589852992' | fill=00000000 | rows=[43] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A45 | value='41' | fill=FF00B050 | rows=[44] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B45 | value='0.000679449059587638' | fill=00000000 | rows=[44] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C45 | value='0.000774197952734317' | fill=00000000 | rows=[44] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D45 | value='41' | fill=00000000 | rows=[44] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E45 | value='0.0146776475396846' | fill=00000000 | rows=[44] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F45 | value='0.0168105259115529' | fill=00000000 | rows=[44] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G45 | value='41' | fill=00000000 | rows=[44] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H45 | value='0.173100059673676' | fill=00000000 | rows=[44] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I45 | value='0.18076413842128' | fill=00000000 | rows=[44] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J45 | value='41' | fill=00000000 | rows=[44] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K45 | value='0.694591192373126' | fill=00000000 | rows=[44] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L45 | value='0.677525176666938' | fill=00000000 | rows=[44] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A46 | value='42' | fill=FF00B050 | rows=[45] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B46 | value='0.000640532688782971' | fill=00000000 | rows=[45] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C46 | value='0.000718886072730529' | fill=00000000 | rows=[45] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D46 | value='42' | fill=00000000 | rows=[45] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E46 | value='0.0141330452668589' | fill=00000000 | rows=[45] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F46 | value='0.0160471287511226' | fill=00000000 | rows=[45] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G46 | value='42' | fill=00000000 | rows=[45] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H46 | value='0.169916139865044' | fill=00000000 | rows=[45] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I46 | value='0.176700737799975' | fill=00000000 | rows=[45] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J46 | value='42' | fill=00000000 | rows=[45] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K46 | value='0.692096062398486' | fill=00000000 | rows=[45] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L46 | value='0.674296655893908' | fill=00000000 | rows=[45] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A47 | value='43' | fill=FF00B050 | rows=[46] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B47 | value='0.000619980743734951' | fill=00000000 | rows=[46] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C47 | value='0.000668412381238914' | fill=00000000 | rows=[46] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D47 | value='43' | fill=00000000 | rows=[46] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E47 | value='0.01383417777694' | fill=00000000 | rows=[46] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F47 | value='0.0153305622605895' | fill=00000000 | rows=[46] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G47 | value='43' | fill=00000000 | rows=[46] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H47 | value='0.168083028822844' | fill=00000000 | rows=[46] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I47 | value='0.172789148443121' | fill=00000000 | rows=[46] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J47 | value='43' | fill=00000000 | rows=[46] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K47 | value='0.690514287932518' | fill=00000000 | rows=[46] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L47 | value='0.6711314391905' | fill=00000000 | rows=[46] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A48 | value='44' | fill=FF00B050 | rows=[47] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B48 | value='0.000574168990035112' | fill=00000000 | rows=[47] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C48 | value='0.000622275599638427' | fill=00000000 | rows=[47] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D48 | value='44' | fill=00000000 | rows=[47] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E48 | value='0.0131703985041853' | fill=00000000 | rows=[47] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F48 | value='0.0146571830688328' | fill=00000000 | rows=[47] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G48 | value='44' | fill=00000000 | rows=[47] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H48 | value='0.164079525750707' | fill=00000000 | rows=[47] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I48 | value='0.169021221479664' | fill=00000000 | rows=[47] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J48 | value='44' | fill=00000000 | rows=[47] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K48 | value='0.6873652418227' | fill=00000000 | rows=[47] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L48 | value='0.668027091598592' | fill=00000000 | rows=[47] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A49 | value='45' | fill=FF00B050 | rows=[48] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B49 | value='0.000554537681940398' | fill=00000000 | rows=[48] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C49 | value='0.000580034433390668' | fill=00000000 | rows=[48] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D49 | value='45' | fill=00000000 | rows=[48] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E49 | value='0.012884123638068' | fill=00000000 | rows=[48] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F49 | value='0.0140236916763248' | fill=00000000 | rows=[48] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G49 | value='45' | fill=00000000 | rows=[48] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H49 | value='0.162276709598357' | fill=00000000 | rows=[48] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I49 | value='0.165389382858697' | fill=00000000 | rows=[48] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J49 | value='45' | fill=00000000 | rows=[48] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K49 | value='0.685801193028212' | fill=00000000 | rows=[48] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L49 | value='0.66498131942492' | fill=00000000 | rows=[48] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A50 | value='46' | fill=FF00B050 | rows=[49] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B50 | value='0.000521676579260109' | fill=00000000 | rows=[49] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C50 | value='0.000541299443888614' | fill=00000000 | rows=[49] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D50 | value='46' | fill=00000000 | rows=[49] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E50 | value='0.0123975150546949' | fill=00000000 | rows=[49] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F50 | value='0.0134270943328314' | fill=00000000 | rows=[49] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G50 | value='46' | fill=00000000 | rows=[49] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H50 | value='0.159181512809213' | fill=00000000 | rows=[49] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I50 | value='0.161886583068731' | fill=00000000 | rows=[49] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J50 | value='46' | fill=00000000 | rows=[49] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K50 | value='0.683222913540081' | fill=00000000 | rows=[49] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L50 | value='0.661991959311739' | fill=00000000 | rows=[49] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A51 | value='47' | fill=FF00B050 | rows=[50] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B51 | value='0.000495949741949766' | fill=00000000 | rows=[50] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C51 | value='0.000505726148119001' | fill=00000000 | rows=[50] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D51 | value='47' | fill=00000000 | rows=[50] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E51 | value='0.0120142884679416' | fill=00000000 | rows=[50] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F51 | value='0.0128646697602671' | fill=00000000 | rows=[50] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G51 | value='47' | fill=00000000 | rows=[50] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H51 | value='0.156803507006337' | fill=00000000 | rows=[50] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I51 | value='0.158506252097197' | fill=00000000 | rows=[50] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J51 | value='47' | fill=00000000 | rows=[50] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K51 | value='0.681240538898644' | fill=00000000 | rows=[50] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L51 | value='0.659056968359326' | fill=00000000 | rows=[50] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A52 | value='48' | fill=FF00B050 | rows=[51] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B52 | value='0.000422655767361007' | fill=00000000 | rows=[51] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C52 | value='0.000473009141993408' | fill=00000000 | rows=[51] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D52 | value='48' | fill=00000000 | rows=[51] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E52 | value='0.0109292878428031' | fill=00000000 | rows=[51] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F52 | value='0.0123339400278615' | fill=00000000 | rows=[51] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G52 | value='48' | fill=00000000 | rows=[51] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H52 | value='0.150288865918666' | fill=00000000 | rows=[51] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I52 | value='0.155242258997974' | fill=00000000 | rows=[51] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J52 | value='48' | fill=00000000 | rows=[51] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K52 | value='0.676744986326149' | fill=00000000 | rows=[51] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L52 | value='0.656174415179842' | fill=00000000 | rows=[51] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A53 | value='49' | fill=FF00B050 | rows=[52] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B53 | value='0.000398230705334495' | fill=00000000 | rows=[52] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C53 | value='0.000442877080174869' | fill=00000000 | rows=[52] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D53 | value='49' | fill=00000000 | rows=[52] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E53 | value='0.0105596299038845' | fill=00000000 | rows=[52] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F53 | value='0.0118326449966229' | fill=00000000 | rows=[52] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G53 | value='49' | fill=00000000 | rows=[52] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H53 | value='0.147952344723612' | fill=00000000 | rows=[52] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I53 | value='0.15208887552116' | fill=00000000 | rows=[52] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J53 | value='49' | fill=00000000 | rows=[52] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K53 | value='0.674840282354292' | fill=00000000 | rows=[52] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L53 | value='0.653342471778027' | fill=00000000 | rows=[52] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A54 | value='50' | fill=FF00B050 | rows=[53] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B54 | value='0.000370799481827795' | fill=00000000 | rows=[53] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C54 | value='0.000415088374968426' | fill=00000000 | rows=[53] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D54 | value='50' | fill=00000000 | rows=[53] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E54 | value='0.0101346958326255' | fill=00000000 | rows=[53] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F54 | value='0.0113587198408421' | fill=00000000 | rows=[53] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G54 | value='50' | fill=00000000 | rows=[53] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H54 | value='0.145106182737288' | fill=00000000 | rows=[53] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I54 | value='0.149040743332531' | fill=00000000 | rows=[53] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J54 | value='50' | fill=00000000 | rows=[53] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K54 | value='0.672335161546636' | fill=00000000 | rows=[53] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L54 | value='0.650559406167722' | fill=00000000 | rows=[53] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A55 | value='51' | fill=FF00B050 | rows=[54] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B55 | value='0.000357440851750218' | fill=00000000 | rows=[54] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C55 | value='0.000389427500871319' | fill=00000000 | rows=[54] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D55 | value='51' | fill=00000000 | rows=[54] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E55 | value='0.00992014916408883' | fill=00000000 | rows=[54] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F55 | value='0.0109102752296625' | fill=00000000 | rows=[54] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G55 | value='51' | fill=00000000 | rows=[54] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H55 | value='0.143570997936092' | fill=00000000 | rows=[54] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I55 | value='0.146092844412422' | fill=00000000 | rows=[54] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J55 | value='51' | fill=00000000 | rows=[54] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K55 | value='0.670787871568821' | fill=00000000 | rows=[54] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L55 | value='0.647823575644808' | fill=00000000 | rows=[54] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A56 | value='52' | fill=FF00B050 | rows=[55] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B56 | value='0.000330326348828038' | fill=00000000 | rows=[55] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C56 | value='0.000365701810868208' | fill=00000000 | rows=[55] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D56 | value='52' | fill=00000000 | rows=[55] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E56 | value='0.00947277291930714' | fill=00000000 | rows=[55] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F56 | value='0.0104855798144051' | fill=00000000 | rows=[55] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G56 | value='52' | fill=00000000 | rows=[55] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H56 | value='0.140413908019415' | fill=00000000 | rows=[55] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I56 | value='0.143240474276937' | fill=00000000 | rows=[55] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J56 | value='52' | fill=00000000 | rows=[55] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K56 | value='0.667918891068402' | fill=00000000 | rows=[55] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L56 | value='0.645133420647028' | fill=00000000 | rows=[55] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A57 | value='53' | fill=FF00B050 | rows=[56] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B57 | value='0.000319904094339142' | fill=00000000 | rows=[56] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C57 | value='0.000343738786428047' | fill=00000000 | rows=[56] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D57 | value='53' | fill=00000000 | rows=[56] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E57 | value='0.00929294846523424' | fill=00000000 | rows=[56] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F57 | value='0.0100830447196849' | fill=00000000 | rows=[56] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G57 | value='53' | fill=00000000 | rows=[56] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H57 | value='0.139047172978259' | fill=00000000 | rows=[56] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I57 | value='0.140479217709812' | fill=00000000 | rows=[56] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J57 | value='53' | fill=00000000 | rows=[56] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K57 | value='0.666427034099582' | fill=00000000 | rows=[56] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L57 | value='0.642487459139695' | fill=00000000 | rows=[56] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A58 | value='54' | fill=FF00B050 | rows=[57] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B58 | value='0.000304886707301963' | fill=00000000 | rows=[57] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C58 | value='0.000323383656132285' | fill=00000000 | rows=[57] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D58 | value='54' | fill=00000000 | rows=[57] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E58 | value='0.00902345100570147' | fill=00000000 | rows=[57] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F58 | value='0.00970120978022036' | fill=00000000 | rows=[57] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G58 | value='54' | fill=00000000 | rows=[57] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H58 | value='0.136913401843504' | fill=00000000 | rows=[57] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I58 | value='0.137804926732312' | fill=00000000 | rows=[57] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J58 | value='54' | fill=00000000 | rows=[57] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K58 | value='0.664223571992037' | fill=00000000 | rows=[57] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L58 | value='0.639884281473593' | fill=00000000 | rows=[57] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A59 | value='55' | fill=FF00B050 | rows=[58] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B59 | value='0.000294955638126347' | fill=00000000 | rows=[58] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C59 | value='0.000304497328506769' | fill=00000000 | rows=[58] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D59 | value='55' | fill=00000000 | rows=[58] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E59 | value='0.00883620111388546' | fill=00000000 | rows=[58] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F59 | value='0.00933873130212052' | fill=00000000 | rows=[58] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G59 | value='55' | fill=00000000 | rows=[58] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H59 | value='0.13538540134987' | fill=00000000 | rows=[58] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I59 | value='0.135213700572093' | fill=00000000 | rows=[58] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J59 | value='55' | fill=00000000 | rows=[58] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K59 | value='0.662594421640474' | fill=00000000 | rows=[58] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L59 | value='0.637322545667743' | fill=00000000 | rows=[58] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A60 | value='56' | fill=FF00B050 | rows=[59] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B60 | value='0.000268219589461941' | fill=00000000 | rows=[59] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C60 | value='0.000286954593391012' | fill=00000000 | rows=[59] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D60 | value='56' | fill=00000000 | rows=[59] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E60 | value='0.00834538223076116' | fill=00000000 | rows=[59] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F60 | value='0.0089943711585391' | fill=00000000 | rows=[59] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G60 | value='56' | fill=00000000 | rows=[59] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H60 | value='0.131572759262686' | fill=00000000 | rows=[59] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I60 | value='0.132701867420921' | fill=00000000 | rows=[59] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J60 | value='56' | fill=00000000 | rows=[59] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K60 | value='0.659019314845243' | fill=00000000 | rows=[59] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L60 | value='0.634800973075166' | fill=00000000 | rows=[59] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A61 | value='57' | fill=FF00B050 | rows=[60] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B61 | value='0.0002586830789806' | fill=00000000 | rows=[60] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C61 | value='0.000270642553415348' | fill=00000000 | rows=[60] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D61 | value='57' | fill=00000000 | rows=[60] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E61 | value='0.00816491347324147' | fill=00000000 | rows=[60] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F61 | value='0.0086669870558901' | fill=00000000 | rows=[60] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G61 | value='57' | fill=00000000 | rows=[60] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H61 | value='0.130057061101027' | fill=00000000 | rows=[60] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I61 | value='0.130265967796175' | fill=00000000 | rows=[60] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J61 | value='57' | fill=00000000 | rows=[60] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K61 | value='0.657387263929255' | fill=00000000 | rows=[60] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L61 | value='0.632318344394564' | fill=00000000 | rows=[60] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell A62 | value='58' | fill=FF00B050 | rows=[61] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B62 | value='0.00024706641211788' | fill=00000000 | rows=[61] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C62 | value='0.00025545925315352' | fill=00000000 | rows=[61] | cols=[2] | col_header=False | row_header=False | metadata=False
