=== society-table48.xlsx ===
Cell D1 | value='Int# in LiST' | fill=FFFFFF00 | rows=[0] | cols=[3] | col_header=True | row_header=False | metadata=False
Cell D79 | value='75' | fill=5 | rows=[78] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E79 | value='67' | fill=5 | rows=[78] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell C80 | value='ACTs - Artemisinin compounds for treatment of malaria' | fill=FF00B050 | rows=[79] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D80 | value='76' | fill=5 | rows=[79] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E80 | value='68' | fill=5 | rows=[79] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B81 | value='Malnutrition' | fill=FF00B050 | rows=[80] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C81 | value='SAM - treatment for severe acute malnutrition' | fill=FF00B050 | rows=[80] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D81 | value='77' | fill=5 | rows=[80] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E81 | value='69' | fill=5 | rows=[80] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell C82 | value='MAM - treatment for moderate acute malnutrition' | fill=FF00B050 | rows=[81] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D82 | value='78' | fill=5 | rows=[81] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E82 | value='70' | fill=5 | rows=[81] | cols=[4] | col_header=False | row_header=False | metadata=False

