=== economy-table48.xlsx ===
Cell A1 | value='Zone Name' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell I317 | value='3' | fill=00000000 | rows=[316] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J317 | value='0' | fill=00000000 | rows=[316] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K317 | value='2' | fill=00000000 | rows=[316] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L317 | value='0' | fill=00000000 | rows=[316] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B318 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[317] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C318 | value='39253' | fill=00000000 | rows=[317] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D318 | value='8769200149' | fill=00000000 | rows=[317] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E318 | value='Angry Orchard Green Apple 6/12B' | fill=00000000 | rows=[317] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F318 | value='Cider' | fill=00000000 | rows=[317] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G318 | value='Multi' | fill=00000000 | rows=[317] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I318 | value='3' | fill=00000000 | rows=[317] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J318 | value='0' | fill=00000000 | rows=[317] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K318 | value='2' | fill=00000000 | rows=[317] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L318 | value='0' | fill=00000000 | rows=[317] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B319 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[318] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C319 | value='39253' | fill=00000000 | rows=[318] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D319 | value='1820097013' | fill=00000000 | rows=[318] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E319 | value='Best Damn Apple Ale 6/12B' | fill=00000000 | rows=[318] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F319 | value='Specialty' | fill=00000000 | rows=[318] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G319 | value='Multi' | fill=00000000 | rows=[318] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I319 | value='3' | fill=00000000 | rows=[318] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J319 | value='0' | fill=00000000 | rows=[318] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K319 | value='2' | fill=00000000 | rows=[318] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L319 | value='0' | fill=00000000 | rows=[318] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B320 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[319] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C320 | value='39253' | fill=00000000 | rows=[319] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D320 | value='1820020002' | fill=00000000 | rows=[319] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E320 | value='Best Damn Root Beer 6/12B' | fill=00000000 | rows=[319] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F320 | value='Specialty' | fill=00000000 | rows=[319] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G320 | value='Multi' | fill=00000000 | rows=[319] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I320 | value='3' | fill=00000000 | rows=[319] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J320 | value='0' | fill=00000000 | rows=[319] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K320 | value='2' | fill=00000000 | rows=[319] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L320 | value='0' | fill=00000000 | rows=[319] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B321 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[320] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C321 | value='39253' | fill=00000000 | rows=[320] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D321 | value='1820020998' | fill=00000000 | rows=[320] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E321 | value='Bud Light 8/16AL' | fill=00000000 | rows=[320] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F321 | value='Premium' | fill=00000000 | rows=[320] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G321 | value='Multi' | fill=00000000 | rows=[320] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I321 | value='5' | fill=00000000 | rows=[320] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J321 | value='0' | fill=00000000 | rows=[320] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K321 | value='4' | fill=00000000 | rows=[320] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L321 | value='0' | fill=00000000 | rows=[320] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B322 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[321] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C322 | value='39253' | fill=00000000 | rows=[321] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D322 | value='3410098916' | fill=00000000 | rows=[321] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E322 | value='Henrys Hard Soda Orange Ale 6/12B' | fill=00000000 | rows=[321] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F322 | value='Specialty' | fill=00000000 | rows=[321] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G322 | value='Multi' | fill=00000000 | rows=[321] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I322 | value='3' | fill=00000000 | rows=[321] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J322 | value='0' | fill=00000000 | rows=[321] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K322 | value='2' | fill=00000000 | rows=[321] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L322 | value='0' | fill=00000000 | rows=[321] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B323 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[322] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C323 | value='39253' | fill=00000000 | rows=[322] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D323 | value='3410051605' | fill=00000000 | rows=[322] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E323 | value='Leinenkugel Seasonal Shandy 6/12B' | fill=00000000 | rows=[322] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F323 | value='Specialty' | fill=00000000 | rows=[322] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G323 | value='Multi' | fill=00000000 | rows=[322] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I323 | value='3' | fill=00000000 | rows=[322] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J323 | value='0' | fill=00000000 | rows=[322] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K323 | value='2' | fill=00000000 | rows=[322] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L323 | value='0' | fill=00000000 | rows=[322] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B324 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[323] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C324 | value='39253' | fill=00000000 | rows=[323] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D324 | value='3410057340' | fill=00000000 | rows=[323] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E324 | value='Miller Lite 18/12C' | fill=00000000 | rows=[323] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F324 | value='Premium' | fill=00000000 | rows=[323] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G324 | value='Multi' | fill=00000000 | rows=[323] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I324 | value='3' | fill=00000000 | rows=[323] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J324 | value='0' | fill=00000000 | rows=[323] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K324 | value='6' | fill=00000000 | rows=[323] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L324 | value='0' | fill=00000000 | rows=[323] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B325 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[324] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C325 | value='39253' | fill=00000000 | rows=[324] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D325 | value='3410098930' | fill=00000000 | rows=[324] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E325 | value='Redd's Seasonal 6/12B' | fill=00000000 | rows=[324] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F325 | value='Specialty' | fill=00000000 | rows=[324] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G325 | value='Multi' | fill=00000000 | rows=[324] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I325 | value='3' | fill=00000000 | rows=[324] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J325 | value='0' | fill=00000000 | rows=[324] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K325 | value='2' | fill=00000000 | rows=[324] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L325 | value='0' | fill=00000000 | rows=[324] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B326 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[325] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C326 | value='39253' | fill=00000000 | rows=[325] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D326 | value='8769200269' | fill=00000000 | rows=[325] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E326 | value='Samuel Adams Rebel Rouser 6/12B' | fill=00000000 | rows=[325] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F326 | value='Micro' | fill=00000000 | rows=[325] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G326 | value='Multi' | fill=00000000 | rows=[325] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I326 | value='3' | fill=00000000 | rows=[325] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J326 | value='0' | fill=00000000 | rows=[325] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K326 | value='2' | fill=00000000 | rows=[325] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L326 | value='0' | fill=00000000 | rows=[325] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B327 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[326] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C327 | value='39253' | fill=00000000 | rows=[326] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D327 | value='8769230050' | fill=00000000 | rows=[326] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E327 | value='Samuel Adams Seasonal 6/12B' | fill=00000000 | rows=[326] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F327 | value='Micro' | fill=00000000 | rows=[326] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G327 | value='Multi' | fill=00000000 | rows=[326] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I327 | value='3' | fill=00000000 | rows=[326] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J327 | value='0' | fill=00000000 | rows=[326] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K327 | value='2' | fill=00000000 | rows=[326] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L327 | value='0' | fill=00000000 | rows=[326] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B328 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[327] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C328 | value='39253' | fill=00000000 | rows=[327] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D328 | value='7825000613' | fill=00000000 | rows=[327] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E328 | value='Steel Reserve Hard Pineapple 6/16C' | fill=00000000 | rows=[327] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F328 | value='Malt Liquor' | fill=00000000 | rows=[327] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G328 | value='Multi' | fill=00000000 | rows=[327] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I328 | value='3' | fill=00000000 | rows=[327] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J328 | value='0' | fill=00000000 | rows=[327] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K328 | value='2' | fill=00000000 | rows=[327] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L328 | value='0' | fill=00000000 | rows=[327] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B329 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[328] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C329 | value='39253' | fill=00000000 | rows=[328] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D329 | value='8769200312' | fill=00000000 | rows=[328] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E329 | value='Twisted Tea 6/12C' | fill=00000000 | rows=[328] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F329 | value='FMB' | fill=00000000 | rows=[328] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G329 | value='Multi' | fill=00000000 | rows=[328] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I329 | value='6' | fill=00000000 | rows=[328] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J329 | value='0' | fill=00000000 | rows=[328] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K329 | value='4' | fill=00000000 | rows=[328] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L329 | value='0' | fill=00000000 | rows=[328] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B330 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[329] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C330 | value='39253' | fill=00000000 | rows=[329] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D330 | value='7143900601' | fill=00000000 | rows=[329] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E330 | value='Rolling Rock 1/25C' | fill=00000000 | rows=[329] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F330 | value='Sub Premium' | fill=00000000 | rows=[329] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G330 | value='Single' | fill=00000000 | rows=[329] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I330 | value='64' | fill=00000000 | rows=[329] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J330 | value='5.96' | fill=00000000 | rows=[329] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K330 | value='8' | fill=00000000 | rows=[329] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L330 | value='13.6' | fill=00000000 | rows=[329] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B331 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[330] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C331 | value='39253' | fill=00000000 | rows=[330] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D331 | value='7199010071' | fill=00000000 | rows=[330] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E331 | value='Coors 1/24C' | fill=00000000 | rows=[330] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F331 | value='Premium' | fill=00000000 | rows=[330] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G331 | value='Single' | fill=00000000 | rows=[330] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I331 | value='8' | fill=00000000 | rows=[330] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J331 | value='4.07' | fill=00000000 | rows=[330] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K331 | value='1' | fill=00000000 | rows=[330] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L331 | value='9.53' | fill=00000000 | rows=[330] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B332 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[331] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C332 | value='39253' | fill=00000000 | rows=[331] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D332 | value='7289000119' | fill=00000000 | rows=[331] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E332 | value='Heineken 1/24C' | fill=00000000 | rows=[331] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F332 | value='Imports' | fill=00000000 | rows=[331] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G332 | value='Single' | fill=00000000 | rows=[331] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I332 | value='24' | fill=00000000 | rows=[331] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J332 | value='2.07' | fill=00000000 | rows=[331] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K332 | value='3' | fill=00000000 | rows=[331] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L332 | value='8.45' | fill=00000000 | rows=[331] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B333 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[332] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C333 | value='39253' | fill=00000000 | rows=[332] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D333 | value='1820025000' | fill=00000000 | rows=[332] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E333 | value='Budweiser 1/25C' | fill=00000000 | rows=[332] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F333 | value='Premium' | fill=00000000 | rows=[332] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G333 | value='Single' | fill=00000000 | rows=[332] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I333 | value='8' | fill=00000000 | rows=[332] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J333 | value='2.54' | fill=00000000 | rows=[332] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K333 | value='1' | fill=00000000 | rows=[332] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L333 | value='7.3' | fill=00000000 | rows=[332] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B334 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[333] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C334 | value='39253' | fill=00000000 | rows=[333] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D334 | value='1820025001' | fill=00000000 | rows=[333] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E334 | value='Bud Light 1/25C' | fill=00000000 | rows=[333] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F334 | value='Premium' | fill=00000000 | rows=[333] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G334 | value='Single' | fill=00000000 | rows=[333] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H334 | value='CORE' | fill=00000000 | rows=[333] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I334 | value='32' | fill=00000000 | rows=[333] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J334 | value='2.39' | fill=00000000 | rows=[333] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K334 | value='4' | fill=00000000 | rows=[333] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L334 | value='6.84' | fill=00000000 | rows=[333] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B335 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[334] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C335 | value='39253' | fill=00000000 | rows=[334] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D335 | value='1820025538' | fill=00000000 | rows=[334] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E335 | value='Bud Light Lime-A-Rita Seasonal 1/25C' | fill=00000000 | rows=[334] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F335 | value='FMB' | fill=00000000 | rows=[334] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G335 | value='Single' | fill=00000000 | rows=[334] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H335 | value='CORE' | fill=00000000 | rows=[334] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I335 | value='8' | fill=00000000 | rows=[334] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J335 | value='1.93' | fill=00000000 | rows=[334] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K335 | value='1' | fill=00000000 | rows=[334] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L335 | value='6.27' | fill=00000000 | rows=[334] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B336 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[335] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C336 | value='39253' | fill=00000000 | rows=[335] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D336 | value='1820025505' | fill=00000000 | rows=[335] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E336 | value='Bud Light Lime Straw-Ber-Rita 1/25C' | fill=00000000 | rows=[335] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F336 | value='FMB' | fill=00000000 | rows=[335] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G336 | value='Single' | fill=00000000 | rows=[335] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I336 | value='16' | fill=00000000 | rows=[335] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J336 | value='1.29' | fill=00000000 | rows=[335] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K336 | value='2' | fill=00000000 | rows=[335] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L336 | value='5.03' | fill=00000000 | rows=[335] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B337 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[336] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C337 | value='39253' | fill=00000000 | rows=[336] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D337 | value='7199030065' | fill=00000000 | rows=[336] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E337 | value='Coors Light 1/24C' | fill=00000000 | rows=[336] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F337 | value='Premium' | fill=00000000 | rows=[336] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G337 | value='Single' | fill=00000000 | rows=[336] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I337 | value='16' | fill=00000000 | rows=[336] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J337 | value='1.71' | fill=00000000 | rows=[336] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K337 | value='2' | fill=00000000 | rows=[336] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L337 | value='4.85' | fill=00000000 | rows=[336] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B338 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[337] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C338 | value='39253' | fill=00000000 | rows=[337] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D338 | value='1820095999' | fill=00000000 | rows=[337] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E338 | value='Bud Light Lime Lemon-Ade-Rita 1/25C' | fill=00000000 | rows=[337] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F338 | value='FMB' | fill=00000000 | rows=[337] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G338 | value='Single' | fill=00000000 | rows=[337] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I338 | value='8' | fill=00000000 | rows=[337] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J338 | value='1.07' | fill=00000000 | rows=[337] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K338 | value='1' | fill=00000000 | rows=[337] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L338 | value='4.08' | fill=00000000 | rows=[337] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B339 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[338] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C339 | value='39253' | fill=00000000 | rows=[338] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D339 | value='8066095643' | fill=00000000 | rows=[338] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E339 | value='Corona Extra 1/24C' | fill=00000000 | rows=[338] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F339 | value='Imports' | fill=00000000 | rows=[338] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G339 | value='Single' | fill=00000000 | rows=[338] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I339 | value='8' | fill=00000000 | rows=[338] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J339 | value='0.93' | fill=00000000 | rows=[338] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K339 | value='1' | fill=00000000 | rows=[338] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L339 | value='3.57' | fill=00000000 | rows=[338] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B340 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[339] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C340 | value='39253' | fill=00000000 | rows=[339] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D340 | value='1820025008' | fill=00000000 | rows=[339] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E340 | value='Natural Ice 1/25C' | fill=00000000 | rows=[339] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F340 | value='Sub Premium' | fill=00000000 | rows=[339] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G340 | value='Single' | fill=00000000 | rows=[339] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I340 | value='40' | fill=00000000 | rows=[339] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J340 | value='1.5' | fill=00000000 | rows=[339] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K340 | value='5' | fill=00000000 | rows=[339] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L340 | value='3.53' | fill=00000000 | rows=[339] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B341 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[340] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C341 | value='39253' | fill=00000000 | rows=[340] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D341 | value='1820025533' | fill=00000000 | rows=[340] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E341 | value='Bud Light Lime Mang-O-Rita 1/25C' | fill=00000000 | rows=[340] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F341 | value='FMB' | fill=00000000 | rows=[340] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G341 | value='Single' | fill=00000000 | rows=[340] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I341 | value='8' | fill=00000000 | rows=[340] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J341 | value='0.82' | fill=00000000 | rows=[340] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K341 | value='1' | fill=00000000 | rows=[340] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L341 | value='3.37' | fill=00000000 | rows=[340] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B342 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[341] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C342 | value='39253' | fill=00000000 | rows=[341] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D342 | value='8066095721' | fill=00000000 | rows=[341] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E342 | value='Modelo 1/24C' | fill=00000000 | rows=[341] | cols=[4] | col_header=False | row_header=False | metadata=False
