=== society-table26.xlsx ===
Cell D1 | value='Excess COVID Death Associated with Maintaining Essential Services' | fill=00000000 | rows=[0] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell J10 | value='0.0200792199791329' | fill=7 | rows=[9] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K10 | value='0.011378224654842' | fill=7 | rows=[9] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L10 | value='37557.0163762092' | fill=7 | rows=[9] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M10 | value='129.112080154651' | fill=7 | rows=[9] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N10 | value='0.0196420309115675' | fill=7 | rows=[9] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O10 | value='0.0150588903655351' | fill=7 | rows=[9] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P10 | value='49706.0841407508' | fill=7 | rows=[9] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q10 | value='96.830686746579' | fill=7 | rows=[9] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R10 | value='0.0192484671410232' | fill=7 | rows=[9] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S10 | value='0.0147571581414511' | fill=7 | rows=[9] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T10 | value='48710.1324501391' | fill=7 | rows=[9] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U10 | value='94.8905080373638' | fill=7 | rows=[9] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V10 | value='0.0192484671410232' | fill=7 | rows=[9] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W10 | value='0.0147571581414511' | fill=7 | rows=[9] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X10 | value='48710.1324501391' | fill=7 | rows=[9] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y10 | value='94.8905080373638' | fill=7 | rows=[9] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z10 | value='0.0162696815500748' | fill=7 | rows=[9] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA10 | value='0.012473422521724' | fill=7 | rows=[9] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB10 | value='37054.8212321306' | fill=7 | rows=[9] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC10 | value='72.1852032644292' | fill=7 | rows=[9] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD10 | value='C' | fill=FF00B0F0 | rows=[9] | cols=[29] | col_header=False | row_header=False | metadata=True
Cell B11 | value='400' | fill=5 | rows=[10] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C11 | value='400' | fill=5 | rows=[10] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D11 | value='Child Health' | fill=5 | rows=[10] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F11 | value='3764200' | fill=00000000 | rows=[10] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G11 | value='1.72326125073057' | fill=00000000 | rows=[10] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H11 | value='1.55093512565751' | fill=00000000 | rows=[10] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I11 | value='0.89' | fill=00000000 | rows=[10] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J11 | value='0.00580870570024472' | fill=7 | rows=[10] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K11 | value='0.00329159989680534' | fill=7 | rows=[10] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L11 | value='78058.5140887944' | fill=7 | rows=[10] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M11 | value='268.346586076778' | fill=7 | rows=[10] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N11 | value='0.00568133219181499' | fill=7 | rows=[10] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O11 | value='0.00435568801372483' | fill=7 | rows=[10] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P11 | value='103292.789173957' | fill=7 | rows=[10] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q11 | value='201.221075540005' | fill=7 | rows=[10] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R11 | value='0.00556670338602394' | fill=7 | rows=[10] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S11 | value='0.00426780592928502' | fill=7 | rows=[10] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T11 | value='101208.712997792' | fill=7 | rows=[10] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U11 | value='197.161159518482' | fill=7 | rows=[10] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V11 | value='0.00501143037044893' | fill=7 | rows=[10] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W11 | value='0.00384209661734418' | fill=7 | rows=[10] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X11 | value='91113.2465481439' | fill=7 | rows=[10] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y11 | value='177.49453386802' | fill=7 | rows=[10] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z11 | value='0.00420819184161125' | fill=7 | rows=[10] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA11 | value='0.00322628041190196' | fill=7 | rows=[10] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB11 | value='68858.5479991493' | fill=7 | rows=[10] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC11 | value='134.140932772927' | fill=7 | rows=[10] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD11 | value='C' | fill=FF00B0F0 | rows=[10] | cols=[29] | col_header=False | row_header=False | metadata=True
Cell D12 | value='Malnutrition' | fill=4 | rows=[11] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F12 | value='0' | fill=00000000 | rows=[11] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G12 | value='0' | fill=00000000 | rows=[11] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H12 | value='0' | fill=00000000 | rows=[11] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I12 | value='0' | fill=00000000 | rows=[11] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J12 | value='0' | fill=7 | rows=[11] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K12 | value='0' | fill=7 | rows=[11] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L12 | value='0' | fill=7 | rows=[11] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M12 | value='0' | fill=7 | rows=[11] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N12 | value='0' | fill=7 | rows=[11] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O12 | value='0' | fill=7 | rows=[11] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P12 | value='0' | fill=7 | rows=[11] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q12 | value='0' | fill=7 | rows=[11] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R12 | value='0' | fill=7 | rows=[11] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S12 | value='0' | fill=7 | rows=[11] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T12 | value='0' | fill=7 | rows=[11] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U12 | value='0' | fill=7 | rows=[11] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V12 | value='0' | fill=7 | rows=[11] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W12 | value='0' | fill=7 | rows=[11] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X12 | value='0' | fill=7 | rows=[11] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y12 | value='0' | fill=7 | rows=[11] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z12 | value='0' | fill=7 | rows=[11] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA12 | value='0' | fill=7 | rows=[11] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB12 | value='0' | fill=7 | rows=[11] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC12 | value='0' | fill=7 | rows=[11] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD12 | value='C' | fill=FF00B0F0 | rows=[11] | cols=[29] | col_header=False | row_header=False | metadata=True
Cell D13 | value='Other' | fill=8 | rows=[12] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F13 | value='0' | fill=00000000 | rows=[12] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G13 | value='4' | fill=00000000 | rows=[12] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H13 | value='4' | fill=00000000 | rows=[12] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I13 | value='0' | fill=00000000 | rows=[12] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J13 | value='0.00673837706487967' | fill=None | rows=[12] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K13 | value='0.00381841367009848' | fill=None | rows=[12] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L13 | value='0' | fill=00000000 | rows=[12] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M13 | value='0' | fill=00000000 | rows=[12] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N13 | value='0.00659068534366247' | fill=None | rows=[12] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O13 | value='0.00505285876347456' | fill=None | rows=[12] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P13 | value='0' | fill=00000000 | rows=[12] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q13 | value='0' | fill=00000000 | rows=[12] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R13 | value='0.00645776872157322' | fill=None | rows=[12] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S13 | value='0.0049509560198728' | fill=None | rows=[12] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T13 | value='0' | fill=00000000 | rows=[12] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U13 | value='0' | fill=00000000 | rows=[12] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V13 | value='0.0056303391446485' | fill=None | rows=[12] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W13 | value='0.00431659334423052' | fill=None | rows=[12] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X13 | value='0' | fill=00000000 | rows=[12] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y13 | value='0' | fill=00000000 | rows=[12] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z13 | value='0.00673837706487967' | fill=None | rows=[12] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA13 | value='0.00516608908307442' | fill=None | rows=[12] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB13 | value='0' | fill=00000000 | rows=[12] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC13 | value='0' | fill=00000000 | rows=[12] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell D14 | value='By Intervention' | fill=None | rows=[13] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell A15 | value='x' | fill=00000000 | rows=[14] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B15 | value='1' | fill=9 | rows=[14] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C15 | value='7' | fill=9 | rows=[14] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D15 | value='Family Planning' | fill=9 | rows=[14, 15, 16, 17, 18, 19, 20, 21] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E15 | value='FP - Pills' | fill=9 | rows=[14] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F15 | value='42300' | fill=00000000 | rows=[14] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G15 | value='12' | fill=00000000 | rows=[14] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H15 | value='12' | fill=00000000 | rows=[14] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I15 | value='0.89' | fill=00000000 | rows=[14] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J15 | value='0.0200792199791329' | fill=None | rows=[14] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K15 | value='0.011378224654842' | fill=None | rows=[14] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L15 | value='3032.18308826883' | fill=00000000 | rows=[14] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M15 | value='10.4239235091139' | fill=00000000 | rows=[14] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N15 | value='0.0196420309115675' | fill=None | rows=[14] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O15 | value='0.0150588903655351' | fill=None | rows=[14] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P15 | value='4013.04369351144' | fill=00000000 | rows=[14] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q15 | value='7.81767028129589' | fill=00000000 | rows=[14] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R15 | value='0.0192484671410232' | fill=None | rows=[14] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S15 | value='0.0147571581414511' | fill=None | rows=[14] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T15 | value='3932.63507311532' | fill=00000000 | rows=[14] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U15 | value='7.66102905582228' | fill=00000000 | rows=[14] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V15 | value='0.0157395073851672' | fill=None | rows=[14] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W15 | value='0.0120669556619615' | fill=None | rows=[14] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X15 | value='3215.72301435612' | fill=00000000 | rows=[14] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y15 | value='6.26443770917776' | fill=00000000 | rows=[14] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z15 | value='0.0161819465428993' | fill=None | rows=[14] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA15 | value='0.0124061590162228' | fill=None | rows=[14] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB15 | value='2975.50558460989' | fill=00000000 | rows=[14] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC15 | value='5.7964785228343' | fill=00000000 | rows=[14] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell A16 | value='x' | fill=00000000 | rows=[15] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B16 | value='2' | fill=9 | rows=[15] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C16 | value='1' | fill=9 | rows=[15] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E16 | value='FP - Condoms' | fill=9 | rows=[15] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F16 | value='1700' | fill=00000000 | rows=[15] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G16 | value='12' | fill=00000000 | rows=[15] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H16 | value='12' | fill=00000000 | rows=[15] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I16 | value='0.89' | fill=00000000 | rows=[15] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J16 | value='0.0200792199791329' | fill=None | rows=[15] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K16 | value='0.0153940686506685' | fill=None | rows=[15] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L16 | value='164.87047524866' | fill=00000000 | rows=[15] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M16 | value='0.418928367978573' | fill=00000000 | rows=[15] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N16 | value='0.0196420309115675' | fill=None | rows=[15] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O16 | value='0.0150588903655351' | fill=None | rows=[15] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P16 | value='161.280715814881' | fill=00000000 | rows=[15] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q16 | value='0.314185330453972' | fill=00000000 | rows=[15] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R16 | value='0.0192484671410232' | fill=None | rows=[15] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S16 | value='0.0147571581414511' | fill=None | rows=[15] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T16 | value='158.049163694942' | fill=00000000 | rows=[15] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U16 | value='0.307890056616971' | fill=00000000 | rows=[15] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V16 | value='0.0157395073851672' | fill=None | rows=[15] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W16 | value='0.0120669556619615' | fill=None | rows=[15] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X16 | value='129.237095139608' | fill=00000000 | rows=[15] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y16 | value='0.251762272000052' | fill=00000000 | rows=[15] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z16 | value='0.0161819465428993' | fill=None | rows=[15] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA16 | value='0.0124061590162228' | fill=None | rows=[15] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB16 | value='119.582966757371' | fill=00000000 | rows=[15] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC16 | value='0.23295540162691' | fill=00000000 | rows=[15] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell A17 | value='x' | fill=00000000 | rows=[16] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B17 | value='3' | fill=9 | rows=[16] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C17 | value='4' | fill=9 | rows=[16] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E17 | value='FP - Injectables' | fill=9 | rows=[16] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F17 | value='2500' | fill=00000000 | rows=[16] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G17 | value='4' | fill=00000000 | rows=[16] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H17 | value='4' | fill=00000000 | rows=[16] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I17 | value='0.89' | fill=00000000 | rows=[16] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J17 | value='0.00673837706487967' | fill=None | rows=[16] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K17 | value='0.00516608908307442' | fill=None | rows=[16] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L17 | value='81.3659030584221' | fill=00000000 | rows=[16] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M17 | value='0.206747053564065' | fill=00000000 | rows=[16] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N17 | value='0.00659068534366247' | fill=None | rows=[16] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O17 | value='0.00505285876347456' | fill=None | rows=[16] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P17 | value='79.5825255247243' | fill=00000000 | rows=[16] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q17 | value='0.155031938902396' | fill=00000000 | rows=[16] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R17 | value='0.00645776872157322' | fill=None | rows=[16] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S17 | value='0.0049509560198728' | fill=None | rows=[16] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T17 | value='77.9775573129966' | fill=00000000 | rows=[16] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U17 | value='0.151905356375638' | fill=00000000 | rows=[16] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V17 | value='0.00530137682028997' | fill=None | rows=[16] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W17 | value='0.00406438889555564' | fill=None | rows=[16] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X17 | value='64.0141251050014' | fill=00000000 | rows=[16] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y17 | value='0.124703681703161' | fill=00000000 | rows=[16] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z17 | value='0.00542334164396496' | fill=None | rows=[16] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA17 | value='0.00415789526037314' | fill=None | rows=[16] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB17 | value='58.9381653157892' | fill=00000000 | rows=[16] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC17 | value='0.114815381693535' | fill=00000000 | rows=[16] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell A18 | value='x' | fill=00000000 | rows=[17] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B18 | value='4' | fill=9 | rows=[17] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C18 | value='5' | fill=9 | rows=[17] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E18 | value='FP - Implants' | fill=9 | rows=[17] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F18 | value='0' | fill=00000000 | rows=[17] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G18 | value='1' | fill=00000000 | rows=[17] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H18 | value='1' | fill=00000000 | rows=[17] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I18 | value='0.89' | fill=00000000 | rows=[17] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J18 | value='0.00168886786312739' | fill=None | rows=[17] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K18 | value='0.00129479869506433' | fill=None | rows=[17] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L18 | value='0' | fill=00000000 | rows=[17] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M18 | value='0' | fill=00000000 | rows=[17] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N18 | value='0.00165175929441719' | fill=None | rows=[17] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O18 | value='0.00126634879238651' | fill=None | rows=[17] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P18 | value='0' | fill=00000000 | rows=[17] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q18 | value='0' | fill=00000000 | rows=[17] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R18 | value='0.0016183666091496' | fill=None | rows=[17] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S18 | value='0.00124074773368136' | fill=None | rows=[17] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T18 | value='0' | fill=00000000 | rows=[17] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U18 | value='0' | fill=00000000 | rows=[17] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V18 | value='0.00135860160160617' | fill=None | rows=[17] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W18 | value='0.0010415945612314' | fill=None | rows=[17] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X18 | value='0' | fill=00000000 | rows=[17] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y18 | value='0' | fill=00000000 | rows=[17] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z18 | value='0.00135860160160617' | fill=None | rows=[17] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA18 | value='0.0010415945612314' | fill=None | rows=[17] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB18 | value='0' | fill=00000000 | rows=[17] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC18 | value='0' | fill=00000000 | rows=[17] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell A19 | value='x' | fill=00000000 | rows=[18] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B19 | value='5' | fill=9 | rows=[18] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C19 | value='6' | fill=9 | rows=[18] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E19 | value='FP - IUD' | fill=9 | rows=[18] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F19 | value='12800' | fill=00000000 | rows=[18] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G19 | value='1' | fill=00000000 | rows=[18] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H19 | value='1' | fill=00000000 | rows=[18] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I19 | value='0.89' | fill=00000000 | rows=[18] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J19 | value='0.00168886786312739' | fill=None | rows=[18] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K19 | value='0.00129479869506433' | fill=None | rows=[18] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L19 | value='104.412566769987' | fill=00000000 | rows=[18] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M19 | value='0.265307576310636' | fill=00000000 | rows=[18] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N19 | value='0.00165175929441719' | fill=None | rows=[18] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O19 | value='0.00126634879238651' | fill=None | rows=[18] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P19 | value='102.118366618048' | fill=00000000 | rows=[18] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q19 | value='0.19893322397042' | fill=00000000 | rows=[18] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R19 | value='0.0016183666091496' | fill=None | rows=[18] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S19 | value='0.00124074773368136' | fill=None | rows=[18] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T19 | value='100.053897244065' | fill=00000000 | rows=[18] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U19 | value='0.194911503275545' | fill=00000000 | rows=[18] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V19 | value='0.00135860160160617' | fill=None | rows=[18] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W19 | value='0.0010415945612314' | fill=None | rows=[18] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X19 | value='83.9941854176998' | fill=00000000 | rows=[18] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y19 | value='0.163626139481936' | fill=00000000 | rows=[18] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z19 | value='0.00135860160160617' | fill=None | rows=[18] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA19 | value='0.0010415945612314' | fill=None | rows=[18] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB19 | value='75.5947668759298' | fill=00000000 | rows=[18] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC19 | value='0.147263525533743' | fill=00000000 | rows=[18] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell A20 | value='x' | fill=00000000 | rows=[19] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B20 | value='6' | fill=9 | rows=[19] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C20 | value='2' | fill=9 | rows=[19] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E20 | value='FP - Female Sterilization' | fill=9 | rows=[19] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F20 | value='1500' | fill=00000000 | rows=[19] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G20 | value='2' | fill=00000000 | rows=[19] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H20 | value='2' | fill=00000000 | rows=[19] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I20 | value='0.89' | fill=00000000 | rows=[19] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J20 | value='0.00337488345159576' | fill=None | rows=[19] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K20 | value='0.00258741064622341' | fill=None | rows=[19] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L20 | value='24.4510306068112' | fill=00000000 | rows=[19] | cols=[11] | col_header=False | row_header=False | metadata=False
