=== society-table47.xlsx ===
Cell B1 | value='293' | fill=00000000 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell BG41 | value='0' | fill=None | rows=[40] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH41 | value='2.777777777777775' | fill=None | rows=[40] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI41 | value='0' | fill=None | rows=[40] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ41 | value='0' | fill=None | rows=[40] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BO41 | value='0' | fill=None | rows=[40] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP41 | value='0' | fill=None | rows=[40] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ41 | value='0' | fill=None | rows=[40] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR41 | value='0' | fill=None | rows=[40] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS41 | value='0' | fill=None | rows=[40] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT41 | value='3.777777777777774' | fill=None | rows=[40] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU41 | value='0' | fill=None | rows=[40] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW41 | value='3.777777777777774' | fill=FF00B0F0 | rows=[40] | cols=[74] | col_header=False | row_header=False | metadata=True
Cell BX41 | value='#REF!' | fill=FF00B0F0 | rows=[40] | cols=[75] | col_header=False | row_header=False | metadata=True
Cell BO42 | value='0' | fill=None | rows=[41] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP42 | value='0' | fill=None | rows=[41] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ42 | value='0' | fill=None | rows=[41] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR42 | value='0' | fill=None | rows=[41] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS42 | value='0' | fill=None | rows=[41] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT42 | value='0' | fill=None | rows=[41] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU42 | value='0' | fill=None | rows=[41] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BW42 | value='0' | fill=FF00B0F0 | rows=[41] | cols=[74] | col_header=False | row_header=False | metadata=True
Cell BX42 | value='#REF!' | fill=FF00B0F0 | rows=[41] | cols=[75] | col_header=False | row_header=False | metadata=True

=== society-table47.xlsx ===
Cell B1 | value='293' | fill=00000000 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1 | value='301' | fill=00000000 | rows=[0] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1 | value='302' | fill=00000000 | rows=[0] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E1 | value='303' | fill=00000000 | rows=[0] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F1 | value='304' | fill=00000000 | rows=[0] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G1 | value='305' | fill=00000000 | rows=[0] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H1 | value='306' | fill=00000000 | rows=[0] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I1 | value='307' | fill=00000000 | rows=[0] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J1 | value='308' | fill=00000000 | rows=[0] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K1 | value='309' | fill=00000000 | rows=[0] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L1 | value='310' | fill=00000000 | rows=[0] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M1 | value='311' | fill=00000000 | rows=[0] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N1 | value='312' | fill=00000000 | rows=[0] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O1 | value='313' | fill=00000000 | rows=[0] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P1 | value='314' | fill=00000000 | rows=[0] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q1 | value='315' | fill=00000000 | rows=[0] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R1 | value='316' | fill=00000000 | rows=[0] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S1 | value='317' | fill=00000000 | rows=[0] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T1 | value='318' | fill=00000000 | rows=[0] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U1 | value='319' | fill=00000000 | rows=[0] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V1 | value='320' | fill=00000000 | rows=[0] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W1 | value='321' | fill=00000000 | rows=[0] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X1 | value='322' | fill=00000000 | rows=[0] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y1 | value='323' | fill=00000000 | rows=[0] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z1 | value='324' | fill=00000000 | rows=[0] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA1 | value='325' | fill=00000000 | rows=[0] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB1 | value='326' | fill=00000000 | rows=[0] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC1 | value='327' | fill=00000000 | rows=[0] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD1 | value='328' | fill=00000000 | rows=[0] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE1 | value='329' | fill=00000000 | rows=[0] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF1 | value='330' | fill=00000000 | rows=[0] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG1 | value='331' | fill=00000000 | rows=[0] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH1 | value='332' | fill=00000000 | rows=[0] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI1 | value='333' | fill=00000000 | rows=[0] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ1 | value='334' | fill=00000000 | rows=[0] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK1 | value='335' | fill=00000000 | rows=[0] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL1 | value='336' | fill=00000000 | rows=[0] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM1 | value='337' | fill=00000000 | rows=[0] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN1 | value='338' | fill=00000000 | rows=[0] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO1 | value='339' | fill=00000000 | rows=[0] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP1 | value='340' | fill=00000000 | rows=[0] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ1 | value='341' | fill=00000000 | rows=[0] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR1 | value='342' | fill=00000000 | rows=[0] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS1 | value='343' | fill=00000000 | rows=[0] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT1 | value='344' | fill=00000000 | rows=[0] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU1 | value='345' | fill=00000000 | rows=[0] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV1 | value='346' | fill=00000000 | rows=[0] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW1 | value='347' | fill=00000000 | rows=[0] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX1 | value='348' | fill=00000000 | rows=[0] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY1 | value='349' | fill=00000000 | rows=[0] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ1 | value='350' | fill=00000000 | rows=[0] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA1 | value='351' | fill=00000000 | rows=[0] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB1 | value='352' | fill=00000000 | rows=[0] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC1 | value='353' | fill=00000000 | rows=[0] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD1 | value='354' | fill=00000000 | rows=[0] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE1 | value='355' | fill=00000000 | rows=[0] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF1 | value='356' | fill=00000000 | rows=[0] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG1 | value='357' | fill=00000000 | rows=[0] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH1 | value='358' | fill=00000000 | rows=[0] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI1 | value='359' | fill=00000000 | rows=[0] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ1 | value='360' | fill=00000000 | rows=[0] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BK1 | value='361' | fill=00000000 | rows=[0] | cols=[62] | col_header=False | row_header=False | metadata=False
Cell BL1 | value='362' | fill=00000000 | rows=[0] | cols=[63] | col_header=False | row_header=False | metadata=False
Cell BM1 | value='363' | fill=00000000 | rows=[0] | cols=[64] | col_header=False | row_header=False | metadata=False
Cell B2 | value='FP' | fill=FFFFFF00 | rows=[1] | cols=[1] | col_header=True | row_header=False | metadata=False
Cell C2 | value='Antenatal Care' | fill=FFFFFF00 | rows=[1] | cols=[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14] | col_header=True | row_header=False | metadata=False
Cell P2 | value='Delivery Care' | fill=FFFFFF00 | rows=[1] | cols=[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31] | col_header=True | row_header=False | metadata=False
Cell AG2 | value='Newborn Care' | fill=FFFFFF00 | rows=[1] | cols=[32, 33, 34, 35, 36, 37, 38, 39, 40] | col_header=True | row_header=False | metadata=False
Cell AP2 | value='Breastfeeding' | fill=FFFFFF00 | rows=[1] | cols=[41, 42, 43] | col_header=True | row_header=False | metadata=False
Cell AS2 | value='Vaccines' | fill=FFFFFF00 | rows=[1] | cols=[44, 45, 46, 47, 48, 49, 50, 51, 52, 53] | col_header=True | row_header=False | metadata=False
Cell BC2 | value='Child Health' | fill=FFFFFF00 | rows=[1] | cols=[54, 55, 56, 57, 58, 59, 60, 61] | col_header=True | row_header=False | metadata=False
Cell BK2 | value='Malnutrition' | fill=FFFFFF00 | rows=[1] | cols=[62, 63] | col_header=True | row_header=False | metadata=False
Cell BM2 | value='Other' | fill=FFFFFF00 | rows=[1] | cols=[64] | col_header=True | row_header=False | metadata=False
Cell BN2 | value='Family Planning' | fill=FFFFFF00 | rows=[1, 2, 3, 4] | cols=[65] | col_header=True | row_header=False | metadata=False
Cell BO2 | value='Antenatal Care' | fill=FFFFFF00 | rows=[1, 2, 3, 4] | cols=[66] | col_header=True | row_header=False | metadata=False
Cell BP2 | value='Delivery Care' | fill=FFFFFF00 | rows=[1, 2, 3, 4] | cols=[67] | col_header=True | row_header=False | metadata=False
Cell BQ2 | value='Newborn Care' | fill=FFFFFF00 | rows=[1, 2, 3, 4] | cols=[68] | col_header=True | row_header=False | metadata=False
Cell BR2 | value='Breastfeeding' | fill=FFFFFF00 | rows=[1, 2, 3, 4] | cols=[69] | col_header=True | row_header=False | metadata=False
Cell BS2 | value='Vaccines' | fill=FFFFFF00 | rows=[1, 2, 3, 4] | cols=[70] | col_header=True | row_header=False | metadata=False
Cell BT2 | value='Child Health' | fill=FFFFFF00 | rows=[1, 2, 3, 4] | cols=[71] | col_header=True | row_header=False | metadata=False
Cell BU2 | value='Malnutrition' | fill=FFFFFF00 | rows=[1, 2, 3, 4] | cols=[72] | col_header=True | row_header=False | metadata=False
Cell BV2 | value='Other' | fill=FFFFFF00 | rows=[1, 2, 3, 4] | cols=[73] | col_header=True | row_header=False | metadata=False
Cell BW2 | value='TOTAL' | fill=FF00B0F0 | rows=[1, 2, 3, 4] | cols=[74] | col_header=False | row_header=False | metadata=True
Cell BX2 | value='% of TOTAL' | fill=FF00B0F0 | rows=[1, 2, 3, 4] | cols=[75] | col_header=False | row_header=False | metadata=True
Cell B3 | value='#REF!' | fill=FF00B0F0 | rows=[2] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell G3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[6] | col_header=False | row_header=False | metadata=True
Cell H3 | value='#REF!' | fill=FF00B0F0 | rows=[2] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell K3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[10] | col_header=False | row_header=False | metadata=True
Cell L3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[13] | col_header=False | row_header=False | metadata=True
Cell O3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[14] | col_header=False | row_header=False | metadata=True
Cell P3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[15] | col_header=False | row_header=False | metadata=True
Cell Q3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[16] | col_header=False | row_header=False | metadata=True
Cell R3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[17] | col_header=False | row_header=False | metadata=True
Cell S3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[18] | col_header=False | row_header=False | metadata=True
Cell T3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[19] | col_header=False | row_header=False | metadata=True
Cell U3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell AA3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[26] | col_header=False | row_header=False | metadata=True
Cell AB3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[27] | col_header=False | row_header=False | metadata=True
Cell AC3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[28] | col_header=False | row_header=False | metadata=True
Cell AD3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[29] | col_header=False | row_header=False | metadata=True
Cell AE3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[30] | col_header=False | row_header=False | metadata=True
Cell AF3 | value='#REF!' | fill=FF00B0F0 | rows=[2] | cols=[31] | col_header=False | row_header=False | metadata=True
Cell AG3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[32] | col_header=False | row_header=False | metadata=True
Cell AH3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell AI3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[34] | col_header=False | row_header=False | metadata=True
Cell AJ3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[35] | col_header=False | row_header=False | metadata=True
Cell AK3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[36] | col_header=False | row_header=False | metadata=True
Cell AL3 | value='#REF!' | fill=FF00B0F0 | rows=[2] | cols=[37] | col_header=False | row_header=False | metadata=True
Cell AM3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[38] | col_header=False | row_header=False | metadata=True
Cell AN3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[39] | col_header=False | row_header=False | metadata=True
Cell AO3 | value='#REF!' | fill=FF00B0F0 | rows=[2] | cols=[40] | col_header=False | row_header=False | metadata=True
Cell AP3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[41] | col_header=False | row_header=False | metadata=True
Cell AQ3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[42] | col_header=False | row_header=False | metadata=True
Cell AR3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[43] | col_header=False | row_header=False | metadata=True
Cell AS3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[44] | col_header=False | row_header=False | metadata=True
Cell AT3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[45] | col_header=False | row_header=False | metadata=True
Cell AU3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[46] | col_header=False | row_header=False | metadata=True
Cell AV3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[47] | col_header=False | row_header=False | metadata=True
Cell AW3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[48] | col_header=False | row_header=False | metadata=True
Cell AX3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[49] | col_header=False | row_header=False | metadata=True
Cell AY3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[50] | col_header=False | row_header=False | metadata=True
Cell AZ3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[51] | col_header=False | row_header=False | metadata=True
Cell BA3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[52] | col_header=False | row_header=False | metadata=True
Cell BB3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[53] | col_header=False | row_header=False | metadata=True
Cell BC3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[54] | col_header=False | row_header=False | metadata=True
Cell BD3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[55] | col_header=False | row_header=False | metadata=True
Cell BE3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[56] | col_header=False | row_header=False | metadata=True
Cell BF3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[57] | col_header=False | row_header=False | metadata=True
Cell BG3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[58] | col_header=False | row_header=False | metadata=True
Cell BH3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[59] | col_header=False | row_header=False | metadata=True
Cell BI3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[60] | col_header=False | row_header=False | metadata=True
Cell BJ3 | value='x' | fill=FF00B0F0 | rows=[2] | cols=[61] | col_header=False | row_header=False | metadata=True
Cell BK3 | value='#REF!' | fill=FF00B0F0 | rows=[2] | cols=[62] | col_header=False | row_header=False | metadata=True
Cell BL3 | value='#REF!' | fill=FF00B0F0 | rows=[2] | cols=[63] | col_header=False | row_header=False | metadata=True
Cell BM3 | value='#REF!' | fill=FF00B0F0 | rows=[2] | cols=[64] | col_header=False | row_header=False | metadata=True
Cell B4 | value='0' | fill=FF00B0F0 | rows=[3] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C4 | value='9' | fill=FF00B0F0 | rows=[3] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D4 | value='10' | fill=FF00B0F0 | rows=[3] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E4 | value='11' | fill=FF00B0F0 | rows=[3] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F4 | value='12' | fill=FF00B0F0 | rows=[3] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell G4 | value='13' | fill=FF00B0F0 | rows=[3] | cols=[6] | col_header=False | row_header=False | metadata=True
Cell H4 | value='14' | fill=FF00B0F0 | rows=[3] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I4 | value='15' | fill=FF00B0F0 | rows=[3] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J4 | value='16' | fill=FF00B0F0 | rows=[3] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell K4 | value='17' | fill=FF00B0F0 | rows=[3] | cols=[10] | col_header=False | row_header=False | metadata=True
Cell L4 | value='18' | fill=FF00B0F0 | rows=[3] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M4 | value='19' | fill=FF00B0F0 | rows=[3] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N4 | value='20' | fill=FF00B0F0 | rows=[3] | cols=[13] | col_header=False | row_header=False | metadata=True
Cell O4 | value='21' | fill=FF00B0F0 | rows=[3] | cols=[14] | col_header=False | row_header=False | metadata=True
Cell P4 | value='22' | fill=FF00B0F0 | rows=[3] | cols=[15] | col_header=False | row_header=False | metadata=True
Cell Q4 | value='23' | fill=FF00B0F0 | rows=[3] | cols=[16] | col_header=False | row_header=False | metadata=True
Cell R4 | value='24' | fill=FF00B0F0 | rows=[3] | cols=[17] | col_header=False | row_header=False | metadata=True
Cell S4 | value='25' | fill=FF00B0F0 | rows=[3] | cols=[18] | col_header=False | row_header=False | metadata=True
Cell T4 | value='26' | fill=FF00B0F0 | rows=[3] | cols=[19] | col_header=False | row_header=False | metadata=True
Cell U4 | value='27' | fill=FF00B0F0 | rows=[3] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V4 | value='28' | fill=FF00B0F0 | rows=[3] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W4 | value='29' | fill=FF00B0F0 | rows=[3] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X4 | value='30' | fill=FF00B0F0 | rows=[3] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y4 | value='31' | fill=FF00B0F0 | rows=[3] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z4 | value='32' | fill=FF00B0F0 | rows=[3] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell AA4 | value='33' | fill=FF00B0F0 | rows=[3] | cols=[26] | col_header=False | row_header=False | metadata=True
Cell AB4 | value='34' | fill=FF00B0F0 | rows=[3] | cols=[27] | col_header=False | row_header=False | metadata=True
Cell AC4 | value='35' | fill=FF00B0F0 | rows=[3] | cols=[28] | col_header=False | row_header=False | metadata=True
Cell AD4 | value='36' | fill=FF00B0F0 | rows=[3] | cols=[29] | col_header=False | row_header=False | metadata=True
Cell AE4 | value='37' | fill=FF00B0F0 | rows=[3] | cols=[30] | col_header=False | row_header=False | metadata=True
Cell AF4 | value='38' | fill=FF00B0F0 | rows=[3] | cols=[31] | col_header=False | row_header=False | metadata=True
Cell AG4 | value='39' | fill=FF00B0F0 | rows=[3] | cols=[32] | col_header=False | row_header=False | metadata=True
Cell AH4 | value='40' | fill=FF00B0F0 | rows=[3] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell AI4 | value='41' | fill=FF00B0F0 | rows=[3] | cols=[34] | col_header=False | row_header=False | metadata=True
Cell AJ4 | value='42' | fill=FF00B0F0 | rows=[3] | cols=[35] | col_header=False | row_header=False | metadata=True
Cell AK4 | value='43' | fill=FF00B0F0 | rows=[3] | cols=[36] | col_header=False | row_header=False | metadata=True
Cell AL4 | value='44' | fill=FF00B0F0 | rows=[3] | cols=[37] | col_header=False | row_header=False | metadata=True
Cell AM4 | value='45' | fill=FF00B0F0 | rows=[3] | cols=[38] | col_header=False | row_header=False | metadata=True
Cell AN4 | value='46' | fill=FF00B0F0 | rows=[3] | cols=[39] | col_header=False | row_header=False | metadata=True
Cell AO4 | value='47' | fill=FF00B0F0 | rows=[3] | cols=[40] | col_header=False | row_header=False | metadata=True
Cell AP4 | value='48' | fill=FF00B0F0 | rows=[3] | cols=[41] | col_header=False | row_header=False | metadata=True
Cell AQ4 | value='49' | fill=FF00B0F0 | rows=[3] | cols=[42] | col_header=False | row_header=False | metadata=True
Cell AR4 | value='50' | fill=FF00B0F0 | rows=[3] | cols=[43] | col_header=False | row_header=False | metadata=True
Cell AS4 | value='51' | fill=FF00B0F0 | rows=[3] | cols=[44] | col_header=False | row_header=False | metadata=True
Cell AT4 | value='52' | fill=FF00B0F0 | rows=[3] | cols=[45] | col_header=False | row_header=False | metadata=True
Cell AU4 | value='53' | fill=FF00B0F0 | rows=[3] | cols=[46] | col_header=False | row_header=False | metadata=True
Cell AV4 | value='54' | fill=FF00B0F0 | rows=[3] | cols=[47] | col_header=False | row_header=False | metadata=True
Cell AW4 | value='55' | fill=FF00B0F0 | rows=[3] | cols=[48] | col_header=False | row_header=False | metadata=True
Cell AX4 | value='56' | fill=FF00B0F0 | rows=[3] | cols=[49] | col_header=False | row_header=False | metadata=True
Cell AY4 | value='57' | fill=FF00B0F0 | rows=[3] | cols=[50] | col_header=False | row_header=False | metadata=True
Cell AZ4 | value='58' | fill=FF00B0F0 | rows=[3] | cols=[51] | col_header=False | row_header=False | metadata=True
Cell BA4 | value='59' | fill=FF00B0F0 | rows=[3] | cols=[52] | col_header=False | row_header=False | metadata=True
Cell BB4 | value='60' | fill=FF00B0F0 | rows=[3] | cols=[53] | col_header=False | row_header=False | metadata=True
Cell BC4 | value='61' | fill=FF00B0F0 | rows=[3] | cols=[54] | col_header=False | row_header=False | metadata=True
Cell BD4 | value='62' | fill=FF00B0F0 | rows=[3] | cols=[55] | col_header=False | row_header=False | metadata=True
Cell BE4 | value='63' | fill=FF00B0F0 | rows=[3] | cols=[56] | col_header=False | row_header=False | metadata=True
Cell BF4 | value='64' | fill=FF00B0F0 | rows=[3] | cols=[57] | col_header=False | row_header=False | metadata=True
Cell BG4 | value='65' | fill=FF00B0F0 | rows=[3] | cols=[58] | col_header=False | row_header=False | metadata=True
Cell BH4 | value='66' | fill=FF00B0F0 | rows=[3] | cols=[59] | col_header=False | row_header=False | metadata=True
Cell BI4 | value='67' | fill=FF00B0F0 | rows=[3] | cols=[60] | col_header=False | row_header=False | metadata=True
Cell BJ4 | value='68' | fill=FF00B0F0 | rows=[3] | cols=[61] | col_header=False | row_header=False | metadata=True
Cell BK4 | value='69' | fill=FF00B0F0 | rows=[3] | cols=[62] | col_header=False | row_header=False | metadata=True
Cell BL4 | value='70' | fill=FF00B0F0 | rows=[3] | cols=[63] | col_header=False | row_header=False | metadata=True
Cell BM4 | value='71' | fill=FF00B0F0 | rows=[3] | cols=[64] | col_header=False | row_header=False | metadata=True
Cell A5 | value='Modifications to ensure continued/safe delivery of services' | fill=FFFFFF00 | rows=[4] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell B5 | value='All Methods' | fill=FFFFFF00 | rows=[4] | cols=[1] | col_header=True | row_header=False | metadata=False
Cell C5 | value='Antenatal care (at least 1 visit)' | fill=FFFFFF00 | rows=[4] | cols=[2] | col_header=True | row_header=False | metadata=False
Cell D5 | value='Antenatal care (at least 4 visits)' | fill=FFFFFF00 | rows=[4] | cols=[3] | col_header=True | row_header=False | metadata=False
Cell E5 | value='TT - Tetanus toxoid vaccination' | fill=FFFFFF00 | rows=[4] | cols=[4] | col_header=True | row_header=False | metadata=False
Cell F5 | value='IPTp - Intermittent preventive treatment of malaria during pregnancy' | fill=FFFFFF00 | rows=[4] | cols=[5] | col_header=True | row_header=False | metadata=False
Cell G5 | value='Syphilis detection and treatment' | fill=FFFFFF00 | rows=[4] | cols=[6] | col_header=True | row_header=False | metadata=False
Cell H5 | value='Calcium supplementation' | fill=FFFFFF00 | rows=[4] | cols=[7] | col_header=True | row_header=False | metadata=False
