=== education-table13.xlsx ===
Cell A1 | value='Dimension' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell J10 | value='102410' | fill=9 | rows=[9] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K10 | value='0.209' | fill=00000000 | rows=[9] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L10 | value='76340' | fill=9 | rows=[9] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M10 | value='0.177' | fill=00000000 | rows=[9] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N10 | value='74060' | fill=9 | rows=[9] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O10 | value='0.179' | fill=00000000 | rows=[9] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P10 | value='69040' | fill=9 | rows=[9] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q10 | value='0.176' | fill=00000000 | rows=[9] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R10 | value='67910' | fill=9 | rows=[9] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S10 | value='0.176' | fill=00000000 | rows=[9] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T10 | value='13130' | fill=9 | rows=[9] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U10 | value='0.231' | fill=00000000 | rows=[9] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V10 | value='11310' | fill=9 | rows=[9] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W10 | value='0.226' | fill=00000000 | rows=[9] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X10 | value='10110' | fill=9 | rows=[9] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y10 | value='0.225' | fill=00000000 | rows=[9] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z10 | value='9620' | fill=9 | rows=[9] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA10 | value='0.212' | fill=00000000 | rows=[9] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB10 | value='17710' | fill=9 | rows=[9] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC10 | value='0.432' | fill=00000000 | rows=[9] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD10 | value='14410' | fill=9 | rows=[9] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE10 | value='0.43' | fill=00000000 | rows=[9] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF10 | value='12200' | fill=9 | rows=[9] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG10 | value='0.42' | fill=00000000 | rows=[9] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH10 | value='10940' | fill=9 | rows=[9] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI10 | value='0.414' | fill=00000000 | rows=[9] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ10 | value='25200' | fill=9 | rows=[9] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK10 | value='0.426' | fill=00000000 | rows=[9] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL10 | value='22050' | fill=9 | rows=[9] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM10 | value='0.414' | fill=00000000 | rows=[9] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN10 | value='19180' | fill=9 | rows=[9] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO10 | value='0.406' | fill=00000000 | rows=[9] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP10 | value='18470' | fill=9 | rows=[9] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ10 | value='0.395' | fill=00000000 | rows=[9] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell C11 | value='35-44' | fill=FF00B050 | rows=[10] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D11 | value='117730' | fill=00000000 | rows=[10] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E11 | value='0.207' | fill=00000000 | rows=[10] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F11 | value='113210' | fill=9 | rows=[10] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G11 | value='0.212' | fill=00000000 | rows=[10] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H11 | value='105730' | fill=9 | rows=[10] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I11 | value='0.211' | fill=00000000 | rows=[10] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J11 | value='104810' | fill=9 | rows=[10] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K11 | value='0.214' | fill=00000000 | rows=[10] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L11 | value='75960' | fill=9 | rows=[10] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M11 | value='0.176' | fill=00000000 | rows=[10] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N11 | value='75780' | fill=9 | rows=[10] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O11 | value='0.183' | fill=00000000 | rows=[10] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P11 | value='71890' | fill=9 | rows=[10] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q11 | value='0.183' | fill=00000000 | rows=[10] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R11 | value='71730' | fill=9 | rows=[10] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S11 | value='0.186' | fill=00000000 | rows=[10] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T11 | value='12640' | fill=9 | rows=[10] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U11 | value='0.222' | fill=00000000 | rows=[10] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V11 | value='11110' | fill=9 | rows=[10] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W11 | value='0.222' | fill=00000000 | rows=[10] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X11 | value='9980' | fill=9 | rows=[10] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y11 | value='0.222' | fill=00000000 | rows=[10] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z11 | value='10250' | fill=9 | rows=[10] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA11 | value='0.226' | fill=00000000 | rows=[10] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB11 | value='14690' | fill=9 | rows=[10] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC11 | value='0.358' | fill=00000000 | rows=[10] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD11 | value='12590' | fill=9 | rows=[10] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE11 | value='0.376' | fill=00000000 | rows=[10] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF11 | value='11420' | fill=9 | rows=[10] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG11 | value='0.393' | fill=00000000 | rows=[10] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH11 | value='10280' | fill=9 | rows=[10] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI11 | value='0.389' | fill=00000000 | rows=[10] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ11 | value='20530' | fill=9 | rows=[10] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK11 | value='0.347' | fill=00000000 | rows=[10] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL11 | value='19050' | fill=9 | rows=[10] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM11 | value='0.358' | fill=00000000 | rows=[10] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN11 | value='17160' | fill=9 | rows=[10] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO11 | value='0.363' | fill=00000000 | rows=[10] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP11 | value='17270' | fill=9 | rows=[10] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ11 | value='0.369' | fill=00000000 | rows=[10] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell C12 | value='45-59' | fill=FF00B050 | rows=[11] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D12 | value='142410' | fill=00000000 | rows=[11] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E12 | value='0.251' | fill=00000000 | rows=[11] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F12 | value='137550' | fill=9 | rows=[11] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G12 | value='0.258' | fill=00000000 | rows=[11] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H12 | value='129700' | fill=9 | rows=[11] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I12 | value='0.259' | fill=00000000 | rows=[11] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J12 | value='125920' | fill=9 | rows=[11] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K12 | value='0.257' | fill=00000000 | rows=[11] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L12 | value='119860' | fill=9 | rows=[11] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M12 | value='0.278' | fill=00000000 | rows=[11] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N12 | value='116700' | fill=9 | rows=[11] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O12 | value='0.282' | fill=00000000 | rows=[11] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P12 | value='111170' | fill=9 | rows=[11] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q12 | value='0.283' | fill=00000000 | rows=[11] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R12 | value='107200' | fill=9 | rows=[11] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S12 | value='0.279' | fill=00000000 | rows=[11] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T12 | value='15580' | fill=9 | rows=[11] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U12 | value='0.274' | fill=00000000 | rows=[11] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V12 | value='14110' | fill=9 | rows=[11] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W12 | value='0.282' | fill=00000000 | rows=[11] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X12 | value='12330' | fill=9 | rows=[11] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y12 | value='0.274' | fill=00000000 | rows=[11] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z12 | value='12650' | fill=9 | rows=[11] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA12 | value='0.279' | fill=00000000 | rows=[11] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB12 | value='4180' | fill=9 | rows=[11] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC12 | value='0.102' | fill=00000000 | rows=[11] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD12 | value='3540' | fill=9 | rows=[11] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE12 | value='0.106' | fill=00000000 | rows=[11] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF12 | value='3070' | fill=9 | rows=[11] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG12 | value='0.106' | fill=00000000 | rows=[11] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH12 | value='2940' | fill=9 | rows=[11] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI12 | value='0.111' | fill=00000000 | rows=[11] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ12 | value='6140' | fill=9 | rows=[11] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK12 | value='0.104' | fill=00000000 | rows=[11] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL12 | value='6100' | fill=9 | rows=[11] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM12 | value='0.115' | fill=00000000 | rows=[11] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN12 | value='5730' | fill=9 | rows=[11] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO12 | value='0.121' | fill=00000000 | rows=[11] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP12 | value='5800' | fill=9 | rows=[11] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ12 | value='0.124' | fill=00000000 | rows=[11] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell C13 | value='60+' | fill=FF00B050 | rows=[12] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D13 | value='138990' | fill=00000000 | rows=[12] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E13 | value='0.245' | fill=00000000 | rows=[12] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F13 | value='130270' | fill=9 | rows=[12] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G13 | value='0.244' | fill=00000000 | rows=[12] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H13 | value='125930' | fill=9 | rows=[12] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I13 | value='0.252' | fill=00000000 | rows=[12] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J13 | value='124480' | fill=9 | rows=[12] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K13 | value='0.254' | fill=00000000 | rows=[12] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L13 | value='127830' | fill=9 | rows=[12] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M13 | value='0.297' | fill=00000000 | rows=[12] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N13 | value='119920' | fill=9 | rows=[12] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O13 | value='0.29' | fill=00000000 | rows=[12] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P13 | value='116240' | fill=9 | rows=[12] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q13 | value='0.296' | fill=00000000 | rows=[12] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R13 | value='113830' | fill=9 | rows=[12] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S13 | value='0.296' | fill=00000000 | rows=[12] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T13 | value='9320' | fill=9 | rows=[12] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U13 | value='0.164' | fill=00000000 | rows=[12] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V13 | value='8230' | fill=9 | rows=[12] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W13 | value='0.165' | fill=00000000 | rows=[12] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X13 | value='7590' | fill=9 | rows=[12] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y13 | value='0.169' | fill=00000000 | rows=[12] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z13 | value='8560' | fill=9 | rows=[12] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA13 | value='0.189' | fill=00000000 | rows=[12] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB13 | value='1530' | fill=9 | rows=[12] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC13 | value='0.037' | fill=00000000 | rows=[12] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD13 | value='1010' | fill=9 | rows=[12] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE13 | value='0.03' | fill=00000000 | rows=[12] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF13 | value='900' | fill=9 | rows=[12] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG13 | value='0.031' | fill=00000000 | rows=[12] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH13 | value='900' | fill=9 | rows=[12] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI13 | value='0.034' | fill=00000000 | rows=[12] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ13 | value='2440' | fill=9 | rows=[12] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK13 | value='0.041' | fill=00000000 | rows=[12] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL13 | value='2410' | fill=9 | rows=[12] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM13 | value='0.045' | fill=00000000 | rows=[12] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN13 | value='2250' | fill=9 | rows=[12] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO13 | value='0.048' | fill=00000000 | rows=[12] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP13 | value='2650' | fill=9 | rows=[12] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ13 | value='0.057' | fill=00000000 | rows=[12] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell C14 | value='Not Known' | fill=FF00B050 | rows=[13] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D14 | value='2520' | fill=00000000 | rows=[13] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E14 | value='-' | fill=00000000 | rows=[13] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F14 | value='1610' | fill=9 | rows=[13] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G14 | value='-' | fill=00000000 | rows=[13] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H14 | value='1930' | fill=9 | rows=[13] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I14 | value='-' | fill=00000000 | rows=[13] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J14 | value='1090' | fill=9 | rows=[13] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K14 | value='-' | fill=00000000 | rows=[13] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L14 | value='1640' | fill=9 | rows=[13] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M14 | value='-' | fill=00000000 | rows=[13] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N14 | value='940' | fill=9 | rows=[13] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O14 | value='-' | fill=00000000 | rows=[13] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P14 | value='1370' | fill=9 | rows=[13] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q14 | value='-' | fill=00000000 | rows=[13] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R14 | value='690' | fill=9 | rows=[13] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S14 | value='-' | fill=00000000 | rows=[13] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T14 | value='370' | fill=9 | rows=[13] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U14 | value='-' | fill=00000000 | rows=[13] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V14 | value='190' | fill=9 | rows=[13] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W14 | value='-' | fill=00000000 | rows=[13] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X14 | value='170' | fill=9 | rows=[13] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y14 | value='-' | fill=00000000 | rows=[13] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z14 | value='140' | fill=9 | rows=[13] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA14 | value='-' | fill=00000000 | rows=[13] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB14 | value='110' | fill=9 | rows=[13] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC14 | value='-' | fill=00000000 | rows=[13] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD14 | value='140' | fill=9 | rows=[13] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE14 | value='-' | fill=00000000 | rows=[13] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF14 | value='100' | fill=9 | rows=[13] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG14 | value='-' | fill=00000000 | rows=[13] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH14 | value='80' | fill=9 | rows=[13] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI14 | value='-' | fill=00000000 | rows=[13] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ14 | value='410' | fill=9 | rows=[13] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK14 | value='-' | fill=00000000 | rows=[13] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL14 | value='350' | fill=9 | rows=[13] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM14 | value='-' | fill=00000000 | rows=[13] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN14 | value='300' | fill=9 | rows=[13] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO14 | value='-' | fill=00000000 | rows=[13] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP14 | value='190' | fill=9 | rows=[13] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ14 | value='-' | fill=00000000 | rows=[13] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell C15 | value='Total' | fill=00000000 | rows=[14] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D15 | value='570600' | fill=00000000 | rows=[14] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E15 | value='1' | fill=00000000 | rows=[14] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F15 | value='535800' | fill=00000000 | rows=[14] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G15 | value='1' | fill=00000000 | rows=[14] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H15 | value='502100' | fill=00000000 | rows=[14] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I15 | value='1' | fill=00000000 | rows=[14] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J15 | value='490300' | fill=00000000 | rows=[14] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K15 | value='1' | fill=00000000 | rows=[14] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L15 | value='432700' | fill=00000000 | rows=[14] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M15 | value='1' | fill=00000000 | rows=[14] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N15 | value='414600' | fill=00000000 | rows=[14] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O15 | value='1' | fill=00000000 | rows=[14] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P15 | value='394100' | fill=00000000 | rows=[14] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q15 | value='1' | fill=00000000 | rows=[14] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R15 | value='385500' | fill=00000000 | rows=[14] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S15 | value='1' | fill=00000000 | rows=[14] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T15 | value='57300' | fill=00000000 | rows=[14] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U15 | value='1' | fill=00000000 | rows=[14] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V15 | value='50200' | fill=00000000 | rows=[14] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W15 | value='1' | fill=00000000 | rows=[14] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X15 | value='45100' | fill=00000000 | rows=[14] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y15 | value='1' | fill=00000000 | rows=[14] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z15 | value='45500' | fill=00000000 | rows=[14] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA15 | value='1' | fill=00000000 | rows=[14] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB15 | value='41100' | fill=00000000 | rows=[14] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC15 | value='1' | fill=00000000 | rows=[14] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD15 | value='33600' | fill=00000000 | rows=[14] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE15 | value='1' | fill=00000000 | rows=[14] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF15 | value='29200' | fill=00000000 | rows=[14] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG15 | value='1' | fill=00000000 | rows=[14] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH15 | value='26500' | fill=00000000 | rows=[14] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI15 | value='1' | fill=00000000 | rows=[14] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ15 | value='59500' | fill=00000000 | rows=[14] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK15 | value='1' | fill=00000000 | rows=[14] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL15 | value='53500' | fill=00000000 | rows=[14] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM15 | value='1' | fill=00000000 | rows=[14] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN15 | value='47600' | fill=00000000 | rows=[14] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO15 | value='1' | fill=00000000 | rows=[14] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP15 | value='46900' | fill=00000000 | rows=[14] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ15 | value='1' | fill=00000000 | rows=[14] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell A17 | value='Gender' | fill=FF00B050 | rows=[16] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C17 | value='Female' | fill=FF00B050 | rows=[16] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D17 | value='412250' | fill=00000000 | rows=[16] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E17 | value='0.723' | fill=00000000 | rows=[16] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F17 | value='387420' | fill=9 | rows=[16] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G17 | value='0.723' | fill=00000000 | rows=[16] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H17 | value='365680' | fill=9 | rows=[16] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I17 | value='0.728' | fill=00000000 | rows=[16] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J17 | value='359310' | fill=9 | rows=[16] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K17 | value='0.733' | fill=00000000 | rows=[16] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L17 | value='304390' | fill=9 | rows=[16] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M17 | value='0.703' | fill=00000000 | rows=[16] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N17 | value='292410' | fill=9 | rows=[16] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O17 | value='0.705' | fill=00000000 | rows=[16] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P17 | value='280920' | fill=9 | rows=[16] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q17 | value='0.713' | fill=00000000 | rows=[16] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R17 | value='276550' | fill=9 | rows=[16] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S17 | value='0.717' | fill=00000000 | rows=[16] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T17 | value='37150' | fill=9 | rows=[16] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U17 | value='0.649' | fill=00000000 | rows=[16] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V17 | value='32590' | fill=9 | rows=[16] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W17 | value='0.649' | fill=00000000 | rows=[16] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X17 | value='29580' | fill=9 | rows=[16] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y17 | value='0.655' | fill=00000000 | rows=[16] | cols=[24] | col_header=False | row_header=False | metadata=False
