=== economy-table64.xlsx ===
Cell E1 | value='FEB2014' | fill=FFFFFF00 | rows=[0] | cols=[4, 5, 6, 7] | col_header=True | row_header=False | metadata=False
Cell E32 | value='749.996666666666' | fill=9 | rows=[31] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G32 | value='250' | fill=9 | rows=[31] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H32 | value='499.996666666666' | fill=9 | rows=[31] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A33 | value='3month' | fill=FF00B050 | rows=[32] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B33 | value='MAR' | fill=FF00B050 | rows=[32] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C33 | value='3' | fill=46 | rows=[32] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D33 | value='114003-40' | fill=FF00B0F0 | rows=[32] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E33 | value='0' | fill=9 | rows=[32] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H33 | value='0' | fill=9 | rows=[32] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A34 | value='12 month' | fill=FF00B050 | rows=[33] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B34 | value='MAR' | fill=FF00B050 | rows=[33] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C34 | value='12' | fill=46 | rows=[33] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D34 | value='114003-40' | fill=FF00B0F0 | rows=[33] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E34 | value='1120' | fill=9 | rows=[33] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G34 | value='280' | fill=9 | rows=[33] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H34 | value='840' | fill=9 | rows=[33] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A35 | value='3month' | fill=FF00B050 | rows=[34] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B35 | value='APR' | fill=FF00B050 | rows=[34] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C35 | value='3' | fill=46 | rows=[34] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D35 | value='114003-40' | fill=FF00B0F0 | rows=[34] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E35 | value='0' | fill=9 | rows=[34] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G35 | value='0' | fill=9 | rows=[34] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H35 | value='0' | fill=9 | rows=[34] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A36 | value='12 month' | fill=FF00B050 | rows=[35] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B36 | value='APR' | fill=FF00B050 | rows=[35] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C36 | value='12' | fill=46 | rows=[35] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D36 | value='114003-40' | fill=FF00B0F0 | rows=[35] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E36 | value='1000' | fill=9 | rows=[35] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G36 | value='200' | fill=9 | rows=[35] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H36 | value='800' | fill=9 | rows=[35] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A37 | value='3month' | fill=FF00B050 | rows=[36] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B37 | value='MAY' | fill=FF00B050 | rows=[36] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C37 | value='3' | fill=46 | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D37 | value='114003-40' | fill=FF00B0F0 | rows=[36] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E37 | value='0' | fill=9 | rows=[36] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G37 | value='0' | fill=9 | rows=[36] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H37 | value='0' | fill=9 | rows=[36] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A38 | value='12 month' | fill=FF00B050 | rows=[37] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B38 | value='MAY' | fill=FF00B050 | rows=[37] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C38 | value='12' | fill=46 | rows=[37] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D38 | value='114003-40' | fill=FF00B0F0 | rows=[37] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E38 | value='-1.4210854715202e-13' | fill=9 | rows=[37] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H38 | value='-1.4210854715202e-13' | fill=9 | rows=[37] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A39 | value='3month' | fill=FF00B050 | rows=[38] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B39 | value='JUN' | fill=FF00B050 | rows=[38] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C39 | value='3' | fill=46 | rows=[38] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D39 | value='114003-40' | fill=FF00B0F0 | rows=[38] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E39 | value='0' | fill=9 | rows=[38] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H39 | value='0' | fill=9 | rows=[38] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A40 | value='12 month' | fill=FF00B050 | rows=[39] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B40 | value='JUN' | fill=FF00B050 | rows=[39] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C40 | value='12' | fill=46 | rows=[39] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D40 | value='114003-40' | fill=FF00B0F0 | rows=[39] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E40 | value='1166.65' | fill=9 | rows=[39] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G40 | value='166.67' | fill=9 | rows=[39] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H40 | value='999.9800000000001' | fill=9 | rows=[39] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A41 | value='3month' | fill=FF00B050 | rows=[40] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B41 | value='JUL' | fill=FF00B050 | rows=[40] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C41 | value='3' | fill=46 | rows=[40] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D41 | value='114003-40' | fill=FF00B0F0 | rows=[40] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E41 | value='0' | fill=9 | rows=[40] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H41 | value='0' | fill=9 | rows=[40] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A42 | value='12 month' | fill=FF00B050 | rows=[41] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B42 | value='JUL' | fill=FF00B050 | rows=[41] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C42 | value='12' | fill=46 | rows=[41] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D42 | value='114003-40' | fill=FF00B0F0 | rows=[41] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E42 | value='2266.66' | fill=9 | rows=[41] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G42 | value='283.33' | fill=9 | rows=[41] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H42 | value='1983.33' | fill=9 | rows=[41] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A43 | value='3month' | fill=FF00B050 | rows=[42] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B43 | value='AUG' | fill=FF00B050 | rows=[42] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C43 | value='3' | fill=46 | rows=[42] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D43 | value='114003-40' | fill=FF00B0F0 | rows=[42] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E43 | value='0' | fill=9 | rows=[42] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H43 | value='0' | fill=9 | rows=[42] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A44 | value='12 month' | fill=FF00B050 | rows=[43] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B44 | value='AUG' | fill=FF00B050 | rows=[43] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C44 | value='12' | fill=46 | rows=[43] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D44 | value='114003-40' | fill=FF00B0F0 | rows=[43] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E44 | value='1499.99' | fill=9 | rows=[43] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G44 | value='166.66' | fill=9 | rows=[43] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H44 | value='1333.33' | fill=9 | rows=[43] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A45 | value='3month' | fill=FF00B050 | rows=[44] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B45 | value='SEP' | fill=FF00B050 | rows=[44] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C45 | value='3' | fill=46 | rows=[44] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D45 | value='114003-40' | fill=FF00B0F0 | rows=[44] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E45 | value='480' | fill=9 | rows=[44] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G45 | value='480' | fill=9 | rows=[44] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H45 | value='0' | fill=9 | rows=[44] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A46 | value='12 month' | fill=FF00B050 | rows=[45] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B46 | value='SEP' | fill=FF00B050 | rows=[45] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C46 | value='12' | fill=46 | rows=[45] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D46 | value='114003-40' | fill=FF00B0F0 | rows=[45] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E46 | value='833.34' | fill=9 | rows=[45] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G46 | value='83.34' | fill=9 | rows=[45] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H46 | value='750' | fill=9 | rows=[45] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A47 | value='3month' | fill=FF00B050 | rows=[46] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B47 | value='OCT' | fill=FF00B050 | rows=[46] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C47 | value='3' | fill=46 | rows=[46] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D47 | value='114003-40' | fill=FF00B0F0 | rows=[46] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E47 | value='1600' | fill=9 | rows=[46] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G47 | value='800' | fill=9 | rows=[46] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H47 | value='800' | fill=9 | rows=[46] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A48 | value='12 month' | fill=FF00B050 | rows=[47] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B48 | value='OCT' | fill=FF00B050 | rows=[47] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C48 | value='12' | fill=46 | rows=[47] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D48 | value='114003-40' | fill=FF00B0F0 | rows=[47] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E48 | value='916.67' | fill=9 | rows=[47] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G48 | value='83.34' | fill=9 | rows=[47] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H48 | value='833.3299999999999' | fill=9 | rows=[47] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A49 | value='3month' | fill=FF00B050 | rows=[48] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B49 | value='NOV' | fill=FF00B050 | rows=[48] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C49 | value='3' | fill=46 | rows=[48] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D49 | value='114003-40' | fill=FF00B0F0 | rows=[48] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E49 | value='0' | fill=9 | rows=[48] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F49 | value='2240' | fill=9 | rows=[48] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G49 | value='746.67' | fill=9 | rows=[48] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H49 | value='1493.33' | fill=9 | rows=[48] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A50 | value='12 month' | fill=FF00B050 | rows=[49] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B50 | value='NOV' | fill=FF00B050 | rows=[49] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C50 | value='12' | fill=46 | rows=[49] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D50 | value='114003-40' | fill=FF00B0F0 | rows=[49] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E50 | value='0.00272727272704287' | fill=9 | rows=[49] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F50 | value='1500' | fill=9 | rows=[49] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G50 | value='125' | fill=9 | rows=[49] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H50 | value='1375.002727272727' | fill=9 | rows=[49] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A51 | value='3month' | fill=FF00B050 | rows=[50] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B51 | value='DEC' | fill=FF00B050 | rows=[50] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C51 | value='3' | fill=46 | rows=[50] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D51 | value='114003-40' | fill=FF00B0F0 | rows=[50] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E51 | value='0' | fill=9 | rows=[50] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H51 | value='0' | fill=9 | rows=[50] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A52 | value='12 month' | fill=FF00B050 | rows=[51] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B52 | value='DEC' | fill=FF00B050 | rows=[51] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C52 | value='12' | fill=46 | rows=[51] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D52 | value='114003-40' | fill=FF00B0F0 | rows=[51] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E52 | value='0' | fill=9 | rows=[51] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H52 | value='0' | fill=9 | rows=[51] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A53 | value='TOTAL' | fill=FF00B0F0 | rows=[52] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell D53 | value='0' | fill=None | rows=[52] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E53 | value='12258.35606060606' | fill=00000000 | rows=[52] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F53 | value='3740' | fill=00000000 | rows=[52] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G53 | value='4081.7100000000005' | fill=00000000 | rows=[52] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H53 | value='11916.646060606061' | fill=00000000 | rows=[52] | cols=[7] | col_header=False | row_header=False | metadata=False

