=== sport-table08.xlsx ===
Cell C1 | value='Home' | fill=FFFFFF00 | rows=[0] | cols=[2, 3, 4, 5, 6, 7, 8, 9] | col_header=True | row_header=False | metadata=False
Cell U1 | value='Total' | fill=FF00B0F0 | rows=[0] | cols=[20, 21, 22, 23, 24, 25, 26, 27] | col_header=False | row_header=False | metadata=True
Cell C2 | value='G' | fill=FFFFFF00 | rows=[1] | cols=[2] | col_header=True | row_header=False | metadata=False
Cell D2 | value='W' | fill=FFFFFF00 | rows=[1] | cols=[3] | col_header=True | row_header=False | metadata=False
Cell E2 | value='T' | fill=FFFFFF00 | rows=[1] | cols=[4] | col_header=True | row_header=False | metadata=False
Cell F2 | value='L' | fill=FFFFFF00 | rows=[1] | cols=[5] | col_header=True | row_header=False | metadata=False
Cell G2 | value='GF' | fill=FFFFFF00 | rows=[1] | cols=[6] | col_header=True | row_header=False | metadata=False
Cell I2 | value='GA' | fill=FFFFFF00 | rows=[1] | cols=[8] | col_header=True | row_header=False | metadata=False
Cell L2 | value='G' | fill=FFFFFF00 | rows=[1] | cols=[11] | col_header=True | row_header=False | metadata=False
Cell M2 | value='W' | fill=FFFFFF00 | rows=[1] | cols=[12] | col_header=True | row_header=False | metadata=False
Cell N2 | value='T' | fill=FFFFFF00 | rows=[1] | cols=[13] | col_header=True | row_header=False | metadata=False
Cell O2 | value='L' | fill=FFFFFF00 | rows=[1] | cols=[14] | col_header=True | row_header=False | metadata=False
Cell P2 | value='GF' | fill=FFFFFF00 | rows=[1] | cols=[15] | col_header=True | row_header=False | metadata=False
Cell R2 | value='GA' | fill=FFFFFF00 | rows=[1] | cols=[17] | col_header=True | row_header=False | metadata=False
Cell U2 | value='G' | fill=FF00B0F0 | rows=[1] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V2 | value='W' | fill=FF00B0F0 | rows=[1] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W2 | value='T' | fill=FF00B0F0 | rows=[1] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X2 | value='L' | fill=FF00B0F0 | rows=[1] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y2 | value='GF' | fill=FF00B0F0 | rows=[1] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell AA2 | value='GA' | fill=FF00B0F0 | rows=[1] | cols=[26] | col_header=False | row_header=False | metadata=True
Cell AC2 | value='Points' | fill=FF00B0F0 | rows=[1] | cols=[28] | col_header=False | row_header=False | metadata=True
Cell A3 | value='1' | fill=FF00B0F0 | rows=[2] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B3 | value='Sp. Braga' | fill=FF00B050 | rows=[2] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C3 | value='1' | fill=00000000 | rows=[2] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D3 | value='1' | fill=00000000 | rows=[2] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E3 | value='0' | fill=00000000 | rows=[2] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F3 | value='0' | fill=00000000 | rows=[2] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G3 | value='3' | fill=00000000 | rows=[2] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H3 | value='-' | fill=00000000 | rows=[2] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I3 | value='0' | fill=00000000 | rows=[2] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J3 | value='3' | fill=00000000 | rows=[2] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell L3 | value='0' | fill=00000000 | rows=[2] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M3 | value='0' | fill=00000000 | rows=[2] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N3 | value='0' | fill=00000000 | rows=[2] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O3 | value='0' | fill=00000000 | rows=[2] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P3 | value='0' | fill=00000000 | rows=[2] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q3 | value='-' | fill=00000000 | rows=[2] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R3 | value='0' | fill=00000000 | rows=[2] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S3 | value='0' | fill=00000000 | rows=[2] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell U3 | value='1' | fill=FF00B0F0 | rows=[2] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V3 | value='1' | fill=FF00B0F0 | rows=[2] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W3 | value='0' | fill=FF00B0F0 | rows=[2] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X3 | value='0' | fill=FF00B0F0 | rows=[2] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y3 | value='3' | fill=FF00B0F0 | rows=[2] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z3 | value='-' | fill=FF00B0F0 | rows=[2] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell AA3 | value='0' | fill=FF00B0F0 | rows=[2] | cols=[26] | col_header=False | row_header=False | metadata=True
Cell AB3 | value='3' | fill=FF00B0F0 | rows=[2] | cols=[27] | col_header=False | row_header=False | metadata=True
Cell AC3 | value='3' | fill=FF00B0F0 | rows=[2] | cols=[28] | col_header=False | row_header=False | metadata=True
Cell A4 | value='2' | fill=FF00B0F0 | rows=[3] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B4 | value='V. Guimarães' | fill=FF00B050 | rows=[3] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C4 | value='0' | fill=00000000 | rows=[3] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4 | value='0' | fill=00000000 | rows=[3] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E4 | value='0' | fill=00000000 | rows=[3] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F4 | value='0' | fill=00000000 | rows=[3] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G4 | value='0' | fill=00000000 | rows=[3] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H4 | value='-' | fill=00000000 | rows=[3] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I4 | value='0' | fill=00000000 | rows=[3] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J4 | value='0' | fill=00000000 | rows=[3] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell L4 | value='1' | fill=00000000 | rows=[3] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M4 | value='1' | fill=00000000 | rows=[3] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N4 | value='0' | fill=00000000 | rows=[3] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O4 | value='0' | fill=00000000 | rows=[3] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P4 | value='3' | fill=00000000 | rows=[3] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q4 | value='-' | fill=00000000 | rows=[3] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R4 | value='1' | fill=00000000 | rows=[3] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S4 | value='2' | fill=00000000 | rows=[3] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell U4 | value='1' | fill=FF00B0F0 | rows=[3] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V4 | value='1' | fill=FF00B0F0 | rows=[3] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W4 | value='0' | fill=FF00B0F0 | rows=[3] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X4 | value='0' | fill=FF00B0F0 | rows=[3] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y4 | value='3' | fill=FF00B0F0 | rows=[3] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z4 | value='-' | fill=FF00B0F0 | rows=[3] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell AA4 | value='1' | fill=FF00B0F0 | rows=[3] | cols=[26] | col_header=False | row_header=False | metadata=True
Cell AB4 | value='2' | fill=FF00B0F0 | rows=[3] | cols=[27] | col_header=False | row_header=False | metadata=True
Cell AC4 | value='3' | fill=FF00B0F0 | rows=[3] | cols=[28] | col_header=False | row_header=False | metadata=True
Cell A5 | value='3' | fill=FF00B0F0 | rows=[4] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B5 | value='Belenenses' | fill=FF00B050 | rows=[4] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C5 | value='0' | fill=00000000 | rows=[4] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D5 | value='0' | fill=00000000 | rows=[4] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E5 | value='0' | fill=00000000 | rows=[4] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F5 | value='0' | fill=00000000 | rows=[4] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G5 | value='0' | fill=00000000 | rows=[4] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H5 | value='-' | fill=00000000 | rows=[4] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I5 | value='0' | fill=00000000 | rows=[4] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J5 | value='0' | fill=00000000 | rows=[4] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell L5 | value='1' | fill=00000000 | rows=[4] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M5 | value='1' | fill=00000000 | rows=[4] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N5 | value='0' | fill=00000000 | rows=[4] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O5 | value='0' | fill=00000000 | rows=[4] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P5 | value='3' | fill=00000000 | rows=[4] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q5 | value='-' | fill=00000000 | rows=[4] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R5 | value='1' | fill=00000000 | rows=[4] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S5 | value='2' | fill=00000000 | rows=[4] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell U5 | value='1' | fill=FF00B0F0 | rows=[4] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V5 | value='1' | fill=FF00B0F0 | rows=[4] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W5 | value='0' | fill=FF00B0F0 | rows=[4] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X5 | value='0' | fill=FF00B0F0 | rows=[4] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y5 | value='3' | fill=FF00B0F0 | rows=[4] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z5 | value='-' | fill=FF00B0F0 | rows=[4] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell AA5 | value='1' | fill=FF00B0F0 | rows=[4] | cols=[26] | col_header=False | row_header=False | metadata=True
Cell AB5 | value='2' | fill=FF00B0F0 | rows=[4] | cols=[27] | col_header=False | row_header=False | metadata=True
Cell AC5 | value='3' | fill=FF00B0F0 | rows=[4] | cols=[28] | col_header=False | row_header=False | metadata=True
Cell A6 | value='4' | fill=FF00B0F0 | rows=[5] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B6 | value='Benfica' | fill=FF00B050 | rows=[5] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C6 | value='1' | fill=00000000 | rows=[5] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D6 | value='1' | fill=00000000 | rows=[5] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E6 | value='0' | fill=00000000 | rows=[5] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F6 | value='0' | fill=00000000 | rows=[5] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G6 | value='2' | fill=00000000 | rows=[5] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H6 | value='-' | fill=00000000 | rows=[5] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I6 | value='0' | fill=00000000 | rows=[5] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J6 | value='2' | fill=00000000 | rows=[5] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell L6 | value='0' | fill=00000000 | rows=[5] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M6 | value='0' | fill=00000000 | rows=[5] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N6 | value='0' | fill=00000000 | rows=[5] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O6 | value='0' | fill=00000000 | rows=[5] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P6 | value='0' | fill=00000000 | rows=[5] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q6 | value='-' | fill=00000000 | rows=[5] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R6 | value='0' | fill=00000000 | rows=[5] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S6 | value='0' | fill=00000000 | rows=[5] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell U6 | value='1' | fill=FF00B0F0 | rows=[5] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V6 | value='1' | fill=FF00B0F0 | rows=[5] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W6 | value='0' | fill=FF00B0F0 | rows=[5] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X6 | value='0' | fill=FF00B0F0 | rows=[5] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y6 | value='2' | fill=FF00B0F0 | rows=[5] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z6 | value='-' | fill=FF00B0F0 | rows=[5] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell AA6 | value='0' | fill=FF00B0F0 | rows=[5] | cols=[26] | col_header=False | row_header=False | metadata=True
Cell AB6 | value='2' | fill=FF00B0F0 | rows=[5] | cols=[27] | col_header=False | row_header=False | metadata=True
Cell AC6 | value='3' | fill=FF00B0F0 | rows=[5] | cols=[28] | col_header=False | row_header=False | metadata=True
Cell A7 | value='5' | fill=FF00B0F0 | rows=[6] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B7 | value='F.C. Porto' | fill=FF00B050 | rows=[6] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C7 | value='1' | fill=00000000 | rows=[6] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D7 | value='1' | fill=00000000 | rows=[6] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E7 | value='0' | fill=00000000 | rows=[6] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F7 | value='0' | fill=00000000 | rows=[6] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G7 | value='2' | fill=00000000 | rows=[6] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H7 | value='-' | fill=00000000 | rows=[6] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I7 | value='0' | fill=00000000 | rows=[6] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J7 | value='2' | fill=00000000 | rows=[6] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell L7 | value='0' | fill=00000000 | rows=[6] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M7 | value='0' | fill=00000000 | rows=[6] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N7 | value='0' | fill=00000000 | rows=[6] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O7 | value='0' | fill=00000000 | rows=[6] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P7 | value='0' | fill=00000000 | rows=[6] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q7 | value='-' | fill=00000000 | rows=[6] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R7 | value='0' | fill=00000000 | rows=[6] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S7 | value='0' | fill=00000000 | rows=[6] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell U7 | value='1' | fill=FF00B0F0 | rows=[6] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V7 | value='1' | fill=FF00B0F0 | rows=[6] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W7 | value='0' | fill=FF00B0F0 | rows=[6] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X7 | value='0' | fill=FF00B0F0 | rows=[6] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y7 | value='2' | fill=FF00B0F0 | rows=[6] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z7 | value='-' | fill=FF00B0F0 | rows=[6] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell AA7 | value='0' | fill=FF00B0F0 | rows=[6] | cols=[26] | col_header=False | row_header=False | metadata=True
Cell AB7 | value='2' | fill=FF00B0F0 | rows=[6] | cols=[27] | col_header=False | row_header=False | metadata=True
Cell AC7 | value='3' | fill=FF00B0F0 | rows=[6] | cols=[28] | col_header=False | row_header=False | metadata=True
Cell A8 | value='6' | fill=FF00B0F0 | rows=[7] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B8 | value='Rio Ave' | fill=FF00B050 | rows=[7] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C8 | value='1' | fill=00000000 | rows=[7] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D8 | value='1' | fill=00000000 | rows=[7] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E8 | value='0' | fill=00000000 | rows=[7] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F8 | value='0' | fill=00000000 | rows=[7] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G8 | value='2' | fill=00000000 | rows=[7] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H8 | value='-' | fill=00000000 | rows=[7] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I8 | value='0' | fill=00000000 | rows=[7] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J8 | value='2' | fill=00000000 | rows=[7] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell L8 | value='0' | fill=00000000 | rows=[7] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M8 | value='0' | fill=00000000 | rows=[7] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N8 | value='0' | fill=00000000 | rows=[7] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O8 | value='0' | fill=00000000 | rows=[7] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P8 | value='0' | fill=00000000 | rows=[7] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q8 | value='-' | fill=00000000 | rows=[7] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R8 | value='0' | fill=00000000 | rows=[7] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S8 | value='0' | fill=00000000 | rows=[7] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell U8 | value='1' | fill=FF00B0F0 | rows=[7] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V8 | value='1' | fill=FF00B0F0 | rows=[7] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W8 | value='0' | fill=FF00B0F0 | rows=[7] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X8 | value='0' | fill=FF00B0F0 | rows=[7] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y8 | value='2' | fill=FF00B0F0 | rows=[7] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z8 | value='-' | fill=FF00B0F0 | rows=[7] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell AA8 | value='0' | fill=FF00B0F0 | rows=[7] | cols=[26] | col_header=False | row_header=False | metadata=True
Cell AB8 | value='2' | fill=FF00B0F0 | rows=[7] | cols=[27] | col_header=False | row_header=False | metadata=True
Cell AC8 | value='3' | fill=FF00B0F0 | rows=[7] | cols=[28] | col_header=False | row_header=False | metadata=True
Cell A9 | value='7' | fill=FF00B0F0 | rows=[8] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B9 | value='Moreirense' | fill=FF00B050 | rows=[8] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C9 | value='0' | fill=00000000 | rows=[8] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D9 | value='0' | fill=00000000 | rows=[8] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E9 | value='0' | fill=00000000 | rows=[8] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F9 | value='0' | fill=00000000 | rows=[8] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G9 | value='0' | fill=00000000 | rows=[8] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H9 | value='-' | fill=00000000 | rows=[8] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I9 | value='0' | fill=00000000 | rows=[8] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J9 | value='0' | fill=00000000 | rows=[8] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell L9 | value='1' | fill=00000000 | rows=[8] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M9 | value='1' | fill=00000000 | rows=[8] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N9 | value='0' | fill=00000000 | rows=[8] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O9 | value='0' | fill=00000000 | rows=[8] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P9 | value='1' | fill=00000000 | rows=[8] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q9 | value='-' | fill=00000000 | rows=[8] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R9 | value='0' | fill=00000000 | rows=[8] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S9 | value='1' | fill=00000000 | rows=[8] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell U9 | value='1' | fill=FF00B0F0 | rows=[8] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V9 | value='1' | fill=FF00B0F0 | rows=[8] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W9 | value='0' | fill=FF00B0F0 | rows=[8] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X9 | value='0' | fill=FF00B0F0 | rows=[8] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y9 | value='1' | fill=FF00B0F0 | rows=[8] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z9 | value='-' | fill=FF00B0F0 | rows=[8] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell AA9 | value='0' | fill=FF00B0F0 | rows=[8] | cols=[26] | col_header=False | row_header=False | metadata=True
Cell AB9 | value='1' | fill=FF00B0F0 | rows=[8] | cols=[27] | col_header=False | row_header=False | metadata=True
Cell AC9 | value='3' | fill=FF00B0F0 | rows=[8] | cols=[28] | col_header=False | row_header=False | metadata=True
Cell A10 | value='8' | fill=FF00B0F0 | rows=[9] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B10 | value='Sporting' | fill=FF00B050 | rows=[9] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C10 | value='0' | fill=00000000 | rows=[9] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D10 | value='0' | fill=00000000 | rows=[9] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E10 | value='0' | fill=00000000 | rows=[9] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F10 | value='0' | fill=00000000 | rows=[9] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G10 | value='0' | fill=00000000 | rows=[9] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H10 | value='-' | fill=00000000 | rows=[9] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I10 | value='0' | fill=00000000 | rows=[9] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J10 | value='0' | fill=00000000 | rows=[9] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell L10 | value='1' | fill=00000000 | rows=[9] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M10 | value='0' | fill=00000000 | rows=[9] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N10 | value='1' | fill=00000000 | rows=[9] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O10 | value='0' | fill=00000000 | rows=[9] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P10 | value='1' | fill=00000000 | rows=[9] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q10 | value='-' | fill=00000000 | rows=[9] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R10 | value='1' | fill=00000000 | rows=[9] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S10 | value='0' | fill=00000000 | rows=[9] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell U10 | value='1' | fill=FF00B0F0 | rows=[9] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V10 | value='0' | fill=FF00B0F0 | rows=[9] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W10 | value='1' | fill=FF00B0F0 | rows=[9] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X10 | value='0' | fill=FF00B0F0 | rows=[9] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y10 | value='1' | fill=FF00B0F0 | rows=[9] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z10 | value='-' | fill=FF00B0F0 | rows=[9] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell AA10 | value='1' | fill=FF00B0F0 | rows=[9] | cols=[26] | col_header=False | row_header=False | metadata=True
Cell AB10 | value='0' | fill=FF00B0F0 | rows=[9] | cols=[27] | col_header=False | row_header=False | metadata=True
Cell AC10 | value='1' | fill=FF00B0F0 | rows=[9] | cols=[28] | col_header=False | row_header=False | metadata=True
Cell A11 | value='9' | fill=FF00B0F0 | rows=[10] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B11 | value='Académica' | fill=FF00B050 | rows=[10] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C11 | value='1' | fill=00000000 | rows=[10] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D11 | value='0' | fill=00000000 | rows=[10] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E11 | value='1' | fill=00000000 | rows=[10] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F11 | value='0' | fill=00000000 | rows=[10] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G11 | value='1' | fill=00000000 | rows=[10] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H11 | value='-' | fill=00000000 | rows=[10] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I11 | value='1' | fill=00000000 | rows=[10] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J11 | value='0' | fill=00000000 | rows=[10] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell L11 | value='0' | fill=00000000 | rows=[10] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M11 | value='0' | fill=00000000 | rows=[10] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N11 | value='0' | fill=00000000 | rows=[10] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O11 | value='0' | fill=00000000 | rows=[10] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P11 | value='0' | fill=00000000 | rows=[10] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q11 | value='-' | fill=00000000 | rows=[10] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R11 | value='0' | fill=00000000 | rows=[10] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S11 | value='0' | fill=00000000 | rows=[10] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell U11 | value='1' | fill=FF00B0F0 | rows=[10] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V11 | value='0' | fill=FF00B0F0 | rows=[10] | cols=[21] | col_header=False | row_header=False | metadata=True
