=== economy-table29.xlsx ===
Cell A1 | value='Time period' | fill=FFFFFF00 | rows=[0] | cols=[0, 1, 2, 3, 4, 5] | col_header=True | row_header=True | metadata=False
Cell A85 | value='Naphtha and Fuel-Oil Excise-Tax Exemptions and Rebates' | fill=FF00B050 | rows=[84] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B85 | value='·  Beneficiary' | fill=FF00B050 | rows=[84] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell A86 | value='Naphtha and Fuel-Oil Excise-Tax Exemptions and Rebates' | fill=FF00B050 | rows=[85] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B86 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[85] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C86 | value='Refining or processing stage' | fill=FF00B050 | rows=[85] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D86 | value='Petroleum' | fill=FF00B050 | rows=[85] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell A87 | value='Naphtha and Fuel-Oil Excise-Tax Exemptions and Rebates' | fill=FF00B050 | rows=[86] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B87 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[86] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C87 | value='Refining or processing stage' | fill=FF00B050 | rows=[86] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D87 | value='·  Fuel oil' | fill=FF00B050 | rows=[86] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E87 | value='Total economy' | fill=FF00B050 | rows=[86] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A88 | value='Naphtha and Fuel-Oil Excise-Tax Exemptions and Rebates' | fill=FF00B050 | rows=[87] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B88 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[87] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C88 | value='Refining or processing stage' | fill=FF00B050 | rows=[87] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D88 | value='·  Fuel oil' | fill=FF00B050 | rows=[87] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E88 | value='·  General government' | fill=FF00B050 | rows=[87] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A89 | value='Naphtha and Fuel-Oil Excise-Tax Exemptions and Rebates' | fill=FF00B050 | rows=[88] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B89 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[88] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C89 | value='Refining or processing stage' | fill=FF00B050 | rows=[88] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D89 | value='·  Fuel oil' | fill=FF00B050 | rows=[88] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E89 | value='·  ·  Central government' | fill=FF00B050 | rows=[88] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell G89 | value='..' | fill=00000000 | rows=[88] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H89 | value='..' | fill=00000000 | rows=[88] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I89 | value='..' | fill=00000000 | rows=[88] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J89 | value='..' | fill=00000000 | rows=[88] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K89 | value='..' | fill=00000000 | rows=[88] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L89 | value='..' | fill=00000000 | rows=[88] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M89 | value='..' | fill=00000000 | rows=[88] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N89 | value='..' | fill=00000000 | rows=[88] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O89 | value='..' | fill=00000000 | rows=[88] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P89 | value='..' | fill=00000000 | rows=[88] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q89 | value='..' | fill=00000000 | rows=[88] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R89 | value='..' | fill=00000000 | rows=[88] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S89 | value='..' | fill=00000000 | rows=[88] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T89 | value='..' | fill=00000000 | rows=[88] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A90 | value='Naphtha and Fuel-Oil Excise-Tax Exemptions and Rebates' | fill=FF00B050 | rows=[89] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B90 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[89] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C90 | value='Refining or processing stage' | fill=FF00B050 | rows=[89] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D90 | value='·  Naphtha' | fill=FF00B050 | rows=[89] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E90 | value='Total economy' | fill=FF00B050 | rows=[89] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A91 | value='Naphtha and Fuel-Oil Excise-Tax Exemptions and Rebates' | fill=FF00B050 | rows=[90] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B91 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[90] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C91 | value='Refining or processing stage' | fill=FF00B050 | rows=[90] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D91 | value='·  Naphtha' | fill=FF00B050 | rows=[90] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E91 | value='·  General government' | fill=FF00B050 | rows=[90] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A92 | value='Naphtha and Fuel-Oil Excise-Tax Exemptions and Rebates' | fill=FF00B050 | rows=[91] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B92 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[91] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C92 | value='Refining or processing stage' | fill=FF00B050 | rows=[91] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D92 | value='·  Naphtha' | fill=FF00B050 | rows=[91] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E92 | value='·  ·  Central government' | fill=FF00B050 | rows=[91] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell G92 | value='..' | fill=00000000 | rows=[91] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H92 | value='..' | fill=00000000 | rows=[91] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I92 | value='..' | fill=00000000 | rows=[91] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J92 | value='..' | fill=00000000 | rows=[91] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K92 | value='..' | fill=00000000 | rows=[91] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L92 | value='..' | fill=00000000 | rows=[91] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M92 | value='..' | fill=00000000 | rows=[91] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N92 | value='..' | fill=00000000 | rows=[91] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O92 | value='..' | fill=00000000 | rows=[91] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P92 | value='..' | fill=00000000 | rows=[91] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q92 | value='..' | fill=00000000 | rows=[91] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R92 | value='..' | fill=00000000 | rows=[91] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S92 | value='..' | fill=00000000 | rows=[91] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T92 | value='..' | fill=00000000 | rows=[91] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A93 | value='Zero Excise Tax on MTBE, Aromatics and Mixed Aromatics' | fill=FF00B050 | rows=[92] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B93 | value='Total' | fill=FF00B050 | rows=[92] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell A94 | value='Zero Excise Tax on MTBE, Aromatics and Mixed Aromatics' | fill=FF00B050 | rows=[93] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B94 | value='·  Beneficiary' | fill=FF00B050 | rows=[93] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell A95 | value='Zero Excise Tax on MTBE, Aromatics and Mixed Aromatics' | fill=FF00B050 | rows=[94] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B95 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[94] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C95 | value='Refining or processing stage' | fill=FF00B050 | rows=[94] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D95 | value='Petroleum' | fill=FF00B050 | rows=[94] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell A96 | value='Zero Excise Tax on MTBE, Aromatics and Mixed Aromatics' | fill=FF00B050 | rows=[95] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B96 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[95] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C96 | value='Refining or processing stage' | fill=FF00B050 | rows=[95] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D96 | value='·  Other oil products' | fill=FF00B050 | rows=[95] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E96 | value='Total economy' | fill=FF00B050 | rows=[95] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A97 | value='Zero Excise Tax on MTBE, Aromatics and Mixed Aromatics' | fill=FF00B050 | rows=[96] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B97 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[96] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C97 | value='Refining or processing stage' | fill=FF00B050 | rows=[96] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D97 | value='·  Other oil products' | fill=FF00B050 | rows=[96] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E97 | value='·  General government' | fill=FF00B050 | rows=[96] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A98 | value='Zero Excise Tax on MTBE, Aromatics and Mixed Aromatics' | fill=FF00B050 | rows=[97] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B98 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[97] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C98 | value='Refining or processing stage' | fill=FF00B050 | rows=[97] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D98 | value='·  Other oil products' | fill=FF00B050 | rows=[97] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E98 | value='·  ·  Central government' | fill=FF00B050 | rows=[97] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell G98 | value='..' | fill=00000000 | rows=[97] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H98 | value='..' | fill=00000000 | rows=[97] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I98 | value='..' | fill=00000000 | rows=[97] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J98 | value='..' | fill=00000000 | rows=[97] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K98 | value='..' | fill=00000000 | rows=[97] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L98 | value='..' | fill=00000000 | rows=[97] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M98 | value='..' | fill=00000000 | rows=[97] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N98 | value='..' | fill=00000000 | rows=[97] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O98 | value='..' | fill=00000000 | rows=[97] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P98 | value='..' | fill=00000000 | rows=[97] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q98 | value='..' | fill=00000000 | rows=[97] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R98 | value='..' | fill=00000000 | rows=[97] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S98 | value='..' | fill=00000000 | rows=[97] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T98 | value='..' | fill=00000000 | rows=[97] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A99 | value='Refund of Excise Tax for Own Use of Fuel in Oil and Gas Fields' | fill=FF00B050 | rows=[98] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B99 | value='Total' | fill=FF00B050 | rows=[98] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell A100 | value='Refund of Excise Tax for Own Use of Fuel in Oil and Gas Fields' | fill=FF00B050 | rows=[99] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B100 | value='·  Beneficiary' | fill=FF00B050 | rows=[99] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell A101 | value='Refund of Excise Tax for Own Use of Fuel in Oil and Gas Fields' | fill=FF00B050 | rows=[100] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B101 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[100] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C101 | value='Extraction or mining stage' | fill=FF00B050 | rows=[100] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D101 | value='Petroleum' | fill=FF00B050 | rows=[100] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell A102 | value='Refund of Excise Tax for Own Use of Fuel in Oil and Gas Fields' | fill=FF00B050 | rows=[101] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B102 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[101] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C102 | value='Extraction or mining stage' | fill=FF00B050 | rows=[101] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D102 | value='·  Liquefied Petroleum Gases' | fill=FF00B050 | rows=[101] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E102 | value='Total economy' | fill=FF00B050 | rows=[101] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A103 | value='Refund of Excise Tax for Own Use of Fuel in Oil and Gas Fields' | fill=FF00B050 | rows=[102] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B103 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[102] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C103 | value='Extraction or mining stage' | fill=FF00B050 | rows=[102] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D103 | value='·  Liquefied Petroleum Gases' | fill=FF00B050 | rows=[102] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E103 | value='·  General government' | fill=FF00B050 | rows=[102] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A104 | value='Refund of Excise Tax for Own Use of Fuel in Oil and Gas Fields' | fill=FF00B050 | rows=[103] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B104 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[103] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C104 | value='Extraction or mining stage' | fill=FF00B050 | rows=[103] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D104 | value='·  Liquefied Petroleum Gases' | fill=FF00B050 | rows=[103] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E104 | value='·  ·  Central government' | fill=FF00B050 | rows=[103] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell G104 | value='..' | fill=00000000 | rows=[103] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H104 | value='..' | fill=00000000 | rows=[103] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I104 | value='..' | fill=00000000 | rows=[103] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J104 | value='..' | fill=00000000 | rows=[103] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K104 | value='..' | fill=00000000 | rows=[103] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L104 | value='..' | fill=00000000 | rows=[103] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M104 | value='..' | fill=00000000 | rows=[103] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N104 | value='..' | fill=00000000 | rows=[103] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O104 | value='..' | fill=00000000 | rows=[103] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P104 | value='..' | fill=00000000 | rows=[103] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q104 | value='..' | fill=00000000 | rows=[103] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R104 | value='..' | fill=00000000 | rows=[103] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S104 | value='..' | fill=00000000 | rows=[103] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T104 | value='..' | fill=00000000 | rows=[103] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A105 | value='Refund of Excise Tax for Own Use of Fuel in Oil and Gas Fields' | fill=FF00B050 | rows=[104] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B105 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[104] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C105 | value='Extraction or mining stage' | fill=FF00B050 | rows=[104] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D105 | value='·  Gas/diesel oil excl. biofuels' | fill=FF00B050 | rows=[104] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E105 | value='Total economy' | fill=FF00B050 | rows=[104] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A106 | value='Refund of Excise Tax for Own Use of Fuel in Oil and Gas Fields' | fill=FF00B050 | rows=[105] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B106 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[105] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C106 | value='Extraction or mining stage' | fill=FF00B050 | rows=[105] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D106 | value='·  Gas/diesel oil excl. biofuels' | fill=FF00B050 | rows=[105] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E106 | value='·  General government' | fill=FF00B050 | rows=[105] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A107 | value='Refund of Excise Tax for Own Use of Fuel in Oil and Gas Fields' | fill=FF00B050 | rows=[106] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B107 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[106] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C107 | value='Extraction or mining stage' | fill=FF00B050 | rows=[106] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D107 | value='·  Gas/diesel oil excl. biofuels' | fill=FF00B050 | rows=[106] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E107 | value='·  ·  Central government' | fill=FF00B050 | rows=[106] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell G107 | value='..' | fill=00000000 | rows=[106] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H107 | value='..' | fill=00000000 | rows=[106] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I107 | value='..' | fill=00000000 | rows=[106] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J107 | value='..' | fill=00000000 | rows=[106] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K107 | value='..' | fill=00000000 | rows=[106] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L107 | value='..' | fill=00000000 | rows=[106] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M107 | value='..' | fill=00000000 | rows=[106] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N107 | value='..' | fill=00000000 | rows=[106] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O107 | value='..' | fill=00000000 | rows=[106] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P107 | value='..' | fill=00000000 | rows=[106] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q107 | value='..' | fill=00000000 | rows=[106] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R107 | value='..' | fill=00000000 | rows=[106] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S107 | value='..' | fill=00000000 | rows=[106] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T107 | value='..' | fill=00000000 | rows=[106] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A108 | value='Refund of Excise Tax for Own Use of Fuel in Oil and Gas Fields' | fill=FF00B050 | rows=[107] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B108 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[107] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C108 | value='Extraction or mining stage' | fill=FF00B050 | rows=[107] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D108 | value='·  Fuel oil' | fill=FF00B050 | rows=[107] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E108 | value='Total economy' | fill=FF00B050 | rows=[107] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A109 | value='Refund of Excise Tax for Own Use of Fuel in Oil and Gas Fields' | fill=FF00B050 | rows=[108] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B109 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[108] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C109 | value='Extraction or mining stage' | fill=FF00B050 | rows=[108] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D109 | value='·  Fuel oil' | fill=FF00B050 | rows=[108] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E109 | value='·  General government' | fill=FF00B050 | rows=[108] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A110 | value='Refund of Excise Tax for Own Use of Fuel in Oil and Gas Fields' | fill=FF00B050 | rows=[109] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B110 | value='·  ·  Producer Support Estimate' | fill=FF00B050 | rows=[109] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C110 | value='Extraction or mining stage' | fill=FF00B050 | rows=[109] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D110 | value='·  Fuel oil' | fill=FF00B050 | rows=[109] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E110 | value='·  ·  Central government' | fill=FF00B050 | rows=[109] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell G110 | value='..' | fill=00000000 | rows=[109] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H110 | value='..' | fill=00000000 | rows=[109] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I110 | value='..' | fill=00000000 | rows=[109] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J110 | value='..' | fill=00000000 | rows=[109] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K110 | value='..' | fill=00000000 | rows=[109] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L110 | value='..' | fill=00000000 | rows=[109] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M110 | value='..' | fill=00000000 | rows=[109] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N110 | value='..' | fill=00000000 | rows=[109] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O110 | value='..' | fill=00000000 | rows=[109] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P110 | value='..' | fill=00000000 | rows=[109] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q110 | value='..' | fill=00000000 | rows=[109] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R110 | value='..' | fill=00000000 | rows=[109] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S110 | value='..' | fill=00000000 | rows=[109] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T110 | value='..' | fill=00000000 | rows=[109] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A111 | value='Reply Letter from the General Office of the Ministry of Commerce on China (Zhejiang) Pilot Free Trade Zone for Bonded Fuel Oil Blending and Processing Trade' | fill=FF00B050 | rows=[110] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B111 | value='Total' | fill=FF00B050 | rows=[110] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell A112 | value='Reply Letter from the General Office of the Ministry of Commerce on China (Zhejiang) Pilot Free Trade Zone for Bonded Fuel Oil Blending and Processing Trade' | fill=FF00B050 | rows=[111] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B112 | value='·  Beneficiary' | fill=FF00B050 | rows=[111] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell A113 | value='Reply Letter from the General Office of the Ministry of Commerce on China (Zhejiang) Pilot Free Trade Zone for Bonded Fuel Oil Blending and Processing Trade' | fill=FF00B050 | rows=[112] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B113 | value='·  ·  General Services Support Estimate' | fill=FF00B050 | rows=[112] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C113 | value='Refining or processing stage' | fill=FF00B050 | rows=[112] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D113 | value='Petroleum' | fill=FF00B050 | rows=[112] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell A114 | value='Reply Letter from the General Office of the Ministry of Commerce on China (Zhejiang) Pilot Free Trade Zone for Bonded Fuel Oil Blending and Processing Trade' | fill=FF00B050 | rows=[113] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B114 | value='·  ·  General Services Support Estimate' | fill=FF00B050 | rows=[113] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C114 | value='Refining or processing stage' | fill=FF00B050 | rows=[113] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D114 | value='·  Crude Oil' | fill=FF00B050 | rows=[113] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E114 | value='Total economy' | fill=FF00B050 | rows=[113] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A115 | value='Reply Letter from the General Office of the Ministry of Commerce on China (Zhejiang) Pilot Free Trade Zone for Bonded Fuel Oil Blending and Processing Trade' | fill=FF00B050 | rows=[114] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B115 | value='·  ·  General Services Support Estimate' | fill=FF00B050 | rows=[114] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C115 | value='Refining or processing stage' | fill=FF00B050 | rows=[114] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D115 | value='·  Crude Oil' | fill=FF00B050 | rows=[114] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E115 | value='·  General government' | fill=FF00B050 | rows=[114] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell A116 | value='Reply Letter from the General Office of the Ministry of Commerce on China (Zhejiang) Pilot Free Trade Zone for Bonded Fuel Oil Blending and Processing Trade' | fill=FF00B050 | rows=[115] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B116 | value='·  ·  General Services Support Estimate' | fill=FF00B050 | rows=[115] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C116 | value='Refining or processing stage' | fill=FF00B050 | rows=[115] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D116 | value='·  Crude Oil' | fill=FF00B050 | rows=[115] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E116 | value='·  ·  Central government' | fill=FF00B050 | rows=[115] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell G116 | value='..' | fill=00000000 | rows=[115] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H116 | value='..' | fill=00000000 | rows=[115] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I116 | value='..' | fill=00000000 | rows=[115] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J116 | value='..' | fill=00000000 | rows=[115] | cols=[9] | col_header=False | row_header=False | metadata=False
