=== society-table60.xlsx ===
Cell D1 | value='Total bankruptcies' | fill=FF00B0F0 | rows=[0, 1] | cols=[3, 4] | col_header=False | row_header=False | metadata=True
Cell F47 | value='961' | fill=00000000 | rows=[46] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H47 | value='2900' | fill=00000000 | rows=[46] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH47 | value='-1906.88809027329' | fill=FF00B0F0 | rows=[46] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell AH48 | value='0' | fill=FF00B0F0 | rows=[47] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell A49 | value='2017' | fill=FF00B050 | rows=[48] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B49 | value='Q1' | fill=FF00B050 | rows=[48] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D49 | value='3852' | fill=FF00B0F0 | rows=[48] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F49 | value='819' | fill=00000000 | rows=[48] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H49 | value='2968' | fill=00000000 | rows=[48] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH49 | value='-2111.48061366928' | fill=FF00B0F0 | rows=[48] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B50 | value='Q2' | fill=FF00B050 | rows=[49] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D50 | value='3732' | fill=FF00B0F0 | rows=[49] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F50 | value='827' | fill=00000000 | rows=[49] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H50 | value='2884' | fill=00000000 | rows=[49] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH50 | value='-2097.66471477503' | fill=FF00B0F0 | rows=[49] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B51 | value='Q3' | fill=FF00B050 | rows=[50] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D51 | value='3706' | fill=FF00B0F0 | rows=[50] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F51 | value='822' | fill=00000000 | rows=[50] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H51 | value='2936' | fill=00000000 | rows=[50] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH51 | value='-2149.58659438008' | fill=FF00B0F0 | rows=[50] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B52 | value='Q4' | fill=FF00B050 | rows=[51] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D52 | value='3816' | fill=FF00B0F0 | rows=[51] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F52 | value='835' | fill=00000000 | rows=[51] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H52 | value='3016' | fill=00000000 | rows=[51] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH52 | value='-2144.2680771756' | fill=FF00B0F0 | rows=[51] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell AH53 | value='0' | fill=FF00B0F0 | rows=[52] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell A54 | value='2018' | fill=FF00B050 | rows=[53] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B54 | value='Q1' | fill=FF00B050 | rows=[53] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D54 | value='4177' | fill=FF00B0F0 | rows=[53] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F54 | value='895' | fill=00000000 | rows=[53] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H54 | value='3196' | fill=00000000 | rows=[53] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH54 | value='-2248.19581696277' | fill=FF00B0F0 | rows=[53] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B55 | value='Q2' | fill=FF00B050 | rows=[54] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D55 | value='4052' | fill=FF00B0F0 | rows=[54] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F55 | value='960' | fill=00000000 | rows=[54] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H55 | value='3107' | fill=00000000 | rows=[54] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH55 | value='-2247.78102943188' | fill=FF00B0F0 | rows=[54] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B56 | value='Q3' | fill=FF00B050 | rows=[55] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D56 | value='4176' | fill=FF00B0F0 | rows=[55] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F56 | value='1001' | fill=00000000 | rows=[55] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H56 | value='3290' | fill=00000000 | rows=[55] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH56 | value='-2352.904063051' | fill=FF00B0F0 | rows=[55] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B57 | value='Q4' | fill=FF00B050 | rows=[56] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D57 | value='4234' | fill=FF00B0F0 | rows=[56] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F57 | value='802' | fill=00000000 | rows=[56] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H57 | value='3389' | fill=00000000 | rows=[56] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH57 | value='-2511.11909055435' | fill=FF00B0F0 | rows=[56] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell A59 | value='2019' | fill=FF00B050 | rows=[58] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B59 | value='Q1' | fill=FF00B050 | rows=[58] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D59 | value='4182' | fill=FF00B0F0 | rows=[58] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F59 | value='753' | fill=00000000 | rows=[58] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H59 | value='3345' | fill=00000000 | rows=[58] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B60 | value='Q2' | fill=FF00B050 | rows=[59] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D60 | value='4236' | fill=FF00B0F0 | rows=[59] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F60 | value='914' | fill=00000000 | rows=[59] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H60 | value='3376' | fill=00000000 | rows=[59] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B61 | value='Q3' | fill=FF00B050 | rows=[60] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D61 | value='4161' | fill=FF00B0F0 | rows=[60] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F61 | value='786' | fill=00000000 | rows=[60] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H61 | value='3409' | fill=00000000 | rows=[60] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B62 | value='Q4' | fill=FF00B050 | rows=[61] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D62 | value='4162' | fill=FF00B0F0 | rows=[61] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F62 | value='673' | fill=00000000 | rows=[61] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H62 | value='3485' | fill=00000000 | rows=[61] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH63 | value='0' | fill=FF00B0F0 | rows=[62] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell A64 | value='2020' | fill=FF00B050 | rows=[63] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B64 | value='Q1' | fill=FF00B050 | rows=[63] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D64 | value='4282' | fill=FF00B0F0 | rows=[63] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F64 | value='504' | fill=00000000 | rows=[63] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H64 | value='3651' | fill=00000000 | rows=[63] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH64 | value='-2523.4850341658' | fill=FF00B0F0 | rows=[63] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell B65 | value='Q2' | fill=FF00B050 | rows=[64] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C65 | value='p' | fill=00000000 | rows=[64] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D65 | value='2415' | fill=FF00B0F0 | rows=[64] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell F65 | value='172' | fill=00000000 | rows=[64] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H65 | value='2299' | fill=00000000 | rows=[64] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell AH65 | value='-2552.50516742661' | fill=FF00B0F0 | rows=[64] | cols=[33] | col_header=False | row_header=False | metadata=True
Cell A67 | value='Percentage change, latest quarter (2020 Q2) compared with:' | fill=FFFFFF00 | rows=[66] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A69 | value='2020' | fill=FF00B050 | rows=[68] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B69 | value='Q1' | fill=FF00B050 | rows=[68] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D69 | value='-0.436011209715086' | fill=00000000 | rows=[68] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F69 | value='-0.658730158730159' | fill=00000000 | rows=[68] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H69 | value='-0.370309504245412' | fill=00000000 | rows=[68] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A71 | value='2019' | fill=FF00B050 | rows=[70] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B71 | value='Q2' | fill=FF00B050 | rows=[70] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D71 | value='-0.42988668555240794' | fill=00000000 | rows=[70] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F71 | value='-0.811816192560175' | fill=00000000 | rows=[70] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H71 | value='-0.3190165876777251' | fill=00000000 | rows=[70] | cols=[7] | col_header=False | row_header=False | metadata=False

