=== economy-table98.xlsx ===
Cell A1 | value='DA1 Channel through which the consumer purchased products that they experienced detriment with 

Base: All detriment incidents in the UK in the 12 months to April 2021' | fill=FFFFFF00 | rows=[0, 1, 2] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell AD20 | value='0' | fill=FFFFFFFF | rows=[19] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE20 | value='0' | fill=FFFFFFFF | rows=[19] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AJ20 | value='0.03' | fill=FFFFFFFF | rows=[19] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AN20 | value='0' | fill=FFFFFFFF | rows=[19] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AR20 | value='0' | fill=FFFFFFFF | rows=[19] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AT20 | value='0.02' | fill=FFFFFFFF | rows=[19] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU20 | value='0.01' | fill=FFFFFFFF | rows=[19] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell BA20 | value='0.01' | fill=FFFFFFFF | rows=[19] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB20 | value='0' | fill=FFFFFFFF | rows=[19] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC20 | value='0.07' | fill=FFFFFFFF | rows=[19] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BE20 | value='0.01' | fill=FFFFFFFF | rows=[19] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF20 | value='0' | fill=FFFFFFFF | rows=[19] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell B21 | value='D1 U1' | fill=FF00B0F0 | rows=[20] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell F21 | value='F1' | fill=FFFFFFFF | rows=[20] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G21 | value='F1' | fill=FFFFFFFF | rows=[20] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H21 | value='D1 E1' | fill=FFFFFFFF | rows=[20] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell V21 | value='B2' | fill=FFFFFFFF | rows=[20] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W21 | value='B2' | fill=FFFFFFFF | rows=[20] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell AD21 | value='T1 U1' | fill=FFFFFFFF | rows=[20] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell A22 | value='Other' | fill=FF00B050 | rows=[21, 22] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B22 | value='0.03' | fill=FF00B0F0 | rows=[21] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C22 | value='0.02' | fill=FFFFFFFF | rows=[21] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D22 | value='0.05' | fill=FFFFFFFF | rows=[21] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E22 | value='0.02' | fill=FFFFFFFF | rows=[21] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F22 | value='0.01' | fill=FFFFFFFF | rows=[21] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G22 | value='0.03' | fill=FFFFFFFF | rows=[21] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H22 | value='0.01' | fill=FFFFFFFF | rows=[21] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I22 | value='0.08' | fill=FFFFFFFF | rows=[21] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J22 | value='0.12' | fill=FFFFFFFF | rows=[21] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K22 | value='0.1' | fill=FFFFFFFF | rows=[21] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L22 | value='0.08' | fill=FFFFFFFF | rows=[21] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M22 | value='0.19' | fill=FFFFFFFF | rows=[21] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N22 | value='0.03' | fill=FFFFFFFF | rows=[21] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O22 | value='0.09' | fill=FFFFFFFF | rows=[21] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P22 | value='0.04' | fill=FFFFFFFF | rows=[21] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q22 | value='0' | fill=FFFFFFFF | rows=[21] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R22 | value='0.01' | fill=FFFFFFFF | rows=[21] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S22 | value='0.01' | fill=FFFFFFFF | rows=[21] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T22 | value='0' | fill=FFFFFFFF | rows=[21] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U22 | value='0' | fill=FFFFFFFF | rows=[21] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V22 | value='0.02' | fill=FFFFFFFF | rows=[21] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W22 | value='0.01' | fill=FFFFFFFF | rows=[21] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X22 | value='0.02' | fill=FFFFFFFF | rows=[21] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y22 | value='0.01' | fill=FFFFFFFF | rows=[21] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z22 | value='0.08' | fill=FFFFFFFF | rows=[21] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA22 | value='0.01' | fill=FFFFFFFF | rows=[21] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB22 | value='0.01' | fill=FFFFFFFF | rows=[21] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC22 | value='0.02' | fill=FFFFFFFF | rows=[21] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD22 | value='0.01' | fill=FFFFFFFF | rows=[21] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE22 | value='0' | fill=FFFFFFFF | rows=[21] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF22 | value='0.21' | fill=FFFFFFFF | rows=[21] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG22 | value='0.05' | fill=FFFFFFFF | rows=[21] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH22 | value='0.02' | fill=FFFFFFFF | rows=[21] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI22 | value='0.13' | fill=FFFFFFFF | rows=[21] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ22 | value='0.12' | fill=FFFFFFFF | rows=[21] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AL22 | value='0.09' | fill=FFFFFFFF | rows=[21] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM22 | value='0.21' | fill=FFFFFFFF | rows=[21] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN22 | value='0.05' | fill=FFFFFFFF | rows=[21] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO22 | value='0.19' | fill=FFFFFFFF | rows=[21] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AR22 | value='0.11' | fill=FFFFFFFF | rows=[21] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS22 | value='0' | fill=FFFFFFFF | rows=[21] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT22 | value='0.02' | fill=FFFFFFFF | rows=[21] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU22 | value='0.14' | fill=FFFFFFFF | rows=[21] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV22 | value='0.07' | fill=FFFFFFFF | rows=[21] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AX22 | value='0.12' | fill=FFFFFFFF | rows=[21] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY22 | value='0.16' | fill=FFFFFFFF | rows=[21] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ22 | value='0.04' | fill=FFFFFFFF | rows=[21] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA22 | value='0.03' | fill=FFFFFFFF | rows=[21] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB22 | value='0.01' | fill=FFFFFFFF | rows=[21] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC22 | value='0.1' | fill=FFFFFFFF | rows=[21] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD22 | value='0.01' | fill=FFFFFFFF | rows=[21] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE22 | value='0.06' | fill=FFFFFFFF | rows=[21] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell B23 | value='D1 F1 H1 I1 K1 D2 G2 H2 J2 K2 M2 P2 S2' | fill=FF00B0F0 | rows=[22] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C23 | value='B1' | fill=FFFFFFFF | rows=[22] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D23 | value='A1' | fill=FFFFFFFF | rows=[22] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E23 | value='G1 H1 I1 J1 K1 M1' | fill=FFFFFFFF | rows=[22] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F23 | value='G1 H1 I1 J1 K1 M1' | fill=FFFFFFFF | rows=[22] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G23 | value='H1 I1 K1' | fill=FFFFFFFF | rows=[22] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H23 | value='G1 H1 I1 J1 K1 M1' | fill=FFFFFFFF | rows=[22] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I23 | value='C1 D1 F1' | fill=FFFFFFFF | rows=[22] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J23 | value='C1 D1 E1 F1 L1' | fill=FFFFFFFF | rows=[22] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K23 | value='C1 D1 E1 F1 L1' | fill=FFFFFFFF | rows=[22] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L23 | value='C1 D1 F1' | fill=FFFFFFFF | rows=[22] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M23 | value='C1 D1 E1 F1 L1' | fill=FFFFFFFF | rows=[22] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N23 | value='H1 I1 K1' | fill=FFFFFFFF | rows=[22] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O23 | value='C1 D1 F1' | fill=FFFFFFFF | rows=[22] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P23 | value='C2 D2 K2 M2' | fill=FFFFFFFF | rows=[22] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q23 | value='X1 D2 G2 H2 J2 K2 L2 M2 P2 S2 T2 A3 C3' | fill=FFFFFFFF | rows=[22] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R23 | value='D2 G2 H2 J2 K2 M2 P2 S2' | fill=FFFFFFFF | rows=[22] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell T23 | value='K2 M2' | fill=FFFFFFFF | rows=[22] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U23 | value='D2 G2 H2 K2 M2 S2' | fill=FFFFFFFF | rows=[22] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V23 | value='X1 D2 G2 H2 J2 K2 M2 P2 S2 A3' | fill=FFFFFFFF | rows=[22] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W23 | value='X1 D2 G2 H2 J2 K2 L2 M2 P2 S2 T2 A3 C3' | fill=FFFFFFFF | rows=[22] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X23 | value='D2 K2 M2' | fill=FFFFFFFF | rows=[22] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Z23 | value='O1 T1 U1 Z1 B2 C2' | fill=FFFFFFFF | rows=[22] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA23 | value='D2 G2 H2 K2 M2 P2 S2' | fill=FFFFFFFF | rows=[22] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB23 | value='X1 D2 G2 H2 J2 K2 M2 P2 S2 T2 A3' | fill=FFFFFFFF | rows=[22] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC23 | value='D2 G2 H2 K2 M2 S2' | fill=FFFFFFFF | rows=[22] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD23 | value='X1 D2 G2 H2 J2 K2 L2 M2 P2 S2 T2 A3 C3' | fill=FFFFFFFF | rows=[22] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE23 | value='N1 X1 D2 G2 H2 J2 K2 L2 M2 P2 S2 T2 A3 C3' | fill=FFFFFFFF | rows=[22] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF23 | value='N1 O1 P1 S1 T1 U1 V1 Y1 Z1 A2 B2 C2 E2 L2 Q2 R2 Z2 B3' | fill=FFFFFFFF | rows=[22] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG23 | value='D2 K2 M2' | fill=FFFFFFFF | rows=[22] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AI23 | value='O1 P1 S1 T1 U1 Y1 Z1 A2 B2 C2 Q2 R2 Z2 B3' | fill=FFFFFFFF | rows=[22] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ23 | value='O1 P1 S1 T1 U1 Y1 Z1 A2 B2 C2 Q2 R2 Z2 B3' | fill=FFFFFFFF | rows=[22] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AL23 | value='O1 P1 T1 U1 Z1 B2 C2 Q2 B3' | fill=FFFFFFFF | rows=[22] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM23 | value='N1 O1 P1 R1 S1 T1 U1 V1 Y1 Z1 A2 B2 C2 E2 L2 Q2 R2 Z2 B3' | fill=FFFFFFFF | rows=[22] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN23 | value='O1 U1 B2 C2 D2 K2 M2' | fill=FFFFFFFF | rows=[22] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO23 | value='N1 O1 P1 R1 S1 T1 U1 V1 Y1 Z1 A2 B2 C2 E2 L2 Q2 R2 Z2 B3' | fill=FFFFFFFF | rows=[22] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AR23 | value='O1 P1 T1 U1 Y1 Z1 B2 C2 Q2 B3' | fill=FFFFFFFF | rows=[22] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS23 | value='D2 G2 H2 J2 K2 M2 P2 S2' | fill=FFFFFFFF | rows=[22] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT23 | value='D2 G2 H2 K2 M2 S2' | fill=FFFFFFFF | rows=[22] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU23 | value='O1 P1 S1 T1 U1 Y1 Z1 A2 B2 C2 Q2 R2 Z2 B3' | fill=FFFFFFFF | rows=[22] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV23 | value='O1 U1 Z1 B2 C2' | fill=FFFFFFFF | rows=[22] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell BB23 | value='D2 G2 H2 K2 M2 S2' | fill=FFFFFFFF | rows=[22] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC23 | value='O1 T1 U1 Z1 B2 C2 B3' | fill=FFFFFFFF | rows=[22] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD23 | value='D2 G2 H2 J2 K2 M2 P2 S2 A3' | fill=FFFFFFFF | rows=[22] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE23 | value='O1 U1 B2 C2' | fill=FFFFFFFF | rows=[22] | cols=[56] | col_header=False | row_header=False | metadata=False

=== economy-table98.xlsx ===
Cell A1 | value='DA1 Channel through which the consumer purchased products that they experienced detriment with 

Base: All detriment incidents in the UK in the 12 months to April 2021' | fill=FFFFFF00 | rows=[0, 1, 2] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell B1 | value='Total' | fill=FF00B0F0 | rows=[0, 1, 2] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C1 | value='Product type' | fill=FFFFFF00 | rows=[0] | cols=[2, 3] | col_header=True | row_header=False | metadata=False
Cell E1 | value='Market cluster' | fill=FFFFFF00 | rows=[0] | cols=[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14] | col_header=True | row_header=False | metadata=False
Cell P1 | value='Sector' | fill=FFFFFF00 | rows=[0] | cols=[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58] | col_header=True | row_header=False | metadata=False
Cell C2 | value='Good' | fill=FFFFFF00 | rows=[1] | cols=[2] | col_header=True | row_header=False | metadata=False
Cell D2 | value='Service' | fill=FFFFFF00 | rows=[1] | cols=[3] | col_header=True | row_header=False | metadata=False
Cell E2 | value='Fast-moving retail' | fill=FFFFFF00 | rows=[1] | cols=[4] | col_header=True | row_header=False | metadata=False
Cell F2 | value='(Semi-)durable goods' | fill=FFFFFF00 | rows=[1] | cols=[5] | col_header=True | row_header=False | metadata=False
Cell G2 | value='Automotive goods and services' | fill=FFFFFF00 | rows=[1] | cols=[6] | col_header=True | row_header=False | metadata=False
Cell H2 | value='Telecoms and other digital subscriptions' | fill=FFFFFF00 | rows=[1] | cols=[7] | col_header=True | row_header=False | metadata=False
Cell I2 | value='Utilities' | fill=FFFFFF00 | rows=[1] | cols=[8] | col_header=True | row_header=False | metadata=False
Cell J2 | value='Housing-related services' | fill=FFFFFF00 | rows=[1] | cols=[9] | col_header=True | row_header=False | metadata=False
Cell K2 | value='Banking and insurance' | fill=FFFFFF00 | rows=[1] | cols=[10] | col_header=True | row_header=False | metadata=False
Cell L2 | value='Transport' | fill=FFFFFF00 | rows=[1] | cols=[11] | col_header=True | row_header=False | metadata=False
Cell M2 | value='Personal services' | fill=FFFFFF00 | rows=[1] | cols=[12] | col_header=True | row_header=False | metadata=False
Cell N2 | value='Recreational services' | fill=FFFFFF00 | rows=[1] | cols=[13] | col_header=True | row_header=False | metadata=False
Cell O2 | value='Other services' | fill=FFFFFF00 | rows=[1] | cols=[14] | col_header=True | row_header=False | metadata=False
Cell P2 | value='Groceries and drinks' | fill=FFFFFF00 | rows=[1] | cols=[15] | col_header=True | row_header=False | metadata=False
Cell Q2 | value='Clothing, footwear and accessories' | fill=FFFFFF00 | rows=[1] | cols=[16] | col_header=True | row_header=False | metadata=False
Cell R2 | value='House and garden maintenance products' | fill=FFFFFF00 | rows=[1] | cols=[17] | col_header=True | row_header=False | metadata=False
Cell S2 | value='Stationery, books, magazines and newspapers' | fill=FFFFFF00 | rows=[1] | cols=[18] | col_header=True | row_header=False | metadata=False
Cell T2 | value='Personal care products' | fill=FFFFFF00 | rows=[1] | cols=[19] | col_header=True | row_header=False | metadata=False
Cell U2 | value='Spectacles and lenses' | fill=FFFFFF00 | rows=[1] | cols=[20] | col_header=True | row_header=False | metadata=False
Cell V2 | value='Furniture and appliances' | fill=FFFFFF00 | rows=[1] | cols=[21] | col_header=True | row_header=False | metadata=False
Cell W2 | value='Electronic devices and software' | fill=FFFFFF00 | rows=[1] | cols=[22] | col_header=True | row_header=False | metadata=False
Cell X2 | value='Entertainment items' | fill=FFFFFF00 | rows=[1] | cols=[23] | col_header=True | row_header=False | metadata=False
Cell Y2 | value='New vehicles' | fill=FFFFFF00 | rows=[1] | cols=[24] | col_header=True | row_header=False | metadata=False
Cell Z2 | value='Second-hand vehicles' | fill=FFFFFF00 | rows=[1] | cols=[25] | col_header=True | row_header=False | metadata=False
Cell AA2 | value='Fuel and accessories for vehicles' | fill=FFFFFF00 | rows=[1] | cols=[26] | col_header=True | row_header=False | metadata=False
Cell AB2 | value='Mobile telephone services' | fill=FFFFFF00 | rows=[1] | cols=[27] | col_header=True | row_header=False | metadata=False
Cell AC2 | value='Fixed telephone services' | fill=FFFFFF00 | rows=[1] | cols=[28] | col_header=True | row_header=False | metadata=False
Cell AD2 | value='Internet provision' | fill=FFFFFF00 | rows=[1] | cols=[29] | col_header=True | row_header=False | metadata=False
Cell AE2 | value='TV and other digital subscriptions' | fill=FFFFFF00 | rows=[1] | cols=[30] | col_header=True | row_header=False | metadata=False
Cell AF2 | value='Water services' | fill=FFFFFF00 | rows=[1] | cols=[31] | col_header=True | row_header=False | metadata=False
Cell AG2 | value='Electricity and gas services' | fill=FFFFFF00 | rows=[1] | cols=[32] | col_header=True | row_header=False | metadata=False
Cell AH2 | value='Real estate services' | fill=FFFFFF00 | rows=[1] | cols=[33] | col_header=True | row_header=False | metadata=False
Cell AI2 | value='Renting services' | fill=FFFFFF00 | rows=[1] | cols=[34] | col_header=True | row_header=False | metadata=False
Cell AJ2 | value='Home and garden maintenance and repair' | fill=FFFFFF00 | rows=[1] | cols=[35] | col_header=True | row_header=False | metadata=False
Cell AK2 | value='Removal and storage **' | fill=FFFFFF00 | rows=[1] | cols=[36] | col_header=True | row_header=False | metadata=False
Cell AL2 | value='Current accounts, loans and bank services' | fill=FFFFFF00 | rows=[1] | cols=[37] | col_header=True | row_header=False | metadata=False
Cell AM2 | value='Pension funds and investment services' | fill=FFFFFF00 | rows=[1] | cols=[38] | col_header=True | row_header=False | metadata=False
Cell AN2 | value='Insurance services' | fill=FFFFFF00 | rows=[1] | cols=[39] | col_header=True | row_header=False | metadata=False
Cell AO2 | value='Legal and accountancy services' | fill=FFFFFF00 | rows=[1] | cols=[40] | col_header=True | row_header=False | metadata=False
Cell AP2 | value='Funeral services **' | fill=FFFFFF00 | rows=[1] | cols=[41] | col_header=True | row_header=False | metadata=False
Cell AQ2 | value='Vehicle rental **' | fill=FFFFFF00 | rows=[1] | cols=[42] | col_header=True | row_header=False | metadata=False
Cell AR2 | value='Public transport and train' | fill=FFFFFF00 | rows=[1] | cols=[43] | col_header=True | row_header=False | metadata=False
Cell AS2 | value='Airline' | fill=FFFFFF00 | rows=[1] | cols=[44] | col_header=True | row_header=False | metadata=False
Cell AT2 | value='Vehicle maintenance and repair' | fill=FFFFFF00 | rows=[1] | cols=[45] | col_header=True | row_header=False | metadata=False
Cell AU2 | value='Private medical and dental services' | fill=FFFFFF00 | rows=[1] | cols=[46] | col_header=True | row_header=False | metadata=False
Cell AV2 | value='Prescription and non-prescription medicines' | fill=FFFFFF00 | rows=[1] | cols=[47] | col_header=True | row_header=False | metadata=False
Cell AW2 | value='Adult care **' | fill=FFFFFF00 | rows=[1] | cols=[48] | col_header=True | row_header=False | metadata=False
Cell AX2 | value='Education fees *' | fill=FFFFFF00 | rows=[1] | cols=[49] | col_header=True | row_header=False | metadata=False
Cell AY2 | value='Childcare *' | fill=FFFFFF00 | rows=[1] | cols=[50] | col_header=True | row_header=False | metadata=False
Cell AZ2 | value='Veterinary' | fill=FFFFFF00 | rows=[1] | cols=[51] | col_header=True | row_header=False | metadata=False
Cell BA2 | value='Personal care services' | fill=FFFFFF00 | rows=[1] | cols=[52] | col_header=True | row_header=False | metadata=False
Cell BB2 | value='Hotels and holiday accommodation' | fill=FFFFFF00 | rows=[1] | cols=[53] | col_header=True | row_header=False | metadata=False
Cell BC2 | value='Package holidays and tours' | fill=FFFFFF00 | rows=[1] | cols=[54] | col_header=True | row_header=False | metadata=False
Cell BD2 | value='Restaurants, cafés and take-away' | fill=FFFFFF00 | rows=[1] | cols=[55] | col_header=True | row_header=False | metadata=False
Cell BE2 | value='Sport, cultural and entertainment activities' | fill=FFFFFF00 | rows=[1] | cols=[56] | col_header=True | row_header=False | metadata=False
Cell BF2 | value='Gambling and lottery services *' | fill=FFFFFF00 | rows=[1] | cols=[57] | col_header=True | row_header=False | metadata=False
Cell BG2 | value='Pet breeder **' | fill=FFFFFF00 | rows=[1] | cols=[58] | col_header=True | row_header=False | metadata=False
Cell C3 | value='A1' | fill=FFFFFF00 | rows=[2] | cols=[2] | col_header=True | row_header=False | metadata=False
Cell D3 | value='B1' | fill=FFFFFF00 | rows=[2] | cols=[3] | col_header=True | row_header=False | metadata=False
Cell E3 | value='C1' | fill=FFFFFF00 | rows=[2] | cols=[4] | col_header=True | row_header=False | metadata=False
Cell F3 | value='D1' | fill=FFFFFF00 | rows=[2] | cols=[5] | col_header=True | row_header=False | metadata=False
Cell G3 | value='E1' | fill=FFFFFF00 | rows=[2] | cols=[6] | col_header=True | row_header=False | metadata=False
Cell H3 | value='F1' | fill=FFFFFF00 | rows=[2] | cols=[7] | col_header=True | row_header=False | metadata=False
Cell I3 | value='G1' | fill=FFFFFF00 | rows=[2] | cols=[8] | col_header=True | row_header=False | metadata=False
Cell J3 | value='H1' | fill=FFFFFF00 | rows=[2] | cols=[9] | col_header=True | row_header=False | metadata=False
Cell K3 | value='I1' | fill=FFFFFF00 | rows=[2] | cols=[10] | col_header=True | row_header=False | metadata=False
Cell L3 | value='J1' | fill=FFFFFF00 | rows=[2] | cols=[11] | col_header=True | row_header=False | metadata=False
Cell M3 | value='K1' | fill=FFFFFF00 | rows=[2] | cols=[12] | col_header=True | row_header=False | metadata=False
Cell N3 | value='L1' | fill=FFFFFF00 | rows=[2] | cols=[13] | col_header=True | row_header=False | metadata=False
Cell O3 | value='M1' | fill=FFFFFF00 | rows=[2] | cols=[14] | col_header=True | row_header=False | metadata=False
Cell P3 | value='N1' | fill=FFFFFF00 | rows=[2] | cols=[15] | col_header=True | row_header=False | metadata=False
Cell Q3 | value='O1' | fill=FFFFFF00 | rows=[2] | cols=[16] | col_header=True | row_header=False | metadata=False
Cell R3 | value='P1' | fill=FFFFFF00 | rows=[2] | cols=[17] | col_header=True | row_header=False | metadata=False
Cell S3 | value='Q1' | fill=FFFFFF00 | rows=[2] | cols=[18] | col_header=True | row_header=False | metadata=False
Cell T3 | value='R1' | fill=FFFFFF00 | rows=[2] | cols=[19] | col_header=True | row_header=False | metadata=False
Cell U3 | value='S1' | fill=FFFFFF00 | rows=[2] | cols=[20] | col_header=True | row_header=False | metadata=False
Cell V3 | value='T1' | fill=FFFFFF00 | rows=[2] | cols=[21] | col_header=True | row_header=False | metadata=False
Cell W3 | value='U1' | fill=FFFFFF00 | rows=[2] | cols=[22] | col_header=True | row_header=False | metadata=False
Cell X3 | value='V1' | fill=FFFFFF00 | rows=[2] | cols=[23] | col_header=True | row_header=False | metadata=False
Cell Y3 | value='W1' | fill=FFFFFF00 | rows=[2] | cols=[24] | col_header=True | row_header=False | metadata=False
Cell Z3 | value='X1' | fill=FFFFFF00 | rows=[2] | cols=[25] | col_header=True | row_header=False | metadata=False
Cell AA3 | value='Y1' | fill=FFFFFF00 | rows=[2] | cols=[26] | col_header=True | row_header=False | metadata=False
Cell AB3 | value='Z1' | fill=FFFFFF00 | rows=[2] | cols=[27] | col_header=True | row_header=False | metadata=False
Cell AC3 | value='A2' | fill=FFFFFF00 | rows=[2] | cols=[28] | col_header=True | row_header=False | metadata=False
Cell AD3 | value='B2' | fill=FFFFFF00 | rows=[2] | cols=[29] | col_header=True | row_header=False | metadata=False
Cell AE3 | value='C2' | fill=FFFFFF00 | rows=[2] | cols=[30] | col_header=True | row_header=False | metadata=False
Cell AF3 | value='D2' | fill=FFFFFF00 | rows=[2] | cols=[31] | col_header=True | row_header=False | metadata=False
Cell AG3 | value='E2' | fill=FFFFFF00 | rows=[2] | cols=[32] | col_header=True | row_header=False | metadata=False
Cell AH3 | value='F2' | fill=FFFFFF00 | rows=[2] | cols=[33] | col_header=True | row_header=False | metadata=False
Cell AI3 | value='G2' | fill=FFFFFF00 | rows=[2] | cols=[34] | col_header=True | row_header=False | metadata=False
Cell AJ3 | value='H2' | fill=FFFFFF00 | rows=[2] | cols=[35] | col_header=True | row_header=False | metadata=False
