=== food-table02.xlsx ===
Cell A1 | value='Year and qtr 1/' | fill=FFFFFF00 | rows=[0, 1] | cols=[0, 1] | col_header=True | row_header=True | metadata=False
Cell P14 | value='14.0895' | fill=00000000 | rows=[13] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B15 | value='Q3 Jul-Sep' | fill=FF00B050 | rows=[14] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C15 | value='7143.9' | fill=00000000 | rows=[14] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D15 | value='8.372' | fill=00000000 | rows=[14] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E15 | value='7152.272' | fill=FF00B0F0 | rows=[14] | cols=[4, 5] | col_header=False | row_header=False | metadata=True
Cell G15 | value='685.624' | fill=00000000 | rows=[14] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H15 | value='797.217' | fill=00000000 | rows=[14] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I15 | value='8635.113' | fill=FF00B0F0 | rows=[14] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J15 | value='911.944' | fill=00000000 | rows=[14] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K15 | value='696.536' | fill=00000000 | rows=[14] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L15 | value='7026.633' | fill=FF00B0F0 | rows=[14] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M15 | value='333762.4' | fill=00000000 | rows=[14] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N15 | value='21.0528' | fill=00000000 | rows=[14] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O15 | value='14.737' | fill=00000000 | rows=[14] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P15 | value='14.0843' | fill=00000000 | rows=[14] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B16 | value='Q4 Oct-Dec' | fill=FF00B050 | rows=[15] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C16 | value='7051.9' | fill=00000000 | rows=[15] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D16 | value='25.3089' | fill=00000000 | rows=[15] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E16 | value='7077.2089' | fill=FF00B0F0 | rows=[15] | cols=[4, 5] | col_header=False | row_header=False | metadata=True
Cell G16 | value='696.536' | fill=00000000 | rows=[15] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H16 | value='749.589' | fill=00000000 | rows=[15] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I16 | value='8523.3339' | fill=FF00B0F0 | rows=[15] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J16 | value='845.501' | fill=00000000 | rows=[15] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K16 | value='723.316' | fill=00000000 | rows=[15] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L16 | value='6954.5169' | fill=FF00B0F0 | rows=[15] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M16 | value='334200.7' | fill=00000000 | rows=[15] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N16 | value='20.8094' | fill=00000000 | rows=[15] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O16 | value='14.5666' | fill=00000000 | rows=[15] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P16 | value='13.9215' | fill=00000000 | rows=[15] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B17 | value='Yr Jan-Dec' | fill=FF00B050 | rows=[16] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C17 | value='28290.7' | fill=00000000 | rows=[16] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D17 | value='67.6' | fill=00000000 | rows=[16] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E17 | value='28358.3' | fill=FF00B0F0 | rows=[16] | cols=[4, 5] | col_header=False | row_header=False | metadata=True
Cell G17 | value='675.577' | fill=00000000 | rows=[16] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H17 | value='3389.961' | fill=00000000 | rows=[16] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I17 | value='32423.838' | fill=FF00B0F0 | rows=[16] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J17 | value='3544.039' | fill=00000000 | rows=[16] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K17 | value='723.316' | fill=00000000 | rows=[16] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L17 | value='28156.483' | fill=FF00B0F0 | rows=[16] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M17 | value='333568.5' | fill=00000000 | rows=[16] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N17 | value='84.4099' | fill=00000000 | rows=[16] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O17 | value='59.0869' | fill=00000000 | rows=[16] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P17 | value='56.4702' | fill=00000000 | rows=[16] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A18 | value='2023' | fill=FF00B050 | rows=[17, 18, 19, 20, 21] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B18 | value='Q1 Jan-Mar' | fill=FF00B050 | rows=[17] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C18 | value='6823.9' | fill=00000000 | rows=[17] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D18 | value='25.2411' | fill=00000000 | rows=[17] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E18 | value='6849.1411' | fill=FF00B0F0 | rows=[17] | cols=[4, 5] | col_header=False | row_header=False | metadata=True
Cell G18 | value='723.316' | fill=00000000 | rows=[17] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H18 | value='956.286' | fill=00000000 | rows=[17] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I18 | value='8528.7431' | fill=FF00B0F0 | rows=[17] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J18 | value='778.887' | fill=00000000 | rows=[17] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K18 | value='633.534' | fill=00000000 | rows=[17] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L18 | value='7116.3221' | fill=FF00B0F0 | rows=[17] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M18 | value='334547.3' | fill=00000000 | rows=[17] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N18 | value='21.2715' | fill=00000000 | rows=[17] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O18 | value='14.8901' | fill=00000000 | rows=[17] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P18 | value='14.2306' | fill=00000000 | rows=[17] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B19 | value='Q2 Apr-Jun' | fill=FF00B050 | rows=[18] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C19 | value='6712.2' | fill=00000000 | rows=[18] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D19 | value='8.2769' | fill=00000000 | rows=[18] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E19 | value='6720.4769' | fill=FF00B0F0 | rows=[18] | cols=[4, 5] | col_header=False | row_header=False | metadata=True
Cell G19 | value='633.534' | fill=00000000 | rows=[18] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H19 | value='901.348' | fill=00000000 | rows=[18] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I19 | value='8255.3589' | fill=FF00B0F0 | rows=[18] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J19 | value='806.78' | fill=00000000 | rows=[18] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K19 | value='545.573' | fill=00000000 | rows=[18] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L19 | value='6903.0059' | fill=FF00B0F0 | rows=[18] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M19 | value='334934.8' | fill=00000000 | rows=[18] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N19 | value='20.61' | fill=00000000 | rows=[18] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O19 | value='14.427' | fill=00000000 | rows=[18] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P19 | value='13.7881' | fill=00000000 | rows=[18] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B20 | value='Q3 Jul-Sep' | fill=FF00B050 | rows=[19] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C20 | value='6621.5' | fill=00000000 | rows=[19] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D20 | value='8.2769' | fill=00000000 | rows=[19] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E20 | value='6629.7769' | fill=FF00B0F0 | rows=[19] | cols=[4, 5] | col_header=False | row_header=False | metadata=True
Cell G20 | value='545.573' | fill=00000000 | rows=[19] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H20 | value='964.234' | fill=00000000 | rows=[19] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I20 | value='8139.5839' | fill=FF00B0F0 | rows=[19] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J20 | value='730.804' | fill=00000000 | rows=[19] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K20 | value='558.16' | fill=00000000 | rows=[19] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L20 | value='6850.6199' | fill=FF00B0F0 | rows=[19] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M20 | value='335429.9' | fill=00000000 | rows=[19] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N20 | value='20.4234' | fill=00000000 | rows=[19] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O20 | value='14.2964' | fill=00000000 | rows=[19] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P20 | value='13.6633' | fill=00000000 | rows=[19] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B21 | value='Q4 Oct-Dec' | fill=FF00B050 | rows=[20] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C21 | value='6809.5' | fill=00000000 | rows=[20] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D21 | value='25.0051' | fill=00000000 | rows=[20] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E21 | value='6834.5051' | fill=FF00B0F0 | rows=[20] | cols=[4, 5] | col_header=False | row_header=False | metadata=True
Cell G21 | value='558.16' | fill=00000000 | rows=[20] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H21 | value='903.415' | fill=00000000 | rows=[20] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I21 | value='8296.0801' | fill=FF00B0F0 | rows=[20] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J21 | value='721.787' | fill=00000000 | rows=[20] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K21 | value='637.535' | fill=00000000 | rows=[20] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L21 | value='6936.7581' | fill=FF00B0F0 | rows=[20] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M21 | value='335923.7' | fill=00000000 | rows=[20] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N21 | value='20.6498' | fill=00000000 | rows=[20] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O21 | value='14.4549' | fill=00000000 | rows=[20] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P21 | value='13.8147' | fill=00000000 | rows=[20] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B22 | value='Yr Jan-Dec' | fill=FF00B050 | rows=[21] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C22 | value='26967.1' | fill=00000000 | rows=[21] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D22 | value='66.8' | fill=00000000 | rows=[21] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E22 | value='27033.9' | fill=FF00B0F0 | rows=[21] | cols=[4, 5] | col_header=False | row_header=False | metadata=True
Cell G22 | value='723.316' | fill=00000000 | rows=[21] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H22 | value='3725.283' | fill=00000000 | rows=[21] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I22 | value='31482.499' | fill=FF00B0F0 | rows=[21] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J22 | value='3038.258' | fill=00000000 | rows=[21] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K22 | value='637.535' | fill=00000000 | rows=[21] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L22 | value='27806.706' | fill=FF00B0F0 | rows=[21] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M22 | value='335208.4' | fill=00000000 | rows=[21] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N22 | value='82.9535' | fill=00000000 | rows=[21] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O22 | value='58.0674' | fill=00000000 | rows=[21] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P22 | value='55.4959' | fill=00000000 | rows=[21] | cols=[15] | col_header=False | row_header=False | metadata=False

