=== education-table21.xlsx ===
Cell A1 | value='DBN' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell D45 | value='A' | fill=7 | rows=[44] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E45 | value='0.574' | fill=00000000 | rows=[44] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F45 | value='0.317' | fill=00000000 | rows=[44] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G45 | value='0.747' | fill=00000000 | rows=[44] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H45 | value='0.598' | fill=00000000 | rows=[44] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I45 | value='0.237' | fill=00000000 | rows=[44] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J45 | value='0.813' | fill=00000000 | rows=[44] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K45 | value='0.585' | fill=00000000 | rows=[44] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L45 | value='2.722' | fill=00000000 | rows=[44] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M45 | value='0.142' | fill=00000000 | rows=[44] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N45 | value='3.382' | fill=00000000 | rows=[44] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O45 | value='0.796' | fill=00000000 | rows=[44] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P45 | value='0.153' | fill=00000000 | rows=[44] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q45 | value='3.087' | fill=00000000 | rows=[44] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R45 | value='0.876' | fill=00000000 | rows=[44] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S45 | value='0.475' | fill=00000000 | rows=[44] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T45 | value='0.099' | fill=00000000 | rows=[44] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U45 | value='0.675' | fill=00000000 | rows=[44] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V45 | value='0.653' | fill=00000000 | rows=[44] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W45 | value='0.04' | fill=00000000 | rows=[44] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X45 | value='0.702' | fill=00000000 | rows=[44] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y45 | value='0.657' | fill=00000000 | rows=[44] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z45 | value='0.581' | fill=00000000 | rows=[44] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA45 | value='0.319' | fill=00000000 | rows=[44] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB45 | value='0.745' | fill=00000000 | rows=[44] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC45 | value='0.615' | fill=00000000 | rows=[44] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD45 | value='0.303' | fill=00000000 | rows=[44] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE45 | value='0.761' | fill=00000000 | rows=[44] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF45 | value='0.607' | fill=00000000 | rows=[44] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG45 | value='0.938' | fill=00000000 | rows=[44] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH45 | value='0.492' | fill=00000000 | rows=[44] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI45 | value='0.922' | fill=00000000 | rows=[44] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ45 | value='1' | fill=00000000 | rows=[44] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK45 | value='0.466' | fill=00000000 | rows=[44] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL45 | value='0.944' | fill=00000000 | rows=[44] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM45 | value='0.987' | fill=00000000 | rows=[44] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell A46 | value='25Q540' | fill=FF00B0F0 | rows=[45] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B46 | value='Queens Academy High School' | fill=FF00B050 | rows=[45] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C46 | value='12' | fill=7 | rows=[45] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D46 | value='B' | fill=7 | rows=[45] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E46 | value='0.627' | fill=00000000 | rows=[45] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F46 | value='0.282' | fill=00000000 | rows=[45] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G46 | value='0.812' | fill=00000000 | rows=[45] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H46 | value='0.651' | fill=00000000 | rows=[45] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I46 | value='0.237' | fill=00000000 | rows=[45] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J46 | value='0.813' | fill=00000000 | rows=[45] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K46 | value='0.677' | fill=00000000 | rows=[45] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L46 | value='2.087' | fill=00000000 | rows=[45] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M46 | value='0.109' | fill=00000000 | rows=[45] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N46 | value='3.387' | fill=00000000 | rows=[45] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O46 | value='0.603' | fill=00000000 | rows=[45] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P46 | value='0.153' | fill=00000000 | rows=[45] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q46 | value='3.087' | fill=00000000 | rows=[45] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R46 | value='0.659' | fill=00000000 | rows=[45] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S46 | value='0.491' | fill=00000000 | rows=[45] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T46 | value='0.052' | fill=00000000 | rows=[45] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U46 | value='0.756' | fill=00000000 | rows=[45] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V46 | value='0.624' | fill=00000000 | rows=[45] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W46 | value='0.04' | fill=00000000 | rows=[45] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X46 | value='0.702' | fill=00000000 | rows=[45] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y46 | value='0.681' | fill=00000000 | rows=[45] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z46 | value='0.574' | fill=00000000 | rows=[45] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA46 | value='0.325' | fill=00000000 | rows=[45] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB46 | value='0.769' | fill=00000000 | rows=[45] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC46 | value='0.561' | fill=00000000 | rows=[45] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD46 | value='0.303' | fill=00000000 | rows=[45] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE46 | value='0.761' | fill=00000000 | rows=[45] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF46 | value='0.592' | fill=00000000 | rows=[45] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG46 | value='0.744' | fill=00000000 | rows=[45] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH46 | value='0.492' | fill=00000000 | rows=[45] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI46 | value='0.95' | fill=00000000 | rows=[45] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ46 | value='0.55' | fill=00000000 | rows=[45] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK46 | value='0.466' | fill=00000000 | rows=[45] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL46 | value='0.944' | fill=00000000 | rows=[45] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM46 | value='0.582' | fill=00000000 | rows=[45] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell A47 | value='25Q792' | fill=FF00B0F0 | rows=[46] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B47 | value='North Queens Community High School' | fill=FF00B050 | rows=[46] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C47 | value='16.8' | fill=7 | rows=[46] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D47 | value='A' | fill=7 | rows=[46] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E47 | value='0.617' | fill=00000000 | rows=[46] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F47 | value='0.222' | fill=00000000 | rows=[46] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G47 | value='0.722' | fill=00000000 | rows=[46] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H47 | value='0.79' | fill=00000000 | rows=[46] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I47 | value='0.237' | fill=00000000 | rows=[46] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J47 | value='0.813' | fill=00000000 | rows=[46] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K47 | value='0.66' | fill=00000000 | rows=[46] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L47 | value='2.34' | fill=00000000 | rows=[46] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M47 | value='0.375' | fill=00000000 | rows=[46] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N47 | value='2.507' | fill=00000000 | rows=[46] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O47 | value='0.922' | fill=00000000 | rows=[46] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P47 | value='0.153' | fill=00000000 | rows=[46] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q47 | value='3.087' | fill=00000000 | rows=[46] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R47 | value='0.745' | fill=00000000 | rows=[46] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S47 | value='0.5' | fill=00000000 | rows=[46] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T47 | value='0.084' | fill=00000000 | rows=[46] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U47 | value='0.542' | fill=00000000 | rows=[46] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V47 | value='0.908' | fill=00000000 | rows=[46] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W47 | value='0.04' | fill=00000000 | rows=[46] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X47 | value='0.702' | fill=00000000 | rows=[46] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y47 | value='0.695' | fill=00000000 | rows=[46] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z47 | value='0.652' | fill=00000000 | rows=[46] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA47 | value='0.301' | fill=00000000 | rows=[46] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB47 | value='0.733' | fill=00000000 | rows=[46] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC47 | value='0.813' | fill=00000000 | rows=[46] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD47 | value='0.303' | fill=00000000 | rows=[46] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE47 | value='0.761' | fill=00000000 | rows=[46] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF47 | value='0.762' | fill=00000000 | rows=[46] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG47 | value='0.875' | fill=00000000 | rows=[46] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH47 | value='0.449' | fill=00000000 | rows=[46] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI47 | value='0.903' | fill=00000000 | rows=[46] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ47 | value='0.938' | fill=00000000 | rows=[46] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK47 | value='0.466' | fill=00000000 | rows=[46] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL47 | value='0.944' | fill=00000000 | rows=[46] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM47 | value='0.856' | fill=00000000 | rows=[46] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell A48 | value='28Q338' | fill=FF00B0F0 | rows=[47] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B48 | value='Queens Satellite High School for Opportunity' | fill=FF00B050 | rows=[47] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C48 | value='5.3' | fill=7 | rows=[47] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D48 | value='F' | fill=7 | rows=[47] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E48 | value='0.393' | fill=00000000 | rows=[47] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F48 | value='0.27' | fill=00000000 | rows=[47] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G48 | value='0.744' | fill=00000000 | rows=[47] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H48 | value='0.259' | fill=00000000 | rows=[47] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I48 | value='0.237' | fill=00000000 | rows=[47] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J48 | value='0.813' | fill=00000000 | rows=[47] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K48 | value='0.271' | fill=00000000 | rows=[47] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L48 | value='0.966' | fill=00000000 | rows=[47] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M48 | value='0.479' | fill=00000000 | rows=[47] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N48 | value='2.697' | fill=00000000 | rows=[47] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O48 | value='0.22' | fill=00000000 | rows=[47] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P48 | value='0.153' | fill=00000000 | rows=[47] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q48 | value='3.087' | fill=00000000 | rows=[47] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R48 | value='0.277' | fill=00000000 | rows=[47] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S48 | value='0.094' | fill=00000000 | rows=[47] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T48 | value='0.106' | fill=00000000 | rows=[47] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U48 | value='0.612' | fill=00000000 | rows=[47] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V48 | value='0' | fill=00000000 | rows=[47] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W48 | value='0.04' | fill=00000000 | rows=[47] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X48 | value='0.702' | fill=00000000 | rows=[47] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y48 | value='0.082' | fill=00000000 | rows=[47] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z48 | value='0.5' | fill=00000000 | rows=[47] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA48 | value='0.291' | fill=00000000 | rows=[47] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB48 | value='0.751' | fill=00000000 | rows=[47] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC48 | value='0.454' | fill=00000000 | rows=[47] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD48 | value='0.303' | fill=00000000 | rows=[47] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE48 | value='0.761' | fill=00000000 | rows=[47] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF48 | value='0.43' | fill=00000000 | rows=[47] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG48 | value='0.652' | fill=00000000 | rows=[47] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH48 | value='0.484' | fill=00000000 | rows=[47] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI48 | value='0.92' | fill=00000000 | rows=[47] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ48 | value='0.385' | fill=00000000 | rows=[47] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK48 | value='0.466' | fill=00000000 | rows=[47] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL48 | value='0.944' | fill=00000000 | rows=[47] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM48 | value='0.389' | fill=00000000 | rows=[47] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell A49 | value='31R470' | fill=FF00B0F0 | rows=[48] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B49 | value='Concord High School' | fill=FF00B050 | rows=[48] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C49 | value='10.4' | fill=7 | rows=[48] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D49 | value='C' | fill=7 | rows=[48] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E49 | value='0.532' | fill=00000000 | rows=[48] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F49 | value='0.211' | fill=00000000 | rows=[48] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G49 | value='0.731' | fill=00000000 | rows=[48] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H49 | value='0.617' | fill=00000000 | rows=[48] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I49 | value='0.237' | fill=00000000 | rows=[48] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J49 | value='0.813' | fill=00000000 | rows=[48] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K49 | value='0.512' | fill=00000000 | rows=[48] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L49 | value='1.548' | fill=00000000 | rows=[48] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M49 | value='0.369' | fill=00000000 | rows=[48] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N49 | value='2.515' | fill=00000000 | rows=[48] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O49 | value='0.549' | fill=00000000 | rows=[48] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P49 | value='0.153' | fill=00000000 | rows=[48] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q49 | value='3.087' | fill=00000000 | rows=[48] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R49 | value='0.475' | fill=00000000 | rows=[48] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S49 | value='0.348' | fill=00000000 | rows=[48] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T49 | value='0.085' | fill=00000000 | rows=[48] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U49 | value='0.549' | fill=00000000 | rows=[48] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V49 | value='0.567' | fill=00000000 | rows=[48] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W49 | value='0.04' | fill=00000000 | rows=[48] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X49 | value='0.702' | fill=00000000 | rows=[48] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y49 | value='0.465' | fill=00000000 | rows=[48] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z49 | value='0.429' | fill=00000000 | rows=[48] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA49 | value='0.299' | fill=00000000 | rows=[48] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB49 | value='0.731' | fill=00000000 | rows=[48] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC49 | value='0.301' | fill=00000000 | rows=[48] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD49 | value='0.303' | fill=00000000 | rows=[48] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE49 | value='0.761' | fill=00000000 | rows=[48] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF49 | value='0.275' | fill=00000000 | rows=[48] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG49 | value='0.75' | fill=00000000 | rows=[48] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH49 | value='0.443' | fill=00000000 | rows=[48] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI49 | value='0.907' | fill=00000000 | rows=[48] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ49 | value='0.662' | fill=00000000 | rows=[48] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK49 | value='0.466' | fill=00000000 | rows=[48] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL49 | value='0.944' | fill=00000000 | rows=[48] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM49 | value='0.594' | fill=00000000 | rows=[48] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell A50 | value='32K564' | fill=FF00B0F0 | rows=[49] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B50 | value='Bushwick Community High School' | fill=FF00B050 | rows=[49] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C50 | value='2.5' | fill=7 | rows=[49] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D50 | value='F' | fill=7 | rows=[49] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E50 | value='0.207' | fill=00000000 | rows=[49] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F50 | value='0.196' | fill=00000000 | rows=[49] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G50 | value='0.718' | fill=00000000 | rows=[49] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H50 | value='0.021' | fill=00000000 | rows=[49] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I50 | value='0.237' | fill=00000000 | rows=[49] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J50 | value='0.813' | fill=00000000 | rows=[49] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K50 | value='0' | fill=00000000 | rows=[49] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L50 | value='0.807' | fill=00000000 | rows=[49] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M50 | value='0.392' | fill=00000000 | rows=[49] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N50 | value='2.344' | fill=00000000 | rows=[49] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O50 | value='0.213' | fill=00000000 | rows=[49] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P50 | value='0.153' | fill=00000000 | rows=[49] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q50 | value='3.087' | fill=00000000 | rows=[49] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R50 | value='0.223' | fill=00000000 | rows=[49] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S50 | value='0.134' | fill=00000000 | rows=[49] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T50 | value='0.073' | fill=00000000 | rows=[49] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U50 | value='0.535' | fill=00000000 | rows=[49] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V50 | value='0.132' | fill=00000000 | rows=[49] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W50 | value='0.04' | fill=00000000 | rows=[49] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X50 | value='0.702' | fill=00000000 | rows=[49] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y50 | value='0.142' | fill=00000000 | rows=[49] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z50 | value='0.306' | fill=00000000 | rows=[49] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA50 | value='0.289' | fill=00000000 | rows=[49] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB50 | value='0.731' | fill=00000000 | rows=[49] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC50 | value='0.038' | fill=00000000 | rows=[49] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD50 | value='0.303' | fill=00000000 | rows=[49] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE50 | value='0.761' | fill=00000000 | rows=[49] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF50 | value='0.007' | fill=00000000 | rows=[49] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG50 | value='0.6' | fill=00000000 | rows=[49] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH50 | value='0.433' | fill=00000000 | rows=[49] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI50 | value='0.893' | fill=00000000 | rows=[49] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ50 | value='0.363' | fill=00000000 | rows=[49] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK50 | value='0.466' | fill=00000000 | rows=[49] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL50 | value='0.944' | fill=00000000 | rows=[49] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM50 | value='0.28' | fill=00000000 | rows=[49] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell A51 | value='84M707' | fill=FF00B0F0 | rows=[50] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B51 | value='John V. Lindsay Wildcat Academy Charter School' | fill=FF00B050 | rows=[50] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C51 | value='3.9' | fill=7 | rows=[50] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D51 | value='F' | fill=7 | rows=[50] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E51 | value='0.273' | fill=00000000 | rows=[50] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F51 | value='0.179' | fill=00000000 | rows=[50] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G51 | value='0.705' | fill=00000000 | rows=[50] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H51 | value='0.179' | fill=00000000 | rows=[50] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I51 | value='0.237' | fill=00000000 | rows=[50] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J51 | value='0.813' | fill=00000000 | rows=[50] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K51 | value='0.063' | fill=00000000 | rows=[50] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L51 | value='0.815' | fill=00000000 | rows=[50] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M51 | value='0.335' | fill=00000000 | rows=[50] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N51 | value='2.353' | fill=00000000 | rows=[50] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O51 | value='0.238' | fill=00000000 | rows=[50] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P51 | value='0.153' | fill=00000000 | rows=[50] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q51 | value='3.087' | fill=00000000 | rows=[50] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R51 | value='0.226' | fill=00000000 | rows=[50] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S51 | value='0.105' | fill=00000000 | rows=[50] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T51 | value='0.066' | fill=00000000 | rows=[50] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U51 | value='0.544' | fill=00000000 | rows=[50] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V51 | value='0.082' | fill=00000000 | rows=[50] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W51 | value='0.04' | fill=00000000 | rows=[50] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X51 | value='0.702' | fill=00000000 | rows=[50] | cols=[23] | col_header=False | row_header=False | metadata=False
