=== science-table50.xlsx ===
Cell A1 | value='Quantification of Brca1;Trp53 confetti clone sizes in nulliparous and parous glands used for Extended Data Figure 10b,c' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6] | col_header=True | row_header=True | metadata=True
Cell C515 | value='51' | fill=00000000 | rows=[514] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C516 | value='38' | fill=00000000 | rows=[515] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C517 | value='31' | fill=00000000 | rows=[516] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C518 | value='56' | fill=00000000 | rows=[517] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C519 | value='42' | fill=00000000 | rows=[518] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C520 | value='73' | fill=00000000 | rows=[519] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C521 | value='45' | fill=00000000 | rows=[520] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C522 | value='324' | fill=00000000 | rows=[521] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C523 | value='94' | fill=00000000 | rows=[522] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C524 | value='18' | fill=00000000 | rows=[523] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C525 | value='31' | fill=00000000 | rows=[524] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C526 | value='34' | fill=00000000 | rows=[525] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C527 | value='72' | fill=00000000 | rows=[526] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C528 | value='32' | fill=00000000 | rows=[527] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C529 | value='28' | fill=00000000 | rows=[528] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C530 | value='4' | fill=00000000 | rows=[529] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C531 | value='6' | fill=00000000 | rows=[530] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C532 | value='39' | fill=00000000 | rows=[531] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C533 | value='30' | fill=00000000 | rows=[532] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C534 | value='9' | fill=00000000 | rows=[533] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C535 | value='19' | fill=00000000 | rows=[534] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C536 | value='19' | fill=00000000 | rows=[535] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C537 | value='43' | fill=00000000 | rows=[536] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C538 | value='87' | fill=00000000 | rows=[537] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C539 | value='14' | fill=00000000 | rows=[538] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C540 | value='39' | fill=00000000 | rows=[539] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C541 | value='3' | fill=00000000 | rows=[540] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C542 | value='300' | fill=00000000 | rows=[541] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C543 | value='31' | fill=00000000 | rows=[542] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C544 | value='28' | fill=00000000 | rows=[543] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C545 | value='15' | fill=00000000 | rows=[544] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C546 | value='73' | fill=00000000 | rows=[545] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C547 | value='45' | fill=00000000 | rows=[546] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C548 | value='43' | fill=00000000 | rows=[547] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C549 | value='57' | fill=00000000 | rows=[548] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C550 | value='31' | fill=00000000 | rows=[549] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C551 | value='12' | fill=00000000 | rows=[550] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C552 | value='29' | fill=00000000 | rows=[551] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C553 | value='13' | fill=00000000 | rows=[552] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C554 | value='39' | fill=00000000 | rows=[553] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C555 | value='22' | fill=00000000 | rows=[554] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C556 | value='37' | fill=00000000 | rows=[555] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C557 | value='43' | fill=00000000 | rows=[556] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C558 | value='20' | fill=00000000 | rows=[557] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C559 | value='33' | fill=00000000 | rows=[558] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C560 | value='29' | fill=00000000 | rows=[559] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C561 | value='67' | fill=00000000 | rows=[560] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C562 | value='66' | fill=00000000 | rows=[561] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C563 | value='11' | fill=00000000 | rows=[562] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C564 | value='15' | fill=00000000 | rows=[563] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C565 | value='158' | fill=00000000 | rows=[564] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C566 | value='83' | fill=00000000 | rows=[565] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C567 | value='121' | fill=00000000 | rows=[566] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C568 | value='8' | fill=00000000 | rows=[567] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C569 | value='12' | fill=00000000 | rows=[568] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C570 | value='22' | fill=00000000 | rows=[569] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C571 | value='47' | fill=00000000 | rows=[570] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C572 | value='49' | fill=00000000 | rows=[571] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C573 | value='210' | fill=00000000 | rows=[572] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C574 | value='24' | fill=00000000 | rows=[573] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C575 | value='91' | fill=00000000 | rows=[574] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C576 | value='38' | fill=00000000 | rows=[575] | cols=[2] | col_header=False | row_header=False | metadata=False

=== science-table50.xlsx ===
Cell A1 | value='Quantification of Brca1;Trp53 confetti clone sizes in nulliparous and parous glands used for Extended Data Figure 10b,c' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6] | col_header=True | row_header=True | metadata=True
Cell A3 | value='b' | fill=FF00B0F0 | rows=[2] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B3 | value='120 days Brca1;Trp53 - nulliparous' | fill=FFFFFF00 | rows=[2] | cols=[1] | col_header=True | row_header=False | metadata=False
Cell C3 | value='120 days Brca1;Trp53 pregnancy' | fill=FFFFFF00 | rows=[2] | cols=[2] | col_header=True | row_header=False | metadata=False
Cell E3 | value='Basal clones' | fill=2 | rows=[2] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A4 | value='SUM' | fill=FF00B050 | rows=[3] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B4 | value='431' | fill=FFFFFF00 | rows=[3] | cols=[1] | col_header=True | row_header=False | metadata=False
Cell C4 | value='571' | fill=FFFFFF00 | rows=[3] | cols=[2] | col_header=True | row_header=False | metadata=False
Cell E4 | value='Transformed' | fill=FFFF0000 | rows=[3] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B6 | value='479' | fill=00000000 | rows=[5] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C6 | value='508' | fill=00000000 | rows=[5] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B7 | value='1035' | fill=00000000 | rows=[6] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C7 | value='65' | fill=00000000 | rows=[6] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B8 | value='1216' | fill=00000000 | rows=[7] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C8 | value='64' | fill=00000000 | rows=[7] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B9 | value='413' | fill=00000000 | rows=[8] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C9 | value='102' | fill=00000000 | rows=[8] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B10 | value='591' | fill=00000000 | rows=[9] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C10 | value='92' | fill=00000000 | rows=[9] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B11 | value='407' | fill=00000000 | rows=[10] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C11 | value='9' | fill=00000000 | rows=[10] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B12 | value='3463' | fill=00000000 | rows=[11] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C12 | value='28' | fill=00000000 | rows=[11] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B13 | value='920' | fill=00000000 | rows=[12] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C13 | value='5' | fill=00000000 | rows=[12] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B14 | value='74' | fill=00000000 | rows=[13] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C14 | value='86' | fill=00000000 | rows=[13] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B15 | value='282' | fill=00000000 | rows=[14] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C15 | value='121' | fill=00000000 | rows=[14] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B16 | value='387' | fill=00000000 | rows=[15] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C16 | value='181' | fill=00000000 | rows=[15] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B17 | value='672' | fill=00000000 | rows=[16] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C17 | value='8' | fill=00000000 | rows=[16] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B18 | value='9' | fill=00000000 | rows=[17] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C18 | value='81' | fill=00000000 | rows=[17] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B19 | value='23' | fill=00000000 | rows=[18] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C19 | value='60' | fill=00000000 | rows=[18] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B20 | value='2' | fill=00000000 | rows=[19] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C20 | value='123' | fill=00000000 | rows=[19] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B21 | value='27' | fill=00000000 | rows=[20] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C21 | value='26' | fill=00000000 | rows=[20] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B22 | value='13' | fill=00000000 | rows=[21] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C22 | value='42' | fill=00000000 | rows=[21] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B23 | value='17' | fill=00000000 | rows=[22] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C23 | value='24' | fill=00000000 | rows=[22] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B24 | value='146' | fill=00000000 | rows=[23] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C24 | value='6' | fill=00000000 | rows=[23] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B25 | value='785' | fill=00000000 | rows=[24] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C25 | value='19' | fill=00000000 | rows=[24] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B26 | value='26' | fill=00000000 | rows=[25] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C26 | value='15' | fill=00000000 | rows=[25] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B27 | value='314' | fill=00000000 | rows=[26] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C27 | value='47' | fill=00000000 | rows=[26] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B28 | value='560' | fill=FFFF0000 | rows=[27] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C28 | value='16' | fill=00000000 | rows=[27] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B29 | value='1165' | fill=00000000 | rows=[28] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C29 | value='10' | fill=00000000 | rows=[28] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B30 | value='62' | fill=00000000 | rows=[29] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C30 | value='87' | fill=00000000 | rows=[29] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B31 | value='73' | fill=00000000 | rows=[30] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C31 | value='97' | fill=2 | rows=[30] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B32 | value='1' | fill=00000000 | rows=[31] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C32 | value='50' | fill=00000000 | rows=[31] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B33 | value='2' | fill=00000000 | rows=[32] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C33 | value='2' | fill=00000000 | rows=[32] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B34 | value='1' | fill=00000000 | rows=[33] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C34 | value='87' | fill=00000000 | rows=[33] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B35 | value='1145' | fill=00000000 | rows=[34] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C35 | value='4' | fill=00000000 | rows=[34] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B36 | value='116' | fill=00000000 | rows=[35] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C36 | value='82' | fill=00000000 | rows=[35] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B37 | value='161' | fill=00000000 | rows=[36] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C37 | value='188' | fill=00000000 | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B38 | value='5' | fill=00000000 | rows=[37] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C38 | value='15' | fill=00000000 | rows=[37] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B39 | value='1' | fill=00000000 | rows=[38] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C39 | value='32' | fill=00000000 | rows=[38] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B40 | value='1' | fill=00000000 | rows=[39] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C40 | value='174' | fill=00000000 | rows=[39] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B41 | value='2' | fill=00000000 | rows=[40] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C41 | value='14' | fill=00000000 | rows=[40] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B42 | value='134' | fill=00000000 | rows=[41] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C42 | value='5' | fill=00000000 | rows=[41] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B43 | value='7' | fill=00000000 | rows=[42] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C43 | value='41' | fill=00000000 | rows=[42] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B44 | value='3' | fill=00000000 | rows=[43] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C44 | value='81' | fill=00000000 | rows=[43] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B45 | value='2' | fill=00000000 | rows=[44] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C45 | value='63' | fill=00000000 | rows=[44] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B46 | value='1' | fill=00000000 | rows=[45] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C46 | value='108' | fill=00000000 | rows=[45] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B47 | value='3' | fill=00000000 | rows=[46] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C47 | value='105' | fill=00000000 | rows=[46] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B48 | value='3' | fill=00000000 | rows=[47] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C48 | value='18' | fill=00000000 | rows=[47] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B49 | value='3' | fill=00000000 | rows=[48] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C49 | value='14' | fill=00000000 | rows=[48] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B50 | value='18' | fill=00000000 | rows=[49] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C50 | value='71' | fill=00000000 | rows=[49] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B51 | value='22' | fill=00000000 | rows=[50] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C51 | value='102' | fill=00000000 | rows=[50] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B52 | value='20' | fill=00000000 | rows=[51] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C52 | value='180' | fill=00000000 | rows=[51] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B53 | value='21' | fill=00000000 | rows=[52] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C53 | value='53' | fill=00000000 | rows=[52] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B54 | value='7' | fill=00000000 | rows=[53] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C54 | value='26' | fill=00000000 | rows=[53] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B55 | value='2' | fill=00000000 | rows=[54] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C55 | value='69' | fill=00000000 | rows=[54] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B56 | value='3' | fill=00000000 | rows=[55] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C56 | value='128' | fill=00000000 | rows=[55] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B57 | value='5' | fill=00000000 | rows=[56] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C57 | value='138' | fill=00000000 | rows=[56] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B58 | value='129' | fill=00000000 | rows=[57] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C58 | value='206' | fill=00000000 | rows=[57] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B59 | value='462' | fill=00000000 | rows=[58] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C59 | value='11' | fill=00000000 | rows=[58] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B60 | value='412.582857142857' | fill=00000000 | rows=[59] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C60 | value='3' | fill=00000000 | rows=[59] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B61 | value='425' | fill=00000000 | rows=[60] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C61 | value='54' | fill=00000000 | rows=[60] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B62 | value='567' | fill=00000000 | rows=[61] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C62 | value='116' | fill=00000000 | rows=[61] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B63 | value='85' | fill=00000000 | rows=[62] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C63 | value='1' | fill=00000000 | rows=[62] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B64 | value='14' | fill=00000000 | rows=[63] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C64 | value='3' | fill=00000000 | rows=[63] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B65 | value='9' | fill=00000000 | rows=[64] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C65 | value='25' | fill=00000000 | rows=[64] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B66 | value='5' | fill=00000000 | rows=[65] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C66 | value='55' | fill=00000000 | rows=[65] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B67 | value='31' | fill=00000000 | rows=[66] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C67 | value='12' | fill=00000000 | rows=[66] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B68 | value='23' | fill=00000000 | rows=[67] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C68 | value='170' | fill=00000000 | rows=[67] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B69 | value='180' | fill=00000000 | rows=[68] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C69 | value='35' | fill=00000000 | rows=[68] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B70 | value='775' | fill=FFFF0000 | rows=[69] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C70 | value='1' | fill=00000000 | rows=[69] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B71 | value='2365' | fill=FFFF0000 | rows=[70] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C71 | value='3' | fill=00000000 | rows=[70] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B72 | value='400' | fill=00000000 | rows=[71] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C72 | value='1' | fill=00000000 | rows=[71] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B73 | value='3' | fill=00000000 | rows=[72] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C73 | value='43' | fill=00000000 | rows=[72] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B74 | value='118' | fill=00000000 | rows=[73] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C74 | value='14' | fill=00000000 | rows=[73] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B75 | value='140' | fill=00000000 | rows=[74] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C75 | value='44' | fill=00000000 | rows=[74] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B76 | value='125' | fill=00000000 | rows=[75] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C76 | value='61' | fill=00000000 | rows=[75] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B77 | value='8' | fill=00000000 | rows=[76] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C77 | value='43' | fill=00000000 | rows=[76] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B78 | value='105' | fill=00000000 | rows=[77] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C78 | value='215' | fill=00000000 | rows=[77] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B79 | value='9' | fill=00000000 | rows=[78] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C79 | value='71' | fill=00000000 | rows=[78] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B80 | value='17' | fill=00000000 | rows=[79] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C80 | value='82' | fill=00000000 | rows=[79] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B81 | value='45' | fill=00000000 | rows=[80] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C81 | value='12' | fill=00000000 | rows=[80] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B82 | value='2' | fill=00000000 | rows=[81] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C82 | value='107' | fill=00000000 | rows=[81] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B83 | value='45' | fill=00000000 | rows=[82] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C83 | value='25' | fill=00000000 | rows=[82] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B84 | value='35' | fill=00000000 | rows=[83] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C84 | value='123' | fill=00000000 | rows=[83] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B85 | value='9' | fill=00000000 | rows=[84] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C85 | value='42' | fill=00000000 | rows=[84] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B86 | value='4' | fill=00000000 | rows=[85] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C86 | value='1' | fill=00000000 | rows=[85] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B87 | value='1' | fill=00000000 | rows=[86] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C87 | value='314' | fill=00000000 | rows=[86] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B88 | value='3' | fill=00000000 | rows=[87] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C88 | value='42' | fill=00000000 | rows=[87] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B89 | value='1' | fill=00000000 | rows=[88] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C89 | value='4' | fill=00000000 | rows=[88] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B90 | value='1' | fill=00000000 | rows=[89] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C90 | value='17' | fill=00000000 | rows=[89] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B91 | value='1' | fill=00000000 | rows=[90] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C91 | value='8' | fill=00000000 | rows=[90] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B92 | value='9' | fill=00000000 | rows=[91] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C92 | value='44' | fill=00000000 | rows=[91] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B93 | value='606' | fill=00000000 | rows=[92] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C93 | value='12' | fill=00000000 | rows=[92] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B94 | value='108' | fill=00000000 | rows=[93] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C94 | value='1' | fill=00000000 | rows=[93] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B95 | value='115' | fill=00000000 | rows=[94] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C95 | value='3' | fill=00000000 | rows=[94] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B96 | value='32' | fill=00000000 | rows=[95] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C96 | value='2' | fill=00000000 | rows=[95] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B97 | value='8' | fill=00000000 | rows=[96] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C97 | value='19' | fill=00000000 | rows=[96] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B98 | value='732' | fill=00000000 | rows=[97] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C98 | value='24' | fill=00000000 | rows=[97] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B99 | value='9' | fill=00000000 | rows=[98] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C99 | value='156' | fill=00000000 | rows=[98] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B100 | value='166' | fill=00000000 | rows=[99] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C100 | value='20' | fill=00000000 | rows=[99] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B101 | value='34' | fill=00000000 | rows=[100] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C101 | value='1' | fill=00000000 | rows=[100] | cols=[2] | col_header=False | row_header=False | metadata=False
