=== economy-table22.xlsx ===
Cell A1 | value='Code' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell H363 | value='160' | fill=00000000 | rows=[362] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I363 | value='237' | fill=00000000 | rows=[362] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J363 | value='270' | fill=00000000 | rows=[362] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K363 | value='345' | fill=00000000 | rows=[362] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L363 | value='348' | fill=00000000 | rows=[362] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M363 | value='324' | fill=00000000 | rows=[362] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N363 | value='380' | fill=00000000 | rows=[362] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A364 | value='W06000012' | fill=FF00B0F0 | rows=[363] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B364 | value='Neath Port Talbot' | fill=FF00B050 | rows=[363] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C364 | value='Unitary Authority' | fill=FF00B050 | rows=[363] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D364 | value='165' | fill=00000000 | rows=[363] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E364 | value='149' | fill=00000000 | rows=[363] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F364 | value='135' | fill=00000000 | rows=[363] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G364 | value='182' | fill=00000000 | rows=[363] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H364 | value='116' | fill=00000000 | rows=[363] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I364 | value='160' | fill=00000000 | rows=[363] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J364 | value='207' | fill=00000000 | rows=[363] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K364 | value='222' | fill=00000000 | rows=[363] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L364 | value='252' | fill=00000000 | rows=[363] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M364 | value='239' | fill=00000000 | rows=[363] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N364 | value='238' | fill=00000000 | rows=[363] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A365 | value='W06000013' | fill=FF00B0F0 | rows=[364] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B365 | value='Bridgend' | fill=FF00B050 | rows=[364] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C365 | value='Unitary Authority' | fill=FF00B050 | rows=[364] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D365 | value='176' | fill=00000000 | rows=[364] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E365 | value='151' | fill=00000000 | rows=[364] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F365 | value='167' | fill=00000000 | rows=[364] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G365 | value='175' | fill=00000000 | rows=[364] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H365 | value='148' | fill=00000000 | rows=[364] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I365 | value='161' | fill=00000000 | rows=[364] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J365 | value='159' | fill=00000000 | rows=[364] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K365 | value='197' | fill=00000000 | rows=[364] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L365 | value='238' | fill=00000000 | rows=[364] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M365 | value='267' | fill=00000000 | rows=[364] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N365 | value='272' | fill=00000000 | rows=[364] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A366 | value='W06000014' | fill=FF00B0F0 | rows=[365] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B366 | value='Vale of Glamorgan' | fill=FF00B050 | rows=[365] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C366 | value='Unitary Authority' | fill=FF00B050 | rows=[365] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D366 | value='103' | fill=00000000 | rows=[365] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E366 | value='90' | fill=00000000 | rows=[365] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F366 | value='95' | fill=00000000 | rows=[365] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G366 | value='134' | fill=00000000 | rows=[365] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H366 | value='81' | fill=00000000 | rows=[365] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I366 | value='81' | fill=00000000 | rows=[365] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J366 | value='127' | fill=00000000 | rows=[365] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K366 | value='129' | fill=00000000 | rows=[365] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L366 | value='154' | fill=00000000 | rows=[365] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M366 | value='160' | fill=00000000 | rows=[365] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N366 | value='152' | fill=00000000 | rows=[365] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A367 | value='W06000015' | fill=FF00B0F0 | rows=[366] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B367 | value='Cardiff' | fill=FF00B050 | rows=[366] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C367 | value='Unitary Authority' | fill=FF00B050 | rows=[366] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D367 | value='206' | fill=00000000 | rows=[366] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E367 | value='240' | fill=00000000 | rows=[366] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F367 | value='218' | fill=00000000 | rows=[366] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G367 | value='278' | fill=00000000 | rows=[366] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H367 | value='185' | fill=00000000 | rows=[366] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I367 | value='217' | fill=00000000 | rows=[366] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J367 | value='298' | fill=00000000 | rows=[366] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K367 | value='290' | fill=00000000 | rows=[366] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L367 | value='375' | fill=00000000 | rows=[366] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M367 | value='351' | fill=00000000 | rows=[366] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N367 | value='359' | fill=00000000 | rows=[366] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A368 | value='W06000016' | fill=FF00B0F0 | rows=[367] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B368 | value='Rhondda Cynon Taf' | fill=FF00B050 | rows=[367] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C368 | value='Unitary Authority' | fill=FF00B050 | rows=[367] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D368 | value='250' | fill=00000000 | rows=[367] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E368 | value='197' | fill=00000000 | rows=[367] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F368 | value='257' | fill=00000000 | rows=[367] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G368 | value='286' | fill=00000000 | rows=[367] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H368 | value='211' | fill=00000000 | rows=[367] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I368 | value='249' | fill=00000000 | rows=[367] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J368 | value='359' | fill=00000000 | rows=[367] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K368 | value='366' | fill=00000000 | rows=[367] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L368 | value='460' | fill=00000000 | rows=[367] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M368 | value='446' | fill=00000000 | rows=[367] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N368 | value='453' | fill=00000000 | rows=[367] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A369 | value='W06000024' | fill=FF00B0F0 | rows=[368] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B369 | value='Merthyr Tydfil' | fill=FF00B050 | rows=[368] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C369 | value='Unitary Authority' | fill=FF00B050 | rows=[368] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D369 | value='56' | fill=00000000 | rows=[368] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E369 | value='50' | fill=00000000 | rows=[368] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F369 | value='54' | fill=00000000 | rows=[368] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G369 | value='69' | fill=00000000 | rows=[368] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H369 | value='65' | fill=00000000 | rows=[368] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I369 | value='71' | fill=00000000 | rows=[368] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J369 | value='41' | fill=00000000 | rows=[368] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K369 | value='71' | fill=00000000 | rows=[368] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L369 | value='97' | fill=00000000 | rows=[368] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M369 | value='115' | fill=00000000 | rows=[368] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N369 | value='132' | fill=00000000 | rows=[368] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A370 | value='W06000018' | fill=FF00B0F0 | rows=[369] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B370 | value='Caerphilly' | fill=FF00B050 | rows=[369] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C370 | value='Unitary Authority' | fill=FF00B050 | rows=[369] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D370 | value='174' | fill=00000000 | rows=[369] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E370 | value='197' | fill=00000000 | rows=[369] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F370 | value='200' | fill=00000000 | rows=[369] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G370 | value='247' | fill=00000000 | rows=[369] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H370 | value='205' | fill=00000000 | rows=[369] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I370 | value='190' | fill=00000000 | rows=[369] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J370 | value='181' | fill=00000000 | rows=[369] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K370 | value='277' | fill=00000000 | rows=[369] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L370 | value='305' | fill=00000000 | rows=[369] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M370 | value='312' | fill=00000000 | rows=[369] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N370 | value='297' | fill=00000000 | rows=[369] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A371 | value='W06000019' | fill=FF00B0F0 | rows=[370] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B371 | value='Blaenau Gwent' | fill=FF00B050 | rows=[370] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C371 | value='Unitary Authority' | fill=FF00B050 | rows=[370] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D371 | value='57' | fill=00000000 | rows=[370] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E371 | value='80' | fill=00000000 | rows=[370] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F371 | value='108' | fill=00000000 | rows=[370] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G371 | value='102' | fill=00000000 | rows=[370] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H371 | value='72' | fill=00000000 | rows=[370] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I371 | value='95' | fill=00000000 | rows=[370] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J371 | value='121' | fill=00000000 | rows=[370] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K371 | value='124' | fill=00000000 | rows=[370] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L371 | value='143' | fill=00000000 | rows=[370] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M371 | value='123' | fill=00000000 | rows=[370] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N371 | value='122' | fill=00000000 | rows=[370] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A372 | value='W06000020' | fill=FF00B0F0 | rows=[371] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B372 | value='Torfaen' | fill=FF00B050 | rows=[371] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C372 | value='Unitary Authority' | fill=FF00B050 | rows=[371] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D372 | value='91' | fill=00000000 | rows=[371] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E372 | value='84' | fill=00000000 | rows=[371] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F372 | value='104' | fill=00000000 | rows=[371] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G372 | value='107' | fill=00000000 | rows=[371] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H372 | value='87' | fill=00000000 | rows=[371] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I372 | value='99' | fill=00000000 | rows=[371] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J372 | value='127' | fill=00000000 | rows=[371] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K372 | value='129' | fill=00000000 | rows=[371] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L372 | value='167' | fill=00000000 | rows=[371] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M372 | value='148' | fill=00000000 | rows=[371] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N372 | value='169' | fill=00000000 | rows=[371] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A373 | value='W06000021' | fill=FF00B0F0 | rows=[372] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B373 | value='Monmouthshire' | fill=FF00B050 | rows=[372] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C373 | value='Unitary Authority' | fill=FF00B050 | rows=[372] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D373 | value='72' | fill=00000000 | rows=[372] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E373 | value='66' | fill=00000000 | rows=[372] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F373 | value='76' | fill=00000000 | rows=[372] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G373 | value='88' | fill=00000000 | rows=[372] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H373 | value='43' | fill=00000000 | rows=[372] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I373 | value='51' | fill=00000000 | rows=[372] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J373 | value='69' | fill=00000000 | rows=[372] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K373 | value='85' | fill=00000000 | rows=[372] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L373 | value='82' | fill=00000000 | rows=[372] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M373 | value='96' | fill=00000000 | rows=[372] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N373 | value='92' | fill=00000000 | rows=[372] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A374 | value='W06000022' | fill=FF00B0F0 | rows=[373] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B374 | value='Newport' | fill=FF00B050 | rows=[373] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C374 | value='Unitary Authority' | fill=FF00B050 | rows=[373] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D374 | value='140' | fill=00000000 | rows=[373] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E374 | value='127' | fill=00000000 | rows=[373] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F374 | value='150' | fill=00000000 | rows=[373] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G374 | value='146' | fill=00000000 | rows=[373] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H374 | value='127' | fill=00000000 | rows=[373] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I374 | value='152' | fill=00000000 | rows=[373] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J374 | value='163' | fill=00000000 | rows=[373] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K374 | value='203' | fill=00000000 | rows=[373] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L374 | value='234' | fill=00000000 | rows=[373] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M374 | value='210' | fill=00000000 | rows=[373] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N374 | value='214' | fill=00000000 | rows=[373] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A375 | value='UNK' | fill=00000000 | rows=[374] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B375 | value='Unknown' | fill=00000000 | rows=[374] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D375 | value='672' | fill=00000000 | rows=[374] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E375 | value='366' | fill=00000000 | rows=[374] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F375 | value='330' | fill=00000000 | rows=[374] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G375 | value='336' | fill=00000000 | rows=[374] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H375 | value='437' | fill=00000000 | rows=[374] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I375 | value='639' | fill=00000000 | rows=[374] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J375 | value='85' | fill=00000000 | rows=[374] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K375 | value='100' | fill=00000000 | rows=[374] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L375 | value='87' | fill=00000000 | rows=[374] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M375 | value='85' | fill=00000000 | rows=[374] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N375 | value='63' | fill=00000000 | rows=[374] | cols=[13] | col_header=False | row_header=False | metadata=False

=== economy-table22.xlsx ===
Cell A1 | value='Code' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell B1 | value='Name' | fill=FFFFFF00 | rows=[0] | cols=[1] | col_header=True | row_header=False | metadata=False
Cell C1 | value='Geography' | fill=FFFFFF00 | rows=[0] | cols=[2] | col_header=True | row_header=False | metadata=False
Cell D1 | value='2011' | fill=FFFFFF00 | rows=[0] | cols=[3] | col_header=True | row_header=False | metadata=False
Cell E1 | value='2012' | fill=FFFFFF00 | rows=[0] | cols=[4] | col_header=True | row_header=False | metadata=False
Cell F1 | value='2013' | fill=FFFFFF00 | rows=[0] | cols=[5] | col_header=True | row_header=False | metadata=False
Cell G1 | value='2014' | fill=FFFFFF00 | rows=[0] | cols=[6] | col_header=True | row_header=False | metadata=False
Cell H1 | value='2015' | fill=FFFFFF00 | rows=[0] | cols=[7] | col_header=True | row_header=False | metadata=False
Cell I1 | value='2016' | fill=FFFFFF00 | rows=[0] | cols=[8] | col_header=True | row_header=False | metadata=False
Cell J1 | value='2017' | fill=FFFFFF00 | rows=[0] | cols=[9] | col_header=True | row_header=False | metadata=False
Cell K1 | value='2018' | fill=FFFFFF00 | rows=[0] | cols=[10] | col_header=True | row_header=False | metadata=False
Cell L1 | value='2019' | fill=FFFFFF00 | rows=[0] | cols=[11] | col_header=True | row_header=False | metadata=False
Cell M1 | value='2020' | fill=FFFFFF00 | rows=[0] | cols=[12] | col_header=True | row_header=False | metadata=False
Cell N1 | value='2021' | fill=FFFFFF00 | rows=[0] | cols=[13] | col_header=True | row_header=False | metadata=False
Cell A2 | value='K04000001' | fill=FF00B0F0 | rows=[1] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B2 | value='ENGLAND AND WALES' | fill=FF00B050 | rows=[1] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C2 | value='Country' | fill=FF00B050 | rows=[1] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D2 | value='48966' | fill=00000000 | rows=[1] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E2 | value='46541' | fill=00000000 | rows=[1] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F2 | value='48786' | fill=00000000 | rows=[1] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G2 | value='51117' | fill=00000000 | rows=[1] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H2 | value='40007' | fill=00000000 | rows=[1] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I2 | value='49265' | fill=00000000 | rows=[1] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J2 | value='59092' | fill=00000000 | rows=[1] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K2 | value='70685' | fill=00000000 | rows=[1] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L2 | value='77946' | fill=00000000 | rows=[1] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M2 | value='78448' | fill=00000000 | rows=[1] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N2 | value='81199' | fill=00000000 | rows=[1] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A3 | value='E92000001' | fill=FF00B0F0 | rows=[2] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B3 | value='ENGLAND' | fill=FF00B050 | rows=[2] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C3 | value='Country' | fill=FF00B050 | rows=[2] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D3 | value='45522' | fill=00000000 | rows=[2] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E3 | value='43535' | fill=00000000 | rows=[2] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F3 | value='45576' | fill=00000000 | rows=[2] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G3 | value='47585' | fill=00000000 | rows=[2] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H3 | value='37282' | fill=00000000 | rows=[2] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I3 | value='45857' | fill=00000000 | rows=[2] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J3 | value='55684' | fill=00000000 | rows=[2] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K3 | value='66708' | fill=00000000 | rows=[2] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L3 | value='73458' | fill=00000000 | rows=[2] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M3 | value='73978' | fill=00000000 | rows=[2] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N3 | value='76654' | fill=00000000 | rows=[2] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A4 | value='E12000001' | fill=FF00B0F0 | rows=[3] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B4 | value='NORTH EAST' | fill=FF00B050 | rows=[3] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C4 | value='Region' | fill=FF00B050 | rows=[3] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D4 | value='3044' | fill=00000000 | rows=[3] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E4 | value='2992' | fill=00000000 | rows=[3] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F4 | value='3142' | fill=00000000 | rows=[3] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G4 | value='3063' | fill=00000000 | rows=[3] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H4 | value='2282' | fill=00000000 | rows=[3] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I4 | value='2804' | fill=00000000 | rows=[3] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J4 | value='3254' | fill=00000000 | rows=[3] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K4 | value='4063' | fill=00000000 | rows=[3] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L4 | value='4344' | fill=00000000 | rows=[3] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M4 | value='4309' | fill=00000000 | rows=[3] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N4 | value='4299' | fill=00000000 | rows=[3] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A5 | value='E06000047' | fill=FF00B0F0 | rows=[4] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B5 | value='County Durham' | fill=FF00B050 | rows=[4] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C5 | value='Unitary Authority' | fill=FF00B050 | rows=[4] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D5 | value='750' | fill=00000000 | rows=[4] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E5 | value='718' | fill=00000000 | rows=[4] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F5 | value='736' | fill=00000000 | rows=[4] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G5 | value='679' | fill=00000000 | rows=[4] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H5 | value='521' | fill=00000000 | rows=[4] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I5 | value='632' | fill=00000000 | rows=[4] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J5 | value='736' | fill=00000000 | rows=[4] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K5 | value='915' | fill=00000000 | rows=[4] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L5 | value='994' | fill=00000000 | rows=[4] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M5 | value='948' | fill=00000000 | rows=[4] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N5 | value='875' | fill=00000000 | rows=[4] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A6 | value='E06000005' | fill=FF00B0F0 | rows=[5] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B6 | value='Darlington' | fill=FF00B050 | rows=[5] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C6 | value='Unitary Authority' | fill=FF00B050 | rows=[5] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D6 | value='132' | fill=00000000 | rows=[5] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E6 | value='122' | fill=00000000 | rows=[5] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F6 | value='121' | fill=00000000 | rows=[5] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G6 | value='116' | fill=00000000 | rows=[5] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H6 | value='100' | fill=00000000 | rows=[5] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I6 | value='119' | fill=00000000 | rows=[5] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J6 | value='148' | fill=00000000 | rows=[5] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K6 | value='200' | fill=00000000 | rows=[5] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L6 | value='229' | fill=00000000 | rows=[5] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M6 | value='192' | fill=00000000 | rows=[5] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N6 | value='223' | fill=00000000 | rows=[5] | cols=[13] | col_header=False | row_header=False | metadata=False
