=== environment-table11.xlsx ===
Cell A1 | value='Date Rec'd' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell B1 | value='IDB' | fill=FFFFFF00 | rows=[0] | cols=[1] | col_header=True | row_header=False | metadata=False
Cell C1 | value='Name of local Authority' | fill=FFFFFF00 | rows=[0] | cols=[2] | col_header=True | row_header=False | metadata=False
Cell D1 | value='Forecast' | fill=FFFFFF00 | rows=[0] | cols=[3] | col_header=True | row_header=False | metadata=False
Cell E1 | value='Total' | fill=FF00B0F0 | rows=[0] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F1 | value='Notes' | fill=FFFFFF00 | rows=[0] | cols=[5] | col_header=True | row_header=False | metadata=False
Cell G1 | value='Update by' | fill=FFFFFF00 | rows=[0] | cols=[6] | col_header=True | row_header=False | metadata=False
Cell A2 | value='2022-11-07 00:00:00' | fill=00000000 | rows=[1, 2, 3, 4, 5, 6] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B2 | value='Ainsty' | fill=FF00B050 | rows=[1] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C3 | value='Harrogate Borough Council' | fill=00000000 | rows=[2] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D3 | value='39500' | fill=00000000 | rows=[2] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C4 | value='Leeds City Council' | fill=00000000 | rows=[3] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4 | value='8075' | fill=00000000 | rows=[3] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C5 | value='Selby District Council' | fill=00000000 | rows=[4] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D5 | value='33352' | fill=00000000 | rows=[4] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G5 | value='JB' | fill=FF92D050 | rows=[4] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C6 | value='City of York Council' | fill=00000000 | rows=[5] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D6 | value='249154' | fill=00000000 | rows=[5] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E7 | value='330081' | fill=FF00B0F0 | rows=[6] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A8 | value='2022-11-07 00:00:00' | fill=00000000 | rows=[7, 8, 9, 10] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B8 | value='Airedale Drainage Commissioners' | fill=FF00B050 | rows=[7] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C9 | value='Bradford Metropolitan Council' | fill=00000000 | rows=[8] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D9 | value='7229' | fill=00000000 | rows=[8] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C10 | value='Craven District Council' | fill=00000000 | rows=[9] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D10 | value='12408' | fill=00000000 | rows=[9] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G10 | value='JB' | fill=FF92D050 | rows=[9] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E11 | value='19637' | fill=FF00B0F0 | rows=[10] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A12 | value='2022-11-15 00:00:00' | fill=00000000 | rows=[11, 12, 13] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B12 | value='Alconbury and Ellington' | fill=FF00B050 | rows=[11] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C13 | value='Huntingdonshire District Council' | fill=00000000 | rows=[12] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D13 | value='85295' | fill=00000000 | rows=[12] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G13 | value='JB' | fill=FF92D050 | rows=[12] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E14 | value='85295' | fill=FF00B0F0 | rows=[13] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A15 | value='2022-11-21 00:00:00' | fill=00000000 | rows=[14, 15, 16, 17] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B15 | value='Ancholme Internal Drainage Board' | fill=FF00B050 | rows=[14] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C16 | value='North Lincolnshire District Council' | fill=00000000 | rows=[15] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D16 | value='206609' | fill=00000000 | rows=[15] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C17 | value='West Lindsey District Council' | fill=00000000 | rows=[16] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D17 | value='18850' | fill=00000000 | rows=[16] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G17 | value='JB' | fill=FF92D050 | rows=[16] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E18 | value='225459' | fill=FF00B0F0 | rows=[17] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A19 | value='2022-11-10 00:00:00' | fill=00000000 | rows=[18, 19, 20, 21, 22] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B19 | value='Axe Brue' | fill=FF00B050 | rows=[18] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C20 | value='Mendip District Council' | fill=00000000 | rows=[19] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D20 | value='136830' | fill=00000000 | rows=[19] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C21 | value='North Somerset Unitary Authority' | fill=00000000 | rows=[20] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D21 | value='17487' | fill=00000000 | rows=[20] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G21 | value='JB' | fill=FF92D050 | rows=[20] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C22 | value='Sedgemoor District Council' | fill=00000000 | rows=[21] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D22 | value='928629' | fill=00000000 | rows=[21] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E23 | value='1082946' | fill=FF00B0F0 | rows=[22] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A24 | value='2022-11-10 00:00:00' | fill=00000000 | rows=[23, 24, 25, 26, 27, 28] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B24 | value='Axeholme & North Notts' | fill=FF00B050 | rows=[23] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C25 | value='North Lincolnshire Council' | fill=00000000 | rows=[24] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D25 | value='752687' | fill=00000000 | rows=[24] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C26 | value='Bassetlaw District Council' | fill=00000000 | rows=[25] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D26 | value='135058' | fill=00000000 | rows=[25] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C27 | value='Doncaster Metropolitan Borough Council' | fill=00000000 | rows=[26] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D27 | value='1620' | fill=00000000 | rows=[26] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G27 | value='JB' | fill=FF92D050 | rows=[26] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C28 | value='East Riding of Yorkshire Council' | fill=00000000 | rows=[27] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D28 | value='11054' | fill=00000000 | rows=[27] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E29 | value='900419' | fill=FF00B0F0 | rows=[28] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A30 | value='2022-11-11 00:00:00' | fill=00000000 | rows=[29, 30, 31, 32, 33, 34] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B30 | value='Bedfordshire and River Ivel' | fill=FF00B050 | rows=[29] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C31 | value='Bedford Borough Council' | fill=00000000 | rows=[30] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D31 | value='611639' | fill=00000000 | rows=[30] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C32 | value='Central Bedfordshire Council' | fill=00000000 | rows=[31] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D32 | value='374393' | fill=00000000 | rows=[31] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G32 | value='JB' | fill=FF92D050 | rows=[31] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C33 | value='North Herts District Council' | fill=00000000 | rows=[32] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D33 | value='5263' | fill=00000000 | rows=[32] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C34 | value='South Cambs District Council' | fill=00000000 | rows=[33] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D34 | value='161' | fill=00000000 | rows=[33] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E35 | value='991456' | fill=FF00B0F0 | rows=[34] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A36 | value='2022-11-21 00:00:00' | fill=00000000 | rows=[35, 36, 37, 38] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B36 | value='Benwick' | fill=FF00B050 | rows=[35] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C37 | value='Fenland District Council' | fill=00000000 | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D37 | value='27078' | fill=00000000 | rows=[36] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C38 | value='Huntingdonshire District Council' | fill=00000000 | rows=[37] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D38 | value='2166' | fill=00000000 | rows=[37] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G38 | value='JB' | fill=FF92D050 | rows=[37] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E39 | value='29244' | fill=FF00B0F0 | rows=[38] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A40 | value='2022-11-07 00:00:00' | fill=00000000 | rows=[39, 40, 41] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B40 | value='Beverley and North Holderness' | fill=FF00B050 | rows=[39] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C41 | value='East Riding of Yorkshire Council' | fill=00000000 | rows=[40] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D41 | value='389786' | fill=00000000 | rows=[40] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G41 | value='JB' | fill=FF92D050 | rows=[40] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E42 | value='389786' | fill=FF00B0F0 | rows=[41] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A43 | value='2022-11-09 00:00:00' | fill=00000000 | rows=[42, 43, 44, 45] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B43 | value='Black Drain Drainage Board' | fill=FF00B050 | rows=[42] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C44 | value='Doncaster Metropolitan Borough Council' | fill=00000000 | rows=[43] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D44 | value='84629' | fill=00000000 | rows=[43] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G44 | value='JB' | fill=FF92D050 | rows=[43] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C45 | value='East Riding of Yorkshire Council' | fill=00000000 | rows=[44] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D45 | value='595' | fill=00000000 | rows=[44] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E46 | value='85224' | fill=FF00B0F0 | rows=[45] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A47 | value='2022-11-02 00:00:00' | fill=00000000 | rows=[46, 47, 48, 49, 50, 51] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B47 | value='Black Sluice' | fill=FF00B050 | rows=[46] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C48 | value='Boston Borough Council' | fill=00000000 | rows=[47] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D48 | value='885734' | fill=00000000 | rows=[47] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C49 | value='South Holland District Council' | fill=00000000 | rows=[48] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D49 | value='166133' | fill=00000000 | rows=[48] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C50 | value='North Kesteven District Council' | fill=00000000 | rows=[49] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D50 | value='75250' | fill=00000000 | rows=[49] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G50 | value='JB' | fill=FF92D050 | rows=[49] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C51 | value='South Kesteven District Council' | fill=00000000 | rows=[50] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D51 | value='63233' | fill=00000000 | rows=[50] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E52 | value='1190350' | fill=FF00B0F0 | rows=[51] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A53 | value='2022-11-21 00:00:00' | fill=00000000 | rows=[52, 53, 54] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B53 | value='Bluntisham' | fill=FF00B050 | rows=[52] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C54 | value='Huntingdonshire District Council' | fill=00000000 | rows=[53] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D54 | value='12176' | fill=00000000 | rows=[53] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G54 | value='JB' | fill=FF92D050 | rows=[53] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E55 | value='12176' | fill=FF00B0F0 | rows=[54] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A56 | value='2022-11-09 00:00:00' | fill=00000000 | rows=[55, 56, 57] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B56 | value='Braunton Marsh' | fill=FF00B050 | rows=[55] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C57 | value='North Devon Council' | fill=00000000 | rows=[56] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D57 | value='28687' | fill=00000000 | rows=[56] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G57 | value='JB' | fill=FF92D050 | rows=[56] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E58 | value='28687' | fill=FF00B0F0 | rows=[57] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A59 | value='2022-11-14 00:00:00' | fill=00000000 | rows=[58, 59, 60, 61, 62, 63] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B59 | value='Broads' | fill=FF00B050 | rows=[58] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C60 | value='Broadland District Council' | fill=00000000 | rows=[59] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D60 | value='186118' | fill=00000000 | rows=[59] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C61 | value='Great Yarmouth Borough Council' | fill=00000000 | rows=[60] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D61 | value='210486' | fill=00000000 | rows=[60] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G61 | value='JB' | fill=FF92D050 | rows=[60] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C62 | value='North Norfolk District Council' | fill=00000000 | rows=[61] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D62 | value='328021' | fill=00000000 | rows=[61] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C63 | value='South Norfolk' | fill=00000000 | rows=[62] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D63 | value='2902' | fill=00000000 | rows=[62] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E64 | value='727527' | fill=FF00B0F0 | rows=[63] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A65 | value='2022-11-11 00:00:00' | fill=00000000 | rows=[64, 65, 66, 67, 68, 69, 70] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B65 | value='Buckingham and River Ouzel' | fill=FF00B050 | rows=[64] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C66 | value='Buckinghamshire CC' | fill=00000000 | rows=[65] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D66 | value='27109' | fill=00000000 | rows=[65] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C67 | value='Central Bedfordshire Council' | fill=00000000 | rows=[66] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D67 | value='280369' | fill=00000000 | rows=[66] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C68 | value='Cherwell District Council' | fill=00000000 | rows=[67] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D68 | value='90' | fill=00000000 | rows=[67] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G68 | value='JB' | fill=FF92D050 | rows=[67] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C69 | value='Milton Keynes Council' | fill=00000000 | rows=[68] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D69 | value='351164' | fill=00000000 | rows=[68] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C70 | value='South Northamptonshire Council' | fill=00000000 | rows=[69] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D70 | value='14275' | fill=00000000 | rows=[69] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E71 | value='673007' | fill=FF00B0F0 | rows=[70] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A72 | value='2022-11-17 00:00:00' | fill=00000000 | rows=[71, 72, 73, 74] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B72 | value='Burnt Fen' | fill=FF00B050 | rows=[71] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C73 | value='West Suffolk Council' | fill=00000000 | rows=[72] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D73 | value='16180' | fill=00000000 | rows=[72] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C74 | value='East Cambridgeshire District Council' | fill=00000000 | rows=[73] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D74 | value='26095' | fill=00000000 | rows=[73] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G74 | value='JB' | fill=FF92D050 | rows=[73] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E75 | value='42275' | fill=FF00B0F0 | rows=[74] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A76 | value='2022-11-17 00:00:00' | fill=00000000 | rows=[75, 76, 77] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B76 | value='Cawdle Fen' | fill=FF00B050 | rows=[75] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C77 | value='East Cambridgeshire District Council' | fill=00000000 | rows=[76] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D77 | value='20982' | fill=00000000 | rows=[76] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G77 | value='JB' | fill=FF92D050 | rows=[76] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E78 | value='20982' | fill=FF00B0F0 | rows=[77] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A79 | value='2022-11-22 00:00:00' | fill=00000000 | rows=[78, 79, 80] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B79 | value='Churchfield and Plawfield' | fill=FF00B050 | rows=[78] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C80 | value='Kings Lynn & West Norfolk DC' | fill=00000000 | rows=[79] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D80 | value='31858' | fill=00000000 | rows=[79] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G80 | value='JB' | fill=FF92D050 | rows=[79] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E81 | value='31858' | fill=FF00B0F0 | rows=[80] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A82 | value='2022-11-22 00:00:00' | fill=00000000 | rows=[81, 82, 83] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B82 | value='Connington & Holme' | fill=FF00B050 | rows=[81] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C83 | value='Huntingdonshire District Council' | fill=00000000 | rows=[82] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D83 | value='6542' | fill=00000000 | rows=[82] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G83 | value='JB' | fill=FF92D050 | rows=[82] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E84 | value='6542' | fill=FF00B0F0 | rows=[83] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A85 | value='2022-11-08 00:00:00' | fill=00000000 | rows=[84, 85, 86] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B85 | value='Cowick and Snaith' | fill=FF00B050 | rows=[84] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C86 | value='East Riding of Yorkshire Council' | fill=00000000 | rows=[85] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D86 | value='73535' | fill=00000000 | rows=[85] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G86 | value='JB' | fill=FF92D050 | rows=[85] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E87 | value='73535' | fill=FF00B0F0 | rows=[86] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A88 | value='2022-11-22 00:00:00' | fill=00000000 | rows=[87, 88, 89] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B88 | value='Curf and Wimblington Combined' | fill=FF00B050 | rows=[87] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C89 | value='Fenland District Council' | fill=00000000 | rows=[88] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D89 | value='9753' | fill=00000000 | rows=[88] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G89 | value='JB' | fill=FF92D050 | rows=[88] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E90 | value='9753' | fill=FF00B0F0 | rows=[89] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A91 | value='2022-11-09 00:00:00' | fill=00000000 | rows=[90, 91, 92, 93, 94, 95, 96, 97] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B91 | value='Danvm Drainage Commissioners' | fill=FF00B050 | rows=[90] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C92 | value='Doncaster Metropolitan Borough Council' | fill=00000000 | rows=[91] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D92 | value='490157' | fill=00000000 | rows=[91] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C93 | value='East Riding of Yorkshire Council' | fill=00000000 | rows=[92] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D93 | value='31954' | fill=00000000 | rows=[92] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C94 | value='Selby District Council' | fill=00000000 | rows=[93] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D94 | value='478112' | fill=00000000 | rows=[93] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G94 | value='JB' | fill=FF92D050 | rows=[93] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C95 | value='Wakefield Metropolitan District Council' | fill=00000000 | rows=[94] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D95 | value='117694' | fill=00000000 | rows=[94] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C96 | value='Barnsley Metropolitan Borough Council' | fill=00000000 | rows=[95] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D96 | value='45495' | fill=00000000 | rows=[95] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C97 | value='Rotherham Metropolitan Borough Council' | fill=00000000 | rows=[96] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D97 | value='3029' | fill=00000000 | rows=[96] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E98 | value='1166441' | fill=FF00B0F0 | rows=[97] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A99 | value='2022-11-08 00:00:00' | fill=00000000 | rows=[98, 99, 100] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B99 | value='Dempster' | fill=FF00B050 | rows=[98] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C100 | value='East Riding of Yorkshire Council' | fill=00000000 | rows=[99] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D100 | value='29763' | fill=00000000 | rows=[99] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G100 | value='JB' | fill=FF92D050 | rows=[99] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E101 | value='29763' | fill=FF00B0F0 | rows=[100] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A102 | value='2022-11-11 00:00:00' | fill=00000000 | rows=[101, 102, 103, 104, 105] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B102 | value='Doncaster East' | fill=FF00B050 | rows=[101] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C103 | value='Doncaster Metropolitan Borough Council' | fill=00000000 | rows=[102] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D103 | value='866868' | fill=00000000 | rows=[102] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C104 | value='North Lincolnshire Council' | fill=00000000 | rows=[103] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D104 | value='16543' | fill=00000000 | rows=[103] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G104 | value='JB' | fill=FF92D050 | rows=[103] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C105 | value='Bassetlaw District Council' | fill=00000000 | rows=[104] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D105 | value='13368' | fill=00000000 | rows=[104] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E106 | value='896779' | fill=FF00B0F0 | rows=[105] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A107 | value='2022-11-17 00:00:00' | fill=00000000 | rows=[106, 107, 108] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B107 | value='Downham & Stow Bardolph' | fill=FF00B050 | rows=[106] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C108 | value='Borough council of king's Lynn and West Norfolk' | fill=00000000 | rows=[107] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D108 | value='61512' | fill=00000000 | rows=[107] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G108 | value='JB' | fill=FF92D050 | rows=[107] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E109 | value='61512' | fill=FF00B0F0 | rows=[108] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A110 | value='2022-11-21 00:00:00' | fill=00000000 | rows=[109, 110, 111] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B110 | value='Earby & Salterforth' | fill=FF00B050 | rows=[109] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C111 | value='Pendle' | fill=00000000 | rows=[110] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D111 | value='8750' | fill=00000000 | rows=[110] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G111 | value='JB' | fill=FF92D050 | rows=[110] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E112 | value='8750' | fill=FF00B0F0 | rows=[111] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A113 | value='2022-11-03 00:00:00' | fill=00000000 | rows=[112, 113, 114] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B113 | value='East Harling' | fill=FF00B050 | rows=[112] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C114 | value='Breckland Council' | fill=00000000 | rows=[113] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D114 | value='23280' | fill=00000000 | rows=[113] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G114 | value='JB' | fill=FF92D050 | rows=[113] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E115 | value='23280' | fill=FF00B0F0 | rows=[114] | cols=[4] | col_header=False | row_header=False | metadata=True
