=== economy-table87.xlsx ===
Cell A1 | value='Consumer Price Index item' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell AV3 | value='2.3' | fill=00000000 | rows=[2] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW3 | value='2.6' | fill=00000000 | rows=[2] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A5 | value='Food away from home' | fill=FF00B050 | rows=[4] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B5 | value='1.7' | fill=00000000 | rows=[4] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C5 | value='4.5' | fill=00000000 | rows=[4] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D5 | value='7.3' | fill=00000000 | rows=[4] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E5 | value='1.5' | fill=00000000 | rows=[4] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F5 | value='4.2' | fill=00000000 | rows=[4] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G5 | value='7' | fill=00000000 | rows=[4] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H5 | value='1.9' | fill=00000000 | rows=[4] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I5 | value='4.3' | fill=00000000 | rows=[4] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J5 | value='6.8' | fill=00000000 | rows=[4] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K5 | value='2.2' | fill=00000000 | rows=[4] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L5 | value='4.4' | fill=00000000 | rows=[4] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M5 | value='6.7' | fill=00000000 | rows=[4] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N5 | value='2.3' | fill=00000000 | rows=[4] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O5 | value='4.3' | fill=00000000 | rows=[4] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P5 | value='6.3' | fill=00000000 | rows=[4] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q5 | value='3.2' | fill=00000000 | rows=[4] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R5 | value='4.9' | fill=00000000 | rows=[4] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S5 | value='6.6' | fill=00000000 | rows=[4] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T5 | value='3.1' | fill=00000000 | rows=[4] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U5 | value='4.7' | fill=00000000 | rows=[4] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V5 | value='6.2' | fill=00000000 | rows=[4] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W5 | value='3.7' | fill=00000000 | rows=[4] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X5 | value='5' | fill=00000000 | rows=[4] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y5 | value='6.3' | fill=00000000 | rows=[4] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z5 | value='2.9' | fill=00000000 | rows=[4] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA5 | value='4.1' | fill=00000000 | rows=[4] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB5 | value='5.2' | fill=00000000 | rows=[4] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC5 | value='3.3' | fill=00000000 | rows=[4] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD5 | value='4.2' | fill=00000000 | rows=[4] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE5 | value='5.1' | fill=00000000 | rows=[4] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF5 | value='3.4' | fill=00000000 | rows=[4] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG5 | value='4.2' | fill=00000000 | rows=[4] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH5 | value='4.9' | fill=00000000 | rows=[4] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI5 | value='3.6' | fill=00000000 | rows=[4] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ5 | value='4.2' | fill=00000000 | rows=[4] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK5 | value='4.8' | fill=00000000 | rows=[4] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL5 | value='3.8' | fill=00000000 | rows=[4] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM5 | value='4.3' | fill=00000000 | rows=[4] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN5 | value='4.7' | fill=00000000 | rows=[4] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO5 | value='3.8' | fill=00000000 | rows=[4] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP5 | value='4.1' | fill=00000000 | rows=[4] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ5 | value='4.5' | fill=00000000 | rows=[4] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR5 | value='3.9' | fill=00000000 | rows=[4] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS5 | value='4.1' | fill=00000000 | rows=[4] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT5 | value='4.4' | fill=00000000 | rows=[4] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU5 | value='3.9' | fill=00000000 | rows=[4] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV5 | value='4.1' | fill=00000000 | rows=[4] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW5 | value='4.3' | fill=00000000 | rows=[4] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A7 | value='Food at home' | fill=FF00B050 | rows=[6] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B7 | value='-7.9' | fill=00000000 | rows=[6] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C7 | value='1' | fill=00000000 | rows=[6] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D7 | value='10.8' | fill=00000000 | rows=[6] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E7 | value='-6.6' | fill=00000000 | rows=[6] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F7 | value='1.6' | fill=00000000 | rows=[6] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G7 | value='10.4' | fill=00000000 | rows=[6] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H7 | value='-5.5' | fill=00000000 | rows=[6] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I7 | value='1.6' | fill=00000000 | rows=[6] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J7 | value='9.5' | fill=00000000 | rows=[6] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K7 | value='-5.5' | fill=00000000 | rows=[6] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L7 | value='1' | fill=00000000 | rows=[6] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M7 | value='7.8' | fill=00000000 | rows=[6] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N7 | value='-4' | fill=00000000 | rows=[6] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O7 | value='1.6' | fill=00000000 | rows=[6] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P7 | value='7.8' | fill=00000000 | rows=[6] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q7 | value='-5.3' | fill=00000000 | rows=[6] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R7 | value='-0.6' | fill=00000000 | rows=[6] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S7 | value='4.6' | fill=00000000 | rows=[6] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T7 | value='-4.5' | fill=00000000 | rows=[6] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U7 | value='-0.4' | fill=00000000 | rows=[6] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V7 | value='4' | fill=00000000 | rows=[6] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W7 | value='-1.8' | fill=00000000 | rows=[6] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X7 | value='1.6' | fill=00000000 | rows=[6] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y7 | value='5.3' | fill=00000000 | rows=[6] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z7 | value='-1.3' | fill=00000000 | rows=[6] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA7 | value='1.6' | fill=00000000 | rows=[6] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB7 | value='4.5' | fill=00000000 | rows=[6] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC7 | value='-1.1' | fill=00000000 | rows=[6] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD7 | value='1.2' | fill=00000000 | rows=[6] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE7 | value='3.7' | fill=00000000 | rows=[6] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF7 | value='-0.7' | fill=00000000 | rows=[6] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG7 | value='1.2' | fill=00000000 | rows=[6] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH7 | value='3.1' | fill=00000000 | rows=[6] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI7 | value='-0.4' | fill=00000000 | rows=[6] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ7 | value='1' | fill=00000000 | rows=[6] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK7 | value='2.5' | fill=00000000 | rows=[6] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL7 | value='-0.1' | fill=00000000 | rows=[6] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM7 | value='1' | fill=00000000 | rows=[6] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN7 | value='2.1' | fill=00000000 | rows=[6] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO7 | value='0.4' | fill=00000000 | rows=[6] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP7 | value='1.2' | fill=00000000 | rows=[6] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ7 | value='2' | fill=00000000 | rows=[6] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR7 | value='0.5' | fill=00000000 | rows=[6] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS7 | value='1.1' | fill=00000000 | rows=[6] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT7 | value='1.6' | fill=00000000 | rows=[6] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU7 | value='0.9' | fill=00000000 | rows=[6] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV7 | value='1.2' | fill=00000000 | rows=[6] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW7 | value='1.6' | fill=00000000 | rows=[6] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A8 | value='Meats, poultry, and fish' | fill=FF00B050 | rows=[7] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B8 | value='-5.5' | fill=00000000 | rows=[7] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C8 | value='2.9' | fill=00000000 | rows=[7] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D8 | value='12.2' | fill=00000000 | rows=[7] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E8 | value='-5.9' | fill=00000000 | rows=[7] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F8 | value='2' | fill=00000000 | rows=[7] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G8 | value='10.7' | fill=00000000 | rows=[7] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H8 | value='-3.7' | fill=00000000 | rows=[7] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I8 | value='3.6' | fill=00000000 | rows=[7] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J8 | value='11.9' | fill=00000000 | rows=[7] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K8 | value='-3' | fill=00000000 | rows=[7] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L8 | value='3.9' | fill=00000000 | rows=[7] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M8 | value='11.7' | fill=00000000 | rows=[7] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N8 | value='-1.8' | fill=00000000 | rows=[7] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O8 | value='4.6' | fill=00000000 | rows=[7] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P8 | value='11.6' | fill=00000000 | rows=[7] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q8 | value='-4.2' | fill=00000000 | rows=[7] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R8 | value='1.5' | fill=00000000 | rows=[7] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S8 | value='7.8' | fill=00000000 | rows=[7] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T8 | value='-3.1' | fill=00000000 | rows=[7] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U8 | value='2' | fill=00000000 | rows=[7] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V8 | value='7.6' | fill=00000000 | rows=[7] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W8 | value='-2.8' | fill=00000000 | rows=[7] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X8 | value='1.8' | fill=00000000 | rows=[7] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y8 | value='6.8' | fill=00000000 | rows=[7] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z8 | value='-3.5' | fill=00000000 | rows=[7] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA8 | value='0.5' | fill=00000000 | rows=[7] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB8 | value='4.7' | fill=00000000 | rows=[7] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC8 | value='-1.4' | fill=00000000 | rows=[7] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD8 | value='2.1' | fill=00000000 | rows=[7] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE8 | value='5.7' | fill=00000000 | rows=[7] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF8 | value='-1.4' | fill=00000000 | rows=[7] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG8 | value='1.5' | fill=00000000 | rows=[7] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH8 | value='4.5' | fill=00000000 | rows=[7] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI8 | value='-0.5' | fill=00000000 | rows=[7] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ8 | value='1.8' | fill=00000000 | rows=[7] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK8 | value='4.3' | fill=00000000 | rows=[7] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL8 | value='-0.2' | fill=00000000 | rows=[7] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM8 | value='1.7' | fill=00000000 | rows=[7] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN8 | value='3.7' | fill=00000000 | rows=[7] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO8 | value='0.6' | fill=00000000 | rows=[7] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP8 | value='2' | fill=00000000 | rows=[7] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ8 | value='3.5' | fill=00000000 | rows=[7] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR8 | value='0.9' | fill=00000000 | rows=[7] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS8 | value='1.9' | fill=00000000 | rows=[7] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT8 | value='3' | fill=00000000 | rows=[7] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU8 | value='1.3' | fill=00000000 | rows=[7] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV8 | value='1.9' | fill=00000000 | rows=[7] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW8 | value='2.6' | fill=00000000 | rows=[7] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A9 | value='Meats' | fill=FF00B050 | rows=[8] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B9 | value='-5.6' | fill=00000000 | rows=[8] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C9 | value='3.7' | fill=00000000 | rows=[8] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D9 | value='13.4' | fill=00000000 | rows=[8] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E9 | value='-4.5' | fill=00000000 | rows=[8] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F9 | value='4.1' | fill=00000000 | rows=[8] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G9 | value='13.6' | fill=00000000 | rows=[8] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H9 | value='-3.8' | fill=00000000 | rows=[8] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I9 | value='4.5' | fill=00000000 | rows=[8] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J9 | value='13.2' | fill=00000000 | rows=[8] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K9 | value='-2.9' | fill=00000000 | rows=[8] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L9 | value='4.7' | fill=00000000 | rows=[8] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M9 | value='12.8' | fill=00000000 | rows=[8] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N9 | value='-1.7' | fill=00000000 | rows=[8] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O9 | value='5.6' | fill=00000000 | rows=[8] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P9 | value='13.3' | fill=00000000 | rows=[8] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q9 | value='-3.9' | fill=00000000 | rows=[8] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R9 | value='2.5' | fill=00000000 | rows=[8] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S9 | value='9.4' | fill=00000000 | rows=[8] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T9 | value='-2.5' | fill=00000000 | rows=[8] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U9 | value='3.4' | fill=00000000 | rows=[8] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V9 | value='9.7' | fill=00000000 | rows=[8] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W9 | value='-5' | fill=00000000 | rows=[8] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X9 | value='1' | fill=00000000 | rows=[8] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y9 | value='7.6' | fill=00000000 | rows=[8] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z9 | value='-4.7' | fill=00000000 | rows=[8] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA9 | value='0.5' | fill=00000000 | rows=[8] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB9 | value='6' | fill=00000000 | rows=[8] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC9 | value='-2.6' | fill=00000000 | rows=[8] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD9 | value='1.9' | fill=00000000 | rows=[8] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE9 | value='6.8' | fill=00000000 | rows=[8] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF9 | value='-2.1' | fill=00000000 | rows=[8] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG9 | value='1.7' | fill=00000000 | rows=[8] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH9 | value='5.6' | fill=00000000 | rows=[8] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI9 | value='-0.8' | fill=00000000 | rows=[8] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ9 | value='2.3' | fill=00000000 | rows=[8] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK9 | value='5.5' | fill=00000000 | rows=[8] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL9 | value='-0.3' | fill=00000000 | rows=[8] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM9 | value='2.2' | fill=00000000 | rows=[8] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN9 | value='4.7' | fill=00000000 | rows=[8] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO9 | value='1.2' | fill=00000000 | rows=[8] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP9 | value='3.1' | fill=00000000 | rows=[8] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ9 | value='5.1' | fill=00000000 | rows=[8] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR9 | value='1.4' | fill=00000000 | rows=[8] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS9 | value='2.8' | fill=00000000 | rows=[8] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT9 | value='4.2' | fill=00000000 | rows=[8] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU9 | value='2.1' | fill=00000000 | rows=[8] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV9 | value='3' | fill=00000000 | rows=[8] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW9 | value='4' | fill=00000000 | rows=[8] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A10 | value='Beef and veal' | fill=FF00B050 | rows=[9] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B10 | value='-8.3' | fill=00000000 | rows=[9] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C10 | value='5.3' | fill=00000000 | rows=[9] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D10 | value='21.2' | fill=00000000 | rows=[9] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E10 | value='-5.7' | fill=00000000 | rows=[9] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F10 | value='7.5' | fill=00000000 | rows=[9] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G10 | value='22.7' | fill=00000000 | rows=[9] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H10 | value='-5.7' | fill=00000000 | rows=[9] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I10 | value='6.9' | fill=00000000 | rows=[9] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J10 | value='21.3' | fill=00000000 | rows=[9] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K10 | value='-5.1' | fill=00000000 | rows=[9] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L10 | value='6.5' | fill=00000000 | rows=[9] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M10 | value='20' | fill=00000000 | rows=[9] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N10 | value='-3.1' | fill=00000000 | rows=[9] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O10 | value='7.8' | fill=00000000 | rows=[9] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P10 | value='20.1' | fill=00000000 | rows=[9] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q10 | value='-4.9' | fill=00000000 | rows=[9] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R10 | value='4.8' | fill=00000000 | rows=[9] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S10 | value='15.9' | fill=00000000 | rows=[9] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T10 | value='-2.8' | fill=00000000 | rows=[9] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U10 | value='5.8' | fill=00000000 | rows=[9] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V10 | value='15.7' | fill=00000000 | rows=[9] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W10 | value='-5.6' | fill=00000000 | rows=[9] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X10 | value='2.2' | fill=00000000 | rows=[9] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y10 | value='10.7' | fill=00000000 | rows=[9] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z10 | value='-4' | fill=00000000 | rows=[9] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA10 | value='2.7' | fill=00000000 | rows=[9] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB10 | value='10.3' | fill=00000000 | rows=[9] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC10 | value='-2.6' | fill=00000000 | rows=[9] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD10 | value='3.3' | fill=00000000 | rows=[9] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE10 | value='9.8' | fill=00000000 | rows=[9] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF10 | value='-1' | fill=00000000 | rows=[9] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG10 | value='4' | fill=00000000 | rows=[9] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH10 | value='9.3' | fill=00000000 | rows=[9] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI10 | value='-0.2' | fill=00000000 | rows=[9] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ10 | value='3.9' | fill=00000000 | rows=[9] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK10 | value='8.4' | fill=00000000 | rows=[9] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL10 | value='1.1' | fill=00000000 | rows=[9] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM10 | value='4.4' | fill=00000000 | rows=[9] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN10 | value='8' | fill=00000000 | rows=[9] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO10 | value='2.9' | fill=00000000 | rows=[9] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP10 | value='5.6' | fill=00000000 | rows=[9] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ10 | value='8.4' | fill=00000000 | rows=[9] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR10 | value='3.3' | fill=00000000 | rows=[9] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS10 | value='5.2' | fill=00000000 | rows=[9] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT10 | value='7.3' | fill=00000000 | rows=[9] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU10 | value='4.2' | fill=00000000 | rows=[9] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV10 | value='5.5' | fill=00000000 | rows=[9] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW10 | value='6.9' | fill=00000000 | rows=[9] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A11 | value='Pork' | fill=FF00B050 | rows=[10] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B11 | value='-12.6' | fill=00000000 | rows=[10] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C11 | value='-1.2' | fill=00000000 | rows=[10] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D11 | value='12.2' | fill=00000000 | rows=[10] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E11 | value='-10.7' | fill=00000000 | rows=[10] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F11 | value='0.4' | fill=00000000 | rows=[10] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G11 | value='13.1' | fill=00000000 | rows=[10] | cols=[6] | col_header=False | row_header=False | metadata=False
