=== welfare-table05.xlsx ===
Cell A1 | value='Average hourly wages for occupational groups and areas by job characteristic, civilian workers(1), 2023' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell B111 | value='–' | fill=00000000 | rows=[110] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C111 | value='25.4' | fill=00000000 | rows=[110] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D111 | value='33.67' | fill=00000000 | rows=[110] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E111 | value='15' | fill=00000000 | rows=[110] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A112 | value='Phoenix-Mesa-Scottsdale, AZ' | fill=FF00B050 | rows=[111] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B112 | value='–' | fill=00000000 | rows=[111] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C112 | value='26.06' | fill=00000000 | rows=[111] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D112 | value='30.02' | fill=00000000 | rows=[111] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E112 | value='16.2' | fill=00000000 | rows=[111] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A113 | value='Seattle-Tacoma-Bellevue, WA' | fill=FF00B050 | rows=[112] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B113 | value='22.91' | fill=00000000 | rows=[112] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C113 | value='33.15' | fill=00000000 | rows=[112] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D113 | value='37.28' | fill=00000000 | rows=[112] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E113 | value='19.57' | fill=00000000 | rows=[112] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A114 | value='Washington-Arlington-Alexandria, DC-VA-MD-WV' | fill=FF00B050 | rows=[113] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B114 | value='18.35' | fill=00000000 | rows=[113] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C114 | value='27.8' | fill=00000000 | rows=[113] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D114 | value='33.9' | fill=00000000 | rows=[113] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E114 | value='16.43' | fill=00000000 | rows=[113] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A116 | value='43-0000 Office and Administrative Support Occupations' | fill=FFFFFF00 | rows=[115] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A117 | value='Atlanta-Sandy Springs-Roswell, GA' | fill=FF00B050 | rows=[116] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B117 | value='24.31' | fill=00000000 | rows=[116] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C117 | value='22.13' | fill=00000000 | rows=[116] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D117 | value='23.13' | fill=00000000 | rows=[116] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E117 | value='16.69' | fill=00000000 | rows=[116] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A118 | value='Boston-Cambridge-Nashua, MA-NH' | fill=FF00B050 | rows=[117] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B118 | value='31.24' | fill=00000000 | rows=[117] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C118 | value='26.9' | fill=00000000 | rows=[117] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D118 | value='28.51' | fill=00000000 | rows=[117] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E118 | value='22.02' | fill=00000000 | rows=[117] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A119 | value='Chicago-Naperville-Elgin, IL-IN-WI' | fill=FF00B050 | rows=[118] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B119 | value='27.06' | fill=00000000 | rows=[118] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C119 | value='23.51' | fill=00000000 | rows=[118] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D119 | value='25.41' | fill=00000000 | rows=[118] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E119 | value='18.88' | fill=00000000 | rows=[118] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A120 | value='Dallas-Fort Worth-Arlington, TX' | fill=FF00B050 | rows=[119] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B120 | value='26.49' | fill=00000000 | rows=[119] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C120 | value='22.74' | fill=00000000 | rows=[119] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D120 | value='23.42' | fill=00000000 | rows=[119] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E120 | value='18.57' | fill=00000000 | rows=[119] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A121 | value='Detroit-Warren-Dearborn, MI' | fill=FF00B050 | rows=[120] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B121 | value='24.99' | fill=00000000 | rows=[120] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C121 | value='22.62' | fill=00000000 | rows=[120] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D121 | value='24.04' | fill=00000000 | rows=[120] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E121 | value='18.31' | fill=00000000 | rows=[120] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A122 | value='Houston-The Woodlands-Sugar Land, TX' | fill=FF00B050 | rows=[121] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B122 | value='28.09' | fill=00000000 | rows=[121] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C122 | value='21.64' | fill=00000000 | rows=[121] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D122 | value='22.5' | fill=00000000 | rows=[121] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E122 | value='16.92' | fill=00000000 | rows=[121] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A123 | value='Los Angeles-Long Beach-Anaheim, CA' | fill=FF00B050 | rows=[122] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B123 | value='28.3' | fill=00000000 | rows=[122] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C123 | value='25.15' | fill=00000000 | rows=[122] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D123 | value='26.73' | fill=00000000 | rows=[122] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E123 | value='20.32' | fill=00000000 | rows=[122] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A124 | value='Miami-Fort Lauderdale-West Palm Beach, FL' | fill=FF00B050 | rows=[123] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B124 | value='23.34' | fill=00000000 | rows=[123] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C124 | value='22.07' | fill=00000000 | rows=[123] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D124 | value='22.89' | fill=00000000 | rows=[123] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E124 | value='17.21' | fill=00000000 | rows=[123] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A125 | value='Minneapolis-St. Paul-Bloomington, MN-WI' | fill=FF00B050 | rows=[124] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B125 | value='26.66' | fill=00000000 | rows=[124] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C125 | value='25.18' | fill=00000000 | rows=[124] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D125 | value='26.33' | fill=00000000 | rows=[124] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E125 | value='19.98' | fill=00000000 | rows=[124] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A126 | value='New York-Newark-Jersey City, NY-NJ-PA' | fill=FF00B050 | rows=[125] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B126 | value='30.88' | fill=00000000 | rows=[125] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C126 | value='26.29' | fill=00000000 | rows=[125] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D126 | value='28.53' | fill=00000000 | rows=[125] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E126 | value='21.7' | fill=00000000 | rows=[125] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A127 | value='Philadelphia-Camden-Wilmington, PA-NJ-DE-MD' | fill=FF00B050 | rows=[126] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B127 | value='25.17' | fill=00000000 | rows=[126] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C127 | value='23.61' | fill=00000000 | rows=[126] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D127 | value='25.06' | fill=00000000 | rows=[126] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E127 | value='18.02' | fill=00000000 | rows=[126] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A128 | value='Phoenix-Mesa-Scottsdale, AZ' | fill=FF00B050 | rows=[127] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B128 | value='28.47' | fill=00000000 | rows=[127] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C128 | value='22.86' | fill=00000000 | rows=[127] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D128 | value='23.61' | fill=00000000 | rows=[127] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E128 | value='17.85' | fill=00000000 | rows=[127] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A129 | value='San Jose-Sunnyvale-Santa Clara, CA' | fill=FF00B050 | rows=[128] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B129 | value='34.02' | fill=00000000 | rows=[128] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C129 | value='31.29' | fill=00000000 | rows=[128] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D129 | value='32.76' | fill=00000000 | rows=[128] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E129 | value='26.27' | fill=00000000 | rows=[128] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A130 | value='Seattle-Tacoma-Bellevue, WA' | fill=FF00B050 | rows=[129] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B130 | value='30.7' | fill=00000000 | rows=[129] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C130 | value='27.73' | fill=00000000 | rows=[129] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D130 | value='28.68' | fill=00000000 | rows=[129] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E130 | value='24.71' | fill=00000000 | rows=[129] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A131 | value='Washington-Arlington-Alexandria, DC-VA-MD-WV' | fill=FF00B050 | rows=[130] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B131 | value='27.8' | fill=00000000 | rows=[130] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C131 | value='25.86' | fill=00000000 | rows=[130] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D131 | value='26.92' | fill=00000000 | rows=[130] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E131 | value='19.43' | fill=00000000 | rows=[130] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A133 | value='51-0000 Production Occupations' | fill=FFFFFF00 | rows=[132] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A134 | value='Atlanta-Sandy Springs-Roswell, GA' | fill=FF00B050 | rows=[133] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B134 | value='27.11' | fill=00000000 | rows=[133] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C134 | value='21.24' | fill=00000000 | rows=[133] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D134 | value='22.18' | fill=00000000 | rows=[133] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E134 | value='–' | fill=00000000 | rows=[133] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A135 | value='Boston-Cambridge-Nashua, MA-NH' | fill=FF00B050 | rows=[134] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B135 | value='30.77' | fill=00000000 | rows=[134] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C135 | value='24.65' | fill=00000000 | rows=[134] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D135 | value='26.07' | fill=00000000 | rows=[134] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E135 | value='19.97' | fill=00000000 | rows=[134] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A136 | value='Chicago-Naperville-Elgin, IL-IN-WI' | fill=FF00B050 | rows=[135] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B136 | value='24.43' | fill=00000000 | rows=[135] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C136 | value='22.87' | fill=00000000 | rows=[135] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D136 | value='23.62' | fill=00000000 | rows=[135] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E136 | value='16.38' | fill=00000000 | rows=[135] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A137 | value='Dallas-Fort Worth-Arlington, TX' | fill=FF00B050 | rows=[136] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B137 | value='29.27' | fill=00000000 | rows=[136] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C137 | value='20.95' | fill=00000000 | rows=[136] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D137 | value='22.08' | fill=00000000 | rows=[136] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E137 | value='–' | fill=00000000 | rows=[136] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A138 | value='Detroit-Warren-Dearborn, MI' | fill=FF00B050 | rows=[137] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B138 | value='26.5' | fill=00000000 | rows=[137] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C138 | value='22.46' | fill=00000000 | rows=[137] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D138 | value='24.33' | fill=00000000 | rows=[137] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E138 | value='17.12' | fill=00000000 | rows=[137] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A139 | value='Houston-The Woodlands-Sugar Land, TX' | fill=FF00B050 | rows=[138] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B139 | value='35.42' | fill=00000000 | rows=[138] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C139 | value='23.28' | fill=00000000 | rows=[138] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D139 | value='25.11' | fill=00000000 | rows=[138] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E139 | value='–' | fill=00000000 | rows=[138] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A140 | value='Los Angeles-Long Beach-Anaheim, CA' | fill=FF00B050 | rows=[139] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B140 | value='31.12' | fill=00000000 | rows=[139] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C140 | value='22.68' | fill=00000000 | rows=[139] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D140 | value='24.23' | fill=00000000 | rows=[139] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E140 | value='18.92' | fill=00000000 | rows=[139] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A141 | value='Minneapolis-St. Paul-Bloomington, MN-WI' | fill=FF00B050 | rows=[140] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B141 | value='25.94' | fill=00000000 | rows=[140] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C141 | value='24.09' | fill=00000000 | rows=[140] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D141 | value='24.88' | fill=00000000 | rows=[140] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E141 | value='19.35' | fill=00000000 | rows=[140] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A142 | value='New York-Newark-Jersey City, NY-NJ-PA' | fill=FF00B050 | rows=[141] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B142 | value='28.97' | fill=00000000 | rows=[141] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C142 | value='23.14' | fill=00000000 | rows=[141] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D142 | value='24.87' | fill=00000000 | rows=[141] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E142 | value='17.85' | fill=00000000 | rows=[141] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A143 | value='Philadelphia-Camden-Wilmington, PA-NJ-DE-MD' | fill=FF00B050 | rows=[142] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B143 | value='29.43' | fill=00000000 | rows=[142] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C143 | value='23.46' | fill=00000000 | rows=[142] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D143 | value='25.08' | fill=00000000 | rows=[142] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E143 | value='17.11' | fill=00000000 | rows=[142] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A144 | value='San Jose-Sunnyvale-Santa Clara, CA' | fill=FF00B050 | rows=[143] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B144 | value='34.73' | fill=00000000 | rows=[143] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C144 | value='26.71' | fill=00000000 | rows=[143] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D144 | value='28.5' | fill=00000000 | rows=[143] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E144 | value='–' | fill=00000000 | rows=[143] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A145 | value='Seattle-Tacoma-Bellevue, WA' | fill=FF00B050 | rows=[144] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B145 | value='35.22' | fill=00000000 | rows=[144] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C145 | value='26.42' | fill=00000000 | rows=[144] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D145 | value='28.84' | fill=00000000 | rows=[144] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E145 | value='–' | fill=00000000 | rows=[144] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A146 | value='Washington-Arlington-Alexandria, DC-VA-MD-WV' | fill=FF00B050 | rows=[145] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B146 | value='32.25' | fill=00000000 | rows=[145] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C146 | value='23.61' | fill=00000000 | rows=[145] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D146 | value='25.74' | fill=00000000 | rows=[145] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E146 | value='18.09' | fill=00000000 | rows=[145] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A148 | value='53-0000 Transportation and Material Moving Occupations' | fill=FFFFFF00 | rows=[147] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A149 | value='Atlanta-Sandy Springs-Roswell, GA' | fill=FF00B050 | rows=[148] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B149 | value='–' | fill=00000000 | rows=[148] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C149 | value='21.06' | fill=00000000 | rows=[148] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D149 | value='26.59' | fill=00000000 | rows=[148] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E149 | value='17.85' | fill=00000000 | rows=[148] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A150 | value='Boston-Cambridge-Nashua, MA-NH' | fill=FF00B050 | rows=[149] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B150 | value='34.25' | fill=00000000 | rows=[149] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C150 | value='21.93' | fill=00000000 | rows=[149] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D150 | value='27.32' | fill=00000000 | rows=[149] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E150 | value='19.49' | fill=00000000 | rows=[149] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A151 | value='Dallas-Fort Worth-Arlington, TX' | fill=FF00B050 | rows=[150] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B151 | value='27.37' | fill=00000000 | rows=[150] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C151 | value='21.36' | fill=00000000 | rows=[150] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D151 | value='24.95' | fill=00000000 | rows=[150] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E151 | value='17.4' | fill=00000000 | rows=[150] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A152 | value='Detroit-Warren-Dearborn, MI' | fill=FF00B050 | rows=[151] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B152 | value='27.85' | fill=00000000 | rows=[151] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C152 | value='21.3' | fill=00000000 | rows=[151] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D152 | value='24.71' | fill=00000000 | rows=[151] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E152 | value='17.69' | fill=00000000 | rows=[151] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A153 | value='Houston-The Woodlands-Sugar Land, TX' | fill=FF00B050 | rows=[152] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B153 | value='–' | fill=00000000 | rows=[152] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C153 | value='20.5' | fill=00000000 | rows=[152] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D153 | value='23.96' | fill=00000000 | rows=[152] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E153 | value='16.71' | fill=00000000 | rows=[152] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A154 | value='Los Angeles-Long Beach-Anaheim, CA' | fill=FF00B050 | rows=[153] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B154 | value='29.95' | fill=00000000 | rows=[153] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C154 | value='21.57' | fill=00000000 | rows=[153] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D154 | value='26.02' | fill=00000000 | rows=[153] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E154 | value='18.9' | fill=00000000 | rows=[153] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A155 | value='Miami-Fort Lauderdale-West Palm Beach, FL' | fill=FF00B050 | rows=[154] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B155 | value='–' | fill=00000000 | rows=[154] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C155 | value='19.7' | fill=00000000 | rows=[154] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D155 | value='27.13' | fill=00000000 | rows=[154] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E155 | value='16.25' | fill=00000000 | rows=[154] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A156 | value='Minneapolis-St. Paul-Bloomington, MN-WI' | fill=FF00B050 | rows=[155] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B156 | value='34.04' | fill=00000000 | rows=[155] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C156 | value='22.52' | fill=00000000 | rows=[155] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D156 | value='27.4' | fill=00000000 | rows=[155] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E156 | value='18.65' | fill=00000000 | rows=[155] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A157 | value='New York-Newark-Jersey City, NY-NJ-PA' | fill=FF00B050 | rows=[156] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B157 | value='30.18' | fill=00000000 | rows=[156] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C157 | value='22.71' | fill=00000000 | rows=[156] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D157 | value='28.34' | fill=00000000 | rows=[156] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E157 | value='20.46' | fill=00000000 | rows=[156] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A158 | value='Philadelphia-Camden-Wilmington, PA-NJ-DE-MD' | fill=FF00B050 | rows=[157] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B158 | value='30.63' | fill=00000000 | rows=[157] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C158 | value='20.85' | fill=00000000 | rows=[157] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D158 | value='24.09' | fill=00000000 | rows=[157] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E158 | value='18.39' | fill=00000000 | rows=[157] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A159 | value='Phoenix-Mesa-Scottsdale, AZ' | fill=FF00B050 | rows=[158] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B159 | value='26.06' | fill=00000000 | rows=[158] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C159 | value='20.95' | fill=00000000 | rows=[158] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D159 | value='24.44' | fill=00000000 | rows=[158] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E159 | value='18.71' | fill=00000000 | rows=[158] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A160 | value='San Jose-Sunnyvale-Santa Clara, CA' | fill=FF00B050 | rows=[159] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B160 | value='27.63' | fill=00000000 | rows=[159] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C160 | value='24.13' | fill=00000000 | rows=[159] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D160 | value='26.29' | fill=00000000 | rows=[159] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E160 | value='21.62' | fill=00000000 | rows=[159] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A161 | value='Seattle-Tacoma-Bellevue, WA' | fill=FF00B050 | rows=[160] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B161 | value='–' | fill=00000000 | rows=[160] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C161 | value='25.13' | fill=00000000 | rows=[160] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D161 | value='33' | fill=00000000 | rows=[160] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E161 | value='21.42' | fill=00000000 | rows=[160] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A162 | value='Washington-Arlington-Alexandria, DC-VA-MD-WV' | fill=FF00B050 | rows=[161] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B162 | value='32.48' | fill=00000000 | rows=[161] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C162 | value='21.79' | fill=00000000 | rows=[161] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D162 | value='26.89' | fill=00000000 | rows=[161] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E162 | value='18.59' | fill=00000000 | rows=[161] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A164 | value='Footnotes:' | fill=FF00B0F0 | rows=[163] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A165 | value='(1) For definitions of terms, see the MWE Handbook of Methods, available at https://www.bls.gov/opub/hom/mwe/.' | fill=FF00B0F0 | rows=[164] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A166 | value='Note: Dashes indicate that no data were reported or that data do not meet publication criteria.' | fill=FF00B0F0 | rows=[165] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A167 | value='Source: U.S. Bureau of Labor Statistics, Modeled Wage Estimates.' | fill=FF00B0F0 | rows=[166] | cols=[0] | col_header=False | row_header=False | metadata=True

