=== society-table70.xlsx ===
Cell D1 | value='JSA Sanction Decision Level' | fill=FFFFFF00 | rows=[0] | cols=[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22] | col_header=True | row_header=False | metadata=False
Cell A32 | value='Regional Group' | fill=FF00B050 | rows=[31] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B32 | value='Central England' | fill=FF00B050 | rows=[31] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D32 | value='71788' | fill=9 | rows=[31] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E32 | value='86206' | fill=9 | rows=[31] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F32 | value='12638' | fill=9 | rows=[31] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G32 | value='70714' | fill=9 | rows=[31] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H32 | value='241345' | fill=9 | rows=[31] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I32 | value='20029' | fill=9 | rows=[31] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J32 | value='77721' | fill=9 | rows=[31] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K32 | value='83' | fill=9 | rows=[31] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L32 | value='5134' | fill=9 | rows=[31] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M32 | value='102963' | fill=9 | rows=[31] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N32 | value='34627' | fill=9 | rows=[31] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O32 | value='17634' | fill=9 | rows=[31] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P32 | value='5243' | fill=9 | rows=[31] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q32 | value='9557' | fill=9 | rows=[31] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R32 | value='67057' | fill=9 | rows=[31] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S32 | value='95' | fill=9 | rows=[31] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T32 | value='97' | fill=9 | rows=[31] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U32 | value='-' | fill=9 | rows=[31] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V32 | value='1665' | fill=9 | rows=[31] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W32 | value='1858' | fill=9 | rows=[31] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell B33 | value='London and the Home Counties' | fill=FF00B050 | rows=[32] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D33 | value='64702' | fill=9 | rows=[32] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E33 | value='96609' | fill=9 | rows=[32] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F33 | value='15662' | fill=9 | rows=[32] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G33 | value='85664' | fill=9 | rows=[32] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H33 | value='262641' | fill=9 | rows=[32] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I33 | value='13684' | fill=9 | rows=[32] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J33 | value='63781' | fill=9 | rows=[32] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K33 | value='236' | fill=9 | rows=[32] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L33 | value='4461' | fill=9 | rows=[32] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M33 | value='82158' | fill=9 | rows=[32] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N33 | value='20968' | fill=9 | rows=[32] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O33 | value='12167' | fill=9 | rows=[32] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P33 | value='5976' | fill=9 | rows=[32] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q33 | value='8424' | fill=9 | rows=[32] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R33 | value='47533' | fill=9 | rows=[32] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S33 | value='60' | fill=9 | rows=[32] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T33 | value='65' | fill=9 | rows=[32] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U33 | value='-' | fill=9 | rows=[32] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V33 | value='1562' | fill=9 | rows=[32] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W33 | value='1686' | fill=9 | rows=[32] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell B34 | value='North East' | fill=FF00B050 | rows=[33] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D34 | value='69487' | fill=9 | rows=[33] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E34 | value='83827' | fill=9 | rows=[33] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F34 | value='11689' | fill=9 | rows=[33] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G34 | value='69904' | fill=9 | rows=[33] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H34 | value='234904' | fill=9 | rows=[33] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I34 | value='9183' | fill=9 | rows=[33] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J34 | value='47217' | fill=9 | rows=[33] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K34 | value='72' | fill=9 | rows=[33] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L34 | value='3479' | fill=9 | rows=[33] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M34 | value='59951' | fill=9 | rows=[33] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N34 | value='19096' | fill=9 | rows=[33] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O34 | value='10005' | fill=9 | rows=[33] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P34 | value='3999' | fill=9 | rows=[33] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q34 | value='6006' | fill=9 | rows=[33] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R34 | value='39107' | fill=9 | rows=[33] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S34 | value='190' | fill=9 | rows=[33] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T34 | value='74' | fill=9 | rows=[33] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U34 | value='-' | fill=9 | rows=[33] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V34 | value='794' | fill=9 | rows=[33] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W34 | value='1053' | fill=9 | rows=[33] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell B35 | value='North West' | fill=FF00B050 | rows=[34] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D35 | value='55304' | fill=9 | rows=[34] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E35 | value='72088' | fill=9 | rows=[34] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F35 | value='9889' | fill=9 | rows=[34] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G35 | value='66710' | fill=9 | rows=[34] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H35 | value='203992' | fill=9 | rows=[34] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I35 | value='12467' | fill=9 | rows=[34] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J35 | value='39921' | fill=9 | rows=[34] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K35 | value='65' | fill=9 | rows=[34] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L35 | value='2276' | fill=9 | rows=[34] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M35 | value='54727' | fill=9 | rows=[34] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N35 | value='16288' | fill=9 | rows=[34] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O35 | value='7543' | fill=9 | rows=[34] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P35 | value='3400' | fill=9 | rows=[34] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q35 | value='6969' | fill=9 | rows=[34] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R35 | value='34206' | fill=9 | rows=[34] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S35 | value='154' | fill=9 | rows=[34] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T35 | value='323' | fill=9 | rows=[34] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U35 | value='-' | fill=9 | rows=[34] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V35 | value='1198' | fill=9 | rows=[34] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W35 | value='1682' | fill=9 | rows=[34] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell B36 | value='Scotland' | fill=FF00B050 | rows=[35] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D36 | value='30829' | fill=9 | rows=[35] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E36 | value='41110' | fill=9 | rows=[35] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F36 | value='6265' | fill=9 | rows=[35] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G36 | value='34967' | fill=9 | rows=[35] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H36 | value='113176' | fill=9 | rows=[35] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I36 | value='5983' | fill=9 | rows=[35] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J36 | value='26819' | fill=9 | rows=[35] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K36 | value='37' | fill=9 | rows=[35] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L36 | value='2264' | fill=9 | rows=[35] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M36 | value='35100' | fill=9 | rows=[35] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N36 | value='12590' | fill=9 | rows=[35] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O36 | value='7362' | fill=9 | rows=[35] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P36 | value='2607' | fill=9 | rows=[35] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q36 | value='4489' | fill=9 | rows=[35] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R36 | value='27053' | fill=9 | rows=[35] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S36 | value='100' | fill=9 | rows=[35] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T36 | value='42' | fill=9 | rows=[35] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U36 | value='-' | fill=9 | rows=[35] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V36 | value='1986' | fill=9 | rows=[35] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W36 | value='2118' | fill=9 | rows=[35] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell B37 | value='Southern England' | fill=FF00B050 | rows=[36] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D37 | value='32692' | fill=9 | rows=[36] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E37 | value='37427' | fill=9 | rows=[36] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F37 | value='5453' | fill=9 | rows=[36] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G37 | value='33831' | fill=9 | rows=[36] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H37 | value='109401' | fill=9 | rows=[36] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I37 | value='10969' | fill=9 | rows=[36] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J37 | value='35620' | fill=9 | rows=[36] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K37 | value='35' | fill=9 | rows=[36] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L37 | value='5199' | fill=9 | rows=[36] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M37 | value='51823' | fill=9 | rows=[36] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N37 | value='23807' | fill=9 | rows=[36] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O37 | value='14274' | fill=9 | rows=[36] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P37 | value='6444' | fill=9 | rows=[36] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q37 | value='6759' | fill=9 | rows=[36] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R37 | value='51283' | fill=9 | rows=[36] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S37 | value='120' | fill=9 | rows=[36] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T37 | value='64' | fill=9 | rows=[36] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U37 | value='-' | fill=9 | rows=[36] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V37 | value='232' | fill=9 | rows=[36] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W37 | value='411' | fill=9 | rows=[36] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell B38 | value='Wales' | fill=FF00B050 | rows=[37] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D38 | value='16022' | fill=9 | rows=[37] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E38 | value='21225' | fill=9 | rows=[37] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F38 | value='2722' | fill=9 | rows=[37] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G38 | value='14844' | fill=9 | rows=[37] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H38 | value='54810' | fill=9 | rows=[37] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I38 | value='2242' | fill=9 | rows=[37] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J38 | value='13226' | fill=9 | rows=[37] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K38 | value='6' | fill=9 | rows=[37] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L38 | value='2312' | fill=9 | rows=[37] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M38 | value='17781' | fill=9 | rows=[37] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N38 | value='7729' | fill=9 | rows=[37] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O38 | value='3821' | fill=9 | rows=[37] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P38 | value='1042' | fill=9 | rows=[37] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q38 | value='1724' | fill=9 | rows=[37] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R38 | value='14314' | fill=9 | rows=[37] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S38 | value='49' | fill=9 | rows=[37] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T38 | value='5' | fill=9 | rows=[37] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U38 | value='-' | fill=9 | rows=[37] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V38 | value='84' | fill=9 | rows=[37] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W38 | value='146' | fill=9 | rows=[37] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell B39 | value='Unknown Regional Group' | fill=FF00B050 | rows=[38] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D39 | value='1196' | fill=9 | rows=[38] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E39 | value='831' | fill=9 | rows=[38] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F39 | value='949' | fill=9 | rows=[38] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G39 | value='11216' | fill=9 | rows=[38] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H39 | value='14193' | fill=9 | rows=[38] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I39 | value='172' | fill=9 | rows=[38] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J39 | value='336' | fill=9 | rows=[38] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K39 | value='-' | fill=9 | rows=[38] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L39 | value='63' | fill=9 | rows=[38] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M39 | value='576' | fill=9 | rows=[38] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N39 | value='331' | fill=9 | rows=[38] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O39 | value='99' | fill=9 | rows=[38] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P39 | value='330' | fill=9 | rows=[38] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q39 | value='539' | fill=9 | rows=[38] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R39 | value='1302' | fill=9 | rows=[38] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S39 | value='91' | fill=9 | rows=[38] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T39 | value='9' | fill=9 | rows=[38] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U39 | value='-' | fill=9 | rows=[38] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V39 | value='70' | fill=9 | rows=[38] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W39 | value='170' | fill=9 | rows=[38] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell A41 | value='Lone Parent' | fill=FF00B050 | rows=[40] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B41 | value='Lone Parent - Yes' | fill=FF00B050 | rows=[40] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D41 | value='27435' | fill=9 | rows=[40] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E41 | value='26684' | fill=9 | rows=[40] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F41 | value='2165' | fill=9 | rows=[40] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G41 | value='8140' | fill=9 | rows=[40] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H41 | value='64416' | fill=9 | rows=[40] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I41 | value='5936' | fill=9 | rows=[40] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J41 | value='22359' | fill=9 | rows=[40] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K41 | value='22' | fill=9 | rows=[40] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L41 | value='1960' | fill=9 | rows=[40] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M41 | value='30287' | fill=9 | rows=[40] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N41 | value='8223' | fill=9 | rows=[40] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O41 | value='2732' | fill=9 | rows=[40] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P41 | value='611' | fill=9 | rows=[40] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q41 | value='1327' | fill=9 | rows=[40] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R41 | value='12891' | fill=9 | rows=[40] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S41 | value='27' | fill=9 | rows=[40] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T41 | value='47' | fill=9 | rows=[40] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U41 | value='-' | fill=9 | rows=[40] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V41 | value='538' | fill=9 | rows=[40] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W41 | value='614' | fill=9 | rows=[40] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell B42 | value='Lone Parent - No' | fill=FF00B050 | rows=[41] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D42 | value='314592' | fill=9 | rows=[41] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E42 | value='412638' | fill=9 | rows=[41] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F42 | value='63108' | fill=9 | rows=[41] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G42 | value='379713' | fill=9 | rows=[41] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H42 | value='1170043' | fill=9 | rows=[41] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I42 | value='68797' | fill=9 | rows=[41] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J42 | value='282272' | fill=9 | rows=[41] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K42 | value='510' | fill=9 | rows=[41] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L42 | value='23223' | fill=9 | rows=[41] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M42 | value='374799' | fill=9 | rows=[41] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N42 | value='127212' | fill=9 | rows=[41] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O42 | value='70175' | fill=9 | rows=[41] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P42 | value='28428' | fill=9 | rows=[41] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q42 | value='43145' | fill=9 | rows=[41] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R42 | value='268959' | fill=9 | rows=[41] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S42 | value='828' | fill=9 | rows=[41] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T42 | value='632' | fill=9 | rows=[41] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U42 | value='-' | fill=9 | rows=[41] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V42 | value='7050' | fill=9 | rows=[41] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W42 | value='8507' | fill=9 | rows=[41] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell A49 | value='Cells in this table have been randomly adjusted to avoid the release of confidential data.  Due to adjustments totals may not be the sum of the individual cells.' | fill=FF00B0F0 | rows=[48] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A50 | value='The current Jobcentre Plus structure, implemented on 5 April 2011, reduced the JobCentre Plus Geography hierarchy from 11 regions and 48 districts to 7 groups and 37 districts.' | fill=FF00B0F0 | rows=[49] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A51 | value='"-" dernotes a nil or negligible value' | fill=FF00B0F0 | rows=[50] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A52 | value='A non-adverse decision is a decision found in favour of the claimant, i.e. a sanction or disallowance is not applied.' | fill=FF00B0F0 | rows=[51] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A53 | value='An adverse decision is a decision found against the claimant, i.e. a sanction or disallowance is applied.' | fill=FF00B0F0 | rows=[52] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A54 | value='A reserved decision is where a sanction would be appropriate but cannot be imposed because the claimant does not have a current claim to JSA.' | fill=FF00B0F0 | rows=[53] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A55 | value='A case would be re-referred if the claimant reclaims JSA within the period of the reserved decision.' | fill=FF00B0F0 | rows=[54] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A56 | value='A cancelled decision can occur in specific circumstances e.g. the claimant stops claiming before they actually committed the sanctionable failure.' | fill=FF00B0F0 | rows=[55] | cols=[0] | col_header=False | row_header=False | metadata=True

