=== health-table22.xlsx ===
Cell A1 | value='Knowledge of HST' | fill=FFFFFF00 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14] | col_header=True | row_header=True | metadata=False
Cell AV45 | value='4.66666666666667' | fill=00000000 | rows=[44] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW45 | value='3.66666666666667' | fill=00000000 | rows=[44] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX45 | value='4.625' | fill=00000000 | rows=[44] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell A46 | value='5' | fill=00000000 | rows=[45] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B46 | value='5' | fill=00000000 | rows=[45] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C46 | value='5' | fill=00000000 | rows=[45] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D46 | value='1' | fill=00000000 | rows=[45] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E46 | value='1' | fill=00000000 | rows=[45] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F46 | value='1' | fill=00000000 | rows=[45] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G46 | value='5' | fill=00000000 | rows=[45] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H46 | value='1' | fill=00000000 | rows=[45] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I46 | value='5' | fill=00000000 | rows=[45] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J46 | value='5' | fill=00000000 | rows=[45] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K46 | value='5' | fill=00000000 | rows=[45] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L46 | value='5' | fill=00000000 | rows=[45] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M46 | value='3' | fill=00000000 | rows=[45] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N46 | value='5' | fill=00000000 | rows=[45] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O46 | value='5' | fill=00000000 | rows=[45] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P46 | value='5' | fill=00000000 | rows=[45] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q46 | value='5' | fill=00000000 | rows=[45] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R46 | value='5' | fill=00000000 | rows=[45] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S46 | value='5' | fill=00000000 | rows=[45] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T46 | value='5' | fill=00000000 | rows=[45] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U46 | value='5' | fill=00000000 | rows=[45] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V46 | value='5' | fill=00000000 | rows=[45] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W46 | value='5' | fill=00000000 | rows=[45] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X46 | value='5' | fill=00000000 | rows=[45] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y46 | value='5' | fill=00000000 | rows=[45] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z46 | value='1' | fill=00000000 | rows=[45] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA46 | value='1' | fill=00000000 | rows=[45] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB46 | value='5' | fill=00000000 | rows=[45] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC46 | value='1' | fill=00000000 | rows=[45] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD46 | value='1' | fill=00000000 | rows=[45] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE46 | value='5' | fill=00000000 | rows=[45] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF46 | value='5' | fill=00000000 | rows=[45] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG46 | value='5' | fill=00000000 | rows=[45] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH46 | value='2' | fill=00000000 | rows=[45] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI46 | value='5' | fill=00000000 | rows=[45] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ46 | value='5' | fill=00000000 | rows=[45] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK46 | value='5' | fill=00000000 | rows=[45] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL46 | value='5' | fill=00000000 | rows=[45] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM46 | value='5' | fill=00000000 | rows=[45] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN46 | value='2' | fill=00000000 | rows=[45] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO46 | value='2' | fill=00000000 | rows=[45] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP46 | value='5' | fill=00000000 | rows=[45] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ46 | value='5' | fill=00000000 | rows=[45] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR46 | value='2' | fill=00000000 | rows=[45] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS46 | value='1' | fill=00000000 | rows=[45] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT46 | value='3.8' | fill=00000000 | rows=[45] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU46 | value='5' | fill=00000000 | rows=[45] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV46 | value='5' | fill=00000000 | rows=[45] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW46 | value='2.33333333333333' | fill=00000000 | rows=[45] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX46 | value='4.625' | fill=00000000 | rows=[45] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell A47 | value='1' | fill=00000000 | rows=[46] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B47 | value='1' | fill=00000000 | rows=[46] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C47 | value='1' | fill=00000000 | rows=[46] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D47 | value='1' | fill=00000000 | rows=[46] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E47 | value='1' | fill=00000000 | rows=[46] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F47 | value='1' | fill=00000000 | rows=[46] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G47 | value='5' | fill=00000000 | rows=[46] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H47 | value='1' | fill=00000000 | rows=[46] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I47 | value='5' | fill=00000000 | rows=[46] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J47 | value='5' | fill=00000000 | rows=[46] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K47 | value='5' | fill=00000000 | rows=[46] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L47 | value='5' | fill=00000000 | rows=[46] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M47 | value='1' | fill=00000000 | rows=[46] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N47 | value='5' | fill=00000000 | rows=[46] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O47 | value='5' | fill=00000000 | rows=[46] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P47 | value='5' | fill=00000000 | rows=[46] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q47 | value='5' | fill=00000000 | rows=[46] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R47 | value='5' | fill=00000000 | rows=[46] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S47 | value='5' | fill=00000000 | rows=[46] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T47 | value='5' | fill=00000000 | rows=[46] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U47 | value='5' | fill=00000000 | rows=[46] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V47 | value='5' | fill=00000000 | rows=[46] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W47 | value='3' | fill=00000000 | rows=[46] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X47 | value='5' | fill=00000000 | rows=[46] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y47 | value='5' | fill=00000000 | rows=[46] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z47 | value='5' | fill=00000000 | rows=[46] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA47 | value='1' | fill=00000000 | rows=[46] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB47 | value='5' | fill=00000000 | rows=[46] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC47 | value='2' | fill=00000000 | rows=[46] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD47 | value='1' | fill=00000000 | rows=[46] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE47 | value='5' | fill=00000000 | rows=[46] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF47 | value='3' | fill=00000000 | rows=[46] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG47 | value='5' | fill=00000000 | rows=[46] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH47 | value='5' | fill=00000000 | rows=[46] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI47 | value='5' | fill=00000000 | rows=[46] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ47 | value='5' | fill=00000000 | rows=[46] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK47 | value='5' | fill=00000000 | rows=[46] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL47 | value='5' | fill=00000000 | rows=[46] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM47 | value='5' | fill=00000000 | rows=[46] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN47 | value='1' | fill=00000000 | rows=[46] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO47 | value='2' | fill=00000000 | rows=[46] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP47 | value='5' | fill=00000000 | rows=[46] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ47 | value='2' | fill=00000000 | rows=[46] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR47 | value='2' | fill=00000000 | rows=[46] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS47 | value='1' | fill=00000000 | rows=[46] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT47 | value='2.86666666666667' | fill=00000000 | rows=[46] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU47 | value='5' | fill=00000000 | rows=[46] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV47 | value='4.66666666666667' | fill=00000000 | rows=[46] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW47 | value='3.16666666666667' | fill=00000000 | rows=[46] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX47 | value='5' | fill=00000000 | rows=[46] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell A48 | value='5' | fill=00000000 | rows=[47] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B48 | value='5' | fill=00000000 | rows=[47] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C48 | value='5' | fill=00000000 | rows=[47] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D48 | value='5' | fill=00000000 | rows=[47] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E48 | value='5' | fill=00000000 | rows=[47] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F48 | value='1' | fill=00000000 | rows=[47] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G48 | value='5' | fill=00000000 | rows=[47] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H48 | value='1' | fill=00000000 | rows=[47] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I48 | value='3' | fill=00000000 | rows=[47] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J48 | value='3' | fill=00000000 | rows=[47] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K48 | value='5' | fill=00000000 | rows=[47] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L48 | value='3' | fill=00000000 | rows=[47] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M48 | value='3' | fill=00000000 | rows=[47] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N48 | value='5' | fill=00000000 | rows=[47] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O48 | value='5' | fill=00000000 | rows=[47] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P48 | value='5' | fill=00000000 | rows=[47] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q48 | value='5' | fill=00000000 | rows=[47] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R48 | value='5' | fill=00000000 | rows=[47] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S48 | value='5' | fill=00000000 | rows=[47] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T48 | value='5' | fill=00000000 | rows=[47] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U48 | value='5' | fill=00000000 | rows=[47] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V48 | value='5' | fill=00000000 | rows=[47] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W48 | value='3' | fill=00000000 | rows=[47] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X48 | value='5' | fill=00000000 | rows=[47] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y48 | value='1' | fill=00000000 | rows=[47] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z48 | value='5' | fill=00000000 | rows=[47] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA48 | value='1' | fill=00000000 | rows=[47] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB48 | value='5' | fill=00000000 | rows=[47] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC48 | value='1' | fill=00000000 | rows=[47] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD48 | value='4' | fill=00000000 | rows=[47] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE48 | value='5' | fill=00000000 | rows=[47] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF48 | value='5' | fill=00000000 | rows=[47] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG48 | value='5' | fill=00000000 | rows=[47] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH48 | value='2' | fill=00000000 | rows=[47] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI48 | value='5' | fill=00000000 | rows=[47] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ48 | value='5' | fill=00000000 | rows=[47] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK48 | value='5' | fill=00000000 | rows=[47] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL48 | value='5' | fill=00000000 | rows=[47] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM48 | value='5' | fill=00000000 | rows=[47] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN48 | value='2' | fill=00000000 | rows=[47] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO48 | value='2' | fill=00000000 | rows=[47] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP48 | value='5' | fill=00000000 | rows=[47] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ48 | value='2' | fill=00000000 | rows=[47] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR48 | value='2' | fill=00000000 | rows=[47] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS48 | value='1' | fill=00000000 | rows=[47] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT48 | value='3.93333333333333' | fill=00000000 | rows=[47] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU48 | value='5' | fill=00000000 | rows=[47] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV48 | value='4.66666666666667' | fill=00000000 | rows=[47] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW48 | value='2.83333333333333' | fill=00000000 | rows=[47] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX48 | value='4.625' | fill=00000000 | rows=[47] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell A49 | value='5' | fill=00000000 | rows=[48] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B49 | value='5' | fill=00000000 | rows=[48] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C49 | value='5' | fill=00000000 | rows=[48] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D49 | value='1' | fill=00000000 | rows=[48] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E49 | value='1' | fill=00000000 | rows=[48] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F49 | value='5' | fill=00000000 | rows=[48] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G49 | value='5' | fill=00000000 | rows=[48] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H49 | value='1' | fill=00000000 | rows=[48] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I49 | value='5' | fill=00000000 | rows=[48] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J49 | value='3' | fill=00000000 | rows=[48] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K49 | value='5' | fill=00000000 | rows=[48] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L49 | value='5' | fill=00000000 | rows=[48] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M49 | value='3' | fill=00000000 | rows=[48] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N49 | value='5' | fill=00000000 | rows=[48] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O49 | value='5' | fill=00000000 | rows=[48] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P49 | value='5' | fill=00000000 | rows=[48] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q49 | value='5' | fill=00000000 | rows=[48] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R49 | value='5' | fill=00000000 | rows=[48] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S49 | value='5' | fill=00000000 | rows=[48] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T49 | value='5' | fill=00000000 | rows=[48] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U49 | value='5' | fill=00000000 | rows=[48] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V49 | value='5' | fill=00000000 | rows=[48] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W49 | value='3' | fill=00000000 | rows=[48] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X49 | value='4' | fill=00000000 | rows=[48] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y49 | value='5' | fill=00000000 | rows=[48] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z49 | value='1' | fill=00000000 | rows=[48] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA49 | value='1' | fill=00000000 | rows=[48] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB49 | value='5' | fill=00000000 | rows=[48] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC49 | value='1' | fill=00000000 | rows=[48] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD49 | value='1' | fill=00000000 | rows=[48] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE49 | value='5' | fill=00000000 | rows=[48] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF49 | value='5' | fill=00000000 | rows=[48] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG49 | value='5' | fill=00000000 | rows=[48] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH49 | value='5' | fill=00000000 | rows=[48] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI49 | value='5' | fill=00000000 | rows=[48] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ49 | value='5' | fill=00000000 | rows=[48] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK49 | value='5' | fill=00000000 | rows=[48] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL49 | value='5' | fill=00000000 | rows=[48] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM49 | value='5' | fill=00000000 | rows=[48] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN49 | value='1' | fill=00000000 | rows=[48] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO49 | value='3' | fill=00000000 | rows=[48] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP49 | value='5' | fill=00000000 | rows=[48] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ49 | value='5' | fill=00000000 | rows=[48] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR49 | value='4' | fill=00000000 | rows=[48] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS49 | value='1' | fill=00000000 | rows=[48] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT49 | value='3.93333333333333' | fill=00000000 | rows=[48] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU49 | value='5' | fill=00000000 | rows=[48] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV49 | value='4.5' | fill=00000000 | rows=[48] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW49 | value='2.33333333333333' | fill=00000000 | rows=[48] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX49 | value='5' | fill=00000000 | rows=[48] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell A50 | value='5' | fill=00000000 | rows=[49] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B50 | value='5' | fill=00000000 | rows=[49] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C50 | value='5' | fill=00000000 | rows=[49] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D50 | value='1' | fill=00000000 | rows=[49] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E50 | value='1' | fill=00000000 | rows=[49] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F50 | value='1' | fill=00000000 | rows=[49] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G50 | value='5' | fill=00000000 | rows=[49] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H50 | value='1' | fill=00000000 | rows=[49] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I50 | value='5' | fill=00000000 | rows=[49] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J50 | value='5' | fill=00000000 | rows=[49] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K50 | value='5' | fill=00000000 | rows=[49] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L50 | value='3' | fill=00000000 | rows=[49] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M50 | value='3' | fill=00000000 | rows=[49] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N50 | value='5' | fill=00000000 | rows=[49] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O50 | value='5' | fill=00000000 | rows=[49] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P50 | value='5' | fill=00000000 | rows=[49] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q50 | value='5' | fill=00000000 | rows=[49] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R50 | value='5' | fill=00000000 | rows=[49] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S50 | value='5' | fill=00000000 | rows=[49] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T50 | value='5' | fill=00000000 | rows=[49] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U50 | value='5' | fill=00000000 | rows=[49] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V50 | value='5' | fill=00000000 | rows=[49] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W50 | value='4' | fill=00000000 | rows=[49] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X50 | value='2' | fill=00000000 | rows=[49] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y50 | value='5' | fill=00000000 | rows=[49] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z50 | value='5' | fill=00000000 | rows=[49] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA50 | value='1' | fill=00000000 | rows=[49] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB50 | value='1' | fill=00000000 | rows=[49] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC50 | value='1' | fill=00000000 | rows=[49] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD50 | value='5' | fill=00000000 | rows=[49] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE50 | value='5' | fill=00000000 | rows=[49] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF50 | value='5' | fill=00000000 | rows=[49] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG50 | value='5' | fill=00000000 | rows=[49] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH50 | value='5' | fill=00000000 | rows=[49] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI50 | value='5' | fill=00000000 | rows=[49] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ50 | value='5' | fill=00000000 | rows=[49] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK50 | value='5' | fill=00000000 | rows=[49] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL50 | value='5' | fill=00000000 | rows=[49] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM50 | value='5' | fill=00000000 | rows=[49] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN50 | value='1' | fill=00000000 | rows=[49] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO50 | value='4' | fill=00000000 | rows=[49] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP50 | value='5' | fill=00000000 | rows=[49] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ50 | value='1' | fill=00000000 | rows=[49] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR50 | value='2' | fill=00000000 | rows=[49] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS50 | value='1' | fill=00000000 | rows=[49] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT50 | value='3.66666666666667' | fill=00000000 | rows=[49] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU50 | value='5' | fill=00000000 | rows=[49] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV50 | value='4.33333333333333' | fill=00000000 | rows=[49] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW50 | value='3' | fill=00000000 | rows=[49] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX50 | value='5' | fill=00000000 | rows=[49] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell A51 | value='5' | fill=00000000 | rows=[50] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B51 | value='5' | fill=00000000 | rows=[50] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C51 | value='1' | fill=00000000 | rows=[50] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D51 | value='1' | fill=00000000 | rows=[50] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E51 | value='1' | fill=00000000 | rows=[50] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F51 | value='1' | fill=00000000 | rows=[50] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G51 | value='5' | fill=00000000 | rows=[50] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H51 | value='1' | fill=00000000 | rows=[50] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I51 | value='5' | fill=00000000 | rows=[50] | cols=[8] | col_header=False | row_header=False | metadata=False
