=== science-table36.xlsx ===
Cell A1 | value='raw clone size data used for Figure 5a,d, Extended Data Figure 11a,b from ovariectomized confetti mouse model' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell B997 | value='1' | fill=00000000 | rows=[996] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B998 | value='1' | fill=00000000 | rows=[997] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B999 | value='1' | fill=00000000 | rows=[998] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1000 | value='1' | fill=00000000 | rows=[999] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1001 | value='1' | fill=00000000 | rows=[1000] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1002 | value='1' | fill=00000000 | rows=[1001] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1003 | value='1' | fill=00000000 | rows=[1002] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1004 | value='1' | fill=00000000 | rows=[1003] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1005 | value='1' | fill=00000000 | rows=[1004] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1006 | value='3' | fill=00000000 | rows=[1005] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1007 | value='1' | fill=00000000 | rows=[1006] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1008 | value='1' | fill=00000000 | rows=[1007] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1009 | value='1' | fill=00000000 | rows=[1008] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1010 | value='2' | fill=00000000 | rows=[1009] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1011 | value='1' | fill=00000000 | rows=[1010] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1012 | value='1' | fill=00000000 | rows=[1011] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1013 | value='2' | fill=00000000 | rows=[1012] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1014 | value='1' | fill=00000000 | rows=[1013] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1015 | value='2' | fill=00000000 | rows=[1014] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1016 | value='1' | fill=00000000 | rows=[1015] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1017 | value='2' | fill=00000000 | rows=[1016] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1018 | value='1' | fill=00000000 | rows=[1017] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1019 | value='1' | fill=00000000 | rows=[1018] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1020 | value='1' | fill=00000000 | rows=[1019] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1021 | value='1' | fill=00000000 | rows=[1020] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1022 | value='1' | fill=00000000 | rows=[1021] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1023 | value='1' | fill=00000000 | rows=[1022] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1024 | value='2' | fill=00000000 | rows=[1023] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1025 | value='1' | fill=00000000 | rows=[1024] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1026 | value='2' | fill=00000000 | rows=[1025] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1027 | value='1' | fill=00000000 | rows=[1026] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1028 | value='1' | fill=00000000 | rows=[1027] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1029 | value='1' | fill=00000000 | rows=[1028] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1030 | value='1' | fill=00000000 | rows=[1029] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1031 | value='1' | fill=00000000 | rows=[1030] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1032 | value='1' | fill=00000000 | rows=[1031] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1033 | value='1' | fill=00000000 | rows=[1032] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1034 | value='1' | fill=00000000 | rows=[1033] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1035 | value='1' | fill=00000000 | rows=[1034] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1036 | value='1' | fill=00000000 | rows=[1035] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1037 | value='1' | fill=00000000 | rows=[1036] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1038 | value='1' | fill=00000000 | rows=[1037] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1039 | value='1' | fill=00000000 | rows=[1038] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1040 | value='1' | fill=00000000 | rows=[1039] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1041 | value='2' | fill=00000000 | rows=[1040] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1042 | value='1' | fill=00000000 | rows=[1041] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1043 | value='1' | fill=00000000 | rows=[1042] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1044 | value='1' | fill=00000000 | rows=[1043] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1045 | value='1' | fill=00000000 | rows=[1044] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1046 | value='1' | fill=00000000 | rows=[1045] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1047 | value='1' | fill=00000000 | rows=[1046] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1048 | value='1' | fill=00000000 | rows=[1047] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1049 | value='1' | fill=00000000 | rows=[1048] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1050 | value='3' | fill=00000000 | rows=[1049] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1051 | value='1' | fill=00000000 | rows=[1050] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1052 | value='1' | fill=00000000 | rows=[1051] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1053 | value='1' | fill=00000000 | rows=[1052] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1054 | value='1' | fill=00000000 | rows=[1053] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1055 | value='1' | fill=00000000 | rows=[1054] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1056 | value='1' | fill=00000000 | rows=[1055] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1057 | value='1' | fill=00000000 | rows=[1056] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1058 | value='1' | fill=00000000 | rows=[1057] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1059 | value='1' | fill=00000000 | rows=[1058] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1060 | value='1' | fill=00000000 | rows=[1059] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1061 | value='1' | fill=00000000 | rows=[1060] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1062 | value='1' | fill=00000000 | rows=[1061] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1063 | value='1' | fill=00000000 | rows=[1062] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1064 | value='1' | fill=00000000 | rows=[1063] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1065 | value='1' | fill=00000000 | rows=[1064] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1066 | value='1' | fill=00000000 | rows=[1065] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1067 | value='1' | fill=00000000 | rows=[1066] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1068 | value='1' | fill=00000000 | rows=[1067] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1069 | value='1' | fill=00000000 | rows=[1068] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1070 | value='1' | fill=00000000 | rows=[1069] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1071 | value='1' | fill=00000000 | rows=[1070] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1072 | value='1' | fill=00000000 | rows=[1071] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1073 | value='1' | fill=00000000 | rows=[1072] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1074 | value='1' | fill=00000000 | rows=[1073] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1075 | value='1' | fill=00000000 | rows=[1074] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1076 | value='1' | fill=00000000 | rows=[1075] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1077 | value='2' | fill=00000000 | rows=[1076] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1078 | value='1' | fill=00000000 | rows=[1077] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1079 | value='1' | fill=00000000 | rows=[1078] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1080 | value='1' | fill=00000000 | rows=[1079] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1081 | value='1' | fill=00000000 | rows=[1080] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1082 | value='1' | fill=00000000 | rows=[1081] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1083 | value='1' | fill=00000000 | rows=[1082] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1084 | value='1' | fill=00000000 | rows=[1083] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1085 | value='1' | fill=00000000 | rows=[1084] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1086 | value='1' | fill=00000000 | rows=[1085] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1087 | value='1' | fill=00000000 | rows=[1086] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1088 | value='1' | fill=00000000 | rows=[1087] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1089 | value='1' | fill=00000000 | rows=[1088] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1090 | value='3' | fill=00000000 | rows=[1089] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1091 | value='1' | fill=00000000 | rows=[1090] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1092 | value='1' | fill=00000000 | rows=[1091] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1093 | value='2' | fill=00000000 | rows=[1092] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1094 | value='1' | fill=00000000 | rows=[1093] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1095 | value='2' | fill=00000000 | rows=[1094] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1096 | value='1' | fill=00000000 | rows=[1095] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1097 | value='1' | fill=00000000 | rows=[1096] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1098 | value='1' | fill=00000000 | rows=[1097] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1099 | value='1' | fill=00000000 | rows=[1098] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1100 | value='1' | fill=00000000 | rows=[1099] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1101 | value='1' | fill=00000000 | rows=[1100] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1102 | value='1' | fill=00000000 | rows=[1101] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1103 | value='1' | fill=00000000 | rows=[1102] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1104 | value='1' | fill=00000000 | rows=[1103] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1105 | value='1' | fill=00000000 | rows=[1104] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1106 | value='1' | fill=00000000 | rows=[1105] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1107 | value='1' | fill=00000000 | rows=[1106] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1108 | value='4' | fill=00000000 | rows=[1107] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1109 | value='3' | fill=00000000 | rows=[1108] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1110 | value='1' | fill=00000000 | rows=[1109] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1111 | value='1' | fill=00000000 | rows=[1110] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1112 | value='2' | fill=00000000 | rows=[1111] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1113 | value='2' | fill=00000000 | rows=[1112] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1114 | value='1' | fill=00000000 | rows=[1113] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1115 | value='1' | fill=00000000 | rows=[1114] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1116 | value='1' | fill=00000000 | rows=[1115] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1117 | value='2' | fill=00000000 | rows=[1116] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1118 | value='2' | fill=00000000 | rows=[1117] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1119 | value='1' | fill=00000000 | rows=[1118] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1120 | value='1' | fill=00000000 | rows=[1119] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1121 | value='1' | fill=00000000 | rows=[1120] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1122 | value='1' | fill=00000000 | rows=[1121] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1123 | value='1' | fill=00000000 | rows=[1122] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1124 | value='1' | fill=00000000 | rows=[1123] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1125 | value='1' | fill=00000000 | rows=[1124] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1126 | value='1' | fill=00000000 | rows=[1125] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1127 | value='1' | fill=00000000 | rows=[1126] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1128 | value='2' | fill=00000000 | rows=[1127] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1129 | value='2' | fill=00000000 | rows=[1128] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1130 | value='1' | fill=00000000 | rows=[1129] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1131 | value='1' | fill=00000000 | rows=[1130] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1132 | value='1' | fill=00000000 | rows=[1131] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1133 | value='1' | fill=00000000 | rows=[1132] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1134 | value='2' | fill=00000000 | rows=[1133] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1135 | value='1' | fill=00000000 | rows=[1134] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1136 | value='1' | fill=00000000 | rows=[1135] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1137 | value='1' | fill=00000000 | rows=[1136] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1138 | value='1' | fill=00000000 | rows=[1137] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1139 | value='1' | fill=00000000 | rows=[1138] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1140 | value='2' | fill=00000000 | rows=[1139] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1141 | value='3' | fill=00000000 | rows=[1140] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1142 | value='4' | fill=00000000 | rows=[1141] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1143 | value='1' | fill=00000000 | rows=[1142] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1144 | value='1' | fill=00000000 | rows=[1143] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1145 | value='2' | fill=00000000 | rows=[1144] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1146 | value='1' | fill=00000000 | rows=[1145] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1147 | value='3' | fill=00000000 | rows=[1146] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1148 | value='1' | fill=00000000 | rows=[1147] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1149 | value='1' | fill=00000000 | rows=[1148] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1150 | value='1' | fill=00000000 | rows=[1149] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1151 | value='2' | fill=00000000 | rows=[1150] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1152 | value='2' | fill=00000000 | rows=[1151] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1153 | value='1' | fill=00000000 | rows=[1152] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1154 | value='1' | fill=00000000 | rows=[1153] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1155 | value='2' | fill=00000000 | rows=[1154] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1156 | value='1' | fill=00000000 | rows=[1155] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1157 | value='1' | fill=00000000 | rows=[1156] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1158 | value='1' | fill=00000000 | rows=[1157] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1159 | value='1' | fill=00000000 | rows=[1158] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1160 | value='1' | fill=00000000 | rows=[1159] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1161 | value='2' | fill=00000000 | rows=[1160] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1162 | value='1' | fill=00000000 | rows=[1161] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1163 | value='3' | fill=00000000 | rows=[1162] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1164 | value='1' | fill=00000000 | rows=[1163] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1165 | value='2' | fill=00000000 | rows=[1164] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1166 | value='1' | fill=00000000 | rows=[1165] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1167 | value='1' | fill=00000000 | rows=[1166] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1168 | value='1' | fill=00000000 | rows=[1167] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1169 | value='1' | fill=00000000 | rows=[1168] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1170 | value='2' | fill=00000000 | rows=[1169] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1171 | value='1' | fill=00000000 | rows=[1170] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1172 | value='1' | fill=00000000 | rows=[1171] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1173 | value='1' | fill=00000000 | rows=[1172] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1174 | value='2' | fill=00000000 | rows=[1173] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1175 | value='1' | fill=00000000 | rows=[1174] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1176 | value='1' | fill=00000000 | rows=[1175] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1177 | value='2' | fill=00000000 | rows=[1176] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1178 | value='1' | fill=00000000 | rows=[1177] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1179 | value='1' | fill=00000000 | rows=[1178] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1180 | value='2' | fill=00000000 | rows=[1179] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1181 | value='1' | fill=00000000 | rows=[1180] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1182 | value='2' | fill=00000000 | rows=[1181] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1183 | value='1' | fill=00000000 | rows=[1182] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1184 | value='1' | fill=00000000 | rows=[1183] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1185 | value='3' | fill=00000000 | rows=[1184] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1186 | value='2' | fill=00000000 | rows=[1185] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1187 | value='1' | fill=00000000 | rows=[1186] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1188 | value='1' | fill=00000000 | rows=[1187] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1189 | value='1' | fill=00000000 | rows=[1188] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1190 | value='2' | fill=00000000 | rows=[1189] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1191 | value='2' | fill=00000000 | rows=[1190] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1192 | value='1' | fill=00000000 | rows=[1191] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1193 | value='2' | fill=00000000 | rows=[1192] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1194 | value='2' | fill=00000000 | rows=[1193] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1195 | value='1' | fill=00000000 | rows=[1194] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1196 | value='3' | fill=00000000 | rows=[1195] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1197 | value='3' | fill=00000000 | rows=[1196] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1198 | value='1' | fill=00000000 | rows=[1197] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1199 | value='1' | fill=00000000 | rows=[1198] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1200 | value='1' | fill=00000000 | rows=[1199] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1201 | value='2' | fill=00000000 | rows=[1200] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1202 | value='1' | fill=00000000 | rows=[1201] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1203 | value='1' | fill=00000000 | rows=[1202] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1204 | value='2' | fill=00000000 | rows=[1203] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1205 | value='2' | fill=00000000 | rows=[1204] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1206 | value='1' | fill=00000000 | rows=[1205] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1207 | value='1' | fill=00000000 | rows=[1206] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1208 | value='1' | fill=00000000 | rows=[1207] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1209 | value='2' | fill=00000000 | rows=[1208] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1210 | value='2' | fill=00000000 | rows=[1209] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1211 | value='1' | fill=00000000 | rows=[1210] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1212 | value='1' | fill=00000000 | rows=[1211] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1213 | value='1' | fill=00000000 | rows=[1212] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1214 | value='3' | fill=00000000 | rows=[1213] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1215 | value='4' | fill=00000000 | rows=[1214] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1216 | value='2' | fill=00000000 | rows=[1215] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1217 | value='1' | fill=00000000 | rows=[1216] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1218 | value='1' | fill=00000000 | rows=[1217] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1219 | value='1' | fill=00000000 | rows=[1218] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1220 | value='1' | fill=00000000 | rows=[1219] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1221 | value='1' | fill=00000000 | rows=[1220] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1222 | value='2' | fill=00000000 | rows=[1221] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1223 | value='1' | fill=00000000 | rows=[1222] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1224 | value='1' | fill=00000000 | rows=[1223] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1225 | value='1' | fill=00000000 | rows=[1224] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1226 | value='1' | fill=00000000 | rows=[1225] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1227 | value='1' | fill=00000000 | rows=[1226] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1228 | value='2' | fill=00000000 | rows=[1227] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1229 | value='3' | fill=00000000 | rows=[1228] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1230 | value='1' | fill=00000000 | rows=[1229] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1231 | value='1' | fill=00000000 | rows=[1230] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1232 | value='1' | fill=00000000 | rows=[1231] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1233 | value='2' | fill=00000000 | rows=[1232] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1234 | value='1' | fill=00000000 | rows=[1233] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1235 | value='1' | fill=00000000 | rows=[1234] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1236 | value='1' | fill=00000000 | rows=[1235] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1237 | value='1' | fill=00000000 | rows=[1236] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1238 | value='1' | fill=00000000 | rows=[1237] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1239 | value='1' | fill=00000000 | rows=[1238] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1240 | value='1' | fill=00000000 | rows=[1239] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1241 | value='1' | fill=00000000 | rows=[1240] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1242 | value='1' | fill=00000000 | rows=[1241] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1243 | value='2' | fill=00000000 | rows=[1242] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1244 | value='3' | fill=00000000 | rows=[1243] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1245 | value='1' | fill=00000000 | rows=[1244] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1246 | value='1' | fill=00000000 | rows=[1245] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1247 | value='2' | fill=00000000 | rows=[1246] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1248 | value='1' | fill=00000000 | rows=[1247] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1249 | value='1' | fill=00000000 | rows=[1248] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1250 | value='1' | fill=00000000 | rows=[1249] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1251 | value='1' | fill=00000000 | rows=[1250] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1252 | value='1' | fill=00000000 | rows=[1251] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1253 | value='1' | fill=00000000 | rows=[1252] | cols=[1] | col_header=False | row_header=False | metadata=False
