=== society-table44.xlsx ===
Cell A1 | value='HIDDEN' | fill=00000000 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell G36 | value='0' | fill=None | rows=[35] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H36 | value='0' | fill=None | rows=[35] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I36 | value='0' | fill=2 | rows=[35] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J36 | value='0' | fill=None | rows=[35] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K36 | value='0' | fill=2 | rows=[35] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L36 | value='0' | fill=None | rows=[35] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M36 | value='0' | fill=None | rows=[35] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N36 | value='0' | fill=None | rows=[35] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O36 | value='0' | fill=None | rows=[35] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P36 | value='0' | fill=None | rows=[35] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q36 | value='0' | fill=None | rows=[35] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B37 | value='33' | fill=2 | rows=[36] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C37 | value='65' | fill=2 | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E37 | value='Maternal sepsis case management' | fill=FF00B050 | rows=[36] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F37 | value='0' | fill=None | rows=[36] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G37 | value='0' | fill=None | rows=[36] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H37 | value='0' | fill=None | rows=[36] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I37 | value='0' | fill=2 | rows=[36] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J37 | value='0' | fill=None | rows=[36] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K37 | value='0' | fill=2 | rows=[36] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L37 | value='0' | fill=None | rows=[36] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M37 | value='0' | fill=None | rows=[36] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N37 | value='0' | fill=None | rows=[36] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O37 | value='0' | fill=None | rows=[36] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P37 | value='0' | fill=None | rows=[36] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q37 | value='0' | fill=None | rows=[36] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell A38 | value='x' | fill=00000000 | rows=[37] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B38 | value='34' | fill=2 | rows=[37] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C38 | value='10' | fill=2 | rows=[37] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E38 | value='Safe abortion services' | fill=FF00B050 | rows=[37] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F38 | value='0.022' | fill=None | rows=[37] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G38 | value='0.01892' | fill=None | rows=[37] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H38 | value='0.01892' | fill=None | rows=[37] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I38 | value='0.0219472' | fill=2 | rows=[37] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J38 | value='0.0198' | fill=None | rows=[37] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K38 | value='0.022968' | fill=2 | rows=[37] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L38 | value='5400' | fill=None | rows=[37] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M38 | value='4700' | fill=None | rows=[37] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N38 | value='4700' | fill=None | rows=[37] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O38 | value='5400' | fill=None | rows=[37] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P38 | value='4900' | fill=None | rows=[37] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q38 | value='5700' | fill=None | rows=[37] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B39 | value='35' | fill=2 | rows=[38] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C39 | value='11' | fill=2 | rows=[38] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E39 | value='Post abortion case management' | fill=FF00B050 | rows=[38] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F39 | value='0' | fill=None | rows=[38] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G39 | value='0' | fill=None | rows=[38] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H39 | value='0' | fill=None | rows=[38] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I39 | value='0' | fill=2 | rows=[38] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J39 | value='0' | fill=None | rows=[38] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K39 | value='0' | fill=2 | rows=[38] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L39 | value='0' | fill=None | rows=[38] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M39 | value='0' | fill=None | rows=[38] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N39 | value='0' | fill=None | rows=[38] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O39 | value='0' | fill=None | rows=[38] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P39 | value='0' | fill=None | rows=[38] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q39 | value='0' | fill=None | rows=[38] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell A40 | value='x' | fill=00000000 | rows=[39] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B40 | value='36' | fill=2 | rows=[39] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C40 | value='42' | fill=2 | rows=[39] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E40 | value='Cesarean delivery' | fill=FF00B050 | rows=[39] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F40 | value='0.063' | fill=None | rows=[39] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G40 | value='0.05418' | fill=None | rows=[39] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H40 | value='0.05418' | fill=None | rows=[39] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I40 | value='0.0628488' | fill=2 | rows=[39] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J40 | value='0.0567' | fill=None | rows=[39] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K40 | value='0.065772' | fill=2 | rows=[39] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L40 | value='4300' | fill=None | rows=[39] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M40 | value='3700' | fill=None | rows=[39] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N40 | value='3700' | fill=None | rows=[39] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O40 | value='4200' | fill=None | rows=[39] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P40 | value='3800' | fill=None | rows=[39] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q40 | value='4400' | fill=None | rows=[39] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B41 | value='37' | fill=2 | rows=[40] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C41 | value='43' | fill=2 | rows=[40] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E41 | value='Blood transfusion' | fill=FF00B050 | rows=[40] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F41 | value='0' | fill=None | rows=[40] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G41 | value='0' | fill=None | rows=[40] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H41 | value='0' | fill=None | rows=[40] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I41 | value='0' | fill=2 | rows=[40] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J41 | value='0' | fill=None | rows=[40] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K41 | value='0' | fill=2 | rows=[40] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L41 | value='0' | fill=None | rows=[40] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M41 | value='0' | fill=None | rows=[40] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N41 | value='0' | fill=None | rows=[40] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O41 | value='0' | fill=None | rows=[40] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P41 | value='0' | fill=None | rows=[40] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q41 | value='0' | fill=None | rows=[40] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B42 | value='38' | fill=2 | rows=[41] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C42 | value='12' | fill=2 | rows=[41] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E42 | value='Ectopic pregnancy case management' | fill=FF00B050 | rows=[41] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F42 | value='0' | fill=None | rows=[41] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G42 | value='0' | fill=None | rows=[41] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H42 | value='0' | fill=None | rows=[41] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I42 | value='0' | fill=2 | rows=[41] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J42 | value='0' | fill=None | rows=[41] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K42 | value='0' | fill=2 | rows=[41] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L42 | value='0' | fill=None | rows=[41] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M42 | value='0' | fill=None | rows=[41] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N42 | value='0' | fill=None | rows=[41] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O42 | value='0' | fill=None | rows=[41] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P42 | value='0' | fill=None | rows=[41] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q42 | value='0' | fill=None | rows=[41] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell A43 | value='x' | fill=00000000 | rows=[42] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B43 | value='39' | fill=9 | rows=[42] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C43 | value='29' | fill=9 | rows=[42] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D43 | value='Newborn Care' | fill=FF00B050 | rows=[42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E43 | value='Immediate drying and additional stimulation' | fill=FF00B050 | rows=[42] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F43 | value='0.666' | fill=None | rows=[42] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G43 | value='0.55944' | fill=None | rows=[42] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H43 | value='0.55944' | fill=None | rows=[42] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I43 | value='0.6489504' | fill=2 | rows=[42] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J43 | value='0.5994' | fill=None | rows=[42] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K43 | value='0.695304' | fill=2 | rows=[42] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L43 | value='454000' | fill=None | rows=[42] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M43 | value='378900' | fill=None | rows=[42] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N43 | value='377100' | fill=None | rows=[42] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O43 | value='437400' | fill=None | rows=[42] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P43 | value='404000' | fill=None | rows=[42] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q43 | value='468700' | fill=None | rows=[42] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B44 | value='40' | fill=9 | rows=[43] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C44 | value='30' | fill=9 | rows=[43] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E44 | value='Thermal protection' | fill=FF00B050 | rows=[43] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F44 | value='0.719' | fill=None | rows=[43] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G44 | value='0.60396' | fill=None | rows=[43] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H44 | value='0.60396' | fill=None | rows=[43] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I44 | value='0.7005936' | fill=2 | rows=[43] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J44 | value='0.6471' | fill=None | rows=[43] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K44 | value='0.750636' | fill=2 | rows=[43] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L44 | value='32700' | fill=None | rows=[43] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M44 | value='27300' | fill=None | rows=[43] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N44 | value='27200' | fill=None | rows=[43] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O44 | value='31500' | fill=None | rows=[43] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P44 | value='29100' | fill=None | rows=[43] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q44 | value='33700' | fill=None | rows=[43] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell A45 | value='x' | fill=00000000 | rows=[44] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B45 | value='41' | fill=9 | rows=[44] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C45 | value='31' | fill=9 | rows=[44] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E45 | value='Clean cord care' | fill=FF00B050 | rows=[44] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F45 | value='0.694' | fill=None | rows=[44] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G45 | value='0.58296' | fill=None | rows=[44] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H45 | value='0.58296' | fill=None | rows=[44] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I45 | value='0.6762336' | fill=2 | rows=[44] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J45 | value='0.6246' | fill=None | rows=[44] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K45 | value='0.724536' | fill=2 | rows=[44] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L45 | value='473100' | fill=None | rows=[44] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M45 | value='394800' | fill=None | rows=[44] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N45 | value='392900' | fill=None | rows=[44] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O45 | value='455800' | fill=None | rows=[44] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P45 | value='421000' | fill=None | rows=[44] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q45 | value='488400' | fill=None | rows=[44] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell A46 | value='x' | fill=00000000 | rows=[45] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B46 | value='42' | fill=9 | rows=[45] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C46 | value='37' | fill=9 | rows=[45] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E46 | value='Neonatal resuscitation' | fill=FF00B050 | rows=[45] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F46 | value='0.4' | fill=None | rows=[45] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G46 | value='0.336' | fill=None | rows=[45] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H46 | value='0.336' | fill=None | rows=[45] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I46 | value='0.38976' | fill=2 | rows=[45] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J46 | value='0.36' | fill=None | rows=[45] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K46 | value='0.4176' | fill=2 | rows=[45] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L46 | value='13600' | fill=None | rows=[45] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M46 | value='11400' | fill=None | rows=[45] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N46 | value='11300' | fill=None | rows=[45] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O46 | value='13100' | fill=None | rows=[45] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P46 | value='12100' | fill=None | rows=[45] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q46 | value='14100' | fill=None | rows=[45] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell E47 | value='Case management of premature babies' | fill=FF00B050 | rows=[46] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell B48 | value='43' | fill=9 | rows=[47] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C48 | value='66' | fill=9 | rows=[47] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E48 | value='Kangaroo-Mother Care (KMC)' | fill=FF00B050 | rows=[47] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F48 | value='0' | fill=None | rows=[47] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G48 | value='0' | fill=None | rows=[47] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H48 | value='0' | fill=None | rows=[47] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I48 | value='0' | fill=2 | rows=[47] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J48 | value='0' | fill=None | rows=[47] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K48 | value='0' | fill=2 | rows=[47] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L48 | value='0' | fill=None | rows=[47] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M48 | value='0' | fill=None | rows=[47] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N48 | value='0' | fill=None | rows=[47] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O48 | value='0' | fill=None | rows=[47] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P48 | value='0' | fill=None | rows=[47] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q48 | value='0' | fill=None | rows=[47] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B49 | value='44' | fill=9 | rows=[48] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C49 | value='67' | fill=9 | rows=[48] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E49 | value='Full supportive care of prematurity' | fill=FF00B050 | rows=[48] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F49 | value='0' | fill=None | rows=[48] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G49 | value='0' | fill=None | rows=[48] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H49 | value='0' | fill=None | rows=[48] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I49 | value='0' | fill=2 | rows=[48] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J49 | value='0' | fill=None | rows=[48] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K49 | value='0' | fill=2 | rows=[48] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L49 | value='0' | fill=None | rows=[48] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M49 | value='0' | fill=None | rows=[48] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N49 | value='0' | fill=None | rows=[48] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O49 | value='0' | fill=None | rows=[48] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P49 | value='0' | fill=None | rows=[48] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q49 | value='0' | fill=None | rows=[48] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell E50 | value='Case management of neonatal sepsis/pneumonia' | fill=FF00B050 | rows=[49] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell B51 | value='45' | fill=9 | rows=[50] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C51 | value='68' | fill=9 | rows=[50] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E51 | value='Oral antibiotics for neonatal sepsis' | fill=FF00B050 | rows=[50] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F51 | value='0' | fill=None | rows=[50] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G51 | value='0' | fill=None | rows=[50] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H51 | value='0' | fill=None | rows=[50] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I51 | value='0' | fill=2 | rows=[50] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J51 | value='0' | fill=None | rows=[50] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K51 | value='0' | fill=2 | rows=[50] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L51 | value='0' | fill=None | rows=[50] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M51 | value='0' | fill=None | rows=[50] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N51 | value='0' | fill=None | rows=[50] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O51 | value='0' | fill=None | rows=[50] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P51 | value='0' | fill=None | rows=[50] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q51 | value='0' | fill=None | rows=[50] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell A52 | value='x' | fill=00000000 | rows=[51] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B52 | value='46' | fill=9 | rows=[51] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C52 | value='69' | fill=9 | rows=[51] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E52 | value='Injectable antibiotics for neonatal sepsis' | fill=FF00B050 | rows=[51] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F52 | value='0.727' | fill=None | rows=[51] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G52 | value='0.61068' | fill=None | rows=[51] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H52 | value='0.61068' | fill=None | rows=[51] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I52 | value='0.7083888' | fill=2 | rows=[51] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J52 | value='0.6543' | fill=None | rows=[51] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K52 | value='0.758988' | fill=2 | rows=[51] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L52 | value='96100' | fill=None | rows=[51] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M52 | value='80200' | fill=None | rows=[51] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N52 | value='79900' | fill=None | rows=[51] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O52 | value='92600' | fill=None | rows=[51] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P52 | value='85600' | fill=None | rows=[51] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q52 | value='99200' | fill=None | rows=[51] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B53 | value='47' | fill=9 | rows=[52] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C53 | value='70' | fill=9 | rows=[52] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E53 | value='Full supportive care for neonatal sepsis/pneumonia' | fill=FF00B050 | rows=[52] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F53 | value='0' | fill=None | rows=[52] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G53 | value='0' | fill=None | rows=[52] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H53 | value='0' | fill=None | rows=[52] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I53 | value='0' | fill=2 | rows=[52] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J53 | value='0' | fill=None | rows=[52] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K53 | value='0' | fill=2 | rows=[52] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L53 | value='0' | fill=None | rows=[52] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M53 | value='0' | fill=None | rows=[52] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N53 | value='0' | fill=None | rows=[52] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O53 | value='0' | fill=None | rows=[52] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P53 | value='0' | fill=None | rows=[52] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q53 | value='0' | fill=None | rows=[52] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B54 | value='48' | fill=None | rows=[53] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C54 | value='44' | fill=None | rows=[53] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D54 | value='Breastfeeding' | fill=FF00B050 | rows=[53, 54, 55] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E54 | value='Early Initiation of Breastfeeding' | fill=FF00B050 | rows=[53] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F54 | value='0.48' | fill=None | rows=[53] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G54 | value='0.48' | fill=None | rows=[53] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H54 | value='0.48' | fill=None | rows=[53] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I54 | value='0.4896' | fill=2 | rows=[53] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J54 | value='0.432' | fill=None | rows=[53] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K54 | value='0.50112' | fill=2 | rows=[53] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L54 | value='327200' | fill=None | rows=[53] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M54 | value='325100' | fill=None | rows=[53] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N54 | value='323500' | fill=None | rows=[53] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O54 | value='330000' | fill=None | rows=[53] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P54 | value='291200' | fill=None | rows=[53] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q54 | value='337800' | fill=None | rows=[53] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B55 | value='49' | fill=None | rows=[54] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C55 | value='45' | fill=None | rows=[54] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E55 | value='Complementary feeding - Education only' | fill=FF00B050 | rows=[54] | cols=[4] | col_header=False | row_header=True | metadata=False
Cell F55 | value='0.223' | fill=None | rows=[54] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G55 | value='0.223' | fill=None | rows=[54] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H55 | value='0.223' | fill=None | rows=[54] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I55 | value='0.22746' | fill=2 | rows=[54] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J55 | value='0.2007' | fill=None | rows=[54] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K55 | value='0.232812' | fill=2 | rows=[54] | cols=[10] | col_header=False | row_header=False | metadata=False
