=== health-table05.xlsx ===
Cell B1 | value='Physicians by age and sex' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell I68 | value='18075' | fill=00000000 | rows=[67] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J68 | value='18748' | fill=00000000 | rows=[67] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K68 | value='19599' | fill=00000000 | rows=[67] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B69 | value='Italy' | fill=FF00B050 | rows=[68] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D69 | value='138143' | fill=00000000 | rows=[68] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E69 | value='140303' | fill=00000000 | rows=[68] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F69 | value='139294' | fill=00000000 | rows=[68] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G69 | value='137041' | fill=00000000 | rows=[68] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H69 | value='136093' | fill=00000000 | rows=[68] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I69 | value='132044' | fill=00000000 | rows=[68] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J69 | value='132965' | fill=00000000 | rows=[68] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K69 | value='135009' | fill=00000000 | rows=[68] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B70 | value='Japan' | fill=FF00B050 | rows=[69] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell E70 | value='243345' | fill=00000000 | rows=[69] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G70 | value='246631' | fill=00000000 | rows=[69] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I70 | value='253035' | fill=00000000 | rows=[69] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K70 | value='253187' | fill=00000000 | rows=[69] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B71 | value='Korea' | fill=FF00B050 | rows=[70] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D71 | value='88836' | fill=00000000 | rows=[70] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E71 | value='90788' | fill=00000000 | rows=[70] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F71 | value='92479' | fill=00000000 | rows=[70] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G71 | value='94102' | fill=00000000 | rows=[70] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H71 | value='96572' | fill=00000000 | rows=[70] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I71 | value='98207' | fill=00000000 | rows=[70] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J71 | value='99560' | fill=00000000 | rows=[70] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K71 | value='101047' | fill=00000000 | rows=[70] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B72 | value='Latvia' | fill=FF00B050 | rows=[71] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D72 | value='1618' | fill=00000000 | rows=[71] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E72 | value='1623' | fill=00000000 | rows=[71] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F72 | value='1602' | fill=00000000 | rows=[71] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G72 | value='1652' | fill=00000000 | rows=[71] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H72 | value='1642' | fill=00000000 | rows=[71] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I72 | value='1654' | fill=00000000 | rows=[71] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J72 | value='1635' | fill=00000000 | rows=[71] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K72 | value='1650' | fill=00000000 | rows=[71] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B73 | value='Lithuania' | fill=FF00B050 | rows=[72] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D73 | value='4085' | fill=00000000 | rows=[72] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E73 | value='4141' | fill=00000000 | rows=[72] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F73 | value='4207' | fill=00000000 | rows=[72] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G73 | value='3759' | fill=00000000 | rows=[72] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H73 | value='3736' | fill=00000000 | rows=[72] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I73 | value='3666' | fill=00000000 | rows=[72] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J73 | value='3637' | fill=00000000 | rows=[72] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K73 | value='3621' | fill=00000000 | rows=[72] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B74 | value='Luxembourg' | fill=FF00B050 | rows=[73] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D74 | value='1093' | fill=00000000 | rows=[73] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E74 | value='1102' | fill=00000000 | rows=[73] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F74 | value='1146' | fill=00000000 | rows=[73] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B75 | value='Mexico' | fill=FF00B050 | rows=[74] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D75 | value='159258.04' | fill=00000000 | rows=[74] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E75 | value='160326.83' | fill=00000000 | rows=[74] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F75 | value='166709.89' | fill=00000000 | rows=[74] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B76 | value='Netherlands' | fill=FF00B050 | rows=[75] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D76 | value='27974' | fill=00000000 | rows=[75] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E76 | value='27953' | fill=00000000 | rows=[75] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F76 | value='28031' | fill=00000000 | rows=[75] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G76 | value='28101' | fill=00000000 | rows=[75] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H76 | value='28386' | fill=00000000 | rows=[75] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I76 | value='28667' | fill=00000000 | rows=[75] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J76 | value='28945' | fill=00000000 | rows=[75] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K76 | value='28907' | fill=00000000 | rows=[75] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B77 | value='New Zealand' | fill=FF00B050 | rows=[76] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D77 | value='8531' | fill=00000000 | rows=[76] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E77 | value='8756' | fill=00000000 | rows=[76] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F77 | value='8992' | fill=00000000 | rows=[76] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G77 | value='9254' | fill=00000000 | rows=[76] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H77 | value='9535' | fill=00000000 | rows=[76] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I77 | value='9455' | fill=00000000 | rows=[76] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J77 | value='9652' | fill=00000000 | rows=[76] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K77 | value='9780' | fill=00000000 | rows=[76] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L77 | value='9936' | fill=00000000 | rows=[76] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B78 | value='Norway' | fill=FF00B050 | rows=[77] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D78 | value='11056' | fill=00000000 | rows=[77] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E78 | value='11332' | fill=00000000 | rows=[77] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F78 | value='11620' | fill=00000000 | rows=[77] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G78 | value='11811' | fill=00000000 | rows=[77] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H78 | value='12079' | fill=00000000 | rows=[77] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I78 | value='12113' | fill=00000000 | rows=[77] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J78 | value='12178' | fill=00000000 | rows=[77] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K78 | value='12548' | fill=00000000 | rows=[77] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L78 | value='12705' | fill=00000000 | rows=[77] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B79 | value='Poland' | fill=FF00B050 | rows=[78] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D79 | value='38094' | fill=00000000 | rows=[78] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E79 | value='39308' | fill=00000000 | rows=[78] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F79 | value='38966' | fill=00000000 | rows=[78] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G79 | value='38241' | fill=00000000 | rows=[78] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H79 | value='52690' | fill=00000000 | rows=[78] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I79 | value='52951' | fill=00000000 | rows=[78] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J79 | value='54353' | fill=00000000 | rows=[78] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K79 | value='54348' | fill=00000000 | rows=[78] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B80 | value='Portugal' | fill=FF00B050 | rows=[79] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D80 | value='21960' | fill=00000000 | rows=[79] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E80 | value='22489' | fill=00000000 | rows=[79] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F80 | value='23002' | fill=00000000 | rows=[79] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G80 | value='23465' | fill=00000000 | rows=[79] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H80 | value='24005' | fill=00000000 | rows=[79] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I80 | value='24513' | fill=00000000 | rows=[79] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J80 | value='24829' | fill=00000000 | rows=[79] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K80 | value='25268' | fill=00000000 | rows=[79] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B81 | value='Slovak Republic' | fill=FF00B050 | rows=[80] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D81 | value='7960' | fill=00000000 | rows=[80] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E81 | value='8031' | fill=00000000 | rows=[80] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F81 | value='7860' | fill=00000000 | rows=[80] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G81 | value='8120' | fill=00000000 | rows=[80] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H81 | value='8164' | fill=00000000 | rows=[80] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I81 | value='8326' | fill=00000000 | rows=[80] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J81 | value='8268' | fill=00000000 | rows=[80] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K81 | value='8246' | fill=00000000 | rows=[80] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B82 | value='Slovenia' | fill=FF00B050 | rows=[81] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D82 | value='2193' | fill=00000000 | rows=[81] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E82 | value='2317' | fill=00000000 | rows=[81] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F82 | value='2371' | fill=00000000 | rows=[81] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G82 | value='2414' | fill=00000000 | rows=[81] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H82 | value='2499' | fill=00000000 | rows=[81] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I82 | value='2538' | fill=00000000 | rows=[81] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J82 | value='2539' | fill=00000000 | rows=[81] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K82 | value='2560' | fill=00000000 | rows=[81] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B83 | value='Spain' | fill=FF00B050 | rows=[82] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D83 | value='84733' | fill=00000000 | rows=[82] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E83 | value='81266' | fill=00000000 | rows=[82] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F83 | value='80767' | fill=00000000 | rows=[82] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G83 | value='82433' | fill=00000000 | rows=[82] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H83 | value='90432' | fill=00000000 | rows=[82] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I83 | value='94033' | fill=00000000 | rows=[82] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J83 | value='90234' | fill=00000000 | rows=[82] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K83 | value='85100' | fill=00000000 | rows=[82] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B84 | value='Sweden' | fill=FF00B050 | rows=[83] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D84 | value='21205' | fill=00000000 | rows=[83] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E84 | value='21601' | fill=00000000 | rows=[83] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F84 | value='21907' | fill=00000000 | rows=[83] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G84 | value='22170' | fill=00000000 | rows=[83] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H84 | value='21870' | fill=00000000 | rows=[83] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I84 | value='21989' | fill=00000000 | rows=[83] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J84 | value='22389' | fill=00000000 | rows=[83] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B85 | value='Switzerland' | fill=FF00B050 | rows=[84] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D85 | value='20662' | fill=00000000 | rows=[84] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E85 | value='20818' | fill=00000000 | rows=[84] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F85 | value='21008' | fill=00000000 | rows=[84] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G85 | value='21155' | fill=00000000 | rows=[84] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H85 | value='21125' | fill=00000000 | rows=[84] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I85 | value='21217' | fill=00000000 | rows=[84] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J85 | value='21240' | fill=00000000 | rows=[84] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K85 | value='21322' | fill=00000000 | rows=[84] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B86 | value='Türkiye' | fill=FF00B050 | rows=[85] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D86 | value='84805' | fill=00000000 | rows=[85] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E86 | value='86947' | fill=00000000 | rows=[85] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F86 | value='90050' | fill=00000000 | rows=[85] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G86 | value='91931' | fill=00000000 | rows=[85] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H86 | value='95557' | fill=00000000 | rows=[85] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I86 | value='100627' | fill=00000000 | rows=[85] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J86 | value='107145' | fill=00000000 | rows=[85] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K86 | value='111930' | fill=00000000 | rows=[85] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B87 | value='United Kingdom' | fill=FF00B050 | rows=[86] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D87 | value='91436' | fill=00000000 | rows=[86] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E87 | value='92148' | fill=00000000 | rows=[86] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F87 | value='94536' | fill=00000000 | rows=[86] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G87 | value='96986' | fill=00000000 | rows=[86] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H87 | value='99919' | fill=00000000 | rows=[86] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I87 | value='103734' | fill=00000000 | rows=[86] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J87 | value='108035' | fill=00000000 | rows=[86] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K87 | value='108505' | fill=00000000 | rows=[86] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L87 | value='114066.3' | fill=00000000 | rows=[86] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B88 | value='United States' | fill=FF00B050 | rows=[87] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D88 | value='537204' | fill=00000000 | rows=[87] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E88 | value='539003' | fill=00000000 | rows=[87] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F88 | value='542632' | fill=00000000 | rows=[87] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G88 | value='540294' | fill=00000000 | rows=[87] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H88 | value='545859' | fill=00000000 | rows=[87] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I88 | value='545891' | fill=00000000 | rows=[87] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J88 | value='549374' | fill=00000000 | rows=[87] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K88 | value='555533' | fill=00000000 | rows=[87] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B89 | value='Non-OECD economies' | fill=FF00B050 | rows=[88] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell B90 | value='·  Bulgaria' | fill=FF00B050 | rows=[89] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D90 | value='13018' | fill=00000000 | rows=[89] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E90 | value='13039' | fill=00000000 | rows=[89] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F90 | value='13167' | fill=00000000 | rows=[89] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G90 | value='13135' | fill=00000000 | rows=[89] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H90 | value='13013' | fill=00000000 | rows=[89] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I90 | value='13107' | fill=00000000 | rows=[89] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J90 | value='13040' | fill=00000000 | rows=[89] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K90 | value='13006' | fill=00000000 | rows=[89] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B91 | value='·  Croatia' | fill=FF00B050 | rows=[90] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D91 | value='5052' | fill=00000000 | rows=[90] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E91 | value='5030' | fill=00000000 | rows=[90] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F91 | value='5107' | fill=00000000 | rows=[90] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G91 | value='5149' | fill=00000000 | rows=[90] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H91 | value='5210' | fill=00000000 | rows=[90] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I91 | value='5192' | fill=00000000 | rows=[90] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J91 | value='5346' | fill=00000000 | rows=[90] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K91 | value='5557' | fill=00000000 | rows=[90] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B92 | value='·  Cyprus' | fill=FF00B050 | rows=[91] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D92 | value='1901' | fill=00000000 | rows=[91] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E92 | value='2004' | fill=00000000 | rows=[91] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F92 | value='2069' | fill=00000000 | rows=[91] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G92 | value='2197' | fill=00000000 | rows=[91] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H92 | value='2329' | fill=00000000 | rows=[91] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I92 | value='2575' | fill=00000000 | rows=[91] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J92 | value='2703' | fill=00000000 | rows=[91] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K92 | value='2859' | fill=00000000 | rows=[91] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B93 | value='·  Romania' | fill=FF00B050 | rows=[92] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D93 | value='16744' | fill=00000000 | rows=[92] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E93 | value='17083' | fill=00000000 | rows=[92] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F93 | value='17291' | fill=00000000 | rows=[92] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G93 | value='17677' | fill=00000000 | rows=[92] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H93 | value='18259' | fill=00000000 | rows=[92] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I93 | value='18889' | fill=00000000 | rows=[92] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J93 | value='19716' | fill=00000000 | rows=[92] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K93 | value='20260' | fill=00000000 | rows=[92] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B95 | value='© Terms & conditions' | fill=FF00B0F0 | rows=[94] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell M95 | value='Physicians by age and sex' | fill=FF00B0F0 | rows=[94] | cols=[12] | col_header=False | row_header=False | metadata=True

