=== economy-table107.xlsx ===
Cell A1 | value='Table 10. Digital Economy Real Gross Output by Industry' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26] | col_header=True | row_header=True | metadata=True
Cell P52 | value='5.22161837651184' | fill=None | rows=[51] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q52 | value='5.44888162806575' | fill=None | rows=[51] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R52 | value='5.53464844956812' | fill=None | rows=[51] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S52 | value='5.8304681745435' | fill=None | rows=[51] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T52 | value='5.81636069280363' | fill=None | rows=[51] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U52 | value='5.79920667778027' | fill=None | rows=[51] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V52 | value='5.88036124954178' | fill=None | rows=[51] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W52 | value='6.03406792185957' | fill=None | rows=[51] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X52 | value='6.11539566156976' | fill=None | rows=[51] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y52 | value='6.33331703591105' | fill=None | rows=[51] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z52 | value='6.79791237008299' | fill=None | rows=[51] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA52 | value='7.15687980134047' | fill=None | rows=[51] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E53 | value='Federal Reserve banks, credit intermediation, and related activities' | fill=None | rows=[52] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G53 | value='0.995831119404191' | fill=None | rows=[52] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H53 | value='1.01207480639172' | fill=None | rows=[52] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I53 | value='1.52112283112951' | fill=None | rows=[52] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J53 | value='1.46246318961745' | fill=None | rows=[52] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K53 | value='1.43830435574595' | fill=None | rows=[52] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L53 | value='1.95340649618548' | fill=None | rows=[52] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M53 | value='2.17475160950426' | fill=None | rows=[52] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N53 | value='2.39680035495947' | fill=None | rows=[52] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O53 | value='2.45974507713996' | fill=None | rows=[52] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P53 | value='2.60959336760197' | fill=None | rows=[52] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q53 | value='2.57612783028588' | fill=None | rows=[52] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R53 | value='2.62443941795925' | fill=None | rows=[52] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S53 | value='2.7468791944523' | fill=None | rows=[52] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T53 | value='2.74517079647196' | fill=None | rows=[52] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U53 | value='2.75565976397924' | fill=None | rows=[52] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V53 | value='2.7796232720345' | fill=None | rows=[52] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W53 | value='2.89362251609827' | fill=None | rows=[52] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X53 | value='2.8863811130227' | fill=None | rows=[52] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y53 | value='2.81857776221679' | fill=None | rows=[52] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z53 | value='3.08556905505632' | fill=None | rows=[52] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA53 | value='3.23579835550133' | fill=None | rows=[52] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E54 | value='Securities, commodity contracts, and investments' | fill=None | rows=[53] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G54 | value='0.208577489533101' | fill=None | rows=[53] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H54 | value='0.290276879825143' | fill=None | rows=[53] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I54 | value='0.59500552647459' | fill=None | rows=[53] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J54 | value='0.755618034665158' | fill=None | rows=[53] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K54 | value='0.784920834275651' | fill=None | rows=[53] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L54 | value='0.717293695567924' | fill=None | rows=[53] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M54 | value='0.618233151210429' | fill=None | rows=[53] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N54 | value='0.742086469797718' | fill=None | rows=[53] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O54 | value='0.787262359807972' | fill=None | rows=[53] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P54 | value='0.846620747006567' | fill=None | rows=[53] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q54 | value='0.91908769026034' | fill=None | rows=[53] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R54 | value='0.965034648159353' | fill=None | rows=[53] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S54 | value='0.981519422285669' | fill=None | rows=[53] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T54 | value='0.941675089538111' | fill=None | rows=[53] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U54 | value='1.01420403737224' | fill=None | rows=[53] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V54 | value='1.0102488583842' | fill=None | rows=[53] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W54 | value='1.10877260700084' | fill=None | rows=[53] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X54 | value='1.16994196152178' | fill=None | rows=[53] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y54 | value='1.2556353433261' | fill=None | rows=[53] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z54 | value='1.3449617635177' | fill=None | rows=[53] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA54 | value='1.32314496186493' | fill=None | rows=[53] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E55 | value='Insurance carriers and related activities' | fill=None | rows=[54] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G55 | value='0.409724423866395' | fill=None | rows=[54] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H55 | value='0.420869917034663' | fill=None | rows=[54] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I55 | value='0.990874454052923' | fill=None | rows=[54] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J55 | value='1.02314160890665' | fill=None | rows=[54] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K55 | value='1.11064362642367' | fill=None | rows=[54] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L55 | value='1.229314985399' | fill=None | rows=[54] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M55 | value='1.4307823636557' | fill=None | rows=[54] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N55 | value='1.59486645393881' | fill=None | rows=[54] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O55 | value='1.70954313403991' | fill=None | rows=[54] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P55 | value='1.69000828600042' | fill=None | rows=[54] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q55 | value='1.87123232280115' | fill=None | rows=[54] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R55 | value='1.85893263196706' | fill=None | rows=[54] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S55 | value='2.01125639396031' | fill=None | rows=[54] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T55 | value='2.03851306366553' | fill=None | rows=[54] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U55 | value='1.93156142070047' | fill=None | rows=[54] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V55 | value='1.99400362010396' | fill=None | rows=[54] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W55 | value='2.01525947278261' | fill=None | rows=[54] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X55 | value='2.04653501374817' | fill=None | rows=[54] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y55 | value='2.24864174426245' | fill=None | rows=[54] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z55 | value='2.36738155150897' | fill=None | rows=[54] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA55 | value='2.59663097953936' | fill=None | rows=[54] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E56 | value='Funds, trusts, and other financial vehicles' | fill=None | rows=[55] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G56 | value='0.00252647932287103' | fill=None | rows=[55] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H56 | value='0.00432636832786832' | fill=None | rows=[55] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I56 | value='0.00905886284101188' | fill=None | rows=[55] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J56 | value='0.0109547087620291' | fill=None | rows=[55] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K56 | value='0.0117817603799839' | fill=None | rows=[55] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L56 | value='0.0313619689705574' | fill=None | rows=[55] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M56 | value='0.0323460948690141' | fill=None | rows=[55] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N56 | value='0.0536966051864613' | fill=None | rows=[55] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O56 | value='0.0780860362999712' | fill=None | rows=[55] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P56 | value='0.0753959759028816' | fill=None | rows=[55] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q56 | value='0.0824337847183829' | fill=None | rows=[55] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R56 | value='0.0862417514824529' | fill=None | rows=[55] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S56 | value='0.0908131638452216' | fill=None | rows=[55] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T56 | value='0.0910017431280293' | fill=None | rows=[55] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U56 | value='0.0977814557283244' | fill=None | rows=[55] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V56 | value='0.0964854990191241' | fill=None | rows=[55] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W56 | value='0.0164133259778585' | fill=None | rows=[55] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X56 | value='0.0125375732771215' | fill=None | rows=[55] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y56 | value='0.0104621861057093' | fill=None | rows=[55] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z56 | value='0.0104621861057093' | fill=None | rows=[55] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA56 | value='0.0104621861057093' | fill=None | rows=[55] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell D57 | value='Real estate and rental and leasing' | fill=None | rows=[56] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G57 | value='0.343252585696979' | fill=None | rows=[56] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H57 | value='0.262523088800147' | fill=None | rows=[56] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I57 | value='0.383679113171217' | fill=None | rows=[56] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J57 | value='0.320396800771738' | fill=None | rows=[56] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K57 | value='0.298439264971379' | fill=None | rows=[56] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L57 | value='0.195713810498767' | fill=None | rows=[56] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M57 | value='0.185663121246837' | fill=None | rows=[56] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N57 | value='0.212061910512406' | fill=None | rows=[56] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O57 | value='0.217762915926729' | fill=None | rows=[56] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P57 | value='0.238397533881397' | fill=None | rows=[56] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q57 | value='0.291612718404113' | fill=None | rows=[56] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R57 | value='0.248458499761335' | fill=None | rows=[56] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S57 | value='0.240508232013005' | fill=None | rows=[56] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T57 | value='0.325840470510286' | fill=None | rows=[56] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U57 | value='0.275240973673009' | fill=None | rows=[56] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V57 | value='0.256346409454596' | fill=None | rows=[56] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W57 | value='0.242968767801992' | fill=None | rows=[56] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X57 | value='0.274178348938239' | fill=None | rows=[56] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y57 | value='0.276119268873874' | fill=None | rows=[56] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z57 | value='0.344232946240477' | fill=None | rows=[56] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA57 | value='0.413431648485919' | fill=None | rows=[56] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E58 | value='Real estate' | fill=None | rows=[57] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G58 | value='0.211172648174976' | fill=None | rows=[57] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H58 | value='0.144106254579336' | fill=None | rows=[57] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I58 | value='0.193606509048275' | fill=None | rows=[57] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J58 | value='0.134090402029761' | fill=None | rows=[57] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K58 | value='0.153505842307379' | fill=None | rows=[57] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L58 | value='0.0897116807972914' | fill=None | rows=[57] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M58 | value='0.115640926520427' | fill=None | rows=[57] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N58 | value='0.138813359744056' | fill=None | rows=[57] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O58 | value='0.0924967587962608' | fill=None | rows=[57] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P58 | value='0.160365464874595' | fill=None | rows=[57] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q58 | value='0.14053235763435' | fill=None | rows=[57] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R58 | value='0.122722804542561' | fill=None | rows=[57] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S58 | value='0.117759387444424' | fill=None | rows=[57] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T58 | value='0.183400168372601' | fill=None | rows=[57] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U58 | value='0.124046010289798' | fill=None | rows=[57] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V58 | value='0.0861687606045957' | fill=None | rows=[57] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W58 | value='0.104465814353586' | fill=None | rows=[57] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X58 | value='0.115964400216883' | fill=None | rows=[57] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y58 | value='0.130374905621723' | fill=None | rows=[57] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z58 | value='0.193454362248356' | fill=None | rows=[57] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA58 | value='0.28164712624154' | fill=None | rows=[57] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell F59 | value='Housing' | fill=None | rows=[58] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G59 | value='0.0337307867301887' | fill=None | rows=[58] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H59 | value='0.0489724233897399' | fill=None | rows=[58] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I59 | value='0.0513130161336372' | fill=None | rows=[58] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J59 | value='0.0217740187264267' | fill=None | rows=[58] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K59 | value='0.0544821369363749' | fill=None | rows=[58] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L59 | value='0.0152684225164875' | fill=None | rows=[58] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M59 | value='0.0592344839984606' | fill=None | rows=[58] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N59 | value='0.0624121799179196' | fill=None | rows=[58] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O59 | value='0.0192575518422078' | fill=None | rows=[58] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P59 | value='0.0692112468491398' | fill=None | rows=[58] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q59 | value='0.0303390395065378' | fill=None | rows=[58] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R59 | value='0.0137342195987343' | fill=None | rows=[58] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S59 | value='0.0218321348696915' | fill=None | rows=[58] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T59 | value='0.0797476673063831' | fill=None | rows=[58] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U59 | value='0.0345403310386338' | fill=None | rows=[58] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V59 | value='0.0103752787224826' | fill=None | rows=[58] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W59 | value='0.0131395127099917' | fill=None | rows=[58] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X59 | value='0.0139247111321738' | fill=None | rows=[58] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y59 | value='0.0180642591100418' | fill=None | rows=[58] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z59 | value='0.020208272734758' | fill=None | rows=[58] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA59 | value='0.069503241591301' | fill=None | rows=[58] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell F60 | value='Other real estate' | fill=None | rows=[59] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G60 | value='0.177441861444787' | fill=None | rows=[59] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H60 | value='0.0951338311895964' | fill=None | rows=[59] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I60 | value='0.142293492914637' | fill=None | rows=[59] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J60 | value='0.112316383303334' | fill=None | rows=[59] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K60 | value='0.0990237053710042' | fill=None | rows=[59] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L60 | value='0.0744432582808038' | fill=None | rows=[59] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M60 | value='0.0564064425219661' | fill=None | rows=[59] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N60 | value='0.0764011798261359' | fill=None | rows=[59] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O60 | value='0.073239206954053' | fill=None | rows=[59] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P60 | value='0.0911542180254555' | fill=None | rows=[59] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q60 | value='0.110193318127812' | fill=None | rows=[59] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R60 | value='0.108988584943827' | fill=None | rows=[59] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S60 | value='0.0959272525747324' | fill=None | rows=[59] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T60 | value='0.103652501066218' | fill=None | rows=[59] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U60 | value='0.0895056792511637' | fill=None | rows=[59] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V60 | value='0.0757934818821131' | fill=None | rows=[59] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W60 | value='0.0913263016435946' | fill=None | rows=[59] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X60 | value='0.10203968908471' | fill=None | rows=[59] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y60 | value='0.112310646511681' | fill=None | rows=[59] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z60 | value='0.173246089513598' | fill=None | rows=[59] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA60 | value='0.212143884650239' | fill=None | rows=[59] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E61 | value='Rental and leasing services and lessors of intangible assets' | fill=None | rows=[60] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G61 | value='0.132028737335158' | fill=None | rows=[60] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H61 | value='0.118414623688091' | fill=None | rows=[60] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I61 | value='0.190103089895139' | fill=None | rows=[60] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J61 | value='0.186384872803271' | fill=None | rows=[60] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K61 | value='0.144954772155488' | fill=None | rows=[60] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L61 | value='0.106033255360803' | fill=None | rows=[60] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M61 | value='0.0700152095301824' | fill=None | rows=[60] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N61 | value='0.0732359413794027' | fill=None | rows=[60] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O61 | value='0.125269785363222' | fill=None | rows=[60] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P61 | value='0.0780320689795807' | fill=None | rows=[60] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q61 | value='0.151080360769763' | fill=None | rows=[60] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R61 | value='0.125735695218774' | fill=None | rows=[60] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S61 | value='0.122748844568581' | fill=None | rows=[60] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T61 | value='0.142440302137685' | fill=None | rows=[60] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U61 | value='0.151194963383211' | fill=None | rows=[60] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V61 | value='0.17017764885' | fill=None | rows=[60] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W61 | value='0.138502953448406' | fill=None | rows=[60] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X61 | value='0.158213948721356' | fill=None | rows=[60] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y61 | value='0.145744363252151' | fill=None | rows=[60] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z61 | value='0.150778583992121' | fill=None | rows=[60] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA61 | value='0.131784522244378' | fill=None | rows=[60] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell C62 | value='Professional and business services' | fill=None | rows=[61] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell G62 | value='108.039335777905' | fill=None | rows=[61] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H62 | value='137.104123506481' | fill=None | rows=[61] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I62 | value='166.380950217189' | fill=None | rows=[61] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J62 | value='185.132222641718' | fill=None | rows=[61] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K62 | value='181.331064792929' | fill=None | rows=[61] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L62 | value='177.619913521057' | fill=None | rows=[61] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M62 | value='182.782001104789' | fill=None | rows=[61] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N62 | value='193.675407729464' | fill=None | rows=[61] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O62 | value='209.723183989378' | fill=None | rows=[61] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P62 | value='219.601159796062' | fill=None | rows=[61] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q62 | value='250.452861915675' | fill=None | rows=[61] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R62 | value='272.157070084279' | fill=None | rows=[61] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S62 | value='274.30309619336' | fill=None | rows=[61] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T62 | value='308.044563994442' | fill=None | rows=[61] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U62 | value='335.060174743737' | fill=None | rows=[61] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V62 | value='364.98180440246' | fill=None | rows=[61] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W62 | value='374.17636128828' | fill=None | rows=[61] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X62 | value='396.414849687386' | fill=None | rows=[61] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y62 | value='403.025070592812' | fill=None | rows=[61] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z62 | value='435.199562015399' | fill=None | rows=[61] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA62 | value='471.343925109511' | fill=None | rows=[61] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell D63 | value='Professional, scientific, and technical services' | fill=None | rows=[62] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G63 | value='106.092012308937' | fill=None | rows=[62] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H63 | value='133.700746240155' | fill=None | rows=[62] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I63 | value='160.736240154667' | fill=None | rows=[62] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J63 | value='178.222553210788' | fill=None | rows=[62] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K63 | value='173.779748628052' | fill=None | rows=[62] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L63 | value='171.340091279566' | fill=None | rows=[62] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M63 | value='175.634812795319' | fill=None | rows=[62] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N63 | value='183.472108251359' | fill=None | rows=[62] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O63 | value='199.177049115208' | fill=None | rows=[62] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P63 | value='210.616310637125' | fill=None | rows=[62] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q63 | value='237.587763981057' | fill=None | rows=[62] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R63 | value='258.833367638691' | fill=None | rows=[62] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S63 | value='260.749019539821' | fill=None | rows=[62] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T63 | value='294.430704002902' | fill=None | rows=[62] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U63 | value='320.544791729569' | fill=None | rows=[62] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V63 | value='349.296613321701' | fill=None | rows=[62] | cols=[21] | col_header=False | row_header=False | metadata=False
