=== economy-table46.xlsx ===
Cell A1 | value='location' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell F597 | value='8.88' | fill=00000000 | rows=[596] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B598 | value='Multi' | fill=FF00B050 | rows=[597] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C598 | value='24' | fill=00000000 | rows=[597] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D598 | value='0.93' | fill=00000000 | rows=[597] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E598 | value='12' | fill=00000000 | rows=[597] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F598 | value='14.85' | fill=00000000 | rows=[597] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B599 | value='Multi' | fill=FF00B050 | rows=[598] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C599 | value='22' | fill=00000000 | rows=[598] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D599 | value='0.93' | fill=00000000 | rows=[598] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E599 | value='4' | fill=00000000 | rows=[598] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F599 | value='3.93' | fill=00000000 | rows=[598] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B600 | value='Multi' | fill=FF00B050 | rows=[599] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C600 | value='14' | fill=00000000 | rows=[599] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D600 | value='0.92' | fill=00000000 | rows=[599] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E600 | value='4' | fill=00000000 | rows=[599] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F600 | value='7.33' | fill=00000000 | rows=[599] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B601 | value='Multi' | fill=FF00B050 | rows=[600] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C601 | value='8' | fill=00000000 | rows=[600] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D601 | value='0.83' | fill=00000000 | rows=[600] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E601 | value='6' | fill=00000000 | rows=[600] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F601 | value='14.94' | fill=00000000 | rows=[600] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B602 | value='Multi' | fill=FF00B050 | rows=[601] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C602 | value='14' | fill=00000000 | rows=[601] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D602 | value='0.83' | fill=00000000 | rows=[601] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E602 | value='8' | fill=00000000 | rows=[601] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F602 | value='10.91' | fill=00000000 | rows=[601] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B603 | value='Multi' | fill=FF00B050 | rows=[602] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C603 | value='22' | fill=00000000 | rows=[602] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D603 | value='0.81' | fill=00000000 | rows=[602] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E603 | value='4' | fill=00000000 | rows=[602] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F603 | value='3.51' | fill=00000000 | rows=[602] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B604 | value='Multi' | fill=FF00B050 | rows=[603] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C604 | value='21' | fill=00000000 | rows=[603] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D604 | value='0.8' | fill=00000000 | rows=[603] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E604 | value='18' | fill=00000000 | rows=[603] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F604 | value='13.56' | fill=00000000 | rows=[603] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B605 | value='Multi' | fill=FF00B050 | rows=[604] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C605 | value='8' | fill=00000000 | rows=[604] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D605 | value='0.8' | fill=00000000 | rows=[604] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E605 | value='4' | fill=00000000 | rows=[604] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F605 | value='7.17' | fill=00000000 | rows=[604] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B606 | value='Multi' | fill=FF00B050 | rows=[605] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C606 | value='18' | fill=00000000 | rows=[605] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D606 | value='0.76' | fill=00000000 | rows=[605] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E606 | value='9' | fill=00000000 | rows=[605] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F606 | value='12.18' | fill=00000000 | rows=[605] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B607 | value='Multi' | fill=FF00B050 | rows=[606] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C607 | value='14' | fill=00000000 | rows=[606] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D607 | value='0.71' | fill=00000000 | rows=[606] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E607 | value='8' | fill=00000000 | rows=[606] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F607 | value='9.35' | fill=00000000 | rows=[606] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B608 | value='Multi' | fill=FF00B050 | rows=[607] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C608 | value='21' | fill=00000000 | rows=[607] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D608 | value='0.71' | fill=00000000 | rows=[607] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E608 | value='9' | fill=00000000 | rows=[607] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F608 | value='8.56' | fill=00000000 | rows=[607] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B609 | value='Multi' | fill=FF00B050 | rows=[608] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C609 | value='14' | fill=00000000 | rows=[608] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D609 | value='0.67' | fill=00000000 | rows=[608] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E609 | value='12' | fill=00000000 | rows=[608] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F609 | value='11.33' | fill=00000000 | rows=[608] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B610 | value='Multi' | fill=FF00B050 | rows=[609] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C610 | value='12' | fill=00000000 | rows=[609] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D610 | value='0.61' | fill=00000000 | rows=[609] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E610 | value='6' | fill=00000000 | rows=[609] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F610 | value='6.67' | fill=00000000 | rows=[609] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B611 | value='Multi' | fill=FF00B050 | rows=[610] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C611 | value='6' | fill=00000000 | rows=[610] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D611 | value='0.61' | fill=00000000 | rows=[610] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E611 | value='2' | fill=00000000 | rows=[610] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F611 | value='6.37' | fill=00000000 | rows=[610] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B612 | value='Multi' | fill=FF00B050 | rows=[611] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C612 | value='7' | fill=00000000 | rows=[611] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D612 | value='0.6' | fill=00000000 | rows=[611] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E612 | value='2' | fill=00000000 | rows=[611] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F612 | value='5.35' | fill=00000000 | rows=[611] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B613 | value='Multi' | fill=FF00B050 | rows=[612] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C613 | value='7' | fill=00000000 | rows=[612] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D613 | value='0.57' | fill=00000000 | rows=[612] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E613 | value='6' | fill=00000000 | rows=[612] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F613 | value='9.7' | fill=00000000 | rows=[612] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B614 | value='Multi' | fill=FF00B050 | rows=[613] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C614 | value='13' | fill=00000000 | rows=[613] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D614 | value='0.57' | fill=00000000 | rows=[613] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E614 | value='12' | fill=00000000 | rows=[613] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F614 | value='7.98' | fill=00000000 | rows=[613] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B615 | value='Multi' | fill=FF00B050 | rows=[614] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C615 | value='7' | fill=00000000 | rows=[614] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D615 | value='0.57' | fill=00000000 | rows=[614] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E615 | value='2' | fill=00000000 | rows=[614] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F615 | value='6.28' | fill=00000000 | rows=[614] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B616 | value='Multi' | fill=FF00B050 | rows=[615] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C616 | value='11' | fill=00000000 | rows=[615] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D616 | value='0.57' | fill=00000000 | rows=[615] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E616 | value='2' | fill=00000000 | rows=[615] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F616 | value='2.52' | fill=00000000 | rows=[615] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B617 | value='Multi' | fill=FF00B050 | rows=[616] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C617 | value='11' | fill=00000000 | rows=[616] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D617 | value='0.57' | fill=00000000 | rows=[616] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E617 | value='2' | fill=00000000 | rows=[616] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F617 | value='2.41' | fill=00000000 | rows=[616] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B618 | value='Multi' | fill=FF00B050 | rows=[617] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C618 | value='12' | fill=00000000 | rows=[617] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D618 | value='0.56' | fill=00000000 | rows=[617] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E618 | value='4' | fill=00000000 | rows=[617] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F618 | value='6.71' | fill=00000000 | rows=[617] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B619 | value='Multi' | fill=FF00B050 | rows=[618] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C619 | value='28' | fill=00000000 | rows=[618] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D619 | value='0.52' | fill=00000000 | rows=[618] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E619 | value='14' | fill=00000000 | rows=[618] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F619 | value='6.87' | fill=00000000 | rows=[618] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B620 | value='Multi' | fill=FF00B050 | rows=[619] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C620 | value='6' | fill=00000000 | rows=[619] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D620 | value='0.51' | fill=00000000 | rows=[619] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E620 | value='2' | fill=00000000 | rows=[619] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F620 | value='6.14' | fill=00000000 | rows=[619] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B621 | value='Multi' | fill=FF00B050 | rows=[620] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C621 | value='11' | fill=00000000 | rows=[620] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D621 | value='0.51' | fill=00000000 | rows=[620] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E621 | value='2' | fill=00000000 | rows=[620] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F621 | value='2.24' | fill=00000000 | rows=[620] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B622 | value='Multi' | fill=FF00B050 | rows=[621] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C622 | value='8' | fill=00000000 | rows=[621] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D622 | value='0.49' | fill=00000000 | rows=[621] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E622 | value='2' | fill=00000000 | rows=[621] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F622 | value='5.36' | fill=00000000 | rows=[621] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B623 | value='Multi' | fill=FF00B050 | rows=[622] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C623 | value='22' | fill=00000000 | rows=[622] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D623 | value='0.49' | fill=00000000 | rows=[622] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E623 | value='4' | fill=00000000 | rows=[622] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F623 | value='2.15' | fill=00000000 | rows=[622] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B624 | value='Multi' | fill=FF00B050 | rows=[623] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C624 | value='7' | fill=00000000 | rows=[623] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D624 | value='0.48' | fill=00000000 | rows=[623] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E624 | value='2' | fill=00000000 | rows=[623] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F624 | value='3.8' | fill=00000000 | rows=[623] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B625 | value='Multi' | fill=FF00B050 | rows=[624] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C625 | value='12' | fill=00000000 | rows=[624] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D625 | value='0.45' | fill=00000000 | rows=[624] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E625 | value='6' | fill=00000000 | rows=[624] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F625 | value='6.1' | fill=00000000 | rows=[624] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B626 | value='Multi' | fill=FF00B050 | rows=[625] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C626 | value='8' | fill=00000000 | rows=[625] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D626 | value='0.45' | fill=00000000 | rows=[625] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E626 | value='2' | fill=00000000 | rows=[625] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F626 | value='4.74' | fill=00000000 | rows=[625] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B627 | value='Multi' | fill=FF00B050 | rows=[626] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C627 | value='12' | fill=00000000 | rows=[626] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D627 | value='0.43' | fill=00000000 | rows=[626] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E627 | value='6' | fill=00000000 | rows=[626] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F627 | value='5.6' | fill=00000000 | rows=[626] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B628 | value='Multi' | fill=FF00B050 | rows=[627] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C628 | value='7' | fill=00000000 | rows=[627] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D628 | value='0.43' | fill=00000000 | rows=[627] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E628 | value='2' | fill=00000000 | rows=[627] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F628 | value='4.71' | fill=00000000 | rows=[627] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B629 | value='Multi' | fill=FF00B050 | rows=[628] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C629 | value='7' | fill=00000000 | rows=[628] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D629 | value='0.43' | fill=00000000 | rows=[628] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E629 | value='2' | fill=00000000 | rows=[628] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F629 | value='4.5' | fill=00000000 | rows=[628] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B630 | value='Multi' | fill=FF00B050 | rows=[629] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C630 | value='14' | fill=00000000 | rows=[629] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D630 | value='0.43' | fill=00000000 | rows=[629] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E630 | value='4' | fill=00000000 | rows=[629] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F630 | value='3.43' | fill=00000000 | rows=[629] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B631 | value='Multi' | fill=FF00B050 | rows=[630] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C631 | value='11' | fill=00000000 | rows=[630] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D631 | value='0.42' | fill=00000000 | rows=[630] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E631 | value='2' | fill=00000000 | rows=[630] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F631 | value='3.33' | fill=00000000 | rows=[630] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B632 | value='Multi' | fill=FF00B050 | rows=[631] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C632 | value='6' | fill=00000000 | rows=[631] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D632 | value='0.39' | fill=00000000 | rows=[631] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E632 | value='3' | fill=00000000 | rows=[631] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F632 | value='7.07' | fill=00000000 | rows=[631] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B633 | value='Multi' | fill=FF00B050 | rows=[632] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C633 | value='10' | fill=00000000 | rows=[632] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D633 | value='0.39' | fill=00000000 | rows=[632] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E633 | value='6' | fill=00000000 | rows=[632] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F633 | value='5.11' | fill=00000000 | rows=[632] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B634 | value='Multi' | fill=FF00B050 | rows=[633] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C634 | value='8' | fill=00000000 | rows=[633] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D634 | value='0.39' | fill=00000000 | rows=[633] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E634 | value='2' | fill=00000000 | rows=[633] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F634 | value='4.32' | fill=00000000 | rows=[633] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B635 | value='Multi' | fill=FF00B050 | rows=[634] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C635 | value='5' | fill=00000000 | rows=[634] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D635 | value='0.37' | fill=00000000 | rows=[634] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E635 | value='3' | fill=00000000 | rows=[634] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F635 | value='6.64' | fill=00000000 | rows=[634] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B636 | value='Multi' | fill=FF00B050 | rows=[635] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C636 | value='11' | fill=00000000 | rows=[635] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D636 | value='0.37' | fill=00000000 | rows=[635] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E636 | value='2' | fill=00000000 | rows=[635] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F636 | value='1.62' | fill=00000000 | rows=[635] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B637 | value='Multi' | fill=FF00B050 | rows=[636] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C637 | value='11' | fill=00000000 | rows=[636] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D637 | value='0.36' | fill=00000000 | rows=[636] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E637 | value='2' | fill=00000000 | rows=[636] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F637 | value='2.85' | fill=00000000 | rows=[636] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B638 | value='Multi' | fill=FF00B050 | rows=[637] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C638 | value='22' | fill=00000000 | rows=[637] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D638 | value='0.36' | fill=00000000 | rows=[637] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E638 | value='4' | fill=00000000 | rows=[637] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F638 | value='2.42' | fill=00000000 | rows=[637] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B639 | value='Multi' | fill=FF00B050 | rows=[638] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C639 | value='7' | fill=00000000 | rows=[638] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D639 | value='0.32' | fill=00000000 | rows=[638] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E639 | value='6' | fill=00000000 | rows=[638] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F639 | value='4.37' | fill=00000000 | rows=[638] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B640 | value='Multi' | fill=FF00B050 | rows=[639] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C640 | value='7' | fill=00000000 | rows=[639] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D640 | value='0.32' | fill=00000000 | rows=[639] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E640 | value='2' | fill=00000000 | rows=[639] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F640 | value='3.85' | fill=00000000 | rows=[639] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B641 | value='Multi' | fill=FF00B050 | rows=[640] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C641 | value='7' | fill=00000000 | rows=[640] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D641 | value='0.32' | fill=00000000 | rows=[640] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E641 | value='2' | fill=00000000 | rows=[640] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F641 | value='3.53' | fill=00000000 | rows=[640] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B642 | value='Multi' | fill=FF00B050 | rows=[641] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C642 | value='7' | fill=00000000 | rows=[641] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D642 | value='0.31' | fill=00000000 | rows=[641] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E642 | value='2' | fill=00000000 | rows=[641] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F642 | value='3.41' | fill=00000000 | rows=[641] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B643 | value='Multi' | fill=FF00B050 | rows=[642] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C643 | value='7' | fill=00000000 | rows=[642] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D643 | value='0.3' | fill=00000000 | rows=[642] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E643 | value='4' | fill=00000000 | rows=[642] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F643 | value='3.28' | fill=00000000 | rows=[642] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B644 | value='Multi' | fill=FF00B050 | rows=[643] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C644 | value='7' | fill=00000000 | rows=[643] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D644 | value='0.29' | fill=00000000 | rows=[643] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E644 | value='2' | fill=00000000 | rows=[643] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F644 | value='2.29' | fill=00000000 | rows=[643] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B645 | value='Multi' | fill=FF00B050 | rows=[644] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C645 | value='12' | fill=00000000 | rows=[644] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D645 | value='0.27' | fill=00000000 | rows=[644] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E645 | value='6' | fill=00000000 | rows=[644] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F645 | value='4.38' | fill=00000000 | rows=[644] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B646 | value='Multi' | fill=FF00B050 | rows=[645] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C646 | value='12' | fill=00000000 | rows=[645] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D646 | value='0.27' | fill=00000000 | rows=[645] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E646 | value='6' | fill=00000000 | rows=[645] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F646 | value='4.11' | fill=00000000 | rows=[645] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B647 | value='Multi' | fill=FF00B050 | rows=[646] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C647 | value='7' | fill=00000000 | rows=[646] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D647 | value='0.27' | fill=00000000 | rows=[646] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E647 | value='4' | fill=00000000 | rows=[646] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F647 | value='3.01' | fill=00000000 | rows=[646] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B648 | value='Multi' | fill=FF00B050 | rows=[647] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C648 | value='7' | fill=00000000 | rows=[647] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D648 | value='0.27' | fill=00000000 | rows=[647] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E648 | value='4' | fill=00000000 | rows=[647] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F648 | value='3.01' | fill=00000000 | rows=[647] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B649 | value='Multi' | fill=FF00B050 | rows=[648] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C649 | value='8' | fill=00000000 | rows=[648] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D649 | value='0.27' | fill=00000000 | rows=[648] | cols=[3] | col_header=False | row_header=False | metadata=False
