=== society-table82.xlsx ===
Cell A1 | value='Artist Prefix' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell D1716 | value='98' | fill=00000000 | rows=[1715] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1717 | value='Graham Parker' | fill=00000000 | rows=[1716] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1717 | value='That's When You Know' | fill=00000000 | rows=[1716] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1717 | value='98' | fill=00000000 | rows=[1716] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1718 | value='Graham Parker' | fill=00000000 | rows=[1717] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1718 | value='Three Chords Good' | fill=00000000 | rows=[1717] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1718 | value='98' | fill=00000000 | rows=[1717] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1719 | value='Graham Parker' | fill=00000000 | rows=[1718] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1719 | value='Up Escalator' | fill=00000000 | rows=[1718] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1719 | value='98' | fill=00000000 | rows=[1718] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1720 | value='Graham Parker' | fill=00000000 | rows=[1719] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1720 | value='Your Country' | fill=00000000 | rows=[1719] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1720 | value='98' | fill=00000000 | rows=[1719] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1721 | value='Grand Funk' | fill=00000000 | rows=[1720] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1721 | value='1971 Tour Unreleased' | fill=00000000 | rows=[1720] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1721 | value='55' | fill=00000000 | rows=[1720] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1722 | value='Grand Funk' | fill=00000000 | rows=[1721] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1722 | value='30 Years of Funk' | fill=00000000 | rows=[1721] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1722 | value='57' | fill=00000000 | rows=[1721] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1723 | value='Grand Funk' | fill=00000000 | rows=[1722] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1723 | value='All the Girls in the World Beware' | fill=00000000 | rows=[1722] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1723 | value='55' | fill=00000000 | rows=[1722] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1724 | value='Grand Funk' | fill=00000000 | rows=[1723] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1724 | value='All the Girls in the World Beware' | fill=00000000 | rows=[1723] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1724 | value='3' | fill=00000000 | rows=[1723] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1725 | value='Grand Funk' | fill=00000000 | rows=[1724] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1725 | value='Born to Die' | fill=00000000 | rows=[1724] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1725 | value='55' | fill=00000000 | rows=[1724] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1726 | value='Grand Funk' | fill=00000000 | rows=[1725] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1726 | value='Born to Die' | fill=00000000 | rows=[1725] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1726 | value='3' | fill=00000000 | rows=[1725] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1727 | value='Grand Funk' | fill=00000000 | rows=[1726] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1727 | value='Bosnia' | fill=00000000 | rows=[1726] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1727 | value='55' | fill=00000000 | rows=[1726] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1728 | value='Grand Funk' | fill=00000000 | rows=[1727] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1728 | value='Capitol Collectors Series' | fill=00000000 | rows=[1727] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1728 | value='3' | fill=00000000 | rows=[1727] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1729 | value='Grand Funk' | fill=00000000 | rows=[1728] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1729 | value='Caught in the Act' | fill=00000000 | rows=[1728] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1729 | value='55' | fill=00000000 | rows=[1728] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1730 | value='Grand Funk' | fill=00000000 | rows=[1729] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1730 | value='Closer to Home' | fill=00000000 | rows=[1729] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1730 | value='3' | fill=00000000 | rows=[1729] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1731 | value='Grand Funk' | fill=00000000 | rows=[1730] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1731 | value='Closer to Home' | fill=00000000 | rows=[1730] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1731 | value='55' | fill=00000000 | rows=[1730] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1732 | value='Grand Funk' | fill=00000000 | rows=[1731] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1732 | value='E Pluribus Funk' | fill=00000000 | rows=[1731] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1732 | value='55' | fill=00000000 | rows=[1731] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1733 | value='Grand Funk' | fill=00000000 | rows=[1732] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1733 | value='E Pluribus Funk' | fill=00000000 | rows=[1732] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1733 | value='3' | fill=00000000 | rows=[1732] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1734 | value='Grand Funk' | fill=00000000 | rows=[1733] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1734 | value='Good Singin' Good Playin'' | fill=00000000 | rows=[1733] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1734 | value='55' | fill=00000000 | rows=[1733] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1735 | value='Grand Funk' | fill=00000000 | rows=[1734] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1735 | value='Grand Funk' | fill=00000000 | rows=[1734] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1735 | value='55' | fill=00000000 | rows=[1734] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1736 | value='Grand Funk' | fill=00000000 | rows=[1735] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1736 | value='Grand Funk Lives' | fill=00000000 | rows=[1735] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1736 | value='55' | fill=00000000 | rows=[1735] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1737 | value='Grand Funk' | fill=00000000 | rows=[1736] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1737 | value='Live Album' | fill=00000000 | rows=[1736] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1737 | value='3' | fill=00000000 | rows=[1736] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1738 | value='Grand Funk' | fill=00000000 | rows=[1737] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1738 | value='Live Album' | fill=00000000 | rows=[1737] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1738 | value='55' | fill=00000000 | rows=[1737] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1739 | value='Grand Funk' | fill=00000000 | rows=[1738] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1739 | value='Mark Don and Mel' | fill=00000000 | rows=[1738] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1739 | value='55' | fill=00000000 | rows=[1738] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1740 | value='Grand Funk' | fill=00000000 | rows=[1739] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1740 | value='On Time' | fill=00000000 | rows=[1739] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1740 | value='55' | fill=00000000 | rows=[1739] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1741 | value='Grand Funk' | fill=00000000 | rows=[1740] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1741 | value='On Time' | fill=00000000 | rows=[1740] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1741 | value='3' | fill=00000000 | rows=[1740] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1742 | value='Grand Funk' | fill=00000000 | rows=[1741] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1742 | value='Phoenix' | fill=00000000 | rows=[1741] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1742 | value='55' | fill=00000000 | rows=[1741] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1743 | value='Grand Funk' | fill=00000000 | rows=[1742] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1743 | value='Phoenix' | fill=00000000 | rows=[1742] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1743 | value='3' | fill=00000000 | rows=[1742] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1744 | value='Grand Funk' | fill=00000000 | rows=[1743] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1744 | value='Red Album' | fill=00000000 | rows=[1743] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1744 | value='55' | fill=00000000 | rows=[1743] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1745 | value='Grand Funk' | fill=00000000 | rows=[1744] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1745 | value='Red Album' | fill=00000000 | rows=[1744] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1745 | value='3' | fill=00000000 | rows=[1744] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1746 | value='Grand Funk' | fill=00000000 | rows=[1745] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1746 | value='Shinin' On' | fill=00000000 | rows=[1745] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1746 | value='55' | fill=00000000 | rows=[1745] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1747 | value='Grand Funk' | fill=00000000 | rows=[1746] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1747 | value='We're an American Band' | fill=00000000 | rows=[1746] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1747 | value='3' | fill=00000000 | rows=[1746] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1748 | value='Grand Funk' | fill=00000000 | rows=[1747] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1748 | value='We're an American Band' | fill=00000000 | rows=[1747] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1748 | value='55' | fill=00000000 | rows=[1747] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1749 | value='Grand Funk' | fill=00000000 | rows=[1748] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1749 | value='What's Funk' | fill=00000000 | rows=[1748] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1749 | value='55' | fill=00000000 | rows=[1748] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1750 | value='Grass Roots' | fill=00000000 | rows=[1749] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1750 | value='16 Greatest Hits' | fill=00000000 | rows=[1749] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1750 | value='7' | fill=00000000 | rows=[1749] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1751 | value='Guess Who' | fill=00000000 | rows=[1750] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1751 | value='Best Of' | fill=00000000 | rows=[1750] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1751 | value='10' | fill=00000000 | rows=[1750] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1752 | value='Guess Who' | fill=00000000 | rows=[1751] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1752 | value='Greatest Hits' | fill=00000000 | rows=[1751] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1752 | value='14' | fill=00000000 | rows=[1751] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1753 | value='Guitar Shorty' | fill=00000000 | rows=[1752] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1753 | value='My Way or the Highway' | fill=00000000 | rows=[1752] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1753 | value='10' | fill=00000000 | rows=[1752] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell A1754 | value='H' | fill=FF00B050 | rows=[1753, 1754, 1755, 1756, 1757, 1758, 1759, 1760, 1761, 1762, 1763, 1764, 1765, 1766, 1767, 1768, 1769, 1770, 1771, 1772, 1773, 1774, 1775, 1776, 1777, 1778, 1779, 1780, 1781, 1782, 1783, 1784, 1785, 1786, 1787, 1788, 1789, 1790, 1791, 1792, 1793, 1794, 1795, 1796, 1797, 1798, 1799, 1800, 1801, 1802, 1803, 1804, 1805, 1806, 1807, 1808, 1809, 1810, 1811, 1812, 1813, 1814, 1815, 1816, 1817, 1818, 1819, 1820, 1821, 1822, 1823, 1824, 1825, 1826, 1827, 1828, 1829, 1830, 1831, 1832, 1833, 1834, 1835] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B1754 | value='Haim' | fill=00000000 | rows=[1753] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1754 | value='Something to Tell You' | fill=00000000 | rows=[1753] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1754 | value='101' | fill=00000000 | rows=[1753] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1755 | value='Hall and Oates' | fill=00000000 | rows=[1754] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1755 | value='Complete Anthology' | fill=00000000 | rows=[1754] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1755 | value='15' | fill=00000000 | rows=[1754] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1756 | value='Hank Ballard' | fill=00000000 | rows=[1755] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1756 | value='Dancin' and Twistin'' | fill=00000000 | rows=[1755] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1756 | value='48' | fill=00000000 | rows=[1755] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1757 | value='Hank Williams' | fill=00000000 | rows=[1756] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1757 | value='10 CD Box Set' | fill=00000000 | rows=[1756] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1757 | value='64' | fill=00000000 | rows=[1756] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1758 | value='Hank Williams' | fill=00000000 | rows=[1757] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1758 | value='40 Greatest Songs' | fill=00000000 | rows=[1757] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1758 | value='10' | fill=00000000 | rows=[1757] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1759 | value='Harry Nilsson' | fill=00000000 | rows=[1758] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1759 | value='Best of Nilsson' | fill=00000000 | rows=[1758] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1759 | value='3' | fill=00000000 | rows=[1758] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1760 | value='Hasil Adkins' | fill=00000000 | rows=[1759] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1760 | value='Chicken Walk' | fill=00000000 | rows=[1759] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1760 | value='49' | fill=00000000 | rows=[1759] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1761 | value='Hasil Adkins' | fill=00000000 | rows=[1760] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1761 | value='Peanut Butter Rock and Roll' | fill=00000000 | rows=[1760] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1761 | value='49' | fill=00000000 | rows=[1760] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1762 | value='Heart' | fill=00000000 | rows=[1761] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1762 | value='Essential Heart' | fill=00000000 | rows=[1761] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1762 | value='15' | fill=00000000 | rows=[1761] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1763 | value='Herman's Hermits' | fill=00000000 | rows=[1762] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1763 | value='Greatest Hits' | fill=00000000 | rows=[1762] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1763 | value='10' | fill=00000000 | rows=[1762] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1764 | value='Hollies' | fill=00000000 | rows=[1763] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1764 | value='5317704' | fill=00000000 | rows=[1763] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1764 | value='32' | fill=00000000 | rows=[1763] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1765 | value='Hollies' | fill=00000000 | rows=[1764] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1765 | value='Another Night' | fill=00000000 | rows=[1764] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1765 | value='32' | fill=00000000 | rows=[1764] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1766 | value='Hollies' | fill=00000000 | rows=[1765] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1766 | value='A's B's and EP's' | fill=00000000 | rows=[1765] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1766 | value='32' | fill=00000000 | rows=[1765] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1767 | value='Hollies' | fill=00000000 | rows=[1766] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1767 | value='Butterfly' | fill=00000000 | rows=[1766] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1767 | value='32' | fill=00000000 | rows=[1766] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1768 | value='Hollies' | fill=00000000 | rows=[1767] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1768 | value='Confessions of the Mind' | fill=00000000 | rows=[1767] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1768 | value='32' | fill=00000000 | rows=[1767] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1769 | value='Hollies' | fill=00000000 | rows=[1768] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1769 | value='Crazy Steal' | fill=00000000 | rows=[1768] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1769 | value='32' | fill=00000000 | rows=[1768] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1770 | value='Hollies' | fill=00000000 | rows=[1769] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1770 | value='Distant Light' | fill=00000000 | rows=[1769] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1770 | value='32' | fill=00000000 | rows=[1769] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1771 | value='Hollies' | fill=00000000 | rows=[1770] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1771 | value='Evolution' | fill=00000000 | rows=[1770] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1771 | value='32' | fill=00000000 | rows=[1770] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1772 | value='Hollies' | fill=00000000 | rows=[1771] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1772 | value='For Certain Because' | fill=00000000 | rows=[1771] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1772 | value='32' | fill=00000000 | rows=[1771] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1773 | value='Hollies' | fill=00000000 | rows=[1772] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1773 | value='Greatest Hits' | fill=00000000 | rows=[1772] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1773 | value='7' | fill=00000000 | rows=[1772] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1774 | value='Hollies' | fill=00000000 | rows=[1773] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1774 | value='Hollies' | fill=00000000 | rows=[1773] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1774 | value='32' | fill=00000000 | rows=[1773] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1775 | value='Hollies' | fill=00000000 | rows=[1774] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1775 | value='Hollies (Remastered)' | fill=00000000 | rows=[1774] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1775 | value='32' | fill=00000000 | rows=[1774] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1776 | value='Hollies' | fill=00000000 | rows=[1775] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1776 | value='Hollies Rarities' | fill=00000000 | rows=[1775] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1776 | value='32' | fill=00000000 | rows=[1775] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1777 | value='Hollies' | fill=00000000 | rows=[1776] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1777 | value='Hollies Sing Buddy Holly' | fill=00000000 | rows=[1776] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1777 | value='32' | fill=00000000 | rows=[1776] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1778 | value='Hollies' | fill=00000000 | rows=[1777] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1778 | value='Hollies Sing Dylan' | fill=00000000 | rows=[1777] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1778 | value='32' | fill=00000000 | rows=[1777] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1779 | value='Hollies' | fill=00000000 | rows=[1778] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1779 | value='In the Hollies Style' | fill=00000000 | rows=[1778] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1779 | value='32' | fill=00000000 | rows=[1778] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1780 | value='Hollies' | fill=00000000 | rows=[1779] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1780 | value='Out on the Road' | fill=00000000 | rows=[1779] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1780 | value='32' | fill=00000000 | rows=[1779] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1781 | value='Hollies' | fill=00000000 | rows=[1780] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1781 | value='Romany' | fill=00000000 | rows=[1780] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1781 | value='32' | fill=00000000 | rows=[1780] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1782 | value='Hollies' | fill=00000000 | rows=[1781] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1782 | value='Russian Roulette' | fill=00000000 | rows=[1781] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1782 | value='32' | fill=00000000 | rows=[1781] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1783 | value='Hollies' | fill=00000000 | rows=[1782] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1783 | value='Stay with the Hollies' | fill=00000000 | rows=[1782] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1783 | value='32' | fill=00000000 | rows=[1782] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1784 | value='Hollies' | fill=00000000 | rows=[1783] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1784 | value='Staying Power' | fill=00000000 | rows=[1783] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1784 | value='32' | fill=00000000 | rows=[1783] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1785 | value='Hollies' | fill=00000000 | rows=[1784] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1785 | value='Then Now Always' | fill=00000000 | rows=[1784] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1785 | value='32' | fill=00000000 | rows=[1784] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1786 | value='Hollies' | fill=00000000 | rows=[1785] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1786 | value='Very Best Of' | fill=00000000 | rows=[1785] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1786 | value='15' | fill=00000000 | rows=[1785] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1787 | value='Hollies' | fill=00000000 | rows=[1786] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1787 | value='What Goes Around' | fill=00000000 | rows=[1786] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1787 | value='32' | fill=00000000 | rows=[1786] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1788 | value='Hollies' | fill=00000000 | rows=[1787] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1788 | value='Would You Believe' | fill=00000000 | rows=[1787] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1788 | value='32' | fill=00000000 | rows=[1787] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1789 | value='Hollies' | fill=00000000 | rows=[1788] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1789 | value='Write On' | fill=00000000 | rows=[1788] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1789 | value='32' | fill=00000000 | rows=[1788] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1790 | value='Hound Dog Taylor' | fill=00000000 | rows=[1789] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1790 | value='Beware of the Dog' | fill=00000000 | rows=[1789] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1790 | value='65' | fill=00000000 | rows=[1789] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1791 | value='Hound Dog Taylor' | fill=00000000 | rows=[1790] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1791 | value='Deluxe Edition' | fill=00000000 | rows=[1790] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1791 | value='65' | fill=00000000 | rows=[1790] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1792 | value='Hound Dog Taylor' | fill=00000000 | rows=[1791] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1792 | value='Freddie's Blues' | fill=00000000 | rows=[1791] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1792 | value='65' | fill=00000000 | rows=[1791] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1793 | value='Hound Dog Taylor' | fill=00000000 | rows=[1792] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1793 | value='Hound Dog Taylor and the Houserockers' | fill=00000000 | rows=[1792] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1793 | value='65' | fill=00000000 | rows=[1792] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1794 | value='Hound Dog Taylor' | fill=00000000 | rows=[1793] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1794 | value='Live at Joe's Place' | fill=00000000 | rows=[1793] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1794 | value='65' | fill=00000000 | rows=[1793] | cols=[3] | col_header=False | row_header=False | metadata=False
