=== society-table81.xlsx ===
Cell A1 | value='FIRE STATISTICS TABLE 0901: Non-fire1 incidents attended, by type of incident and fire and rescue authority2, England' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell G33 | value='161' | fill=None | rows=[32] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H33 | value='191' | fill=None | rows=[32] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I33 | value='179' | fill=None | rows=[32] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J33 | value='187' | fill=None | rows=[32] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K33 | value='213' | fill=None | rows=[32] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L33 | value='229' | fill=None | rows=[32] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M33 | value='189' | fill=None | rows=[32] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N33 | value='235' | fill=None | rows=[32] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O33 | value='280' | fill=None | rows=[32] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P33 | value='325' | fill=None | rows=[32] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q33 | value='79' | fill=None | rows=[32] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R33 | value='285' | fill=None | rows=[32] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S33 | value='328' | fill=None | rows=[32] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell A34 | value='Good Intent Non-fire False Alarm' | fill=FF00B050 | rows=[33] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B34 | value='12498' | fill=None | rows=[33] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C34 | value='11397' | fill=None | rows=[33] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D34 | value='9416' | fill=None | rows=[33] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E34 | value='6115' | fill=None | rows=[33] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F34 | value='5484' | fill=None | rows=[33] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G34 | value='5085' | fill=None | rows=[33] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H34 | value='5897' | fill=None | rows=[33] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I34 | value='5870' | fill=None | rows=[33] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J34 | value='6587' | fill=None | rows=[33] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K34 | value='7059' | fill=None | rows=[33] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L34 | value='7238' | fill=None | rows=[33] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M34 | value='6488' | fill=None | rows=[33] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N34 | value='7885' | fill=None | rows=[33] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O34 | value='8824' | fill=None | rows=[33] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P34 | value='9460' | fill=None | rows=[33] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q34 | value='2294' | fill=None | rows=[33] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R34 | value='9140' | fill=None | rows=[33] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S34 | value='9512' | fill=None | rows=[33] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell A35 | value='Footnotes' | fill=FF00B0F0 | rows=[34] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A36 | value='1 Non-fire incidents are also known as special services incidents attended by fire and rescue services.' | fill=FF00B0F0 | rows=[35] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A37 | value='2 For a list of FRAs and whether they are considered "Metropolitan", "Non Metropolitan", "Predominantly Rural", "Significantly Rural" or "Predominantly Urban" please see the FRS geographical categories sheet.' | fill=FF00B0F0 | rows=[36] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A38 | value='3 Prior to 2011/12, no distinction was made between First responder and Co-responder medical incidents. From 2011/12, these could be recorded separately for the first time.' | fill=FF00B0F0 | rows=[37] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A39 | value='As such care should be taken when assessing the categorisation of medical incidents during 2011/12 as services became accustomed to recording Co-responder incidents separately.' | fill=FF00B0F0 | rows=[38] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A40 | value='Note on 2009/10:' | fill=FF00B0F0 | rows=[39] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A41 | value='Summing the non-fire false alarm incident categories for all FRSs may not sum to England totals due to data inconsistencies.' | fill=FF00B0F0 | rows=[40] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A42 | value='Note on Hampshire FRA' | fill=FF00B0F0 | rows=[41] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A43 | value='Before 2017/18, Hampshire FRS did not record medical co-responding incidents in the IRS. They are currently undertaking a project to upload this data for 2017/18 to 2020/21.' | fill=FF00B0F0 | rows=[42] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A44 | value='This was not completed in time for publication on 27 August 2024 but will be included in the quarterly release once available.' | fill=FF00B0F0 | rows=[43] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A45 | value='General note:' | fill=FF00B0F0 | rows=[44] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A46 | value='Fire data are collected by the Incident Recording System (IRS) which collects information on all incidents attended by fire and rescue services. For a variety of reasons some records take longer' | fill=FF00B0F0 | rows=[45] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A47 | value='than others for fire services to upload to the IRS and therefore totals are constantly being amended (by relatively small numbers).' | fill=FF00B0F0 | rows=[46] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A48 | value='.. denotes data not available.' | fill=FF00B0F0 | rows=[47] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A49 | value='Figures for Hampshire and Isle of Wight, who merged into one FRS on 1 April 2021, are presented merged.' | fill=FF00B0F0 | rows=[48] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell L49 | value='https://www.gov.uk/government/collections/fire-statistics-monitor' | fill=None | rows=[48] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M49 | value='https://www.gov.uk/government/collections/fire-statistics-monitor' | fill=None | rows=[48] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N49 | value='https://www.gov.uk/government/collections/fire-statistics-monitor' | fill=None | rows=[48] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O49 | value='https://www.gov.uk/government/collections/fire-statistics-monitor' | fill=None | rows=[48] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P49 | value='https://www.gov.uk/government/collections/fire-statistics-monitor' | fill=None | rows=[48] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q49 | value='https://www.gov.uk/government/collections/fire-statistics-monitor' | fill=None | rows=[48] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R49 | value='https://www.gov.uk/government/collections/fire-statistics-monitor' | fill=None | rows=[48] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S49 | value='https://www.gov.uk/government/collections/fire-statistics-monitor' | fill=None | rows=[48] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell A50 | value='The data in this table are consistent with records that reached the IRS by 27 August 2024.' | fill=FF00B0F0 | rows=[49] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell L50 | value='https://www.gov.uk/government/statistics/announcements?utf8=%E2%9C%93&keywords=fire&topics%5B%5D=&organisations%5B%5D=home-office&from_date=&to_date=&commit=Refresh+results' | fill=None | rows=[49] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M50 | value='https://www.gov.uk/government/statistics/announcements?utf8=%E2%9C%93&keywords=fire&topics%5B%5D=&organisations%5B%5D=home-office&from_date=&to_date=&commit=Refresh+results' | fill=None | rows=[49] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N50 | value='https://www.gov.uk/government/statistics/announcements?utf8=%E2%9C%93&keywords=fire&topics%5B%5D=&organisations%5B%5D=home-office&from_date=&to_date=&commit=Refresh+results' | fill=None | rows=[49] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O50 | value='https://www.gov.uk/government/statistics/announcements?utf8=%E2%9C%93&keywords=fire&topics%5B%5D=&organisations%5B%5D=home-office&from_date=&to_date=&commit=Refresh+results' | fill=None | rows=[49] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P50 | value='https://www.gov.uk/government/statistics/announcements?utf8=%E2%9C%93&keywords=fire&topics%5B%5D=&organisations%5B%5D=home-office&from_date=&to_date=&commit=Refresh+results' | fill=None | rows=[49] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q50 | value='https://www.gov.uk/government/statistics/announcements?utf8=%E2%9C%93&keywords=fire&topics%5B%5D=&organisations%5B%5D=home-office&from_date=&to_date=&commit=Refresh+results' | fill=None | rows=[49] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R50 | value='https://www.gov.uk/government/statistics/announcements?utf8=%E2%9C%93&keywords=fire&topics%5B%5D=&organisations%5B%5D=home-office&from_date=&to_date=&commit=Refresh+results' | fill=None | rows=[49] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S50 | value='https://www.gov.uk/government/statistics/announcements?utf8=%E2%9C%93&keywords=fire&topics%5B%5D=&organisations%5B%5D=home-office&from_date=&to_date=&commit=Refresh+results' | fill=None | rows=[49] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell A51 | value='The full set of fire statistics releases, tables and guidance can be found on our landing page, here-' | fill=FF00B0F0 | rows=[50] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A52 | value='https://www.gov.uk/government/collections/fire-statistics' | fill=FF00B0F0 | rows=[51] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A53 | value='The statistics in this table are Accredited Official Statistics.' | fill=FF00B0F0 | rows=[52] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A54 | value='Source: Home Office Incident Recording System' | fill=FF00B0F0 | rows=[53] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A55 | value='Contact: FireStatistics@homeoffice.gov.uk' | fill=FF00B0F0 | rows=[54] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell A56 | value='end of table' | fill=None | rows=[55] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell U57 | value='England' | fill=FF00B0F0 | rows=[56] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell U58 | value='Non-metropolitan' | fill=FF00B0F0 | rows=[57] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell U59 | value='Metropolitan' | fill=FF00B0F0 | rows=[58] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell U60 | value='Predominantly Urban' | fill=FF00B0F0 | rows=[59] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell U61 | value='Significantly Rural' | fill=FF00B0F0 | rows=[60] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell U62 | value='Predominantly Rural' | fill=FF00B0F0 | rows=[61] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell U63 | value='Avon' | fill=FF00B0F0 | rows=[62] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell U64 | value='Bedfordshire' | fill=FF00B0F0 | rows=[63] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell U65 | value='Berkshire' | fill=FF00B0F0 | rows=[64] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell U66 | value='Buckinghamshire' | fill=FF00B0F0 | rows=[65] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell U67 | value='Cambridgeshire' | fill=FF00B0F0 | rows=[66] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell U68 | value='Cheshire' | fill=FF00B0F0 | rows=[67] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell U69 | value='Cleveland' | fill=FF00B0F0 | rows=[68] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell U70 | value='Cornwall' | fill=FF00B0F0 | rows=[69] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell U71 | value='Cumbria' | fill=FF00B0F0 | rows=[70] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell U72 | value='Derbyshire' | fill=FF00B0F0 | rows=[71] | cols=[20] | col_header=False | row_header=False | metadata=True

